Phenotype,species,snp,chr,pos,p,logp
soilN,Rice,"9311_chr06:13406607\C,\T",6,13406607,4.35541e-05,4.36097095607391
soilN,Rice,"9311_chr06:17114602\G,\A",6,17114602,4.356523e-05,4.36085998879237
soilN,Rice,"9311_chr07:20652916\G,\A",7,20652916,4.358698e-05,4.36064322079125
soilN,Rice,"9311_chr10:19521892\G,\A",10,19521892,4.362924e-05,4.36022235214453
soilN,Rice,"9311_chr01:4899016\G,\A",1,4899016,4.366565e-05,4.35986007061802
soilN,Rice,"9311_chr01:34424900\G,\A",1,34424900,4.367909e-05,4.35972641819927
soilN,Rice,"9311_chr01:6886886\T,\C",1,6886886,4.368604e-05,4.35965732091399
soilN,Rice,"9311_chr06:21473866\A,\G",6,21473866,4.371158e-05,4.35940349520607
soilN,Rice,"9311_chr06:14580861\G,\A",6,14580861,4.371578e-05,4.35936176829529
soilN,Rice,"9311_chr02:23115171\G,\C",2,23115171,4.375231e-05,4.35899901249837
soilN,Rice,"9311_chr06:15766236\C,\T",6,15766236,4.377153e-05,4.35880827269362
soilN,Rice,"9311_chr06:15595702\G,\A",6,15595702,4.377484e-05,4.35877543261731
soilN,Rice,"9311_chr06:15349481\G,\C",6,15349481,4.378012e-05,4.35872305237826
soilN,Rice,"9311_chr05:1301608\C,\T",5,1301608,4.379036e-05,4.35862148446371
soilN,Rice,"9311_chr06:14968057\A,\T",6,14968057,4.381584e-05,4.35836885796671
soilN,Rice,"9311_chr11:2753002\C,\T",11,2753002,4.382139e-05,4.35831385087948
soilN,Rice,"9311_chr04:32968840\T,\G",4,32968840,4.382618e-05,4.35826638189499
soilN,Rice,"9311_chr06:15513397\G,\A",6,15513397,4.383119e-05,4.35821673825734
soilN,Rice,"9311_chr06:15800495\G,\A",6,15800495,4.384916e-05,4.35803872181582
soilN,Rice,"9311_chr02:23114602\G,\T",2,23114602,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23115234\G,\T",2,23115234,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23115358\T,\C",2,23115358,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23115367\T,\C",2,23115367,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23115424\T,\G",2,23115424,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23121112\T,\C",2,23121112,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23121416\G,\A",2,23121416,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23122185\A,\G",2,23122185,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr02:23123272\G,\A",2,23123272,4.386097e-05,4.35792176798478
soilN,Rice,"9311_chr06:23095819\G,\A",6,23095819,4.386204e-05,4.3579111733849
soilN,Rice,"9311_chr02:15025503\C,\T",2,15025503,4.389507e-05,4.35758425406373
soilN,Rice,"9311_chr06:16765012\T,\A",6,16765012,4.390193e-05,4.35751638704886
soilN,Rice,"9311_chr01:31424750\C,\T",1,31424750,4.391746e-05,4.35736278558627
soilN,Rice,"9311_chr06:13759874\C,\G",6,13759874,4.393734e-05,4.35716623913809
soilN,Rice,"9311_chr03:32698648\T,\A",3,32698648,4.394808e-05,4.35706009359634
soilN,Rice,"9311_chr06:15759988\C,\G",6,15759988,4.395e-05,4.35704112059021
soilN,Rice,"9311_chr09:3582992\G,\A",9,3582992,4.395002e-05,4.35704092295909
soilN,Rice,"9311_chr01:34425348\G,\A",1,34425348,4.39787e-05,4.35675761242795
soilN,Rice,"9311_chr06:14355075\G,\T",6,14355075,4.398908e-05,4.35665512088518
soilN,Rice,"9311_chr01:39369657\C,\T",1,39369657,4.399805e-05,4.35656657108214
soilN,Rice,"9311_chr01:39376766\C,\T",1,39376766,4.399805e-05,4.35656657108214
soilN,Rice,"9311_chr01:39627428\G,\C",1,39627428,4.399805e-05,4.35656657108214
soilN,Rice,"9311_chr01:39630274\G,\A",1,39630274,4.399805e-05,4.35656657108214
soilN,Rice,"9311_chr02:14415566\T,\A",2,14415566,4.400002e-05,4.35654712610727
soilN,Rice,"9311_chr06:14487033\T,\A",6,14487033,4.400576e-05,4.35649047413897
soilN,Rice,"9311_chr02:23121756\C,\T",2,23121756,4.402286e-05,4.35632174638352
soilN,Rice,"9311_chr05:1300721\A,\T",5,1300721,4.402999e-05,4.35625141317653
soilN,Rice,"9311_chr04:33302105\C,\T",4,33302105,4.403161e-05,4.35623543442845
soilN,Rice,"9311_chr06:14328467\C,\T",6,14328467,4.405674e-05,4.35598764182872
soilN,Rice,"9311_chr02:5569920\T,\C",2,5569920,4.405729e-05,4.35598222017305
soilN,Rice,"9311_chr06:13662594\G,\A",6,13662594,4.406201e-05,4.35593569529243
soilN,Rice,"9311_chr06:21472251\G,\C",6,21472251,4.407459e-05,4.3558117189961
soilN,Rice,"9311_chr06:15369046\G,\A",6,15369046,4.409025e-05,4.3556574386354
soilN,Rice,"9311_chr04:33331467\G,\A",4,33331467,4.409143e-05,4.35564581564322
soilN,Rice,"9311_chr08:26808849\G,\A",8,26808849,4.412267e-05,4.35533821492674
soilN,Rice,"9311_chr06:13658248\C,\T",6,13658248,4.416226e-05,4.35494870972599
soilN,Rice,"9311_chr03:24750652\G,\T",3,24750652,4.41657e-05,4.35491488186405
soilN,Rice,"9311_chr06:15576848\G,\T",6,15576848,4.422202e-05,4.35436142333992
soilN,Rice,"9311_chr11:19322886\G,\T",11,19322886,4.422694e-05,4.35431310781754
soilN,Rice,"9311_chr01:34365372\G,\C",1,34365372,4.423126e-05,4.35427068886343
soilN,Rice,"9311_chr06:13977681\T,\A",6,13977681,4.423391e-05,4.35424467002737
soilN,Rice,"9311_chr06:17327902\G,\A",6,17327902,4.427859e-05,4.35380621717383
soilN,Rice,"9311_chr02:11109294\G,\A",2,11109294,4.428373e-05,4.35375580581063
soilN,Rice,"9311_chr06:16968238\C,\T",6,16968238,4.42955e-05,4.35364039171001
soilN,Rice,"9311_chr06:16348795\G,\A",6,16348795,4.429964e-05,4.35359980304665
soilN,Rice,"9311_chr03:32738574\C,\T",3,32738574,4.430256e-05,4.35357117757488
soilN,Rice,"9311_chr06:21400716\A,\C",6,21400716,4.43333e-05,4.3532699402899
soilN,Rice,"9311_chr06:14239502\C,\T",6,14239502,4.436668e-05,4.35294306872826
soilN,Rice,"9311_chr06:1576640\G,\A",6,1576640,4.436821e-05,4.35292809219406
soilN,Rice,"9311_chr06:14706824\G,\A",6,14706824,4.438388e-05,4.3527747348004
soilN,Rice,"9311_chr02:5579731\C,\T",2,5579731,4.439695e-05,4.35264686420222
soilN,Rice,"9311_chr06:14152539\C,\T",6,14152539,4.445372e-05,4.35209189030967
soilN,Rice,"9311_chr06:15802127\G,\A",6,15802127,4.445372e-05,4.35209189030967
soilN,Rice,"9311_chr06:16553351\A,\T",6,16553351,4.445372e-05,4.35209189030967
soilN,Rice,"9311_chr06:17134863\C,\T",6,17134863,4.445372e-05,4.35209189030967
soilN,Rice,"9311_chr06:17313092\C,\T",6,17313092,4.445372e-05,4.35209189030967
soilN,Rice,"9311_chr12:24094426\C,\T",12,24094426,4.445431e-05,4.35208612629163
soilN,Rice,"9311_chr12:24094432\T,\C",12,24094432,4.445431e-05,4.35208612629163
soilN,Rice,"9311_chr08:26146811\C,\T",8,26146811,4.453754e-05,4.35127377459273
soilN,Rice,"9311_chr06:23088941\G,\T",6,23088941,4.453788e-05,4.35127045919722
soilN,Rice,"9311_chr02:23122294\C,\T",2,23122294,4.453927e-05,4.35125690534351
soilN,Rice,"9311_chr07:25054071\A,\G",7,25054071,4.45486e-05,4.35116593970406
soilN,Rice,"9311_chr06:23088930\C,\G",6,23088930,4.460591e-05,4.35060759621283
soilN,Rice,"9311_chr10:12563005\T,\A",10,12563005,4.462346e-05,4.35043675855578
soilN,Rice,"9311_chr04:32968803\G,\A",4,32968803,4.46252e-05,4.35041982446627
soilN,Rice,"9311_chr06:14236633\G,\A",6,14236633,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:14236646\T,\C",6,14236646,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:15509294\G,\A",6,15509294,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:15752530\C,\A",6,15752530,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:16143222\C,\T",6,16143222,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:16298010\C,\T",6,16298010,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:16397891\G,\A",6,16397891,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:16616029\A,\G",6,16616029,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr06:17403815\T,\C",6,17403815,4.46266e-05,4.35040619981612
soilN,Rice,"9311_chr05:30049274\A,\G",5,30049274,4.463125e-05,4.35036094958116
soilN,Rice,"9311_chr05:30223787\C,\T",5,30223787,4.466382e-05,4.35004413540759
soilN,Rice,"9311_chr01:7871974\G,\A",1,7871974,4.469812e-05,4.3497107428814
soilN,Rice,"9311_chr03:24708420\C,\G",3,24708420,4.471674e-05,4.34952986548876
soilN,Rice,"9311_chr03:24770277\A,\C",3,24770277,4.471674e-05,4.34952986548876
soilN,Rice,"9311_chr06:13898612\G,\A",6,13898612,4.472641e-05,4.34943595941197
soilN,Rice,"9311_chr02:27758779\G,\C",2,27758779,4.473119e-05,4.34938954798073
soilN,Rice,"9311_chr02:11104061\C,\T",2,11104061,4.474994e-05,4.34920754264274
soilN,Rice,"9311_chr06:16144729\G,\T",6,16144729,4.475979e-05,4.34911195972311
soilN,Rice,"9311_chr06:16930443\C,\A",6,16930443,4.476519e-05,4.34905956786097
soilN,Rice,"9311_chr06:16997390\G,\A",6,16997390,4.479829e-05,4.3487385631835
soilN,Rice,"9311_chr06:17203479\C,\A",6,17203479,4.480274e-05,4.34869542505337
soilN,Rice,"9311_chr02:11109658\T,\C",2,11109658,4.484813e-05,4.34825566070489
soilN,Rice,"Scaffold06_1345:12018\A,\C",Scaffold06_1345,12018,4.48567e-05,4.34817267958289
soilN,Rice,"9311_chr06:18222120\A,\G",6,18222120,4.486773e-05,4.34806590223898
soilN,Rice,"9311_chr06:18222122\A,\G",6,18222122,4.486773e-05,4.34806590223898
soilN,Rice,"9311_chr02:14592721\C,\T",2,14592721,4.486816e-05,4.3480617400999
soilN,Rice,"9311_chr02:23117096\C,\T",2,23117096,4.488439e-05,4.34790467270698
soilN,Rice,"9311_chr11:30100362\C,\T",11,30100362,4.488579e-05,4.3478911267327
soilN,Rice,"9311_chr02:14641734\C,\T",2,14641734,4.490544e-05,4.34770104387705
soilN,Rice,"9311_chr06:15577050\G,\C",6,15577050,4.497611e-05,4.34701810956271
soilN,Rice,"9311_chr01:29277082\T,\A",1,29277082,4.498676e-05,4.34691528411363
soilN,Rice,"9311_chr11:22663886\C,\T",11,22663886,4.498999e-05,4.34688410336578
soilN,Rice,"9311_chr02:13485047\G,\A",2,13485047,4.500099e-05,4.34677793185115
soilN,Rice,"9311_chr06:15460442\C,\T",6,15460442,4.50116e-05,4.34667554918503
soilN,Rice,"9311_chr06:16250419\C,\T",6,16250419,4.502419e-05,4.34655409153885
soilN,Rice,"ScaffoldUn01_999:3879\G,\A",ScaffoldUn01_999,3879,4.506299e-05,4.34617999553674
soilN,Rice,"9311_chr02:1113344\C,\T",2,1113344,4.506706e-05,4.34614077269058
soilN,Rice,"9311_chr06:14234924\G,\A",6,14234924,4.50749e-05,4.34606522809966
soilN,Rice,"9311_chr04:22677236\A,\T",4,22677236,4.507505e-05,4.34606378285931
soilN,Rice,"9311_chr06:21545926\T,\C",6,21545926,4.508048e-05,4.34601146839697
soilN,Rice,"9311_chr04:11790064\C,\T",4,11790064,4.509491e-05,4.34587247549819
soilN,Rice,"9311_chr05:30202998\T,\A",5,30202998,4.511688e-05,4.34566094106448
soilN,Rice,"9311_chr02:9743638\C,\G",2,9743638,4.512384e-05,4.34559394936494
soilN,Rice,"9311_chr06:14466437\A,\C",6,14466437,4.512486e-05,4.345584132484
soilN,Rice,"9311_chr02:2654884\C,\G",2,2654884,4.513149e-05,4.34552032816618
soilN,Rice,"9311_chr02:2712362\G,\A",2,2712362,4.514701e-05,4.34537100688979
soilN,Rice,"9311_chr06:14403970\C,\T",6,14403970,4.517015e-05,4.34514846724104
soilN,Rice,"9311_chr06:15766240\G,\A",6,15766240,4.517326e-05,4.34511856675711
soilN,Rice,"9311_chr02:11121721\C,\T",2,11121721,4.517582e-05,4.34509395568473
soilN,Rice,"9311_chr06:16525132\C,\T",6,16525132,4.519636e-05,4.34489654075434
soilN,Rice,"9311_chr09:4876434\C,\T",9,4876434,4.520328e-05,4.34483005115724
soilN,Rice,"9311_chr06:16355340\C,\T",6,16355340,4.522436e-05,4.34462757041475
soilN,Rice,"9311_chr06:14900927\C,\A",6,14900927,4.52244e-05,4.34462718629054
soilN,Rice,"9311_chr06:15111004\C,\T",6,15111004,4.523004e-05,4.34457302817777
soilN,Rice,"9311_chr04:31611013\T,\A",4,31611013,4.523013e-05,4.34457216400731
soilN,Rice,"9311_chr06:13312529\A,\T",6,13312529,4.523939e-05,4.34448325965772
soilN,Rice,"9311_chr06:16625947\C,\T",6,16625947,4.524327e-05,4.34444601356901
soilN,Rice,"9311_chr02:5720887\C,\T",2,5720887,4.524482e-05,4.34443113522542
soilN,Rice,"9311_chr06:16277301\G,\A",6,16277301,4.525103e-05,4.34437153097313
soilN,Rice,"9311_chr06:16153574\G,\A",6,16153574,4.527654e-05,4.34412676901771
soilN,Rice,"9311_chr02:2650035\G,\A",2,2650035,4.528151e-05,4.34407909918433
soilN,Rice,"9311_chr12:10370990\C,\T",12,10370990,4.529589e-05,4.34394120265159
soilN,Rice,"9311_chr04:33138245\C,\T",4,33138245,4.530922e-05,4.34381341415301
soilN,Rice,"9311_chr02:14292279\T,\A",2,14292279,4.531013e-05,4.34380469177796
soilN,Rice,"9311_chr02:23116360\C,\T",2,23116360,4.532597e-05,4.34365289299881
soilN,Rice,"9311_chr06:16614749\C,\T",6,16614749,4.532913e-05,4.34362261625623
soilN,Rice,"9311_chr06:17291463\C,\T",6,17291463,4.533403e-05,4.34357567231641
soilN,Rice,"9311_chr06:16177243\C,\T",6,16177243,4.534285e-05,4.34349118600981
soilN,Rice,"9311_chr06:15756768\G,\A",6,15756768,4.535186e-05,4.34340489667067
soilN,Rice,"9311_chr02:15461583\C,\T",2,15461583,4.538781e-05,4.34306077182558
soilN,Rice,"9311_chr04:4848980\C,\A",4,4848980,4.540515e-05,4.34289488525446
soilN,Rice,"9311_chr02:927881\T,\C",2,927881,4.543652e-05,4.34259493879952
soilN,Rice,"9311_chr06:15760798\C,\T",6,15760798,4.546162e-05,4.34235509248863
soilN,Rice,"9311_chr08:20344017\G,\A",8,20344017,4.549034e-05,4.34208081719132
soilN,Rice,"9311_chr06:16525519\G,\A",6,16525519,4.551445e-05,4.34185070094791
soilN,Rice,"9311_chr06:23131799\G,\A",6,23131799,4.551873e-05,4.34180986352174
soilN,Rice,"9311_chr06:14096000\G,\T",6,14096000,4.553359e-05,4.3416681073082
soilN,Rice,"9311_chr07:1708847\C,\A",7,1708847,4.553614e-05,4.3416437863636
soilN,Rice,"9311_chr02:25312047\G,\A",2,25312047,4.55413e-05,4.34159457638297
soilN,Rice,"9311_chr09:3273538\G,\A",9,3273538,4.555372e-05,4.34147615196199
soilN,Rice,"9311_chr06:13728246\C,\T",6,13728246,4.556366e-05,4.34138139754374
soilN,Rice,"9311_chr06:15872463\G,\T",6,15872463,4.56403e-05,4.34065150956679
soilN,Rice,"9311_chr08:8357922\G,\A",8,8357922,4.564365e-05,4.34061963350281
soilN,Rice,"9311_chr06:16244782\C,\T",6,16244782,4.564646e-05,4.34059289747424
soilN,Rice,"9311_chr06:14143539\C,\T",6,14143539,4.566208e-05,4.34044430940409
soilN,Rice,"9311_chr02:14625177\C,\T",2,14625177,4.567547e-05,4.34031697506779
soilN,Rice,"9311_chr06:14964453\G,\T",6,14964453,4.568723e-05,4.34020517226127
soilN,Rice,"9311_chr06:16233955\A,\G",6,16233955,4.578976e-05,4.33923163275422
soilN,Rice,"9311_chr06:16133135\C,\A",6,16133135,4.581638e-05,4.33897922785136
soilN,Rice,"9311_chr06:23135443\G,\A",6,23135443,4.583821e-05,4.33877235007865
soilN,Rice,"9311_chr12:10037264\C,\T",12,10037264,4.585589e-05,4.33860487307554
soilN,Rice,"9311_chr02:11122884\C,\T",2,11122884,4.586706e-05,4.33849909650846
soilN,Rice,"9311_chr06:16673060\G,\A",6,16673060,4.592642e-05,4.33793740685383
soilN,Rice,"9311_chr02:11166095\T,\A",2,11166095,4.592737e-05,4.33792842345188
soilN,Rice,"9311_chr06:21464713\T,\C",6,21464713,4.593239e-05,4.33788095634983
soilN,Rice,"9311_chr02:16098779\C,\T",2,16098779,4.596815e-05,4.33754297419093
soilN,Rice,"ScaffoldUn01_14016:301\G,\A",ScaffoldUn01_14016,301,4.598064e-05,4.33742498812255
soilN,Rice,"9311_chr07:10725862\C,\T",7,10725862,4.598838e-05,4.33735188873978
soilN,Rice,"9311_chr02:27764455\G,\A",2,27764455,4.599675e-05,4.33727285325168
soilN,Rice,"9311_chr02:16061383\G,\A",2,16061383,4.599713e-05,4.33726926536294
soilN,Rice,"9311_chr06:14342246\A,\G",6,14342246,4.602086e-05,4.33704526985328
soilN,Rice,"9311_chr06:14402390\G,\A",6,14402390,4.602086e-05,4.33704526985328
soilN,Rice,"9311_chr06:16307765\G,\A",6,16307765,4.603081e-05,4.33695138279807
soilN,Rice,"9311_chr06:21433842\C,\T",6,21433842,4.605661e-05,4.33670803147112
soilN,Rice,"9311_chr02:27561832\C,\T",2,27561832,4.605734e-05,4.33670114793238
soilN,Rice,"9311_chr06:21463323\G,\T",6,21463323,4.606957e-05,4.33658584130709
soilN,Rice,"9311_chr02:23113286\A,\G",2,23113286,4.610093e-05,4.33629031344345
soilN,Rice,"9311_chr06:16877561\A,\G",6,16877561,4.61102e-05,4.33620299405238
soilN,Rice,"9311_chr06:15486910\G,\A",6,15486910,4.612978e-05,4.33601861660383
soilN,Rice,"9311_chr02:27758379\G,\T",2,27758379,4.617254e-05,4.33561623379536
soilN,Rice,"9311_chr02:27758918\C,\T",2,27758918,4.617254e-05,4.33561623379536
soilN,Rice,"9311_chr02:27762350\C,\A",2,27762350,4.617254e-05,4.33561623379536
soilN,Rice,"9311_chr02:27797034\G,\A",2,27797034,4.617254e-05,4.33561623379536
soilN,Rice,"9311_chr02:27797037\A,\T",2,27797037,4.617254e-05,4.33561623379536
soilN,Rice,"9311_chr01:10114267\T,\C",1,10114267,4.619135e-05,4.33543934476833
soilN,Rice,"9311_chr06:15865146\C,\T",6,15865146,4.625376e-05,4.33485295739244
soilN,Rice,"9311_chr02:2655664\C,\T",2,2655664,4.634877e-05,4.33396178663924
soilN,Rice,"9311_chr02:2655680\T,\G",2,2655680,4.634877e-05,4.33396178663924
soilN,Rice,"9311_chr06:15552626\T,\A",6,15552626,4.635312e-05,4.33392102844116
soilN,Rice,"9311_chr02:2650001\A,\G",2,2650001,4.635323e-05,4.33391999782366
soilN,Rice,"9311_chr12:23959563\C,\T",12,23959563,4.640151e-05,4.33346788638483
soilN,Rice,"9311_chr06:14950165\C,\T",6,14950165,4.64022e-05,4.33346142838455
soilN,Rice,"9311_chr06:14996659\C,\A",6,14996659,4.640552e-05,4.33343035645044
soilN,Rice,"9311_chr05:24248503\G,\C",5,24248503,4.641455e-05,4.3333458557776
soilN,Rice,"9311_chr07:10166665\A,\C",7,10166665,4.646059e-05,4.33291527942349
soilN,Rice,"9311_chr06:18313186\C,\T",6,18313186,4.64692e-05,4.3328348041421
soilN,Rice,"9311_chr06:13489104\C,\T",6,13489104,4.649529e-05,4.33259103916624
soilN,Rice,"9311_chr06:11933901\T,\C",6,11933901,4.651049e-05,4.33244908506008
soilN,Rice,"9311_chr02:13315630\C,\T",2,13315630,4.654239e-05,4.33215131900457
soilN,Rice,"9311_chr02:13277680\C,\T",2,13277680,4.654475e-05,4.33212929802558
soilN,Rice,"9311_chr06:14466254\C,\T",6,14466254,4.656243e-05,4.33196436280721
soilN,Rice,"9311_chr06:16242756\C,\T",6,16242756,4.656243e-05,4.33196436280721
soilN,Rice,"9311_chr06:16998946\C,\T",6,16998946,4.656243e-05,4.33196436280721
soilN,Rice,"9311_chr06:17174800\G,\A",6,17174800,4.657794e-05,4.33181972289486
soilN,Rice,"9311_chr09:2539448\C,\A",9,2539448,4.661965e-05,4.33143099129676
soilN,Rice,"9311_chr06:15620563\C,\T",6,15620563,4.664275e-05,4.33121585201797
soilN,Rice,"9311_chr02:15633691\C,\T",2,15633691,4.66491e-05,4.33115673066998
soilN,Rice,"9311_chr02:13272798\C,\T",2,13272798,4.665172e-05,4.33113233964013
soilN,Rice,"9311_chr10:10929292\C,\T",10,10929292,4.666044e-05,4.33105117019998
soilN,Rice,"9311_chr06:13480349\G,\A",6,13480349,4.667257e-05,4.33093828426401
soilN,Rice,"9311_chr05:1302256\C,\T",5,1302256,4.667457e-05,4.33091967439629
soilN,Rice,"9311_chr06:15001609\G,\A",6,15001609,4.668945e-05,4.33078124201205
soilN,Rice,"9311_chr02:27770546\G,\T",2,27770546,4.669857e-05,4.33069641816232
soilN,Rice,"9311_chr06:16916357\C,\T",6,16916357,4.671647e-05,4.33052998090936
soilN,Rice,"9311_chr06:14344666\G,\A",6,14344666,4.672037e-05,4.3304937265052
soilN,Rice,"9311_chr06:14342280\C,\A",6,14342280,4.675696e-05,4.33015373314201
soilN,Rice,"9311_chr02:15442518\A,\G",2,15442518,4.675724e-05,4.33015113241496
soilN,Rice,"9311_chr06:1575821\T,\C",6,1575821,4.675859e-05,4.33013859341379
soilN,Rice,"9311_chr06:17199980\C,\T",6,17199980,4.678028e-05,4.32993718308071
soilN,Rice,"9311_chr06:14403983\A,\G",6,14403983,4.679778e-05,4.32977474856301
soilN,Rice,"9311_chr01:24693945\G,\T",1,24693945,4.682399e-05,4.32953158164429
soilN,Rice,"9311_chr06:17092699\G,\A",6,17092699,4.68284e-05,4.32949068063436
soilN,Rice,"9311_chr06:16301011\G,\C",6,16301011,4.682853e-05,4.3294894749941
soilN,Rice,"9311_chr02:16197090\G,\A",2,16197090,4.686031e-05,4.32919484269501
soilN,Rice,"9311_chr06:16344955\C,\T",6,16344955,4.687477e-05,4.32906085020771
soilN,Rice,"9311_chr06:14405183\C,\T",6,14405183,4.690895e-05,4.32874428809973
soilN,Rice,"9311_chr06:15007799\C,\T",6,15007799,4.699457e-05,4.32795231983603
soilN,Rice,"9311_chr06:16167375\C,\T",6,16167375,4.69949e-05,4.32794927019272
soilN,Rice,"9311_chr02:28047115\G,\A",2,28047115,4.699728e-05,4.32792727642968
soilN,Rice,"9311_chr02:15557832\C,\G",2,15557832,4.700883e-05,4.32782055780701
soilN,Rice,"9311_chr06:14330358\G,\C",6,14330358,4.705687e-05,4.32737696341023
soilN,Rice,"9311_chr06:16169447\A,\G",6,16169447,4.705687e-05,4.32737696341023
soilN,Rice,"9311_chr06:17202235\T,\C",6,17202235,4.705687e-05,4.32737696341023
soilN,Rice,"9311_chr06:16154485\T,\G",6,16154485,4.707209e-05,4.32723651859766
soilN,Rice,"9311_chr06:16910883\C,\T",6,16910883,4.707209e-05,4.32723651859766
soilN,Rice,"9311_chr06:17012851\G,\T",6,17012851,4.707209e-05,4.32723651859766
soilN,Rice,"9311_chr06:13898622\G,\A",6,13898622,4.708836e-05,4.32708643496295
soilN,Rice,"9311_chr06:13898625\G,\C",6,13898625,4.708836e-05,4.32708643496295
soilN,Rice,"9311_chr06:13898627\G,\A",6,13898627,4.708836e-05,4.32708643496295
soilN,Rice,"9311_chr05:27287996\G,\A",5,27287996,4.70982e-05,4.3269956904296
soilN,Rice,"9311_chr03:8331674\G,\A",3,8331674,4.717272e-05,4.32630908141948
soilN,Rice,"9311_chr05:1300087\C,\T",5,1300087,4.717314e-05,4.32630521471706
soilN,Rice,"9311_chr02:17438550\G,\A",2,17438550,4.718105e-05,4.32623239825051
soilN,Rice,"9311_chr02:17438558\A,\G",2,17438558,4.718105e-05,4.32623239825051
soilN,Rice,"9311_chr08:26920680\A,\T",8,26920680,4.718452e-05,4.32620045859598
soilN,Rice,"9311_chr02:13878876\G,\T",2,13878876,4.719088e-05,4.32614192400097
soilN,Rice,"9311_chr09:3306202\G,\A",9,3306202,4.721716e-05,4.32590013825307
soilN,Rice,"9311_chr01:5218980\A,\T",1,5218980,4.72285e-05,4.32579584760703
soilN,Rice,"9311_chr06:14512883\G,\A",6,14512883,4.723736e-05,4.32571438221581
soilN,Rice,"9311_chr05:13109880\T,\A",5,13109880,4.72384e-05,4.3257048206889
soilN,Rice,"9311_chr06:16741930\T,\C",6,16741930,4.725674e-05,4.32553624141809
soilN,Rice,"9311_chr06:14400650\T,\A",6,14400650,4.727996e-05,4.32532289955038
soilN,Rice,"9311_chr06:14985930\T,\C",6,14985930,4.728291e-05,4.32529580289559
soilN,Rice,"9311_chr06:21392793\C,\T",6,21392793,4.728956e-05,4.32523472680633
soilN,Rice,"9311_chr06:16525542\A,\T",6,16525542,4.730438e-05,4.32509864527142
soilN,Rice,"9311_chr04:7191360\G,\A",4,7191360,4.731129e-05,4.32503521022149
soilN,Rice,"9311_chr11:28582807\A,\G",11,28582807,4.734478e-05,4.32472789717108
soilN,Rice,"9311_chr06:15454340\C,\A",6,15454340,4.735046e-05,4.32467579755846
soilN,Rice,"9311_chr06:14419088\A,\G",6,14419088,4.738283e-05,4.32437900404635
soilN,Rice,"9311_chr06:15754483\T,\G",6,15754483,4.738283e-05,4.32437900404635
soilN,Rice,"9311_chr06:15754484\G,\A",6,15754484,4.738283e-05,4.32437900404635
soilN,Rice,"9311_chr06:15800601\C,\A",6,15800601,4.738283e-05,4.32437900404635
soilN,Rice,"9311_chr06:17022550\C,\T",6,17022550,4.738283e-05,4.32437900404635
soilN,Rice,"9311_chr09:5590934\G,\C",9,5590934,4.738283e-05,4.32437900404635
soilN,Rice,"9311_chr03:8330977\G,\T",3,8330977,4.742216e-05,4.3240186685207
soilN,Rice,"9311_chr06:16900395\C,\T",6,16900395,4.742324e-05,4.32400877794002
soilN,Rice,"9311_chr06:15021451\A,\G",6,15021451,4.744215e-05,4.3238356376881
soilN,Rice,"9311_chr11:23900738\C,\T",11,23900738,4.746264e-05,4.32364810881685
soilN,Rice,"9311_chr06:14316054\C,\T",6,14316054,4.746273e-05,4.32364728529615
soilN,Rice,"9311_chr06:14400675\A,\G",6,14400675,4.746273e-05,4.32364728529615
soilN,Rice,"9311_chr06:14400681\T,\C",6,14400681,4.746273e-05,4.32364728529615
soilN,Rice,"9311_chr06:16945908\C,\T",6,16945908,4.746273e-05,4.32364728529615
soilN,Rice,"9311_chr10:18653842\C,\T",10,18653842,4.749345e-05,4.32336628142785
soilN,Rice,"9311_chr02:13579101\C,\T",2,13579101,4.750025e-05,4.32330410462072
soilN,Rice,"9311_chr11:9008709\G,\A",11,9008709,4.751085e-05,4.32320719970061
soilN,Rice,"9311_chr06:15348068\G,\A",6,15348068,4.751168e-05,4.32319961277528
soilN,Rice,"9311_chr04:33324705\C,\G",4,33324705,4.751429e-05,4.32317575595807
soilN,Rice,"9311_chr12:22741414\C,\T",12,22741414,4.753923e-05,4.32294785688338
soilN,Rice,"9311_chr08:26814458\C,\A",8,26814458,4.754176e-05,4.32292474469156
soilN,Rice,"9311_chr02:14923174\G,\A",2,14923174,4.756803e-05,4.32268483424008
soilN,Rice,"9311_chr06:14957244\A,\G",6,14957244,4.756862e-05,4.32267944759373
soilN,Rice,"9311_chr06:15687208\T,\C",6,15687208,4.760715e-05,4.3223278167679
