Taxa,Long,Lat,Species,BIO01,BIO02,BIO03,BIO04,BIO05,BIO06,BIO07,BIO08,BIO09,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,PC1,PC2,PC3,aridity_index,pH,soilN,AM_rel_abundance_colonization,AM_roots_colonized
SEEDGWAS3312:MRG:4:250064288,-56.928119,-26.796219,Maize,21.62298012,10.94925022,51.22755814,389.0578003,32.34325027,10.96950054,21.37374878,23.96808243,16.77545929,26.28100014,16.77545929,1553,174,70,23.37991524,472,264,430,264,-1.557459258,-1.647088354,-3.740558413,0.9312,53,269, NA, NA
SEEDGWAS3313:MRG:4:250064289,-56.812369,-25.754605,Maize,22.04742813,10.83697891,52.85815811,369.0478821,32.23324966,11.73124981,20.5019989,24.28025055,18.35491753,26.3951664,17.44345856,1524,166,67,25.46835709,465,244,421,252,-1.756379681,-1.379407347,-3.449629393,0.9187,55,272, NA, NA
SEEDGWAS3315:MRG:4:250064290,-54.71,-25.9,Maize,20.95896912,12.89393806,56.71466827,373.3032837,31.77799988,9.043250084,22.73474884,21.34020805,16.2504158,25.24466705,16.2504158,1726,179,103,17.46423149,492,333,434,333,-1.490542323,-2.784243577,-3.794626479,1.1146,53,375,0.125531808,0.296051204
SEEDGWAS3316:MRG:4:250064291,-54.71,-25.9,Maize,20.95896912,12.89393806,56.71466827,373.3032837,31.77799988,9.043250084,22.73474884,21.34020805,16.2504158,25.24466705,16.2504158,1726,179,103,17.46423149,492,333,434,333,-1.490542323,-2.784243577,-3.794626479,1.1146,53,375,0.125531808,0.296051204
SEEDGWAS3317:MRG:4:250064292,-54.727812,-25.98001,Maize,20.95896912,12.89393806,56.71466827,373.3032837,31.77799988,9.043250084,22.73474884,21.34020805,16.2504158,25.24466705,16.2504158,1726,179,103,17.46423149,492,333,434,333,-1.490542323,-2.784243577,-3.794626479,1.1083,54,340,0.125531808,0.296051204
SEEDGWAS3318:MRG:4:250064294,-54.751445,-25.360623,Maize,21.35030174,12.86256218,57.79239273,355.5023499,32.0352478,9.77875042,22.25649643,24.8340416,16.9048748,25.43095779,16.9048748,1753,191,97,19.04004669,529,339,471,339,-2.025154064,-2.411717054,-3.700593391,1.1062,53,286,0.042523693,0.354234606
SEEDGWAS3319:MRG:4:250064295,-54.751445,-25.360623,Maize,21.35030174,12.86256218,57.79239273,355.5023499,32.0352478,9.77875042,22.25649643,24.8340416,16.9048748,25.43095779,16.9048748,1753,191,97,19.04004669,529,339,471,339,-2.025154064,-2.411717054,-3.700593391,1.1062,53,286,0.042523693,0.354234606
SEEDGWAS332:MRG:4:250059088,-47.18593,-24.278472,Maize,21.08532333,7.966562271,51.69400406,263.2451172,28.29624939,12.88525009,15.4109993,24.27558327,17.83749962,24.27558327,17.83749962,1862,271,69,45.42843246,747,219,747,219,-3.033583755,-2.552134956,-1.769925458,1.4904,50,342,0.149648651,0.382548898
SEEDGWAS3320:MRG:4:250064297,-54.824574,-24.523124,Maize,21.09464645,12.47804165,58.72227097,332.321228,31.02549934,9.776249886,21.2492485,23.24308395,16.90862465,24.74629211,16.9050827,1628,186,92,20.32641602,512,306,446,343,-1.754037076,-2.525459,-3.218290498,1.0274,55,308, NA, NA
SEEDGWAS3321:MRG:4:250064298,-54.941988,-24.065822,Maize,21.3546257,11.92758369,58.43345642,319.282135,30.60449982,10.19225025,20.41225052,23.4282074,17.32679176,24.82683372,17.32679176,1638,192,75,26.71360779,554,264,478,264,-1.762979423,-2.087266956,-2.672146635,1.0182,54,238, NA, NA
SEEDGWAS3323:MRG:4:250064299,-55.7,-24.51,Maize,22.55888557,11.82760429,56.23689651,341.2738647,32.39075089,11.35900021,21.03174973,24.73804092,18.30487442,26.36562538,18.30487442,1477,183,84,24.9547348,492,263,396,263,-1.974797403,-1.473265989,-3.360304851,0.8642,54,304, NA, NA
SEEDGWAS3324:MRG:4:250064300,-42.91666667,-13.58333333,Maize,22.85546875,12.01668739,71.17520142,114.9665756,31.10350037,14.22025013,16.88325119,23.4875412,21.24687576,24.00049973,21.24687576,881,184,1,95.79501343,513,3,241,3,-0.930249197,1.489688923,1.4295416,0.5013,59,127, NA, NA
SEEDGWAS3325:MRG:4:250064301,-44.15,-13.43333333,Maize,24.54776001,12.62756252,72.24729156,107.8484726,32.97850037,15.50024986,17.4782505,24.94870758,23.21891594,25.87733459,23.14129257,970,206,0,95.58850861,559,3,269,13,-1.760114554,2.182595731,1.319865545,0.5566,62,185, NA, NA
SEEDGWAS3327:MRG:4:250064302,-56.56666667,-24.21666667,Maize,23.31513596,11.73560429,56.24540329,345.0366516,33.03525162,12.17024994,20.86500168,25.56645775,19.86579132,27.1574173,19.03987503,1487,183,48,36.23197174,516,203,485,208,-2.077654014,-0.386095169,-2.765613008,0.8372,54,279,0.075524136,0.415757388
SEEDGWAS3328:MRG:4:250064303,-56.891055,-24.460407,Maize,23.45653152,11.14597893,55.00452805,358.1485901,33.05099869,12.78724957,20.26374817,26.93737411,19.93554115,27.53070831,19.02962494,1455,209,35,43.64691162,523,174,511,188,-2.19095711,0.058001515,-2.575968829,0.836, NA, NA,0.075524136,0.415757388
SEEDGWAS333:MRG:4:250059089,-51.483333,-21.533333,Maize,22.46202087,11.55837536,62.87962341,261.5909119,30.31150055,11.92975044,18.38175011,25.14258385,20.23541641,25.14258385,18.90433311,1186,193,29,56.18582916,523,106,523,158,-1.606219705,-0.106401415,-0.907139728,0.7522,58,206, NA, NA
SEEDGWAS3330:MRG:4:250064304,-56.431091,-24.05468,Maize,23.40607262,11.71289539,56.29372787,338.9439392,33.03950119,12.23274994,20.80675125,25.6135006,19.19562531,27.16770744,19.19562531,1499,176,55,33.29251862,516,216,475,216,-2.128073969,-0.569620048,-2.901055201,0.8495,54,228, NA, NA
SEEDGWAS3331:MRG:4:250064305,-56.467604,-23.886305,Maize,23.44179153,11.77512455,56.62683487,334.5561523,33.0407486,12.24650002,20.79424858,25.62904167,19.27716637,27.15320778,19.27716637,1503,177,56,33.63751984,517,211,476,211,-2.142109355,-0.546233847,-2.847549868,0.8487,54,224,0.075524136,0.415757388
SEEDGWAS3332:MRG:4:250069070,-99.36666667,18.71666667,Maize,23.25569725,15.54631233,66.15944672,191.3979492,34.96350098,11.46525002,23.49825096,23.98683357,21.02095795,25.78541756,20.94291687,1064,223,3,108.9749222,649,20,306,29,-0.709876574,2.399318026,0.518014764,0.5255,69,241, NA,0.017284689
SEEDGWAS3334:MRG:4:250069072,-99.36666667,18.71666667,Maize,23.25569725,15.54631233,66.15944672,191.3979492,34.96350098,11.46525002,23.49825096,23.98683357,21.02095795,25.78541756,20.94291687,1064,223,3,108.9749222,649,20,306,29,-0.709876574,2.399318026,0.518014764,0.5255,69,241, NA,0.017284689
SEEDGWAS3335:MRG:4:250069073,-99.31666667,18.61666667,Maize,24.94288635,17.21510506,66.65867615,210.7056732,37.37250137,11.54675007,25.82575226,25.85625076,22.39687538,27.63329315,22.29683304,988,208,3,109.8297501,613,17,283,26,-0.884963494,3.427680871,0.003909525,0.5091, NA, NA, NA, NA
SEEDGWAS3337:MRG:4:250069074,-62.23333333,-38.1,Maize,13.97687531,13.78604126,47.61236572,556.9304199,29.72649956,0.771749973,28.95475006,20.09641647,7.221374989,21.0095005,7.221374989,793,101,30,38.27238083,271,92,256,92,3.96748324,-1.46820185,-3.450956597,0.4916,73,303, NA, NA
SEEDGWAS3338:MRG:4:250069075,-60.45,-24.8,Maize,22.77564621,13.1204586,53.88001633,404.7678223,34.52000046,10.16874981,24.35124969,26.87549973,17.63037491,27.48895836,17.63037491,909,145,13,59.73140717,367,60,350,60,-0.053592268,1.667663843,-2.551571027,0.4671,63,211,0.145501256,0.303371698
SEEDGWAS3339:MRG:4:250069076,-66.710938,-31.497368,Maize,19.71678162,13.69760418,45.94738388,599.4224243,34.21749878,4.406000137,29.81149864,26.56649971,12.45929146,26.56649971,11.91349983,410,91,5,88.3543396,240,19,240,20,2.823072915,2.145455209,-3.652942891,0.189,77,73, NA,0.01428698
SEEDGWAS334:MRG:4:250059090,-46.98333333,-23.01666667,Maize,19.08380127,9.976395607,60.99440002,228.1559143,26.34199905,9.985750198,16.35624886,21.55237389,16.13387489,21.64887428,16.13387489,1310,225,29,66.6962738,627,105,579,105,-0.72620663,-1.686569744,0.106896999,0.9984, NA, NA,0.105717123,0.439487487
SEEDGWAS3340:MRG:4:250064306,-64.137668,-30.397774,Maize,16.46144867,13.66156197,52.2036438,452.2874451,28.97974968,2.809999943,26.16975021,21.99091721,10.67895794,21.99091721,10.67895794,693,108,7,69.01540375,319,31,319,31,3.131875403,-0.147735506,-1.920689224,0.4047,64,194,0.145501256,0.303371698
SEEDGWAS3341:MRG:4:250064307,-66.36666667,-33.25,Maize,17.90515709,13.60272884,47.521698,544.3112183,31.85449982,3.23025012,28.62425041,24.34870911,10.9727087,24.34870911,10.9727087,427,72,8,64.07897186,198,30,198,30,3.342401175,0.929646879,-3.339131081,0.2142,72,125, NA,0.01428698
SEEDGWAS3342:MRG:4:250069077,-66.36666667,-33.1,Maize,18.33193779,13.67520809,48.40739059,530.8338013,32.09474945,3.844500065,28.25024986,24.62133408,11.57175064,24.62133408,11.57175064,433,74,7,65.10059357,203,29,203,29,3.118057769,1.08151034,-3.225042217,0.2114,72,119, NA,0.01428698
SEEDGWAS3343:MRG:4:250069078,-99.090407,16.977888,Maize,25.55005264,11.20872879,74.21157074,88.61394501,32.98524857,17.88150024,15.10374832,25.88375092,25.41049957,26.61895752,24.38916779,1607,360,2,114.7787247,975,11,406,27,-3.831317288,1.982575748,2.459960211,0.9345,56,277, NA, NA
SEEDGWAS3344:MRG:4:250064308,-104.880645,21.250533,Maize,21.5904274,15.92527103,66.95580292,251.2311401,32.21575165,8.430999756,23.78475189,24.20054245,20.98283386,24.30916595,18.41124916,1202,320,2,121.6365738,867,12,782,72,-1.088093295,1.518981788,1.096250171,0.6509,60,205, NA, NA
SEEDGWAS3345:MRG:4:250064309,-104.4,20.8,Maize,20.87843704,16.73179245,64.60150909,234.8627014,33.38975143,7.489749908,25.90000153,23.10308266,19.72724915,23.36895752,17.68650055,1031,268,4,113.9327927,688,22,486,51,0.123737675,1.676893481,0.571882777,0.5222, NA, NA, NA,0.017284689
SEEDGWAS3346:MRG:4:250069079,-61.92,-37.47,Maize,14.37660408,13.74833298,46.68681717,563.710083,30.22324944,0.775250018,29.44799995,20.53254128,7.465166569,21.45404243,7.465166569,842,106,27,40.00404739,284,91,273,91,3.833318966,-1.265217523,-3.550855241,0.5364, NA, NA, NA, NA
SEEDGWAS3347:MRG:4:250069080,-60.62,-25.95,Maize,21.7688446,13.16456318,54.31148911,417.5685425,33.86775208,9.628749847,24.23900223,26.18304253,16.66558266,26.77970886,16.66558266,953,157,18,61.28451538,374,58,351,58,0.205654263,1.300735199,-2.443356468,0.5348,67,162, NA, NA
SEEDGWAS3348:MRG:4:250064310,-65.193647,-27.263074,Maize,20.26335526,12.78433323,47.69873428,498.4211121,32.42074966,5.618499756,26.80224991,24.9642086,13.69812489,25.95029259,13.69812489,933,160,20,62.71647644,428,72,408,72,1.173883881,0.607183491,-3.09509832,0.5267,68,188, NA, NA
SEEDGWAS3349:MRG:4:250069081,-66.712883,-30.847071,Maize,18.1919384,13.49454212,46.47120667,578.8911743,32.16825104,3.129750013,29.03850174,24.81624985,11.18008327,24.81624985,10.66983318,383,85,3,91.00527191,226,14,226,15,3.451134558,1.509817059,-3.171964585,0.1758,78,98, NA,0.01428698
SEEDGWAS335:MRG:4:250059091,-51.48333333,-20.86666667,Maize,22.97301102,11.90643692,63.48321915,252.7829132,30.80750084,12.05224991,18.75525093,25.46637535,19.66191673,25.46637535,19.51716614,1179,203,22,62.31338501,541,83,541,126,-1.601079719,0.308049482,-0.642826346,0.7373,56,179, NA, NA
SEEDGWAS3350:MRG:4:250069621,-64.67,-31.98,Maize,13.50933361,13.17308331,50.99027634,465.6893005,26.11700058,0.282499999,25.83450127,19.14933395,7.592666626,19.14933395,7.592666626,708,106,12,60.72790909,299,46,299,46,4.209126114,-1.580307497,-1.791758841,0.4033,64,291,0.440767914,0.251736403
SEEDGWAS3351:MRG:4:250069622,-66.166014,-33.245429,Maize,15.99404144,14.60412502,50.67489624,519.0592041,29.8172493,0.998000026,28.81925011,22.13637543,9.359582901,22.13637543,9.359582901,500,80,9,60.89104462,222,37,222,37,4.006067346,0.027319506,-2.730397418,0.2437,71,156, NA, NA
SEEDGWAS3352:MRG:4:250064311,-41.63,-14.23,Maize,23.46865654,11.31972885,70.54109192,142.1212769,30.96850014,14.92150021,16.04700089,24.41983414,21.38025093,24.609375,21.38025093,571,116,4,84.91411591,304,16,218,16,-0.695012054,1.597670122,0.667135351,0.3549, NA, NA, NA, NA
SEEDGWAS3353:MRG:4:250064312,-57.825722,-21.681173,Maize,24.74971962,12.19014645,59.36060715,308.5186768,33.96825027,13.43249989,20.53575134,27.83374977,20.72108459,28.07366562,20.72108459,1177,164,31,44.60359573,456,126,425,126,-1.988229122,1.001535936,-2.195440677,0.6333,61,175, NA, NA
SEEDGWAS3354:MRG:4:250064313,-41.63,-14.23,Maize,23.46865654,11.31972885,70.54109192,142.1212769,30.96850014,14.92150021,16.04700089,24.41983414,21.38025093,24.609375,21.38025093,571,116,4,84.91411591,304,16,218,16,-0.695012054,1.597670122,0.667135351,0.3549, NA, NA, NA, NA
SEEDGWAS3355:MRG:4:250064314,-53.5,-1.75,Maize,26.60366631,8.669250488,80.81710052,63.85302734,32.51074982,21.78375053,10.72699928,26.15833282,27.49791718,27.49791718,25.95808411,1716,289,24,67.38486481,826,98,98,611,-5.482188258,0.303361005,1.469331895,1.2298,52,197,0.107331283,0.452045202
SEEDGWAS3357:MRG:4:250064315,-44.47,-13.75,Maize,23.4245739,12.51006222,70.22897339,119.6358032,31.80249977,13.98925018,17.81324959,23.95366669,21.85200119,24.76133347,21.79045868,898,204,0,97.96856689,533,3,274,10,-1.139420748,1.780569683,1.305044788,0.5229,59,143, NA,0.039873049
SEEDGWAS3358:MRG:4:250064316,-41.63,-14.23,Maize,23.46865654,11.31972885,70.54109192,142.1212769,30.96850014,14.92150021,16.04700089,24.41983414,21.38025093,24.609375,21.38025093,571,116,4,84.91411591,304,16,218,16,-0.695012054,1.597670122,0.667135351,0.3549, NA, NA, NA, NA
SEEDGWAS3359:MRG:4:250064317,-55.36666667,-25.13333333,Maize,21.84541702,11.96325016,56.55313492,348.8587646,31.83975029,10.68575001,21.15399933,25.20954132,17.46962547,25.77145767,17.46962547,1582,202,79,27.03850555,515,260,416,260,-1.838944297,-1.615478232,-3.16962668,0.9606, NA, NA, NA, NA
SEEDGWAS3361:MRG:4:250064318,-49.45,-3.7,Maize,26.7189579,10.03275013,85.21286774,52.27406693,32.98075104,21.20700073,11.77375031,26.12633324,27.140625,27.30837631,25.97550011,2300,413,33,77.18438721,1177,117,144,1134,-7.077303729,-0.728522688,2.046544973,1.5956,47,329, NA, NA
SEEDGWAS3362:MRG:4:250064319,-54.53,-21.8,Maize,22.93860435,11.31308365,61.84124756,246.4710693,30.92024994,12.62650013,18.29375076,24.47375107,19.82362556,25.47604179,19.77583313,1452,198,39,41.23173904,521,162,456,213,-2.086071038,-0.665914564,-1.363149115,0.885,55,228,0.125531808,0.307553887
SEEDGWAS3364:MRG:4:250064320,-55.36666667,-23.13333333,Maize,21.77325058,11.52112484,58.78050232,292.1774292,30.36974907,10.76949978,19.60025024,23.66691589,18.06029129,24.9021244,18.05916595,1617,191,57,32.7624054,560,219,495,282,-1.875350743,-1.663349616,-2.139026799,0.9783,53,243, NA, NA
SEEDGWAS3365:MRG:4:250064321,-61.13,1.83,Maize,27.34419823,8.936479568,82.44174957,59.31031418,33.03675079,22.1970005,10.83975029,26.53054237,27.52004242,27.93545914,26.52700043,1822,340,57,68.23808289,919,175,266,827,-6.712538973,-0.608539988,1.008695578,1.2403,52,203,0.120400749,0.289735585
SEEDGWAS3366:MRG:4:250064322,-53.5,-1.75,Maize,26.60366631,8.669250488,80.81710052,63.85302734,32.51074982,21.78375053,10.72699928,26.15833282,27.49791718,27.49791718,25.95808411,1716,289,24,67.38486481,826,98,98,611,-5.482188258,0.303361005,1.469331895,1.2298,52,197,0.107331283,0.452045202
SEEDGWAS3374:MRG:4:250069624,-98.3,18.33333333,Maize,23.92562485,16.48324966,71.89605713,169.8856964,35.39625168,12.4697504,22.92650223,24.62566757,21.87070847,26.09041786,21.84308243,799,167,5,101.2622147,453,17,250,22,-0.518457711,2.795156585,0.48592245,0.3229,76,156, NA,0.049660768
SEEDGWAS3379:MRG:4:250064326,-97.427292,18.483431,Maize,19.91287422,15.33695793,67.32420349,214.8983459,31.12150002,8.340749741,22.78075027,21.26375008,17.05995941,22.39374924,17.05995941,558,119,6,89.48325348,274,24,197,24,1.589675092,1.110528871,0.186838809,0.3408,74,164, NA, NA
SEEDGWAS3380:MRG:4:250064327,-97.427292,18.483431,Maize,19.91287422,15.33695793,67.32420349,214.8983459,31.12150002,8.340749741,22.78075027,21.26375008,17.05995941,22.39374924,17.05995941,558,119,6,89.48325348,274,24,197,24,1.589675092,1.110528871,0.186838809,0.3408,74,164, NA, NA
SEEDGWAS3381:MRG:4:250069626,-103.05,20.15,Maize,18.71233368,15.0810833,62.33076477,239.2965393,30.80374908,6.608500004,24.19524956,20.59687424,18.2996254,21.41762543,15.48591614,858,209,6,106.7866745,544,22,206,42,1.419866045,0.844974831,0.499388285,0.4202, NA, NA, NA,0.017284689
SEEDGWAS3384:MRG:4:250064328,-104.6,21.43333333,Maize,23.30520821,16.2047081,63.44462204,263.6801147,35.66450119,10.12300014,25.54150009,25.41349983,23.70504189,26.04441643,19.75120735,1100,311,2,122.442215,779,13,490,61,-1.151238811,2.754185501,0.331231076,0.6017,60,178, NA, NA
SEEDGWAS3386:MRG:4:250064329,-97.08333333,18.83333333,Maize,16.4121151,12.19906235,64.95859528,198.7944641,25.77625084,6.996500015,18.77975082,17.41300011,14.71112537,18.63483429,13.7171669,1390,245,28,77.00153351,697,97,362,115,0.669245919,-2.204523786,1.051995939,0.8469, NA, NA,0.089787446,0.301060498
SEEDGWAS3388:MRG:4:250064331,-104.2,19.8,Maize,22.30170822,16.61524963,66.30716705,223.6184692,34.11375046,9.055749893,25.05800056,24.012043,21.10133362,24.58966827,19.22699928,949,223,3,111.5860596,624,19,405,46,-0.149228124,2.218389227,0.432096393,0.4727,66,189, NA,0.017284689
SEEDGWAS3391:MRG:4:250064332,-100.537596,20.568914,Maize,18.02794838,17.02464485,64.48058319,262.184021,30.77224922,4.36950016,26.40274811,20.1277504,15.62654209,20.94787407,14.52170849,610,145,6,100.6543427,377,23,163,26,2.649364302,0.912154133,0.136411696,0.3097,74,179, NA, NA
SEEDGWAS3392:MRG:4:250064333,-98.65,20.65,Maize,17.4312706,13.40575027,63.14977646,218.0006866,27.63949966,6.410999775,21.22850037,18.68933296,15.53312492,19.79129219,14.46662521,1118,242,24,82.15557861,590,74,273,76,1.078630403,-1.108136967,0.609788635,0.6985, NA, NA,0.089787446,0.301060498
SEEDGWAS3393:MRG:4:250069631,-98.86666667,18.88333333,Maize,20.74503136,15.64727116,67.86196136,172.6284637,32.5909996,9.533499718,23.05749893,21.40620804,18.73720932,23.01804161,18.68787575,936,193,4,105.0542755,561,20,268,30,0.455419225,1.426444963,0.915971027,0.4988,67,188, NA, NA
SEEDGWAS3394:MRG:4:250069632,-98.97,18.95,Maize,20.74503136,15.64727116,67.86196136,172.6284637,32.5909996,9.533499718,23.05749893,21.40620804,18.73720932,23.01804161,18.68787575,936,193,4,105.0542755,561,20,268,30,0.455419225,1.426444963,0.915971027,0.5297,67,238, NA, NA
SEEDGWAS3395:MRG:4:250064334,-99,19.01666667,Maize,14.50017738,14.63552094,68.11257935,160.4110413,25.38375092,3.896500111,21.48725128,15.34566689,12.46749973,16.48387527,12.45458317,967,190,7,96.36118317,560,32,296,33,2.687219211,-1.562734763,1.933431172,0.551,62,321, NA, NA
SEEDGWAS3396:MRG:4:250064336,-98.97,18.95,Maize,20.74503136,15.64727116,67.86196136,172.6284637,32.5909996,9.533499718,23.05749893,21.40620804,18.73720932,23.01804161,18.68787575,936,193,4,105.0542755,561,20,268,30,0.455419225,1.426444963,0.915971027,0.5297,67,238, NA, NA
SEEDGWAS3397:MRG:4:250069633,-99.083132,18.878577,Maize,21.32071877,14.75656319,66.66242981,178.1486511,32.47200012,10.33574963,22.13624954,22.06287575,20.25654221,23.62229156,19.13812447,976,204,3,107.6568832,592,19,274,30,0.013278643,1.562628083,0.890487198,0.4681,69,304, NA,0.017284689
SEEDGWAS3398:MRG:4:250069634,-99.06666667,18.88333333,Maize,21.32071877,14.75656319,66.66242981,178.1486511,32.47200012,10.33574963,22.13624954,22.06287575,20.25654221,23.62229156,19.13812447,976,204,3,107.6568832,592,19,274,30,0.013278643,1.562628083,0.890487198,0.4596, NA, NA, NA,0.017284689
SEEDGWAS3399:MRG:4:250069635,-99.15,18.88333333,Maize,21.32071877,14.75656319,66.66242981,178.1486511,32.47200012,10.33574963,22.13624954,22.06287575,20.25654221,23.62229156,19.13812447,976,204,3,107.6568832,592,19,274,30,0.013278643,1.562628083,0.890487198,0.5435,65,288, NA,0.017284689
SEEDGWAS340:MRG:4:250059092,-105.3333333,20.31666667,Maize,21.65615654,14.45110416,68.4318924,213.976181,30.85650063,9.73900032,21.11750031,23.9185009,20.90770912,23.97854233,18.98324966,1470,370,2,119.9958649,1055,16,854,42,-1.949424108,0.938987224,1.838705721,0.9303,59,372,0.078024693,0.321636796
SEEDGWAS3400:MRG:4:250064337,-99.23333333,18.76666667,Maize,23.86425018,16.53212547,66.52431488,202.4052124,36.04975128,11.19849968,24.8512516,24.74508286,24.56029129,26.48683357,21.36874962,967,206,3,109.0269852,592,18,280,28,-0.761898502,3.029215443,0.209932775,0.4907,71,193, NA, NA
SEEDGWAS3401:MRG:4:250064338,-99.26666667,18.73333333,Maize,23.86425018,16.53212547,66.52431488,202.4052124,36.04975128,11.19849968,24.8512516,24.74508286,24.56029129,26.48683357,21.36874962,967,206,3,109.0269852,592,18,280,28,-0.761898502,3.029215443,0.209932775,0.5018,69,206, NA, NA
SEEDGWAS3402:MRG:4:250064339,-99.26666667,18.73333333,Maize,23.86425018,16.53212547,66.52431488,202.4052124,36.04975128,11.19849968,24.8512516,24.74508286,24.56029129,26.48683357,21.36874962,967,206,3,109.0269852,592,18,280,28,-0.761898502,3.029215443,0.209932775,0.5018,69,206, NA, NA
SEEDGWAS3403:MRG:4:250069636,-99.3,18.78333333,Maize,23.86425018,16.53212547,66.52431488,202.4052124,36.04975128,11.19849968,24.8512516,24.74508286,24.56029129,26.48683357,21.36874962,967,206,3,109.0269852,592,18,280,28,-0.761898502,3.029215443,0.209932775,0.5157,68,216, NA, NA
SEEDGWAS3404:MRG:4:250069637,-99.31666667,18.78333333,Maize,23.86425018,16.53212547,66.52431488,202.4052124,36.04975128,11.19849968,24.8512516,24.74508286,24.56029129,26.48683357,21.36874962,967,206,3,109.0269852,592,18,280,28,-0.761898502,3.029215443,0.209932775,0.5221,68,195, NA, NA
SEEDGWAS3405:MRG:4:250069638,-99.353592,18.7861,Maize,23.25569725,15.54631233,66.15944672,191.3979492,34.96350098,11.46525002,23.49825096,23.98683357,21.02095795,25.78541756,20.94291687,1064,223,3,108.9749222,649,20,306,29,-0.709876574,2.399318026,0.518014764,0.5254,68,210, NA,0.017284689
SEEDGWAS3406:MRG:4:250069639,-99.36666667,18.71666667,Maize,23.25569725,15.54631233,66.15944672,191.3979492,34.96350098,11.46525002,23.49825096,23.98683357,21.02095795,25.78541756,20.94291687,1064,223,3,108.9749222,649,20,306,29,-0.709876574,2.399318026,0.518014764,0.5255,69,241, NA,0.017284689
SEEDGWAS3407:MRG:4:250064340,-99.36666667,18.71666667,Maize,23.25569725,15.54631233,66.15944672,191.3979492,34.96350098,11.46525002,23.49825096,23.98683357,21.02095795,25.78541756,20.94291687,1064,223,3,108.9749222,649,20,306,29,-0.709876574,2.399318026,0.518014764,0.5255,69,241, NA,0.017284689
SEEDGWAS3408:MRG:4:250064341,-99.386889,18.724361,Maize,23.25569725,15.54631233,66.15944672,191.3979492,34.96350098,11.46525002,23.49825096,23.98683357,21.02095795,25.78541756,20.94291687,1064,223,3,108.9749222,649,20,306,29,-0.709876574,2.399318026,0.518014764,0.5279,69,197, NA,0.017284689
SEEDGWAS341:MRG:4:250059093,-105.3333333,20.31666667,Maize,21.65615654,14.45110416,68.4318924,213.976181,30.85650063,9.73900032,21.11750031,23.9185009,20.90770912,23.97854233,18.98324966,1470,370,2,119.9958649,1055,16,854,42,-1.949424108,0.938987224,1.838705721,0.9303,59,372,0.078024693,0.321636796
SEEDGWAS3410:MRG:4:250069640,-99.66666667,18.75,Maize,18.6199894,14.10927105,68.17472839,159.9547729,29.27224922,8.576499939,20.69574928,19.26716614,17.59133339,20.67024994,16.66699982,1071,221,7,102.4601288,630,27,320,27,0.667344529,0.085191474,1.550207086,0.5519,66,183, NA,0.01139327
SEEDGWAS3411:MRG:4:250069641,-103.371121,19.560285,Maize,21.12233353,16.51074982,65.50780487,223.0350494,33.02349854,7.819250107,25.20424843,22.75616646,20.00424957,23.50287437,18.048666,972,210,3,106.3883438,603,13,412,54,0.34036189,1.695498789,0.470097233,0.5075,66,237, NA, NA
SEEDGWAS3412:MRG:4:250064342,-102.75,20.35,Maize,19.98227119,16.71866608,62.31681824,263.4023132,33.00524902,6.176750183,26.82849884,22.07270813,19.50558281,22.96808243,16.47299957,803,218,2,119.7123795,559,12,189,28,1.374184572,1.945469829,0.276233572,0.4106, NA, NA, NA,0.0372601
SEEDGWAS3413:MRG:4:250064343,-99.169233,18.883259,Maize,20.60635376,14.27816677,67.71717834,163.1530762,31.35549927,10.27050018,21.08499908,21.25679207,18.64324951,22.72608376,18.64324951,1095,225,5,107.3017654,664,23,303,23,-0.018393005,0.982883089,1.30105307,0.5071, NA, NA, NA, NA
SEEDGWAS3426:MRG:4:250064354,-39.26666667,-11.55,Maize,23.25022888,9.997875214,69.86025238,167.1946716,30.61174965,16.30050087,14.31124878,24.92683411,22.14670753,24.93050003,20.95516586,623,72,23,33.9532547,207,76,206,122,-1.324016211,0.391381345,-0.613611703,0.4101,65,217, NA, NA
SEEDGWAS3427:MRG:4:250064355,-39.26666667,-11.55,Maize,23.25022888,9.997875214,69.86025238,167.1946716,30.61174965,16.30050087,14.31124878,24.92683411,22.14670753,24.93050003,20.95516586,623,72,23,33.9532547,207,76,206,122,-1.324016211,0.391381345,-0.613611703,0.4101,65,217, NA, NA
SEEDGWAS3428:MRG:4:250064356,-37.06666667,-8.416666667,Maize,21.98307228,9.831521034,71.31784058,145.4580231,29.27449989,15.48900032,13.78549957,22.72516632,22.25662613,23.54308319,20.09729195,697,130,15,63.12442017,321,56,105,167,-1.004994478,0.240117141,0.529726704,0.4256,65,158, NA, NA
SEEDGWAS343:MRG:4:250059094,-105.1666667,21.2,Maize,25.59973335,12.1273632,65.332901,267.2729492,33.50354767,14.94113445,18.56241226,28.36867523,24.20744705,28.36867523,22.20165443,1511,401,1,127.0709076,1143,13,1143,42,-4.249534746,2.112957685,1.148355915,0.8068,66,311, NA, NA
SEEDGWAS3435:MRG:4:250064361,-81.980232,8.258527,Maize,26.56606483,8.417222977,74.04095459,66.39102173,32.62388992,21.25555611,11.36833382,25.926157,26.8127327,27.50439835,25.83009338,3051,521,31,65.62103271,1294,117,530,1037,-8.191395903,-1.520524519,1.671018747,1.7154,58,574,0.218166262,0.552114725
