PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT2G30170,HORVU.MOREX.r3.6HG0619210,,Zm00001eb119630,SORBI_3003G412400,AT2G38970,HORVU.MOREX.r3.5HG0515880,,Zm00001eb125920,SORBI_3004G178500,AT2G31865,HORVU.MOREX.r3.5HG0508300,,Zm00001eb108590,,AT2G41860,HORVU.MOREX.r3.5HG0480430,,Zm00001eb114990,SORBI_3004G319000,AT2G32750,HORVU.MOREX.r3.4HG0396180,,Zm00001eb101080,SORBI_3006G228400,AT1G71900,HORVU.MOREX.r3.6HG0581990,,Zm00001eb125870,SORBI_3009G075900,AT2G27950,HORVU.MOREX.r3.6HG0629070,,Zm00001eb117240,SORBI_3009G063400,AT4G35010,,,Zm00001eb393470,
AT2G30210,HORVU.MOREX.r3.6HG0622230,,Zm00001eb120220,SORBI_3003G418300,AT2G39030,HORVU.MOREX.r3.5HG0515900,,Zm00001eb126310,SORBI_3004G270100,AT2G31870,HORVU.MOREX.r3.5HG0510500,,Zm00001eb108600,,AT2G43020,HORVU.MOREX.r3.5HG0480580,,Zm00001eb116350,SORBI_3004G319300,AT2G32920,HORVU.MOREX.r3.4HG0401500,,Zm00001eb101090,SORBI_3006G228500,AT1G72680,HORVU.MOREX.r3.6HG0595330,,Zm00001eb126360,SORBI_3009G076200,AT2G30310,HORVU.MOREX.r3.6HG0632800,,Zm00001eb117520,SORBI_3009G064000,AT4G35190,,,Zm00001eb394770,
AT2G30310,HORVU.MOREX.r3.6HG0626050,,Zm00001eb120370,SORBI_3003G418700,AT2G39350,HORVU.MOREX.r3.5HG0518540,,Zm00001eb126380,SORBI_3004G270200,AT2G31970,HORVU.MOREX.r3.5HG0510530,,Zm00001eb109190,,AT2G43040,HORVU.MOREX.r3.5HG0480610,,Zm00001eb116380,SORBI_3004G319600,AT2G32930,HORVU.MOREX.r3.4HG0403100,,Zm00001eb101100,SORBI_3006G272600,AT1G72700,HORVU.MOREX.r3.6HG0603400,,Zm00001eb126890,SORBI_3009G122000,AT2G33580,HORVU.MOREX.r3.6HG0633800,,Zm00001eb121270,SORBI_3009G064100,AT4G36350,,,Zm00001eb395470,
AT2G30830,HORVU.MOREX.r3.6HG0627970,,Zm00001eb121190,SORBI_3003G420100,AT2G39410,HORVU.MOREX.r3.5HG0525790,,Zm00001eb126920,SORBI_3004G270500,AT2G33870,HORVU.MOREX.r3.5HG0510590,,Zm00001eb109730,,AT2G44620,HORVU.MOREX.r3.5HG0480620,,Zm00001eb116400,SORBI_3004G322600,AT2G32950,HORVU.MOREX.r3.4HG0403130,,Zm00001eb101840,SORBI_3006G272800,AT1G72740,HORVU.MOREX.r3.6HG0603440,,Zm00001eb130340,SORBI_3009G122100,AT2G33590,HORVU.MOREX.r3.6HG0633840,,Zm00001eb122550,SORBI_3009G081500,AT4G36360,,,Zm00001eb396090,
AT2G31110,HORVU.MOREX.r3.6HG0627980,,Zm00001eb121270,SORBI_3003G420300,AT2G39420,HORVU.MOREX.r3.5HG0525990,,Zm00001eb126980,SORBI_3004G275500,AT2G34420,HORVU.MOREX.r3.5HG0510620,,Zm00001eb111350,,AT2G45040,HORVU.MOREX.r3.5HG0480630,,Zm00001eb116810,SORBI_3004G323100,AT2G33590,HORVU.MOREX.r3.4HG0405920,,Zm00001eb101850,SORBI_3006G272900,AT1G72770,HORVU.MOREX.r3.6HG0609880,,Zm00001eb132380,SORBI_3009G128400,AT2G33600,HORVU.MOREX.r3.7HG0636640,,Zm00001eb123200,SORBI_3009G112500,AT4G36380,,,Zm00001eb396970,
AT2G31160,HORVU.MOREX.r3.6HG0628260,,Zm00001eb121920,SORBI_3003G420500,AT2G39590,HORVU.MOREX.r3.5HG0526750,,Zm00001eb128250,SORBI_3004G299700,AT2G35460,HORVU.MOREX.r3.5HG0510640,,Zm00001eb111360,,AT2G45250,HORVU.MOREX.r3.5HG0481140,,Zm00001eb117070,SORBI_3004G341300,AT2G34710,HORVU.MOREX.r3.4HG0405940,,Zm00001eb102840,SORBI_3006G273000,AT1G73020,HORVU.MOREX.r3.6HG0610720,,Zm00001eb134850,SORBI_3009G128500,AT2G33620,HORVU.MOREX.r3.7HG0636660,,Zm00001eb123230,SORBI_3009G112600,AT4G36690,,,Zm00001eb399680,
AT2G31820,HORVU.MOREX.r3.6HG0628340,,Zm00001eb122300,SORBI_3003G425850,AT2G39900,HORVU.MOREX.r3.5HG0531860,,Zm00001eb128470,SORBI_3004G300300,AT2G35680,HORVU.MOREX.r3.5HG0510870,,Zm00001eb112180,,AT2G45490,HORVU.MOREX.r3.5HG0482450,,Zm00001eb117130,SORBI_3004G341500,AT2G35210,HORVU.MOREX.r3.4HG0405950,,Zm00001eb102850,SORBI_3006G278300,AT1G73060,HORVU.MOREX.r3.6HG0611070,,Zm00001eb135190,SORBI_3009G128800,AT2G33630,HORVU.MOREX.r3.7HG0638850,,Zm00001eb126360,SORBI_3009G134600,AT4G36920,,,Zm00001eb401290,
AT2G31940,HORVU.MOREX.r3.6HG0631660,,Zm00001eb122680,SORBI_3003G426000,AT2G41130,HORVU.MOREX.r3.5HG0535930,,Zm00001eb130000,SORBI_3004G319600,AT2G35990,HORVU.MOREX.r3.5HG0511090,,Zm00001eb113880,,AT2G47180,HORVU.MOREX.r3.5HG0482660,,Zm00001eb117920,SORBI_3004G341600,AT2G35460,HORVU.MOREX.r3.4HG0405960,,Zm00001eb102900,SORBI_3007G022600,AT1G73590,HORVU.MOREX.r3.6HG0611080,,Zm00001eb135470,SORBI_3009G178300,AT2G33670,HORVU.MOREX.r3.7HG0647640,,Zm00001eb126670,SORBI_3009G196300,AT4G37520,,,Zm00001eb402010,
AT2G31960,HORVU.MOREX.r3.6HG0631760,,Zm00001eb122740,SORBI_3003G426100,AT2G41140,HORVU.MOREX.r3.5HG0536340,,Zm00001eb134710,SORBI_3004G319800,AT2G36670,HORVU.MOREX.r3.5HG0511110,,Zm00001eb114970,,AT2G47190,HORVU.MOREX.r3.5HG0482670,,Zm00001eb118030,SORBI_3004G341700,AT2G36530,HORVU.MOREX.r3.4HG0406470,,Zm00001eb103310,SORBI_3007G022700,AT1G73700,HORVU.MOREX.r3.6HG0611440,,Zm00001eb135520,SORBI_3009G178400,AT2G33700,HORVU.MOREX.r3.7HG0653390,,Zm00001eb128780,SORBI_3009G250200,AT4G38930,,,Zm00001eb402480,
AT2G32270,HORVU.MOREX.r3.6HG0631770,,Zm00001eb123230,SORBI_3003G426300,AT2G41310,HORVU.MOREX.r3.5HG0536370,,Zm00001eb134850,SORBI_3004G320000,AT2G36835,HORVU.MOREX.r3.5HG0511250,,Zm00001eb115940,,AT2G47250,HORVU.MOREX.r3.5HG0483030,,Zm00001eb118090,SORBI_3004G344800,AT2G36870,HORVU.MOREX.r3.4HG0414140,,Zm00001eb103330,SORBI_3007G039100,AT1G74470,HORVU.MOREX.r3.6HG0611450,,Zm00001eb135550,SORBI_3009G178500,AT2G34710,HORVU.MOREX.r3.7HG0653450,,Zm00001eb130200,SORBI_3010G004300,AT4G38970,,,Zm00001eb403460,
AT2G32300,HORVU.MOREX.r3.6HG0631810,,Zm00001eb123930,SORBI_3003G426400,AT2G42820,HORVU.MOREX.r3.5HG0536490,,Zm00001eb136060,SORBI_3004G320300,AT2G36870,HORVU.MOREX.r3.5HG0512230,,Zm00001eb116350,,AT2G48150,HORVU.MOREX.r3.5HG0483840,,Zm00001eb118130,SORBI_3005G007900,AT2G37090,HORVU.MOREX.r3.5HG0425660,,Zm00001eb103560,SORBI_3007G039300,AT1G74510,HORVU.MOREX.r3.6HG0616170,,Zm00001eb135910,SORBI_3009G178600,AT2G34830,HORVU.MOREX.r3.7HG0653480,,Zm00001eb130750,SORBI_3010G010700,AT4G39280,,,Zm00001eb404040,
AT2G32440,HORVU.MOREX.r3.6HG0634290,,Zm00001eb124810,SORBI_3003G426500,AT2G43140,HORVU.MOREX.r3.6HG0540760,,Zm00001eb136450,SORBI_3004G321100,AT2G36890,HORVU.MOREX.r3.5HG0512250,,Zm00001eb116380,,AT3G01300,HORVU.MOREX.r3.5HG0483860,,Zm00001eb119200,SORBI_3005G017500,AT2G37430,HORVU.MOREX.r3.5HG0425710,,Zm00001eb103570,SORBI_3007G059600,AT1G74540,HORVU.MOREX.r3.6HG0616230,,Zm00001eb135940,SORBI_3009G187700,AT2G35290,HORVU.MOREX.r3.7HG0667610,,Zm00001eb134600,SORBI_3010G011200,AT4G39330,,,Zm00001eb405620,
AT2G32750,HORVU.MOREX.r3.7HG0634830,,Zm00001eb124830,SORBI_3003G426600,AT2G44680,HORVU.MOREX.r3.6HG0540780,,Zm00001eb137920,SORBI_3004G333600,AT2G37430,HORVU.MOREX.r3.5HG0512750,,Zm00001eb116400,,AT3G01470,HORVU.MOREX.r3.5HG0483880,,Zm00001eb119820,SORBI_3005G047300,AT2G37440,HORVU.MOREX.r3.5HG0426180,,Zm00001eb104840,SORBI_3007G059700,AT1G76800,HORVU.MOREX.r3.6HG0616240,,Zm00001eb137060,SORBI_3009G188000,AT2G36900,HORVU.MOREX.r3.7HG0667620,,Zm00001eb134850,SORBI_3010G013800,AT5G01670,,,Zm00001eb406290,
AT2G32950,HORVU.MOREX.r3.7HG0636540,,Zm00001eb126380,SORBI_3003G426800,AT2G45640,HORVU.MOREX.r3.6HG0543250,,Zm00001eb139130,SORBI_3004G333700,AT2G38080,HORVU.MOREX.r3.5HG0512820,,Zm00001eb117190,,AT3G01500,HORVU.MOREX.r3.5HG0483890,,Zm00001eb120370,SORBI_3005G047500,AT2G38180,HORVU.MOREX.r3.5HG0430200,,Zm00001eb105800,SORBI_3007G071000,AT1G76860,HORVU.MOREX.r3.6HG0621910,,Zm00001eb138300,SORBI_3009G240600,AT2G37060,HORVU.MOREX.r3.7HG0667720,,Zm00001eb134870,SORBI_3010G015500,AT5G02800,,,Zm00001eb408020,
AT2G34340,HORVU.MOREX.r3.7HG0636570,,Zm00001eb126630,SORBI_3003G426900,AT2G46225,HORVU.MOREX.r3.6HG0546530,,Zm00001eb139480,SORBI_3004G333800,AT2G38170,HORVU.MOREX.r3.5HG0513310,,Zm00001eb117810,,AT3G01520,HORVU.MOREX.r3.5HG0483900,,Zm00001eb120390,SORBI_3005G067300,AT2G39590,HORVU.MOREX.r3.5HG0432280,,Zm00001eb106450,SORBI_3007G071100,AT1G76870,HORVU.MOREX.r3.6HG0622250,,Zm00001eb138380,SORBI_3009G240700,AT2G37090,HORVU.MOREX.r3.7HG0667940,,Zm00001eb135130,SORBI_3010G015900,AT5G03260,,,Zm00001eb409420,
AT2G35350,HORVU.MOREX.r3.7HG0636590,,Zm00001eb126980,SORBI_3004G004800,AT2G46320,HORVU.MOREX.r3.6HG0547910,,Zm00001eb141000,SORBI_3004G333900,AT2G38250,HORVU.MOREX.r3.5HG0513420,,Zm00001eb117900,,AT3G02000,HORVU.MOREX.r3.5HG0492370,,Zm00001eb121300,SORBI_3005G067500,AT2G41130,HORVU.MOREX.r3.5HG0432550,,Zm00001eb106460,SORBI_3007G076100,AT1G76890,HORVU.MOREX.r3.6HG0626800,,Zm00001eb138390,SORBI_3010G004300,AT2G37290,HORVU.MOREX.r3.7HG0668320,,Zm00001eb136450,SORBI_3010G030300,AT5G05340,,,Zm00001eb417200,
AT2G35780,HORVU.MOREX.r3.7HG0640780,,Zm00001eb127630,SORBI_3004G005400,AT2G47160,HORVU.MOREX.r3.6HG0553250,,Zm00001eb144120,SORBI_3004G334400,AT2G38280,HORVU.MOREX.r3.5HG0513440,,Zm00001eb118940,,AT3G03940,HORVU.MOREX.r3.5HG0492640,,Zm00001eb121390,SORBI_3005G080400,AT2G41630,HORVU.MOREX.r3.5HG0475770,,Zm00001eb107940,SORBI_3007G088000,AT1G76950,HORVU.MOREX.r3.6HG0627350,,Zm00001eb138700,SORBI_3010G082000,AT2G37470,HORVU.MOREX.r3.7HG0684020,,Zm00001eb137100,SORBI_3010G030600,AT5G06170,,,Zm00001eb418370,
AT2G35795,HORVU.MOREX.r3.7HG0641080,,Zm00001eb129020,SORBI_3004G037600,AT2G47440,HORVU.MOREX.r3.6HG0553280,,Zm00001eb144450,SORBI_3004G344901,AT2G38380,HORVU.MOREX.r3.5HG0513690,,Zm00001eb118950,,AT3G05970,HORVU.MOREX.r3.5HG0493040,,Zm00001eb121520,SORBI_3005G150900,AT2G42490,HORVU.MOREX.r3.5HG0475780,,Zm00001eb109300,SORBI_3007G088900,AT1G77440,HORVU.MOREX.r3.6HG0629350,,Zm00001eb138710,SORBI_3010G082100,AT2G37870,HORVU.MOREX.r3.7HG0684240,,Zm00001eb137810,SORBI_3010G030800,AT5G07070,,,Zm00001eb425840,
AT2G35930,HORVU.MOREX.r3.7HG0644630,,Zm00001eb129030,SORBI_3004G037900,AT3G01050,HORVU.MOREX.r3.6HG0553290,,Zm00001eb144910,SORBI_3004G345500,AT2G38640,HORVU.MOREX.r3.5HG0513960,,Zm00001eb119400,,AT3G06420,HORVU.MOREX.r3.5HG0501470,,Zm00001eb122120,SORBI_3006G120000,AT2G42590,HORVU.MOREX.r3.5HG0475790,,Zm00001eb109370,SORBI_3007G090200,AT1G78020,HORVU.MOREX.r3.6HG0630550,,Zm00001eb143540,SORBI_3010G082300,AT2G37990,HORVU.MOREX.r3.7HG0701630,,Zm00001eb139410,SORBI_3010G033300,AT5G07250,,,Zm00001eb425960,
AT2G36000,HORVU.MOREX.r3.7HG0653670,,Zm00001eb130570,SORBI_3004G038000,AT3G02460,HORVU.MOREX.r3.6HG0560140,,Zm00001eb145080,SORBI_3004G345600,AT2G38730,HORVU.MOREX.r3.5HG0515400,,Zm00001eb119410,,AT3G07160,HORVU.MOREX.r3.5HG0501480,,Zm00001eb122150,SORBI_3006G160900,AT2G42610,HORVU.MOREX.r3.5HG0479280,,Zm00001eb109730,SORBI_3007G090600,AT1G78050,HORVU.MOREX.r3.6HG0630560,,Zm00001eb144650,SORBI_3010G082500,AT2G38080,HORVU.MOREX.r3.7HG0709720,,Zm00001eb140540,SORBI_3010G033400,AT5G07830,,,Zm00001eb426230,
AT2G36410,HORVU.MOREX.r3.7HG0653680,,Zm00001eb131150,SORBI_3004G106900,AT3G04720,HORVU.MOREX.r3.6HG0568470,,Zm00001eb146710,SORBI_3004G348300,AT2G39760,HORVU.MOREX.r3.5HG0519580,,Zm00001eb119450,,AT3G07330,HORVU.MOREX.r3.5HG0502830,,Zm00001eb124670,SORBI_3006G161200,AT2G42680,HORVU.MOREX.r3.5HG0480940,,Zm00001eb109790,SORBI_3007G091100,AT1G78070,HORVU.MOREX.r3.6HG0630650,,Zm00001eb144930,SORBI_3010G082600,AT2G38090,HORVU.MOREX.r3.7HG0723730,,Zm00001eb142090,SORBI_3010G104400,AT5G07860,,,Zm00001eb428650,
AT2G36870,HORVU.MOREX.r3.7HG0655350,,Zm00001eb134010,SORBI_3004G128800,AT3G07070,HORVU.MOREX.r3.6HG0568510,,Zm00001eb146720,SORBI_3004G348800,AT2G39980,HORVU.MOREX.r3.5HG0522100,,Zm00001eb120110,,AT3G07890,HORVU.MOREX.r3.5HG0509410,,Zm00001eb124680,SORBI_3006G161300,AT2G42750,HORVU.MOREX.r3.5HG0481140,,Zm00001eb109800,SORBI_3007G092600,AT1G78080,HORVU.MOREX.r3.6HG0630660,,Zm00001eb145670,SORBI_3010G082700,AT2G38120,HORVU.MOREX.r3.7HG0725980,,Zm00001eb142130,SORBI_3010G234000,AT5G11010,,,Zm00001eb430440,
AT2G37130,HORVU.MOREX.r3.7HG0656220,,Zm00001eb134020,SORBI_3004G202200,AT3G07330,HORVU.MOREX.r3.6HG0586400,,Zm00001eb146750,SORBI_3005G059600,AT2G40470,HORVU.MOREX.r3.5HG0522630,,Zm00001eb120370,,AT3G09320,HORVU.MOREX.r3.5HG0509720,,Zm00001eb124690,SORBI_3006G188900,AT2G42820,HORVU.MOREX.r3.5HG0485500,,Zm00001eb110250,SORBI_3007G134800,AT1G78090,HORVU.MOREX.r3.6HG0631810,,Zm00001eb145690,SORBI_3010G089700,AT2G38180,HORVU.MOREX.r3.7HG0725990,,Zm00001eb142150,SORBI_3010G234400,AT5G13160,,,Zm00001eb430920,
AT2G37200,HORVU.MOREX.r3.7HG0656230,,Zm00001eb134240,SORBI_3004G206100,AT3G07650,HORVU.MOREX.r3.6HG0593900,,Zm00001eb146800,SORBI_3005G126800,AT2G41180,HORVU.MOREX.r3.5HG0523110,,Zm00001eb120410,,AT3G09440,HORVU.MOREX.r3.5HG0509750,,Zm00001eb124820,SORBI_3006G189000,AT2G42830,HORVU.MOREX.r3.5HG0489860,,Zm00001eb110730,SORBI_3008G008100,AT1G78180,HORVU.MOREX.r3.6HG0631910,,Zm00001eb146710,SORBI_3010G089900,AT2G38380,HORVU.MOREX.r3.7HG0726010,,Zm00001eb142170,SORBI_3010G236600,AT5G15640,,,Zm00001eb434470,
AT2G37250,HORVU.MOREX.r3.7HG0656250,,Zm00001eb134490,SORBI_3004G206600,AT3G08730,HORVU.MOREX.r3.6HG0611340,,Zm00001eb146830,SORBI_3005G150900,AT2G41610,HORVU.MOREX.r3.5HG0523150,,Zm00001eb121010,,AT3G09520,HORVU.MOREX.r3.5HG0509760,,Zm00001eb124830,SORBI_3006G189200,AT2G42880,HORVU.MOREX.r3.5HG0489890,,Zm00001eb111340,SORBI_3008G015000,AT1G78240,HORVU.MOREX.r3.6HG0633820,,Zm00001eb146720,SORBI_3010G221400,AT2G39260,HORVU.MOREX.r3.7HG0730510,,Zm00001eb142350,SORBI_3010G239800,AT5G27320,,,,
AT2G37290,HORVU.MOREX.r3.7HG0658130,,Zm00001eb134520,SORBI_3004G246000,AT3G09220,HORVU.MOREX.r3.6HG0618100,,Zm00001eb147120,SORBI_3006G025066,AT2G41630,HORVU.MOREX.r3.5HG0526040,,Zm00001eb121270,,AT3G09740,HORVU.MOREX.r3.5HG0509900,,Zm00001eb125350,SORBI_3006G189300,AT2G44280,HORVU.MOREX.r3.5HG0490030,,Zm00001eb111350,SORBI_3008G015200,AT1G78290,HORVU.MOREX.r3.7HG0640150,,Zm00001eb146730,,AT2G39270,HORVU.MOREX.r3.7HG0731950,,Zm00001eb144570,SORBI_3010G239900,AT5G28490,,,,
AT2G37320,HORVU.MOREX.r3.7HG0658750,,Zm00001eb134600,SORBI_3004G246200,AT3G09300,HORVU.MOREX.r3.6HG0618250,,Zm00001eb147650,SORBI_3006G062100,AT2G42960,HORVU.MOREX.r3.5HG0526050,,Zm00001eb121540,,AT3G09880,HORVU.MOREX.r3.5HG0510030,,Zm00001eb127290,SORBI_3006G209000,AT2G45210,HORVU.MOREX.r3.5HG0491590,,Zm00001eb111360,SORBI_3008G022100,AT1G78300,HORVU.MOREX.r3.7HG0643680,,Zm00001eb147090,,AT2G39410,HORVU.MOREX.r3.7HG0731970,,Zm00001eb144760,SORBI_3010G250400,AT5G28530,,,,
AT2G38120,HORVU.MOREX.r3.7HG0658780,,Zm00001eb135550,SORBI_3004G246300,AT3G09350,HORVU.MOREX.r3.6HG0619260,,Zm00001eb149270,SORBI_3006G062200,AT2G44100,HORVU.MOREX.r3.5HG0526060,,Zm00001eb122340,,AT3G11910,HORVU.MOREX.r3.5HG0511330,,Zm00001eb128760,SORBI_3006G209300,AT2G45290,HORVU.MOREX.r3.5HG0492640,,Zm00001eb113170,SORBI_3008G022400,AT1G78440,HORVU.MOREX.r3.7HG0647640,,Zm00001eb149610,,AT2G39450,HORVU.MOREX.r3.7HG0732420,,Zm00001eb145150,SORBI_3010G250800,AT5G37540,,,,
AT2G38905,HORVU.MOREX.r3.7HG0674750,,Zm00001eb135880,SORBI_3004G289300,AT3G09410,HORVU.MOREX.r3.6HG0619740,,Zm00001eb149830,SORBI_3006G130800,AT2G44280,HORVU.MOREX.r3.5HG0532720,,Zm00001eb122470,,AT3G13224,HORVU.MOREX.r3.5HG0511420,,Zm00001eb129820,SORBI_3006G209400,AT2G46370,HORVU.MOREX.r3.5HG0496850,,Zm00001eb116340,SORBI_3008G022500,AT1G78570,HORVU.MOREX.r3.7HG0652750,,Zm00001eb149620,,AT2G39830,HORVU.MOREX.r3.7HG0732460,,Zm00001eb145810,SORBI_3010G250900,AT5G38470,,,,
AT2G38910,HORVU.MOREX.r3.7HG0681550,,Zm00001eb136920,SORBI_3004G289400,AT3G09440,HORVU.MOREX.r3.6HG0620440,,Zm00001eb151190,SORBI_3006G131000,AT2G44900,HORVU.MOREX.r3.5HG0536740,,Zm00001eb122860,,AT3G13882,HORVU.MOREX.r3.5HG0511470,,Zm00001eb130450,SORBI_3006G217000,AT2G46420,HORVU.MOREX.r3.5HG0496860,,Zm00001eb116350,SORBI_3009G000700,AT1G78630,HORVU.MOREX.r3.7HG0652970,,Zm00001eb149630,,AT2G39890,HORVU.MOREX.r3.7HG0734670,,Zm00001eb145860,SORBI_3010G252900,AT5G40780,,,,
AT2G38940,HORVU.MOREX.r3.7HG0684240,,Zm00001eb137860,SORBI_3004G321300,AT3G09520,HORVU.MOREX.r3.6HG0620460,,Zm00001eb151300,SORBI_3006G151500,AT2G46650,HORVU.MOREX.r3.6HG0539990,,Zm00001eb122880,,AT3G13970,HORVU.MOREX.r3.5HG0511490,,Zm00001eb131150,SORBI_3006G217100,AT2G46650,HORVU.MOREX.r3.5HG0496870,,Zm00001eb116400,SORBI_3009G003700,AT1G79060,HORVU.MOREX.r3.7HG0654190,,Zm00001eb151040,,AT2G39980,HORVU.MOREX.r3.7HG0735560,,Zm00001eb145870,SORBI_3010G255700,AT5G43760,,,,
AT2G38970,HORVU.MOREX.r3.7HG0710770,,Zm00001eb137900,SORBI_3004G336000,AT3G09640,HORVU.MOREX.r3.6HG0620470,,Zm00001eb151310,SORBI_3006G151600,AT2G47350,HORVU.MOREX.r3.6HG0540090,,Zm00001eb123800,,AT3G14000,HORVU.MOREX.r3.5HG0512200,,Zm00001eb131320,SORBI_3006G217300,AT2G46860,HORVU.MOREX.r3.5HG0496890,,Zm00001eb116480,SORBI_3009G003800,AT1G79210,HORVU.MOREX.r3.7HG0655100,,Zm00001eb151060,,AT2G40250,HORVU.MOREX.r3.7HG0737550,,Zm00001eb145900,SORBI_3010G256200,AT5G43810,,,,
AT2G39810,HORVU.MOREX.r3.7HG0713350,,Zm00001eb138390,SORBI_3004G336100,AT3G10080,HORVU.MOREX.r3.6HG0620630,,Zm00001eb152540,SORBI_3006G151800,AT3G03480,HORVU.MOREX.r3.6HG0540980,,Zm00001eb126980,,AT3G14350,HORVU.MOREX.r3.5HG0512210,,Zm00001eb132380,SORBI_3006G217500,AT2G47940,HORVU.MOREX.r3.5HG0499780,,Zm00001eb116730,SORBI_3009G003900,AT1G79230,HORVU.MOREX.r3.7HG0656230,,Zm00001eb151150,,AT2G40460,HORVU.MOREX.r3.7HG0739540,,Zm00001eb146060,,AT5G46570,,,,
AT2G39980,HORVU.MOREX.r3.7HG0713820,,Zm00001eb140440,SORBI_3004G336300,AT3G10290,HORVU.MOREX.r3.6HG0620920,,Zm00001eb152650,SORBI_3006G191600,AT3G03650,HORVU.MOREX.r3.6HG0542720,,Zm00001eb127850,,AT3G15300,HORVU.MOREX.r3.5HG0516480,,Zm00001eb134200,SORBI_3006G217800,AT2G48020,HORVU.MOREX.r3.5HG0508300,,Zm00001eb116740,SORBI_3009G004300,AT1G79340,HORVU.MOREX.r3.7HG0656250,,Zm00001eb151160,,AT2G40475,HORVU.MOREX.r3.7HG0739550,,Zm00001eb146070,,AT5G47200,,,,
AT2G40475,HORVU.MOREX.r3.7HG0716130,,Zm00001eb142350,SORBI_3004G338800,AT3G11200,HORVU.MOREX.r3.6HG0621170,,Zm00001eb152670,SORBI_3006G191700,AT3G04010,HORVU.MOREX.r3.6HG0542730,,Zm00001eb128250,,AT3G15580,HORVU.MOREX.r3.5HG0516490,,Zm00001eb134850,SORBI_3006G217900,AT3G01180,HORVU.MOREX.r3.5HG0509750,,Zm00001eb116750,SORBI_3009G031400,AT1G79520,HORVU.MOREX.r3.7HG0656540,,Zm00001eb151620,,AT2G40510,HORVU.MOREX.r3.7HG0741010,,Zm00001eb146270,,AT5G47450,,,,
AT2G40730,HORVU.MOREX.r3.7HG0716170,,Zm00001eb142430,SORBI_3004G339000,AT3G11270,HORVU.MOREX.r3.6HG0623790,,Zm00001eb152900,SORBI_3006G191900,AT3G04470,HORVU.MOREX.r3.6HG0545620,,Zm00001eb128290,,AT3G15680,HORVU.MOREX.r3.5HG0516760,,Zm00001eb135190,SORBI_3006G218300,AT3G02110,HORVU.MOREX.r3.5HG0509760,,Zm00001eb117130,SORBI_3009G044800,AT1G79530,HORVU.MOREX.r3.7HG0657010,,Zm00001eb151650,,AT2G40540,HORVU.MOREX.r3.7HG0741190,,Zm00001eb146510,,AT5G47730,,,,
AT2G40890,HORVU.MOREX.r3.7HG0716180,,Zm00001eb142490,SORBI_3004G339100,AT3G11630,HORVU.MOREX.r3.6HG0629220,,Zm00001eb152920,SORBI_3006G192100,AT3G05260,HORVU.MOREX.r3.6HG0545630,,Zm00001eb129490,,AT3G15790,HORVU.MOREX.r3.5HG0523000,,Zm00001eb135470,SORBI_3006G227100,AT3G05510,HORVU.MOREX.r3.5HG0510990,,Zm00001eb117300,SORBI_3009G045000,AT1G79600,HORVU.MOREX.r3.7HG0658780,,Zm00001eb151670,,AT2G40930,HORVU.MOREX.r3.7HG0746550,,Zm00001eb146760,,AT5G48720,,,,
AT2G41380,HORVU.MOREX.r3.7HG0716430,,Zm00001eb142530,SORBI_3004G339200,AT3G11750,HORVU.MOREX.r3.6HG0629820,,Zm00001eb153070,SORBI_3006G192200,AT3G06035,HORVU.MOREX.r3.6HG0545670,,Zm00001eb130610,,AT3G16140,HORVU.MOREX.r3.5HG0523010,,Zm00001eb136940,SORBI_3006G227400,AT3G07330,HORVU.MOREX.r3.5HG0513910,,Zm00001eb117350,SORBI_3009G064200,AT1G80350,HORVU.MOREX.r3.7HG0663390,,Zm00001eb152940,,AT2G41000,HORVU.MOREX.r3.7HG0747230,,Zm00001eb147650,,AT5G48760,,,,
AT2G41630,HORVU.MOREX.r3.7HG0718170,,Zm00001eb142830,SORBI_3005G005500,AT3G11780,HORVU.MOREX.r3.7HG0634380,,Zm00001eb153090,SORBI_3006G206800,AT3G06070,HORVU.MOREX.r3.6HG0552470,,Zm00001eb134240,,AT3G16490,HORVU.MOREX.r3.5HG0528160,,Zm00001eb137530,SORBI_3006G260800,AT3G07640,HORVU.MOREX.r3.5HG0513930,,Zm00001eb117430,SORBI_3009G074500,AT1G80830,HORVU.MOREX.r3.7HG0663850,,Zm00001eb153600,,AT2G41380,HORVU.MOREX.r3.7HG0747490,,Zm00001eb149170,,AT5G49720,,,,
