PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT4G11130,,LOC_Os05g07520,Zm00001eb406310,,AT4G26280,,LOC_Os06g29480,Zm00001eb404090,,AT4G16008,,LOC_Os05g34840,Zm00001eb404060,,AT4G34310,,LOC_Os04g54090,Zm00001eb406180,,AT4G16146,,LOC_Os09g01680,Zm00001eb365030,,AT3G25660,,LOC_Os06g21220,Zm00001eb408790,,AT3G63020,,LOC_Os07g04670,Zm00001eb400520,,AT4G15080,,LOC_Os04g43410,,
AT4G11140,,LOC_Os05g08020,Zm00001eb406320,,AT4G26300,,LOC_Os06g29490,Zm00001eb404250,,AT4G16024,,LOC_Os05g34854,Zm00001eb404070,,AT4G34320,,LOC_Os04g54110,Zm00001eb406190,,AT4G16150,,LOC_Os09g01760,Zm00001eb365590,,AT3G25680,,LOC_Os06g21340,Zm00001eb408800,,AT3G63190,,LOC_Os07g04850,Zm00001eb400530,,AT4G15090,,LOC_Os04g43916,,
AT4G11150,,LOC_Os05g08030,Zm00001eb406420,,AT4G26310,,LOC_Os06g29520,Zm00001eb404260,,AT4G16030,,LOC_Os05g34870,Zm00001eb405010,,AT4G34340,,LOC_Os04g54120,Zm00001eb406240,,AT4G16162,,LOC_Os09g01790,Zm00001eb365600,,AT3G25700,,LOC_Os06g21410,Zm00001eb408950,,AT3G63200,,LOC_Os07g04900,Zm00001eb400540,,AT4G15093,,LOC_Os04g44170,,
AT4G11160,,LOC_Os05g08480,Zm00001eb406430,,AT4G26320,,LOC_Os06g29530,Zm00001eb404540,,AT4G16040,,LOC_Os05g34880,Zm00001eb405020,,AT4G34350,,LOC_Os04g54260,Zm00001eb406270,,AT4G16195,,LOC_Os09g01800,Zm00001eb365610,,AT3G25710,,LOC_Os06g21460,Zm00001eb409490,,AT3G63220,,LOC_Os07g05220,Zm00001eb400550,,AT4G15096,,LOC_Os04g44200,,
AT4G11170,,LOC_Os05g08560,Zm00001eb406440,,AT4G26330,,LOC_Os06g29550,Zm00001eb404550,,AT4G16045,,LOC_Os05g34890,Zm00001eb405030,,AT4G34390,,LOC_Os04g54300,Zm00001eb406280,,AT4G16230,,LOC_Os09g01810,Zm00001eb365930,,AT3G25715,,LOC_Os06g21470,Zm00001eb409710,,AT3G63233,,LOC_Os07g05790,Zm00001eb401070,,AT4G15100,,LOC_Os04g44210,,
AT4G11180,,LOC_Os05g08650,Zm00001eb406450,,AT4G26340,,LOC_Os06g29560,Zm00001eb404560,,AT4G16060,,LOC_Os05g34900,Zm00001eb405040,,AT4G34400,,LOC_Os04g54310,Zm00001eb406290,,AT4G16250,,LOC_Os09g01840,Zm00001eb365940,,AT3G25716,,LOC_Os06g21990,Zm00001eb409740,,AT3G63490,,LOC_Os07g05810,Zm00001eb401220,,AT4G15110,,LOC_Os04g44220,,
AT4G11190,,LOC_Os05g08710,Zm00001eb406460,,AT4G26350,,LOC_Os06g29570,Zm00001eb404790,,AT4G16070,,LOC_Os05g34910,Zm00001eb405060,,AT4G34410,,LOC_Os04g54400,Zm00001eb406300,,AT4G16295,,LOC_Os09g01850,Zm00001eb365950,,AT3G25717,,LOC_Os06g22230,Zm00001eb410040,,AT4G00050,,LOC_Os07g05840,Zm00001eb401230,,AT4G15120,,LOC_Os04g44440,,
AT4G11210,,LOC_Os05g08750,Zm00001eb406470,,AT4G26365,,LOC_Os06g29580,Zm00001eb404800,,AT4G16080,,LOC_Os05g34914,Zm00001eb405080,,AT4G34415,,LOC_Os04g54440,Zm00001eb406420,,AT4G16310,,LOC_Os09g01860,Zm00001eb365960,,AT3G25719,,LOC_Os06g22300,Zm00001eb410820,,AT4G00140,,LOC_Os07g06530,Zm00001eb401240,,AT4G15130,,LOC_Os04g44490,,
AT4G11211,,LOC_Os05g08770,Zm00001eb406480,,AT4G26370,,LOC_Os06g29590,Zm00001eb404810,,AT4G16095,,LOC_Os05g34920,Zm00001eb405090,,AT4G34419,,LOC_Os04g54450,Zm00001eb406430,,AT4G16340,,LOC_Os09g02000,Zm00001eb365970,,AT3G25720,,LOC_Os06g22470,Zm00001eb410940,,AT4G00150,,LOC_Os07g06780,Zm00001eb402240,,AT4G15242,,LOC_Os04g44500,,
AT4G11213,,LOC_Os05g08820,Zm00001eb406640,,AT4G26390,,LOC_Os06g29600,Zm00001eb404820,,AT4G16100,,LOC_Os05g34930,Zm00001eb405100,,AT4G34430,,LOC_Os04g54740,Zm00001eb406440,,AT4G16370,,LOC_Os09g02020,Zm00001eb365980,,AT3G25727,,LOC_Os06g22510,Zm00001eb411060,,AT4G00270,,LOC_Os07g07070,Zm00001eb402260,,AT4G15250,,LOC_Os04g44580,,
AT4G11220,,LOC_Os05g09110,Zm00001eb406650,,AT4G26400,,LOC_Os06g29620,Zm00001eb405230,,AT4G16105,,LOC_Os05g34940,Zm00001eb405110,,AT4G34440,,LOC_Os04g54759,Zm00001eb406450,,AT4G16447,,LOC_Os09g02030,Zm00001eb366140,,AT3G25760,,LOC_Os06g22560,Zm00001eb411250,,AT4G00350,,LOC_Os07g07230,Zm00001eb402270,,AT4G15258,,LOC_Os04g44640,,
AT4G11270,,LOC_Os05g09220,Zm00001eb406660,,AT4G26410,,LOC_Os06g29630,Zm00001eb405240,,AT4G16110,,LOC_Os05g34950,Zm00001eb405120,,AT4G34450,,LOC_Os04g54780,Zm00001eb406820,,AT4G16470,,LOC_Os09g02110,Zm00001eb366150,,AT3G25770,,LOC_Os06g22630,Zm00001eb411350,,AT4G00416,,LOC_Os07g07310,Zm00001eb402280,,AT4G15260,,LOC_Os04g44690,,
AT4G11280,,LOC_Os05g09440,Zm00001eb406670,,AT4G26420,,LOC_Os06g29640,Zm00001eb405250,,AT4G16141,,LOC_Os05g34970,Zm00001eb405140,,AT4G34480,,LOC_Os04g54800,Zm00001eb406830,,AT4G16480,,LOC_Os09g02140,Zm00001eb366160,,AT3G25780,,LOC_Os06g22810,Zm00001eb411450,,AT4G00730,,LOC_Os07g07340,Zm00001eb402290,,AT4G15270,,LOC_Os04g44700,,
AT4G11290,,LOC_Os05g09480,Zm00001eb406780,,AT4G26466,,LOC_Os06g29650,Zm00001eb405260,,AT4G16143,,LOC_Os05g34980,Zm00001eb405150,,AT4G34530,,LOC_Os04g54810,Zm00001eb406840,,AT4G16490,,LOC_Os09g02150,Zm00001eb366170,,AT3G25790,,LOC_Os06g23130,Zm00001eb412910,,AT4G00740,,LOC_Os07g07530,Zm00001eb402300,,AT4G15310,,LOC_Os04g44820,,
AT4G11300,,LOC_Os05g09520,Zm00001eb407100,,AT4G26470,,LOC_Os06g29660,Zm00001eb405270,,AT4G16144,,LOC_Os05g34990,Zm00001eb405220,,AT4G34540,,LOC_Os04g54840,Zm00001eb406850,,AT4G16500,,LOC_Os09g02160,Zm00001eb366180,,AT3G25795,,LOC_Os06g23400,Zm00001eb412930,,AT4G00990,,LOC_Os07g07740,Zm00001eb402310,,AT4G15340,,LOC_Os04g44830,,
AT4G11310,,LOC_Os05g09630,Zm00001eb407490,,AT4G26480,,LOC_Os06g29670,Zm00001eb405620,,AT4G16146,,LOC_Os05g35000,Zm00001eb405230,,AT4G34555,,LOC_Os04g54850,Zm00001eb406860,,AT4G16520,,LOC_Os09g02170,Zm00001eb366190,,AT3G25800,,LOC_Os06g23560,Zm00001eb413740,,AT4G01120,,LOC_Os07g07974,Zm00001eb402330,,AT4G15360,,LOC_Os04g44880,,
AT4G11320,,LOC_Os05g09660,Zm00001eb407800,,AT4G26483,,LOC_Os06g29690,Zm00001eb405630,,AT4G16155,,LOC_Os05g35010,Zm00001eb405380,,AT4G34588,,LOC_Os04g54860,Zm00001eb406870,,AT4G16530,,LOC_Os09g02180,Zm00001eb366200,,AT3G25805,,LOC_Os06g23670,Zm00001eb413750,,AT4G01610,,LOC_Os07g08120,Zm00001eb402340,,AT4G15370,,LOC_Os04g44890,,
AT4G11370,,LOC_Os05g09708,Zm00001eb407810,,AT4G26488,,LOC_Os06g29700,Zm00001eb405640,,AT4G16165,,LOC_Os05g35030,Zm00001eb405390,,AT4G34620,,LOC_Os04g54870,Zm00001eb406890,,AT4G16550,,LOC_Os09g02190,Zm00001eb366260,,AT3G25840,,LOC_Os06g23684,Zm00001eb413760,,AT4G01670,,LOC_Os07g08190,Zm00001eb402360,,AT4G15390,,LOC_Os04g44950,,
AT4G11380,,LOC_Os05g09720,Zm00001eb407950,,AT4G26500,,LOC_Os06g29710,Zm00001eb405650,,AT4G16230,,LOC_Os05g35040,Zm00001eb405410,,AT4G34695,,LOC_Os04g54880,Zm00001eb406900,,AT4G16560,,LOC_Os09g02200,Zm00001eb366280,,AT3G25860,,LOC_Os06g24070,Zm00001eb413770,,AT4G01671,,LOC_Os07g08270,Zm00001eb402370,,AT4G15393,,LOC_Os04g45210,,
AT4G11385,,LOC_Os05g09740,Zm00001eb407960,,AT4G26510,,LOC_Os06g29740,Zm00001eb405770,,AT4G16235,,LOC_Os05g35050,Zm00001eb405420,,AT4G34710,,LOC_Os04g54900,Zm00001eb406910,,AT4G16570,,LOC_Os09g02214,Zm00001eb366290,,AT3G25870,,LOC_Os06g24200,Zm00001eb414010,,AT4G01680,,LOC_Os07g08780,Zm00001eb402380,,AT4G15410,,LOC_Os04g45280,,
AT4G11390,,LOC_Os05g10250,Zm00001eb407970,,AT4G26520,,LOC_Os06g29750,Zm00001eb405780,,AT4G16250,,LOC_Os05g35060,Zm00001eb405430,,AT4G35100,,LOC_Os04g54910,Zm00001eb406920,,AT4G16590,,LOC_Os09g02230,Zm00001eb366300,,AT3G25880,,LOC_Os06g24310,Zm00001eb414020,,AT4G01760,,LOC_Os07g08930,Zm00001eb402420,,AT4G15417,,LOC_Os04g45350,,
AT4G11393,,LOC_Os05g10260,Zm00001eb407980,,AT4G26530,,LOC_Os06g29760,Zm00001eb405790,,AT4G16260,,LOC_Os05g35070,Zm00001eb405570,,AT4G35130,,LOC_Os04g54930,Zm00001eb406950,,AT4G16610,,LOC_Os09g02240,Zm00001eb366440,,AT3G25890,,LOC_Os06g24420,Zm00001eb414030,,AT4G01910,,LOC_Os07g09020,Zm00001eb402430,,AT4G15420,,LOC_Os04g45490,,
AT4G11405,,LOC_Os05g10370,Zm00001eb407990,,AT4G26540,,LOC_Os06g29770,Zm00001eb405800,,AT4G16265,,LOC_Os05g35080,Zm00001eb405590,,AT4G35140,,LOC_Os04g54940,Zm00001eb406960,,AT4G16630,,LOC_Os09g02250,Zm00001eb366460,,AT3G25900,,LOC_Os06g24490,Zm00001eb414310,,AT4G01985,,LOC_Os07g09520,Zm00001eb402440,,AT4G15430,,LOC_Os04g45800,,
AT4G11530,,LOC_Os05g10590,Zm00001eb408000,,AT4G26550,,LOC_Os06g29780,Zm00001eb405820,,AT4G16270,,LOC_Os05g35090,Zm00001eb405610,,AT4G35150,,LOC_Os04g54960,Zm00001eb406970,,AT4G16730,,LOC_Os09g02260,Zm00001eb366470,,AT3G25905,,LOC_Os06g24500,Zm00001eb414700,,AT4G01990,,LOC_Os07g09860,Zm00001eb402740,,AT4G15440,,LOC_Os04g46050,,
AT4G11540,,LOC_Os05g10600,Zm00001eb408010,,AT4G26555,,LOC_Os06g29790,Zm00001eb406080,,AT4G16280,,LOC_Os05g35100,Zm00001eb405770,,AT4G35160,,LOC_Os04g54970,Zm00001eb407100,,AT4G16740,,LOC_Os09g02270,Zm00001eb366500,,AT3G25910,,LOC_Os06g24520,Zm00001eb414710,,AT4G02010,,LOC_Os07g10810,Zm00001eb402750,,AT4G15450,,LOC_Os04g46160,,
AT4G11550,,LOC_Os05g10670,Zm00001eb408020,,AT4G26600,,LOC_Os06g29800,Zm00001eb406090,,AT4G16310,,LOC_Os05g35110,Zm00001eb405780,,AT4G35240,,LOC_Os04g55000,Zm00001eb407140,,AT4G16745,,LOC_Os09g02284,Zm00001eb366510,,AT3G25950,,LOC_Os06g24870,Zm00001eb415030,,AT4G02020,,LOC_Os07g10820,Zm00001eb402760,,AT4G15460,,LOC_Os04g46170,,
AT4G11570,,LOC_Os05g10690,Zm00001eb408030,,AT4G26650,,LOC_Os06g29804,Zm00001eb406100,,AT4G16380,,LOC_Os05g35130,Zm00001eb405790,,AT4G35280,,LOC_Os04g55020,Zm00001eb407150,,AT4G16748,,LOC_Os09g02300,Zm00001eb366520,,AT3G26090,,LOC_Os06g25180,Zm00001eb415160,,AT4G02030,,LOC_Os07g10830,Zm00001eb402770,,AT4G15470,,LOC_Os04g46450,,
AT4G11580,,LOC_Os05g10710,Zm00001eb408050,,AT4G26690,,LOC_Os06g29810,Zm00001eb406240,,AT4G16420,,LOC_Os05g35140,Zm00001eb405800,,AT4G35785,,LOC_Os04g55030,Zm00001eb407160,,AT4G16750,,LOC_Os09g02310,Zm00001eb366860,,AT3G26240,,LOC_Os06g25210,Zm00001eb415170,,AT4G02235,,LOC_Os07g10840,Zm00001eb403350,,AT4G15475,,LOC_Os04g46550,,
AT4G11650,,LOC_Os05g10720,Zm00001eb408070,,AT4G26830,,LOC_Os06g29820,Zm00001eb406840,,AT4G16440,,LOC_Os05g35150,Zm00001eb405820,,AT4G35790,,LOC_Os04g55040,Zm00001eb407760,,AT4G16765,,LOC_Os09g02320,Zm00001eb366870,,AT3G26300,,LOC_Os06g25220,Zm00001eb415450,,AT4G02280,,LOC_Os07g10850,Zm00001eb403360,,AT4G15480,,LOC_Os04g46670,,
AT4G11653,,LOC_Os05g10730,Zm00001eb408080,,AT4G26840,,LOC_Os06g29830,Zm00001eb406850,,AT4G16442,,LOC_Os05g35160,Zm00001eb406310,,AT4G35800,,LOC_Os04g55050,Zm00001eb407780,,AT4G16780,,LOC_Os09g02330,Zm00001eb366880,,AT3G26610,,LOC_Os06g25340,Zm00001eb415760,,AT4G02320,,LOC_Os07g10910,Zm00001eb403370,,AT4G15490,,LOC_Os04g46700,,
AT4G11680,,LOC_Os05g10754,Zm00001eb408090,,AT4G26850,,LOC_Os06g29844,Zm00001eb406860,,AT4G16460,,LOC_Os05g35170,Zm00001eb406320,,AT4G35810,,LOC_Os04g55060,Zm00001eb407830,,AT4G16830,,LOC_Os09g02350,Zm00001eb366890,,AT3G26720,,LOC_Os06g25730,Zm00001eb415770,,AT4G02330,,LOC_Os07g10970,Zm00001eb403640,,AT4G15500,,LOC_Os04g47130,,
AT4G11690,,LOC_Os05g10770,Zm00001eb408290,,AT4G26910,,LOC_Os06g29860,Zm00001eb406870,,AT4G16490,,LOC_Os05g35180,Zm00001eb406460,,AT4G35850,,LOC_Os04g55070,Zm00001eb407840,,AT4G16860,,LOC_Os09g02360,Zm00001eb366900,,AT3G26742,,LOC_Os06g25760,Zm00001eb415810,,AT4G02380,,LOC_Os07g11010,Zm00001eb403650,,AT4G15520,,LOC_Os04g47140,,
AT4G11700,,LOC_Os05g10780,Zm00001eb408300,,AT4G26920,,LOC_Os06g29870,Zm00001eb406880,,AT4G16500,,LOC_Os05g35190,Zm00001eb406470,,AT4G36120,,LOC_Os04g55130,Zm00001eb408270,,AT4G16890,,LOC_Os09g02370,Zm00001eb366910,,AT3G27130,,LOC_Os06g25830,Zm00001eb415820,,AT4G02390,,LOC_Os07g11020,Zm00001eb403660,,AT4G15530,,LOC_Os04g47150,,
AT4G11720,,LOC_Os05g10790,Zm00001eb408310,,AT4G26930,,LOC_Os06g29880,Zm00001eb406890,,AT4G16515,,LOC_Os05g35200,Zm00001eb406480,,AT4G36260,,LOC_Os04g55140,Zm00001eb408280,,AT4G16900,,LOC_Os09g02380,Zm00001eb367950,,AT3G27170,,LOC_Os06g25850,Zm00001eb415930,,AT4G02460,,LOC_Os07g11030,Zm00001eb403670,,AT4G15540,,LOC_Os04g47320,,
AT4G11730,,LOC_Os05g11030,Zm00001eb408320,,AT4G26940,,LOC_Os06g29890,Zm00001eb407100,,AT4G16530,,LOC_Os05g35210,Zm00001eb406490,,AT4G36270,,LOC_Os04g55150,Zm00001eb408380,,AT4G16930,,LOC_Os09g02390,Zm00001eb367960,,AT3G27240,,LOC_Os06g25890,Zm00001eb415940,,AT4G02480,,LOC_Os07g11040,Zm00001eb403680,,AT4G15550,,LOC_Os04g47420,,
AT4G11760,,LOC_Os05g11090,Zm00001eb408440,,AT4G26950,,LOC_Os06g29900,Zm00001eb407110,,AT4G16563,,LOC_Os05g35220,Zm00001eb406840,,AT4G36350,,LOC_Os04g55170,Zm00001eb408390,,AT4G16940,,LOC_Os09g02400,Zm00001eb367970,,AT3G27250,,LOC_Os06g25910,Zm00001eb416210,,AT4G02485,,LOC_Os07g11050,Zm00001eb403690,,AT4G15560,,LOC_Os04g47440,,
AT4G11770,,LOC_Os05g11120,Zm00001eb408530,,AT4G27050,,LOC_Os06g29910,Zm00001eb407120,,AT4G16566,,LOC_Os05g35230,Zm00001eb406850,,AT4G36360,,LOC_Os04g55180,Zm00001eb408620,,AT4G16990,,LOC_Os09g02410,Zm00001eb367990,,AT3G27260,,LOC_Os06g25990,Zm00001eb416390,,AT4G02489,,LOC_Os07g11120,Zm00001eb403700,,AT4G15563,,LOC_Os04g47530,,
AT4G11780,,LOC_Os05g11400,Zm00001eb408620,,AT4G27060,,LOC_Os06g29920,Zm00001eb407130,,AT4G16570,,LOC_Os05g35240,Zm00001eb406860,,AT4G36370,,LOC_Os04g55190,Zm00001eb409430,,AT4G17000,,LOC_Os09g02420,Zm00001eb368000,,AT3G27280,,LOC_Os06g27340,Zm00001eb416400,,AT4G02500,,LOC_Os07g11240,Zm00001eb403710,,AT4G15570,,LOC_Os04g47570,,
AT4G11790,,LOC_Os05g11570,Zm00001eb409230,,AT4G27070,,LOC_Os06g29930,Zm00001eb407490,,AT4G16580,,LOC_Os05g35250,Zm00001eb406870,,AT4G36380,,LOC_Os04g55210,Zm00001eb409440,,AT4G17140,,LOC_Os09g02430,Zm00001eb368020,,AT3G27660,,LOC_Os06g27370,Zm00001eb416420,,AT4G02510,,LOC_Os07g11270,Zm00001eb403720,,AT4G15610,,LOC_Os04g47650,,
AT4G11800,,LOC_Os05g11580,Zm00001eb409250,,AT4G27080,,LOC_Os06g29940,Zm00001eb407680,,AT4G16590,,LOC_Os05g35260,Zm00001eb407530,,AT4G36460,,LOC_Os04g55220,Zm00001eb409500,,AT4G17210,,LOC_Os09g02440,Zm00001eb368030,,AT3G27670,,LOC_Os06g27440,Zm00001eb416430,,AT4G02520,,LOC_Os07g11330,Zm00001eb403800,,AT4G15620,,LOC_Os04g47870,,
AT4G11830,,LOC_Os05g11590,Zm00001eb409490,,AT4G27090,,LOC_Os06g29950,Zm00001eb407690,,AT4G16600,,LOC_Os05g35266,Zm00001eb407650,,AT4G36470,,LOC_Os04g55230,Zm00001eb411190,,AT4G17340,,LOC_Os09g02450,Zm00001eb368040,,AT3G27680,,LOC_Os06g27550,Zm00001eb416440,,AT4G02530,,LOC_Os07g11350,Zm00001eb404280,,AT4G15630,,LOC_Os04g48360,,
AT4G11840,,LOC_Os05g11600,Zm00001eb409530,,AT4G27100,,LOC_Os06g29960,Zm00001eb407700,,AT4G16630,,LOC_Os05g35274,Zm00001eb407660,,AT4G36480,,LOC_Os04g55240,Zm00001eb411200,,AT4G17500,,LOC_Os09g02460,Zm00001eb368050,,AT3G27700,,LOC_Os06g27730,Zm00001eb416450,,AT4G02540,,LOC_Os07g11600,Zm00001eb404290,,AT4G15640,,LOC_Os04g48416,,
AT4G11845,,LOC_Os05g11610,Zm00001eb409770,,AT4G27110,,LOC_Os06g29970,Zm00001eb407710,,AT4G16640,,LOC_Os05g35290,Zm00001eb407670,,AT4G36490,,LOC_Os04g55260,Zm00001eb412320,,AT4G17505,,LOC_Os09g02470,Zm00001eb368060,,AT3G27730,,LOC_Os06g27770,Zm00001eb416490,,AT4G02660,,LOC_Os07g11700,Zm00001eb404300,,AT4G15650,,LOC_Os04g48490,,
AT4G11850,,LOC_Os05g11740,Zm00001eb409780,,AT4G27130,,LOC_Os06g29994,Zm00001eb407720,,AT4G16650,,LOC_Os05g35300,Zm00001eb408030,,AT4G36530,,LOC_Os04g55280,Zm00001eb413090,,AT4G17510,,LOC_Os09g02480,Zm00001eb368150,,AT3G27740,,LOC_Os06g27830,Zm00001eb416830,,AT4G02715,,LOC_Os07g11920,Zm00001eb404310,,AT4G15680,,LOC_Os04g48500,,
AT4G11860,,LOC_Os05g11810,Zm00001eb409790,,AT4G27140,,LOC_Os06g30020,Zm00001eb407760,,AT4G16660,,LOC_Os05g35310,Zm00001eb408050,,AT4G36540,,LOC_Os04g55340,Zm00001eb413100,,AT4G17540,,LOC_Os09g02490,Zm00001eb368160,,AT3G27800,,LOC_Os06g27880,Zm00001eb416850,,AT4G02733,,LOC_Os07g12010,Zm00001eb405230,,AT4G15710,,LOC_Os04g48510,,
AT4G11950,,LOC_Os05g12150,Zm00001eb409880,,AT4G27150,,LOC_Os06g30030,Zm00001eb407780,,AT4G16680,,LOC_Os05g35320,Zm00001eb408270,,AT4G36550,,LOC_Os04g55400,Zm00001eb413110,,AT4G17560,,LOC_Os09g02500,Zm00001eb368180,,AT3G27820,,LOC_Os06g28080,Zm00001eb416860,,AT4G02770,,LOC_Os07g12350,Zm00001eb405240,,AT4G15715,,LOC_Os04g48520,,
AT4G11990,,LOC_Os05g12160,Zm00001eb409970,,AT4G27250,,LOC_Os06g30040,Zm00001eb408270,,AT4G16690,,LOC_Os05g35330,Zm00001eb408500,,AT4G36560,,LOC_Os04g55410,Zm00001eb413570,,AT4G17660,,LOC_Os09g02510,Zm00001eb368700,,AT3G27831,,LOC_Os06g28194,Zm00001eb416870,,AT4G02790,,LOC_Os07g12360,Zm00001eb405250,,AT4G15730,,LOC_Os04g48550,,
AT4G12000,,LOC_Os05g12170,Zm00001eb409980,,AT4G27260,,LOC_Os06g30060,Zm00001eb408500,,AT4G16730,,LOC_Os05g35340,Zm00001eb408510,,AT4G36600,,LOC_Os04g55420,Zm00001eb413860,,AT4G17680,,LOC_Os09g02520,Zm00001eb368720,,AT3G27835,,LOC_Os06g28524,Zm00001eb416880,,AT4G02950,,LOC_Os07g12380,Zm00001eb405260,,AT4G15733,,LOC_Os04g48780,,
AT4G12020,,LOC_Os05g12260,Zm00001eb410220,,AT4G27280,,LOC_Os06g30070,Zm00001eb408510,,AT4G16740,,LOC_Os05g35350,Zm00001eb408620,,AT4G36610,,LOC_Os04g55430,Zm00001eb414770,,AT4G17790,,LOC_Os09g02530,Zm00001eb368730,,AT3G27840,,LOC_Os06g28620,Zm00001eb417470,,AT4G02970,,LOC_Os07g12450,Zm00001eb405270,,AT4G15735,,LOC_Os04g48790,,
AT4G12040,,LOC_Os05g12270,Zm00001eb410230,,AT4G27370,,LOC_Os06g30080,Zm00001eb408880,,AT4G16750,,LOC_Os05g35360,Zm00001eb409080,,AT4G36620,,LOC_Os04g55440,Zm00001eb414780,,AT4G17870,,LOC_Os09g02550,Zm00001eb368740,,AT3G27865,,LOC_Os06g29020,Zm00001eb417480,,AT4G03270,,LOC_Os07g12480,Zm00001eb405290,,AT4G15740,,LOC_Os04g48820,,
AT4G12050,,LOC_Os05g12280,Zm00001eb410840,,AT4G27400,,LOC_Os06g30090,Zm00001eb408890,,AT4G16760,,LOC_Os05g35370,Zm00001eb409880,,AT4G36640,,LOC_Os04g55450,Zm00001eb414790,,AT4G17900,,LOC_Os09g02560,Zm00001eb369480,,AT3G27870,,LOC_Os06g29200,Zm00001eb417490,,AT4G03298,,LOC_Os07g12700,Zm00001eb405310,,AT4G15750,,LOC_Os04g48830,,
AT4G12060,,LOC_Os05g12600,Zm00001eb411580,,AT4G27500,,LOC_Os06g30110,Zm00001eb409880,,AT4G16770,,LOC_Os05g35380,Zm00001eb410060,,AT4G36670,,LOC_Os04g55480,Zm00001eb414830,,AT4G17905,,LOC_Os09g02570,Zm00001eb369490,,AT3G27880,,LOC_Os06g29260,Zm00001eb417510,,AT4G03360,,LOC_Os07g12740,Zm00001eb405620,,AT4G15755,,LOC_Os04g48850,,
AT4G12065,,LOC_Os05g12670,Zm00001eb411890,,AT4G27510,,LOC_Os06g30140,Zm00001eb410050,,AT4G16780,,LOC_Os05g35390,Zm00001eb410070,,AT4G36690,,LOC_Os04g55510,Zm00001eb414840,,AT4G17910,,LOC_Os09g02580,Zm00001eb369500,,AT3G27884,,LOC_Os06g29350,Zm00001eb417520,,AT4G03380,,LOC_Os07g12800,Zm00001eb405630,,AT4G15765,,LOC_Os04g49230,,
AT4G12120,,LOC_Os05g12710,Zm00001eb411910,,AT4G27652,,LOC_Os06g30150,Zm00001eb410060,,AT4G16810,,LOC_Os05g35400,Zm00001eb410080,,AT4G36700,,LOC_Os04g55540,Zm00001eb415060,,AT4G17920,,LOC_Os09g02600,Zm00001eb369510,,AT3G27900,,LOC_Os06g29630,Zm00001eb417660,,AT4G03390,,LOC_Os07g12810,Zm00001eb405640,,AT4G15780,,LOC_Os04g49250,,
AT4G12150,,LOC_Os05g12740,Zm00001eb412850,,AT4G27740,,LOC_Os06g30160,Zm00001eb410070,,AT4G16830,,LOC_Os05g35410,Zm00001eb410540,,AT4G36740,,LOC_Os04g55570,Zm00001eb415160,,AT4G17980,,LOC_Os09g02620,Zm00001eb369520,,AT3G27910,,LOC_Os06g29640,Zm00001eb417670,,AT4G03410,,LOC_Os07g12820,Zm00001eb405650,,AT4G15802,,LOC_Os04g49320,,
AT4G12330,,LOC_Os05g12750,Zm00001eb412860,,AT4G27840,,LOC_Os06g30179,Zm00001eb410420,,AT4G16860,,LOC_Os05g35470,Zm00001eb410550,,AT4G36820,,LOC_Os04g55630,Zm00001eb415170,,AT4G17990,,LOC_Os09g02630,Zm00001eb369530,,AT3G27920,,LOC_Os06g29650,Zm00001eb417680,,AT4G03415,,LOC_Os07g12840,Zm00001eb405770,,AT4G15810,,LOC_Os04g49410,,
AT4G12360,,LOC_Os05g12770,Zm00001eb412870,,AT4G27890,,LOC_Os06g30230,Zm00001eb411880,,AT4G16890,,LOC_Os05g35650,Zm00001eb410560,,AT4G36860,,LOC_Os04g55670,Zm00001eb415650,,AT4G18010,,LOC_Os09g02640,Zm00001eb369540,,AT3G27925,,LOC_Os06g29679,Zm00001eb417690,,AT4G03450,,LOC_Os07g13280,Zm00001eb405780,,AT4G15840,,LOC_Os04g49520,,
AT4G12420,,LOC_Os05g12800,Zm00001eb412880,,AT4G27900,,LOC_Os06g30240,Zm00001eb412570,,AT4G16892,,LOC_Os05g35690,Zm00001eb410570,,AT4G36880,,LOC_Os04g55879,Zm00001eb415660,,AT4G18020,,LOC_Os09g02650,Zm00001eb369550,,AT3G27930,,LOC_Os06g29994,Zm00001eb418070,,AT4G03470,,LOC_Os07g13340,Zm00001eb405790,,AT4G15850,,LOC_Os04g49580,,
