"Lines","Long","Lat","n_value","elevation_m"
"SEEDGWAS3696:MRG:4:250064542",-96.78333333,17.76666667,361,1881
"SEEDGWAS3697:MRG:4:250064543",-96.78333333,17.76666667,361,1881
"SEEDGWAS3698:MRG:4:250069788",-108.3833333,28.2,535,1685
"SEEDGWAS3699:MRG:4:250069789",-107.0666667,26.83333333,308,2271
"SEEDGWAS3700:MRG:4:250069790",-107.8333333,28.96666667,161,2025
"SEEDGWAS3701:MRG:4:250069791",-106.95,26.03333333,670,2447
"SEEDGWAS3702:MRG:4:250069792",-106.95,26.03333333,670,2447
"SEEDGWAS3704:MRG:4:250069793",-106.95,26.03333333,670,2447
"SEEDGWAS3705:MRG:4:250064544",-105.7333333,25.33333333,193,2117
"SEEDGWAS3706:MRG:4:250069795",-104.682259,23.972408,217,2131
"SEEDGWAS3708:MRG:4:250069796",-103.55,22.3,206,2096
"SEEDGWAS3709:MRG:4:250069797",-102.9833333,23.63333333,189,2113
"SEEDGWAS3710:MRG:4:250069798",-98.523863,19.268596,313,3070
"SEEDGWAS3711:MRG:4:250069799",-98.523863,19.268596,313,3070
"SEEDGWAS3712:MRG:4:250069800",-98.523863,19.268596,313,3070
"SEEDGWAS3713:MRG:4:250069801",-98.48333333,19.33333333,244,2287
"SEEDGWAS3714:MRG:4:250069802",-98.4,19.15,233,2302
"SEEDGWAS3715:MRG:4:250069803",-98.56666667,19.33333333,291,3070
"SEEDGWAS3716:MRG:4:250069804",-106.384789,24.892673,468,1356
"SEEDGWAS3717:MRG:4:250069805",-99.11666667,19.81666667,208,2255
"SEEDGWAS3718:MRG:4:250069806",-98.928459,19.552262,194,2281
"SEEDGWAS3720:MRG:4:250069808",-98.75,20.13333333,294,2469
"SEEDGWAS3721:MRG:4:250069809",-98.73333333,19.71666667,257,2448
"SEEDGWAS3723:MRG:4:250069810",-98.81666667,19.58333333,287,2638
"SEEDGWAS3724:MRG:4:250064546",-98.583348,19.578317,290,2666
"SEEDGWAS3725:MRG:4:250069811",-98.583348,19.578317,290,2666
"SEEDGWAS3726:MRG:4:250064547",-71.76666667,-17.1,217,355
"SEEDGWAS3727:MRG:4:250069812",-70.996413,8.706968,445,3639
"SEEDGWAS3728:MRG:4:250064548",-98.31206,19.091228,268,2174
"SEEDGWAS373:MRG:4:250059149",-72.453725,7.827287,283,932
"SEEDGWAS3730:MRG:4:250064549",-91.18333333,15.01666667,438,1940
"SEEDGWAS3731:MRG:4:250069814",-99.943026,18.969661,384,2469
"SEEDGWAS3733:MRG:4:250069815",-103.832054,23.739833,254,2372
"SEEDGWAS3734:MRG:4:250064550",-88.16666667,14.33333333,320,1536
"SEEDGWAS3735:MRG:4:250069816",-101.6166667,19.51666667,278,2129
"SEEDGWAS3736:MRG:4:250069817",-97.500186,19.479844,225,2387
"SEEDGWAS3737:MRG:4:250069818",-98.11666667,19.43333333,255,2495
"SEEDGWAS3740:MRG:4:250069819",-101.5833333,21.88333333,170,2217
"SEEDGWAS3742:MRG:4:250069820",-99.23333333,19.73333333,245,2359
"SEEDGWAS3745:MRG:4:250069821",-97.500186,19.479844,225,2387
"SEEDGWAS3748:MRG:4:250064555",-64.083629,-20.266687,229,1526
"SEEDGWAS3750:MRG:4:250069823",-98.81666667,19.88333333,225,2407
"SEEDGWAS3751:MRG:4:250069824",-102.3333333,20.53333333,170,1958
"SEEDGWAS3753:MRG:4:250069825",-97.63333333,19.15,274,2473
"SEEDGWAS3754:MRG:4:250064556",-73.235963,-14.301953,301,3683
"SEEDGWAS3756:MRG:4:250069826",-107.74083,29.375447,154,2179
"SEEDGWAS3757:MRG:4:250069827",-97.500186,19.479844,225,2387
"SEEDGWAS3758:MRG:4:250069828",-97.613864,19.366031,198,2387
"SEEDGWAS3762:MRG:4:250069829",-97.6,19.583333,261,2467
"SEEDGWAS3765:MRG:4:250069830",-92.11666667,15.43333333,445,1700
"SEEDGWAS3767:MRG:4:250069831",-97.45,19.11666667,296,2715
"SEEDGWAS3768:MRG:4:250064560",-100.507082,20.186136,192,2197
"SEEDGWAS3769:MRG:4:250069832",-101.89888,21.410256,181,1937
"SEEDGWAS3770:MRG:4:250069833",-101.5,21.88333333,160,2232
"SEEDGWAS3771:MRG:4:250069834",-101.89888,21.410256,181,1937
"SEEDGWAS3772:MRG:4:250064561",-97.620559,19.972572,558,1596
"SEEDGWAS3774:MRG:4:250064562",-101.261646,19.723377,314,2082
"SEEDGWAS3775:MRG:4:250069835",-101.262774,19.678903,207,2082
"SEEDGWAS3776:MRG:4:250064563",-99.631435,21.141034,496,1752
"SEEDGWAS3777:MRG:4:250069836",-101.262774,19.678903,207,2082
"SEEDGWAS3778:MRG:4:250069837",-101.89888,21.410256,181,1937
"SEEDGWAS3779:MRG:4:250069838",-102.362002,22.231913,143,2170
"SEEDGWAS3780:MRG:4:250069839",-104.716667,24.516667,216,2011
"SEEDGWAS3782:MRG:4:250069840",-102.549726,21.435587,195,1767
"SEEDGWAS3786:MRG:4:250069842",-107.7,29.35,163,2179
"SEEDGWAS3787:MRG:4:250069843",-104.120767,24.470342,165,1998
"SEEDGWAS3795:MRG:4:250064568",-97.01666667,17.96666667,219,1185
"SEEDGWAS3796:MRG:4:250064569",-97.01666667,17.96666667,219,1185
"SEEDGWAS3798:MRG:4:250064570",-102.268729,20.119105,183,1691
"SEEDGWAS3799:MRG:4:250064571",-97.081927,18.12723,186,1071
"SEEDGWAS38:MRG:4:250054474",-97.382222,20.43027778,286,143
"SEEDGWAS3800:MRG:4:250069877",-109.395459,28.975149,131,797
"SEEDGWAS3803:MRG:4:250069878",-109.69121,29.799589,124,945
"SEEDGWAS3804:MRG:4:250064574",-99.318806,22.846632,311,562
"SEEDGWAS3809:MRG:4:250064578",-100.726374,28.26979,206,378
"SEEDGWAS3810:MRG:4:250064579",-100.7757778,28.3461111,203,326
"SEEDGWAS3811:MRG:4:250064580",-99.21347,25.677925,144,147
"SEEDGWAS3813:MRG:4:250064581",-110.367266,29.43544,111,411
"SEEDGWAS3816:MRG:4:250064583",-100.7833333,28.41666667,284,326
"SEEDGWAS3818:MRG:4:250069882",-110.367266,29.43544,111,411
"SEEDGWAS3819:MRG:4:250064584",-100.933333,28.5,184,378
"SEEDGWAS3820:MRG:4:250064585",-98.984003,21.383876,488,309
"SEEDGWAS3821:MRG:4:250064587",-101.501568,27.911915,152,513
"SEEDGWAS3822:MRG:4:250064588",-100.9333333,28.5,184,378
"SEEDGWAS3823:MRG:4:250069883",-99.25032,25.733256,152,147
"SEEDGWAS3824:MRG:4:250064589",-99.318806,22.846632,311,562
"SEEDGWAS3825:MRG:4:250064590",-101.543284,26.91229,116,690
"SEEDGWAS3826:MRG:4:250064591",-100.903254,28.601005,284,345
"SEEDGWAS3827:MRG:4:250064592",-100.063425,25.573728,311,413
"SEEDGWAS3828:MRG:4:250064593",-98.746052,21.26317,527,253
"SEEDGWAS3829:MRG:4:250069884",-111.497682,28.577104,97,34
"SEEDGWAS3830:MRG:4:250064594",-99.10357,23.711674,178,275
"SEEDGWAS3831:MRG:4:250064595",-99.1,24.08333333,162,188
"SEEDGWAS3832:MRG:4:250064596",-99.460659,24.408973,352,341
"SEEDGWAS3836:MRG:4:250064598",-39.21666667,-12.43333333,281,188
"SEEDGWAS3837:MRG:4:250064599",-39.505062,-12.438138,302,216
"SEEDGWAS3838:MRG:4:250064600",-41.86666667,-11.3,220,706
"SEEDGWAS3839:MRG:4:250064601",-39.1,-8.066666667,153,465
"SEEDGWAS3841:MRG:4:250064603",-57.15,-25.916667,320,158
"SEEDGWAS3842:MRG:4:250069885",-42.86666667,-20.75,236,716
"SEEDGWAS3845:MRG:4:250064606",-52.233333,-27.616667,425,695
"SEEDGWAS3846:MRG:4:250064607",-52.577322,-29.083933,344,549
"SEEDGWAS3848:MRG:4:250064609",-53.997745,-28.528013,435,357
"SEEDGWAS3849:MRG:4:250064610",-53.883333,-28.366667,418,325
"SEEDGWAS3850:MRG:4:250064611",-53.96135,-27.9431,445,424
"SEEDGWAS3853:MRG:4:250064612",-52.976335,-29.332224,353,441
"SEEDGWAS3854:MRG:4:250064613",-53.340291,-31.494769,391,299
"SEEDGWAS3855:MRG:4:250064614",-50.619718,-30.385271,553,3
"SEEDGWAS3856:MRG:4:250064615",-54.009359,-28.263266,384,295
"SEEDGWAS3857:MRG:4:250064616",-54.415499,-28.294527,428,252
"SEEDGWAS3858:MRG:4:250064617",-53.96135,-27.9431,445,424
"SEEDGWAS3859:MRG:4:250064618",-54.009359,-28.263266,384,295
"SEEDGWAS3860:MRG:4:250064619",-54.009359,-28.263266,384,295
"SEEDGWAS3861:MRG:4:250064620",-54.02485,-27.899063,400,364
"SEEDGWAS3862:MRG:4:250064621",-54.415499,-28.294527,428,252
"SEEDGWAS3864:MRG:4:250064622",-47.582481,-21.307837,275,599
"SEEDGWAS3865:MRG:4:250064623",-46.733333,-23.1,278,810
"SEEDGWAS3866:MRG:4:250064624",-100.020045,25.266127,240,1030
"SEEDGWAS3867:MRG:4:250064625",-100.925115,28.48099,259,378
"SEEDGWAS3868:MRG:4:250064626",-100.726374,28.26979,206,378
"SEEDGWAS3869:MRG:4:250064627",-100.65,18.35,230,360
"SEEDGWAS3870:MRG:4:250064628",-99.836545,21.635442,191,1316
"SEEDGWAS3871:MRG:4:250064629",-53.96135,-27.9431,445,424
"SEEDGWAS3872:MRG:4:250064630",-100.9333333,28.5,184,378
"SEEDGWAS3873:MRG:4:250064631",-54.283493,-28.365057,405,267
"SEEDGWAS3875:MRG:4:250069886",-96.51666667,15.75,223,137
"SEEDGWAS3876:MRG:4:250069887",-98.026611,16.343416,276,257
"SEEDGWAS3877:MRG:4:250069888",-97.99,16.81,386,881
"SEEDGWAS3879:MRG:4:250069889",-98.16666667,16.63333333,388,293
"SEEDGWAS3881:MRG:4:250069891",-105.3333333,20.31666667,372,778
"SEEDGWAS3882:MRG:4:250069892",-105.3333333,20.31666667,372,778
"SEEDGWAS3883:MRG:4:250064633",-105.3333333,20.31666667,372,778
"SEEDGWAS3884:MRG:4:250064634",-105.3333333,20.31666667,372,778
"SEEDGWAS3885:MRG:4:250064635",-104.819531,21.376419,205,1166
"SEEDGWAS3886:MRG:4:250069893",-104.819531,21.376419,205,1166
"SEEDGWAS3887:MRG:4:250064636",-104.8833333,21.71666667,360,224
"SEEDGWAS3888:MRG:4:250065557",-104.8833333,21.71666667,360,224
"SEEDGWAS3889:MRG:4:250065559",-104.469957,22.274119,234,1127
"SEEDGWAS3890:MRG:4:250065560",-104.499597,22.513281,205,1513
"SEEDGWAS3891:MRG:4:250065561",-104.499597,22.513281,205,1513
"SEEDGWAS3892:MRG:4:250069894",-106.427516,23.357714,175,104
"SEEDGWAS3893:MRG:4:250065562",-106.427516,23.357714,175,104
"SEEDGWAS3894:MRG:4:250065563",-106.30559,23.511744,266,275
"SEEDGWAS3895:MRG:4:250069895",-106.427516,23.357714,175,104
"SEEDGWAS3896:MRG:4:250065564",-107.22923,24.758618,180,155
"SEEDGWAS3897:MRG:4:250065565",-107.2166667,24.71666667,184,155
"SEEDGWAS3898:MRG:4:250069896",-107.2166667,24.71666667,184,155
"SEEDGWAS3899:MRG:4:250065566",-107.2166667,24.71666667,184,155
"SEEDGWAS3900:MRG:4:250065567",-107.2166667,24.71666667,184,155
"SEEDGWAS3901:MRG:4:250065568",-107.45,25.1,397,206
"SEEDGWAS3902:MRG:4:250065569",-107.553917,25.34642,234,373
"SEEDGWAS3903:MRG:4:250065570",-107.559564,25.406933,234,373
"SEEDGWAS3904:MRG:4:250065571",-107.561724,25.411515,234,373
"SEEDGWAS3905:MRG:4:250065572",-107.2166667,24.71666667,184,155
"SEEDGWAS3906:MRG:4:250069897",-107.2166667,24.71666667,184,155
"SEEDGWAS3907:MRG:4:250069898",-107.562256,25.408895,234,373
"SEEDGWAS3908:MRG:4:250069899",-107.562256,25.408895,234,373
"SEEDGWAS3909:MRG:4:250065573",-107.562256,25.408895,234,373
"SEEDGWAS3910:MRG:4:250065574",-107.562256,25.408895,234,373
"SEEDGWAS3911:MRG:4:250065575",-108.591415,26.439466,164,126
"SEEDGWAS3912:MRG:4:250065576",-108.5666667,26.3,220,184
"SEEDGWAS3913:MRG:4:250065577",-108.3333333,26.71666667,170,543
"SEEDGWAS3914:MRG:4:250065578",-108.3333333,26.71666667,170,543
"SEEDGWAS3915:MRG:4:250065579",-108.3333333,26.71666667,170,543
"SEEDGWAS3916:MRG:4:250065580",-108.3333333,26.71666667,170,543
"SEEDGWAS3917:MRG:4:250065581",-108.276721,25.837113,326,116
"SEEDGWAS3918:MRG:4:250069900",-107.2166667,24.71666667,184,155
"SEEDGWAS3919:MRG:4:250065582",-106.394078,24.617159,203,904
"SEEDGWAS3922:MRG:4:250065583",-106.924634,24.981251,375,484
"SEEDGWAS3923:MRG:4:250065584",-108.975724,27.048661,155,444
"SEEDGWAS3924:MRG:4:250065585",-108.9333333,27.03333333,166,444
"SEEDGWAS3925:MRG:4:250069901",-111.1166667,30.55,104,755
"SEEDGWAS3926:MRG:4:250065586",-111.1166667,30.55,104,755
"SEEDGWAS3927:MRG:4:250069903",-109.3333333,27.83333333,152,483
"SEEDGWAS3928:MRG:4:250069904",-109.3333333,27.83333333,152,483
"SEEDGWAS3929:MRG:4:250065587",-109.432449,28.155757,168,522
"SEEDGWAS3930:MRG:4:250069905",-109.432449,28.155757,168,522
"SEEDGWAS3931:MRG:4:250069906",-109.432449,28.155757,168,522
"SEEDGWAS3932:MRG:4:250065588",-109.3,28.11666667,176,683
"SEEDGWAS3933:MRG:4:250069907",-109.3,28.26666667,172,591
"SEEDGWAS3934:MRG:4:250069908",-108.924906,28.382437,281,1627
"SEEDGWAS3935:MRG:4:250065589",-109.395459,28.975149,131,797
"SEEDGWAS3936:MRG:4:250065590",-109.395459,28.975149,131,797
"SEEDGWAS3938:MRG:4:250065591",-109.206195,28.980828,112,769
"SEEDGWAS3939:MRG:4:250065592",-109.1833333,28.93333333,145,769
"SEEDGWAS3940:MRG:4:250065593",-109.1833333,28.93333333,145,769
"SEEDGWAS3942:MRG:4:250065594",-109.206195,28.980828,112,769
"SEEDGWAS3943:MRG:4:250069909",-109.233333,29.066667,152,582
"SEEDGWAS3944:MRG:4:250069910",-110.1333333,29.01666667,148,679
"SEEDGWAS3945:MRG:4:250069911",-110.05,29.06666667,116,679
"SEEDGWAS3946:MRG:4:250069912",-110.05,29.06666667,116,679
"SEEDGWAS3947:MRG:4:250069913",-110.1333333,29.21666667,113,755
"SEEDGWAS3948:MRG:4:250065595",-110.367266,29.43544,111,411
"SEEDGWAS3949:MRG:4:250065596",-109.432449,28.155757,168,522
"SEEDGWAS3951:MRG:4:250065597",-54.724175,-28.169642,403,200
"SEEDGWAS3954:MRG:4:250065598",-53.890233,-29.674475,377,99
"SEEDGWAS3955:MRG:4:250065599",-54.009359,-28.263266,384,295
"SEEDGWAS3956:MRG:4:250065600",-50.619718,-30.385271,553,3
"SEEDGWAS3957:MRG:4:250065601",-54.33333333,-28.03333333,445,380
"SEEDGWAS3959:MRG:4:250065603",-54.16666667,-29.33333333,399,384
"SEEDGWAS3960:MRG:4:250065604",-108.5333333,28.16666667,174,1379
"SEEDGWAS3961:MRG:4:250069914",-105.3333333,20.31666667,372,778
"SEEDGWAS3962:MRG:4:250065605",-105.01608,21.225329,358,228
"SEEDGWAS3966:MRG:4:250065607",-97.998902,22.43833,179,12
"SEEDGWAS3969:MRG:4:250069917",-104.3,19.67,310,1011
"SEEDGWAS3970:MRG:4:250069918",-88.255293,14.87922,450,492
"SEEDGWAS3971:MRG:4:250069919",-104.188019,19.788354,208,1011
"SEEDGWAS3972:MRG:4:250065609",-104.499597,22.513281,205,1513
"SEEDGWAS3974:MRG:4:250065611",-88.252187,14.882562,450,492
"SEEDGWAS3975:MRG:4:250065613",-39.01666667,-10.51666667,256,396
"SEEDGWAS3976:MRG:4:250065614",-38.484207,-11.138679,216,190
"SEEDGWAS3977:MRG:4:250065615",-66.77,-31.2,91,671
"SEEDGWAS3978:MRG:4:250065616",-52.21653,-3.189004,234,137
"SEEDGWAS3985:MRG:4:250065618",-44.172619,-13.408628,151,504
"SEEDGWAS3986:MRG:4:250065619",-39.01666667,-10.51666667,256,396
"SEEDGWAS3987:MRG:4:250069923",-62.23333333,-38.1,303,287
"SEEDGWAS3988:MRG:4:250065620",-59.133231,-25.721253,286,86
"SEEDGWAS3989:MRG:4:250069924",-89.186835,14.447029,208,1157
"SEEDGWAS399:MRG:4:250059171",-65.811144,9.184895,163,117
"SEEDGWAS3990:MRG:4:250065621",-106.983531,24.97268,251,484
"SEEDGWAS3997:MRG:4:250065627",-99.1,24.08333333,162,188
"SEEDGWAS3998:MRG:4:250065628",-99.46666667,24.25,189,319
"SEEDGWAS4000:MRG:4:250065630",-104.8666667,21.25,248,878
"SEEDGWAS4002:MRG:4:250065632",-64.95,-25.48333333,185,794
"SEEDGWAS4003:MRG:4:250065633",-64.96666667,-25.53333333,217,773
"SEEDGWAS4004:MRG:4:250065634",-64.91666667,-25.3,181,843
"SEEDGWAS4005:MRG:4:250065635",-65.31666667,-24.36666667,178,1186
"SEEDGWAS4006:MRG:4:250065636",-110.367266,29.43544,111,411
"SEEDGWAS4007:MRG:4:250065637",-104.499597,22.513281,205,1513
"SEEDGWAS4008:MRG:4:250065638",-104.499597,22.513281,205,1513
"SEEDGWAS401:MRG:4:250059173",-92.659404,15.332888,428,203
"SEEDGWAS4010:MRG:4:250065639",-56.88333333,-23.4,225,156
"SEEDGWAS4011:MRG:4:250065640",-56.4,-26.46666667,286,99
"SEEDGWAS4012:MRG:4:250065641",-55.933333,-26.1,253,164
"SEEDGWAS4013:MRG:4:250065642",-55.28333333,-26.73333333,329,202
"SEEDGWAS4014:MRG:4:250065643",-55.253825,-26.525322,322,255
"SEEDGWAS4015:MRG:4:250065644",-54.78333333,-24.08333333,277,349
"SEEDGWAS4016:MRG:4:250065645",-42.06666667,-16.86666667,183,361
"SEEDGWAS4017:MRG:4:250065646",-42.06666667,-16.86666667,183,361
"SEEDGWAS4018:MRG:4:250065648",-56.4,-24.55,287,236
"SEEDGWAS4019:MRG:4:250065649",-99.13333333,24.08333333,231,188
"SEEDGWAS402:MRG:4:250059174",-92.68035,16.538454,196,715
"SEEDGWAS4020:MRG:4:250065650",-104.2129,21.064005,177,1196
"SEEDGWAS4021:MRG:4:250065651",-106.050043,23.284551,220,164
"SEEDGWAS4022:MRG:4:250065652",-104.499597,22.513281,205,1513
"SEEDGWAS4023:MRG:4:250064795",-100.1333333,27.25,137,197
"SEEDGWAS4024:MRG:4:250064796",-104.880645,21.250533,205,878
"SEEDGWAS4025:MRG:4:250064798",-104.880645,21.250533,205,878
"SEEDGWAS4026:MRG:4:250064799",-104.880645,21.250533,205,878
"SEEDGWAS4027:MRG:4:250064800",-104.880645,21.250533,205,878
"SEEDGWAS403:MRG:4:250059175",-92.91666667,16.88333333,217,1391
"SEEDGWAS4030:MRG:4:250064802",-54.71666667,-27.33333333,417,321
"SEEDGWAS4031:MRG:4:250064803",-64.8,-28.05,158,456
"SEEDGWAS4032:MRG:4:250064804",-65.014654,-32.423574,170,739
"SEEDGWAS4033:MRG:4:250064805",-64.301435,-35.889091,164,185
"SEEDGWAS4034:MRG:4:250064806",-99.68333333,25.25,288,350
"SEEDGWAS4039:MRG:4:250064809",-97.353287,18.334624,162,1680
"SEEDGWAS404:MRG:4:250059176",-96.9,18.85,333,967
"SEEDGWAS4040:MRG:4:250064811",-102.500515,19.635915,258,1286
"SEEDGWAS4041:MRG:4:250064812",-102.500515,19.635915,258,1286
"SEEDGWAS4042:MRG:4:250064813",-96.094961,16.657461,213,1094
"SEEDGWAS4045:MRG:4:250064814",-99.9072222,21.7722222,154,1114
"SEEDGWAS4046:MRG:4:250064815",-99.99446,21.909795,178,1011
"SEEDGWAS4051:MRG:4:250064820",-102.500515,19.635915,258,1286
"SEEDGWAS4053:MRG:4:250064821",-103.5,23.62,199,2280
"SEEDGWAS4054:MRG:4:250064822",-98.9,18.93333333,232,1623
"SEEDGWAS4055:MRG:4:250069932",-99.13333333,18.96666667,297,1457
"SEEDGWAS4057:MRG:4:250069933",-99.58333333,19.73333333,391,2784
"SEEDGWAS4058:MRG:4:250064824",-99.66666667,18.75,183,1851
"SEEDGWAS4059:MRG:4:250064825",-100.01184,21.924879,160,1117
"SEEDGWAS4060:MRG:4:250064826",-99.65574,22.011316,145,1385
"SEEDGWAS4069:MRG:4:250064836",-99.9072222,21.7722222,154,1114
"SEEDGWAS4070:MRG:4:250064837",-99.641767,21.850995,193,1190
"SEEDGWAS409:MRG:4:250059178",-66.184708,9.885594,184,537
"SEEDGWAS4110:MRG:4:250064867",-55.961115,-31.886528,338,146
"SEEDGWAS4111:MRG:4:250069938",-107.9333333,30.38333333,118,1467
"SEEDGWAS4112:MRG:4:250069939",-104.393881,23.480832,168,1878
"SEEDGWAS4113:MRG:4:250064868",-104.088629,21.696608,169,1401
"SEEDGWAS4114:MRG:4:250064869",-104.4666667,21.03333333,194,1369
"SEEDGWAS4128:MRG:4:250064877",-57.876048,-32.75459,293,52
"SEEDGWAS414:MRG:4:250059182",-69.41666667,10.78333333,366,602
"SEEDGWAS4140:MRG:4:250064882",-98.91666667,18.98333333,268,1623
"SEEDGWAS4141:MRG:4:250064883",-97.03333333,19.08333333,443,1888
"SEEDGWAS4150:MRG:4:250068605",-64.275681,-21.408665,190,1802
"SEEDGWAS4151:MRG:4:250069951",-69.030146,-33.560272,140,927
"SEEDGWAS4152:MRG:4:250069952",-103.15,20.5,161,1696
"SEEDGWAS4153:MRG:4:250069953",-103.15,20.5,161,1696
"SEEDGWAS4154:MRG:4:250069954",-103.7333333,19.93333333,304,2175
"SEEDGWAS4156:MRG:4:250068607",-102.95,20.38333333,141,1600
"SEEDGWAS4157:MRG:4:250068608",-92.46666667,16.55,315,2219
"SEEDGWAS4158:MRG:4:250068609",-109.7166667,23.08333333,135,237
"SEEDGWAS4159:MRG:4:250068610",-100.265107,22.333956,170,1195
"SEEDGWAS416:MRG:4:250059184",-68.531706,10.493222,300,120
"SEEDGWAS4160:MRG:4:250068611",-100.3302778,22.0183333,179,1318
"SEEDGWAS4162:MRG:4:250068612",-103.356458,20.804002,184,1587
"SEEDGWAS4164:MRG:4:250069957",-104.7,24.52,220,2011
"SEEDGWAS417:MRG:4:250059186",-71.870714,7.591812,313,349
"SEEDGWAS4170:MRG:4:250069959",-66.13333333,-26.9,155,2370
"SEEDGWAS4171:MRG:4:250069960",-98.97,18.95,238,1623
"SEEDGWAS4174:MRG:4:250069962",-98.76666667,18.5,191,1042
"SEEDGWAS4175:MRG:4:250069963",-102.95,20.78333333,195,1703
"SEEDGWAS4176:MRG:4:250069964",-102.95,20.78333333,195,1703
"SEEDGWAS4177:MRG:4:250068619",-102.95,20.78333333,195,1703
"SEEDGWAS4178:MRG:4:250069965",-103.6666667,24.88333333,156,1595
"SEEDGWAS4179:MRG:4:250069966",-102.5,21.41666667,164,1775
"SEEDGWAS418:MRG:4:250059187",-68.158666,9.658501,141,172
"SEEDGWAS4180:MRG:4:250068620",-102.426139,21.535731,197,1804
"SEEDGWAS4181:MRG:4:250069967",-102.821224,20.474396,156,1571
"SEEDGWAS4182:MRG:4:250069968",-102.6666667,20.81666667,167,1843
"SEEDGWAS4183:MRG:4:250069969",-102.6666667,20.81666667,167,1843
"SEEDGWAS4185:MRG:4:250068622",-99.481779,21.69932,327,791
"SEEDGWAS4186:MRG:4:250069970",-102.3333333,22.48333333,163,2019
"SEEDGWAS4187:MRG:4:250062821",-107.74083,29.375447,154,2179
"SEEDGWAS4188:MRG:4:250062822",-104.6666667,24.51666667,181,2011
"SEEDGWAS4189:MRG:4:250068623",-104.8,21.51,215,898
"SEEDGWAS4190:MRG:4:250062823",-66.97,-27.5,104,1679
"SEEDGWAS4192:MRG:4:250068624",-104.449948,21.110878,203,1369
"SEEDGWAS4195:MRG:4:250068626",-39.110395,-16.388263,326,46
"SEEDGWAS421:MRG:4:250059190",-96.83333333,19.7,432,1367
"SEEDGWAS4210:MRG:4:250068639",-101.664012,21.045822,163,1881
"SEEDGWAS4214:MRG:4:250068643",-105.3333333,28.05,160,1265
"SEEDGWAS4216:MRG:4:250068644",-84.400737,10.209511,654,1337
"SEEDGWAS4217:MRG:4:250062829",-101.0166667,19.83333333,199,1945
"SEEDGWAS4218:MRG:4:250068645",-103.55,22.76666667,166,2001
"SEEDGWAS4219:MRG:4:250068646",-100.049518,20.794691,177,2054
"SEEDGWAS4223:MRG:4:250068648",-96.919424,17.515762,226,1503
"SEEDGWAS4224:MRG:4:250068649",-105.97864,28.611505,142,1597
"SEEDGWAS4225:MRG:4:250062830",-107.0666667,26.83333333,308,2271
"SEEDGWAS4226:MRG:4:250062831",-105.7333333,25.33333333,193,2117
"SEEDGWAS4227:MRG:4:250062832",-105.7333333,25.33333333,193,2117
"SEEDGWAS4228:MRG:4:250068650",-106.567942,25.21539,564,1979
"SEEDGWAS4229:MRG:4:250068651",-103.566312,22.790665,186,2001
"SEEDGWAS423:MRG:4:250059192",-64.126759,-21.550444,261,1400
"SEEDGWAS4230:MRG:4:250062833",-102.9833333,23.63333333,189,2113
"SEEDGWAS4231:MRG:4:250062834",-108.3833333,28.2,535,1685
"SEEDGWAS4232:MRG:4:250062835",-107.0666667,26.83333333,308,2271
"SEEDGWAS4233:MRG:4:250068652",-102.1666667,19.9,212,1829
"SEEDGWAS4234:MRG:4:250062836",-106.384789,24.892673,468,1356
"SEEDGWAS4236:MRG:4:250062838",-103.0166667,20.93333333,178,1825
"SEEDGWAS4237:MRG:4:250062839",-101.895629,21.407676,181,1937
"SEEDGWAS4238:MRG:4:250062840",-103.565458,22.787547,179,2001
"SEEDGWAS4239:MRG:4:250062841",-72.71666667,-37.8,454,475
"SEEDGWAS4241:MRG:4:250062843",-101.9166667,21.36666667,208,1937
"SEEDGWAS4242:MRG:4:250068654",-91.145114,15.101192,410,2040
"SEEDGWAS4243:MRG:4:250062844",-108.1166667,29.2,203,2224
"SEEDGWAS4244:MRG:4:250062845",-103.049823,23.822117,180,1959
"SEEDGWAS4245:MRG:4:250062846",-101.9166667,21.36666667,208,1937
"SEEDGWAS4246:MRG:4:250062847",-104.045528,22.019435,206,1557
"SEEDGWAS4247:MRG:4:250062848",-101.4913889,21.0375,179,2103
"SEEDGWAS4249:MRG:4:250062849",-103.0166667,20.93333333,178,1825
"SEEDGWAS425:MRG:4:250059193",-67.157499,-14.16083,241,174
"SEEDGWAS4250:MRG:4:250068655",-102.95,20.78333333,195,1703
"SEEDGWAS4251:MRG:4:250068656",-97.597842,19.967035,455,1596
"SEEDGWAS4253:MRG:4:250062850",-92.11666667,15.43333333,445,1700
"SEEDGWAS4254:MRG:4:250068657",-108.1166667,29.2,203,2224
"SEEDGWAS4255:MRG:4:250062851",-101.898704,21.346262,213,1937
"SEEDGWAS4257:MRG:4:250062852",-103.127559,22.441097,170,2008
"SEEDGWAS4258:MRG:4:250068658",-103,22.46666667,189,2038
"SEEDGWAS4259:MRG:4:250062853",-101.1666667,21.48333333,187,2195
"SEEDGWAS426:MRG:4:250059194",-71.163609,8.603308,530,2877
"SEEDGWAS4260:MRG:4:250068659",-102.6666667,20.81666667,167,1843
"SEEDGWAS4263:MRG:4:250068661",-92.11666667,15.43333333,445,1700
"SEEDGWAS4264:MRG:4:250068662",-101.541904,21.073593,172,1881
"SEEDGWAS4265:MRG:4:250068663",-101.284292,20.926311,190,1977
"SEEDGWAS4266:MRG:4:250062854",-102.622283,22.875871,155,2260
"SEEDGWAS4268:MRG:4:250062856",-107.7,29.35,163,2179
"SEEDGWAS4269:MRG:4:250068664",-107.7,29.35,163,2179
