"Lines","Long","Lat","crop","n_value","log_n","elevation_m"
"SEEDGWAS2863:MRG:4:250068871",-98.914614,19.622791,"maize",233,2.36735592102602,2281
"SEEDGWAS2864:MRG:4:250068872",-98.914614,19.622791,"maize",233,2.36735592102602,2281
"SEEDGWAS2867:MRG:4:250063975",-98.91666667,19.55,"maize",207,2.31597034545692,2281
"SEEDGWAS2880:MRG:4:250063979",-98.85,19.22,"maize",265,2.42324587393681,2307
"SEEDGWAS2881:MRG:4:250068878",-98.865944,19.211077,"maize",247,2.39269695325967,2307
"SEEDGWAS2882:MRG:4:250068879",-98.81666667,19.58333333,"maize",287,2.45788189673399,2638
"SEEDGWAS2883:MRG:4:250068881",-98.81666667,19.58333333,"maize",287,2.45788189673399,2638
"SEEDGWAS2884:MRG:4:250068882",-98.81666667,19.58333333,"maize",287,2.45788189673399,2638
"SEEDGWAS2889:MRG:4:250068885",-101.9166667,19.66666667,"maize",329,2.51719589794997,2534
"SEEDGWAS2890:MRG:4:250068886",-101.219653,19.518555,"maize",231,2.36361197989214,2156
"SEEDGWAS2892:MRG:4:250068887",-97.431577,18.619245,"maize",291,2.46389298898591,2077
"SEEDGWAS2893:MRG:4:250068888",-97.445161,19.350685,"maize",199,2.29885307640971,2374
"SEEDGWAS2895:MRG:4:250068890",-101.143579,20.381461,"maize",183,2.26245108973043,1741
"SEEDGWAS2896:MRG:4:250063982",-102.7333333,20.81666667,"maize",189,2.27646180417324,1843
"SEEDGWAS2897:MRG:4:250068891",-99.88333333,20.51666667,"maize",195,2.29003461136252,1965
"SEEDGWAS2898:MRG:4:250063983",-98.11666667,19.43333333,"maize",255,2.40654018043396,2495
"SEEDGWAS2899:MRG:4:250063984",-97.76666667,19.3,"maize",232,2.3654879848909,2394
"SEEDGWAS2901:MRG:4:250063985",-104.186409,19.757512,"maize",231,2.36361197989214,1011
"SEEDGWAS2903:MRG:4:250068894",-93.751723,16.454601,"maize",172,2.23552844690755,717
"SEEDGWAS2904:MRG:4:250063986",-92.5,16.83333333,"maize",373,2.57170883180869,2109
"SEEDGWAS2905:MRG:4:250068895",-103.3,25.74,"maize",168,2.22530928172586,1131
"SEEDGWAS2906:MRG:4:250063987",-97.18,18.98,"maize",451,2.65417654187796,2739
"SEEDGWAS2907:MRG:4:250063988",-97.21666667,17.45,"maize",213,2.32837960343874,2145
"SEEDGWAS2909:MRG:4:250068896",-97.381224,19.812923,"maize",417,2.62013605497376,2524
"SEEDGWAS2910:MRG:4:250063989",-98.1,19.35,"maize",280,2.44715803134222,2495
"SEEDGWAS2911:MRG:4:250068897",-98.11666667,19.43333333,"maize",255,2.40654018043396,2495
"SEEDGWAS2912:MRG:4:250068898",-98.16666667,19.35,"maize",229,2.35983548233989,2491
"SEEDGWAS2914:MRG:4:250068900",-100.07212,21.135163,"maize",205,2.31175386105575,1984
"SEEDGWAS2915:MRG:4:250068901",-100.07212,21.135163,"maize",205,2.31175386105575,1984
"SEEDGWAS2916:MRG:4:250063990",-97.23333333,19.78333333,"maize",403,2.60530504614111,1998
"SEEDGWAS2918:MRG:4:250068903",-101.9166667,21.36666667,"maize",208,2.31806333496276,1937
"SEEDGWAS2919:MRG:4:250068904",-101.9166667,21.36666667,"maize",208,2.31806333496276,1937
"SEEDGWAS2920:MRG:4:250063991",-96.58333333,16.28333333,"maize",181,2.25767857486918,1934
"SEEDGWAS2921:MRG:4:250068905",-98.27,17.85,"maize",157,2.19589965240923,1329
"SEEDGWAS2923:MRG:4:250068907",-97.407682,18.627026,"maize",287,2.45788189673399,2077
"SEEDGWAS2925:MRG:4:250063992",-97.21666667,19.65,"maize",331,2.51982799377572,2507
"SEEDGWAS2926:MRG:4:250068909",-97.231739,19.761657,"maize",387,2.58771096501891,1998
"SEEDGWAS2927:MRG:4:250063993",-92.708848,16.757656,"maize",316,2.4996870826184,2065
"SEEDGWAS2930:MRG:4:250063995",-92.46666667,16.55,"maize",315,2.4983105537896,2219
"SEEDGWAS2931:MRG:4:250068910",-100.325052,21.151459,"maize",146,2.16435285578444,2115
"SEEDGWAS2937:MRG:4:250068912",-99.217527,19.835255,"maize",199,2.29885307640971,2265
"SEEDGWAS2938:MRG:4:250068913",-99.23333333,19.73333333,"maize",245,2.38916608436453,2359
"SEEDGWAS2939:MRG:4:250068914",-99.21872,19.73749,"maize",220,2.34242268082221,2359
"SEEDGWAS2941:MRG:4:250068915",-98.73333333,19.73333333,"maize",230,2.36172783601759,2448
"SEEDGWAS2943:MRG:4:250063999",-98.914614,19.622791,"maize",233,2.36735592102602,2281
"SEEDGWAS2945:MRG:4:250064000",-99.23333333,19.73333333,"maize",245,2.38916608436453,2359
"SEEDGWAS2948:MRG:4:250068917",-96.934364,17.476579,"maize",291,2.46389298898591,1949
"SEEDGWAS2949:MRG:4:250068919",-101.1166667,23.13333333,"maize",154,2.18752072083646,1965
"SEEDGWAS2951:MRG:4:250068920",-98.73333333,19.73333333,"maize",230,2.36172783601759,2448
"SEEDGWAS2952:MRG:4:250068921",-98.991083,19.760847,"maize",192,2.28330122870355,2351
"SEEDGWAS2953:MRG:4:250068922",-98.88333333,19.81666667,"maize",219,2.34044411484012,2351
"SEEDGWAS2954:MRG:4:250068923",-99.1,19.76666667,"maize",186,2.26951294421792,2255
"SEEDGWAS2955:MRG:4:250064035",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2956:MRG:4:250068924",-99.93333333,19.71666667,"maize",256,2.40823996531185,2599
"SEEDGWAS296:MRG:4:250059058",-92.168411,15.840101,"maize",265,2.42324587393681,623
"SEEDGWAS2960:MRG:4:250068925",-97.36666667,18.86666667,"maize",257,2.40993312333129,2571
"SEEDGWAS2961:MRG:4:250064036",-99.927547,20.474247,"maize",195,2.29003461136252,2076
"SEEDGWAS2962:MRG:4:250064037",-98.23333333,19.21666667,"maize",232,2.3654879848909,2263
"SEEDGWAS2963:MRG:4:250068926",-98.21666667,19.16666667,"maize",242,2.38381536598043,2263
"SEEDGWAS2964:MRG:4:250068927",-98.3,19.25,"maize",269,2.42975228000241,2263
"SEEDGWAS2967:MRG:4:250068928",-97.31666667,18.9,"maize",282,2.45024910831936,2739
"SEEDGWAS2968:MRG:4:250064039",-97.25,19.76666667,"maize",418,2.62117628177504,1998
"SEEDGWAS2970:MRG:4:250068929",-97.48333333,17.66666667,"maize",261,2.41664050733828,2214
"SEEDGWAS2971:MRG:4:250064040",-97.28333333,17.45,"maize",237,2.3747483460101,2145
"SEEDGWAS2972:MRG:4:250064041",-97.575639,17.467088,"maize",232,2.3654879848909,2257
"SEEDGWAS2973:MRG:4:250064043",-97.56666667,17.46666667,"maize",242,2.38381536598043,2257
"SEEDGWAS2974:MRG:4:250068930",-98.805501,19.046412,"maize",270,2.43136376415899,2733
"SEEDGWAS2975:MRG:4:250064044",-99.52,19.97,"maize",230,2.36172783601759,2644
"SEEDGWAS2976:MRG:4:250064045",-98.914614,19.622791,"maize",233,2.36735592102602,2281
"SEEDGWAS2977:MRG:4:250068931",-98.75,19.12,"maize",313,2.49554433754645,2733
"SEEDGWAS2979:MRG:4:250064047",-101.284292,20.926311,"maize",190,2.27875360095283,1977
"SEEDGWAS2983:MRG:4:250064049",-97.091068,18.691454,"maize",457,2.65991620006985,1758
"SEEDGWAS2984:MRG:4:250064050",-97.08,19.63,"maize",458,2.66086547800387,2545
"SEEDGWAS2985:MRG:4:250064051",-97.63333333,19.15,"maize",274,2.43775056282039,2473
"SEEDGWAS2987:MRG:4:250064052",-97.35,17.53333333,"maize",255,2.40654018043396,2389
"SEEDGWAS2989:MRG:4:250068933",-97.500186,19.479844,"maize",225,2.35218251811136,2387
"SEEDGWAS2990:MRG:4:250068934",-98.513073,19.567345,"maize",271,2.43296929087441,2666
"SEEDGWAS2991:MRG:4:250064053",-97.28333333,17.45,"maize",237,2.3747483460101,2145
"SEEDGWAS2993:MRG:4:250068935",-92.63333333,16.75,"maize",274,2.43775056282039,2369
"SEEDGWAS2995:MRG:4:250064054",-99.95,19.05,"maize",330,2.51851393987789,2715
"SEEDGWAS2996:MRG:4:250064055",-100.121334,19.199446,"maize",398,2.59988307207369,2331
"SEEDGWAS2998:MRG:4:250068936",-98.23333333,19.25,"maize",293,2.46686762035411,2263
"SEEDGWAS2999:MRG:4:250068937",-97.9,19.2,"maize",325,2.51188336097887,2633
"SEEDGWAS30:MRG:4:250054469",-92.81747,16.567982,"maize",210,2.32221929473392,715
"SEEDGWAS300:MRG:4:250059061",-98.712616,21.399889,"maize",469,2.67117284271508,163
"SEEDGWAS3000:MRG:4:250068938",-98.2,20.15,"maize",348,2.54157924394658,2372
"SEEDGWAS3001:MRG:4:250068939",-98.2,20.15,"maize",348,2.54157924394658,2372
"SEEDGWAS3002:MRG:4:250064056",-101.5,21.65,"maize",213,2.32837960343874,2250
"SEEDGWAS3003:MRG:4:250064057",-97.597842,19.967035,"maize",455,2.65801139665711,1596
"SEEDGWAS3006:MRG:4:250064058",-92.437992,16.532045,"maize",373,2.57170883180869,2219
"SEEDGWAS3012:MRG:4:250064064",-96.26666667,16.9,"maize",334,2.52374646681156,1753
"SEEDGWAS3013:MRG:4:250068941",-96.261935,16.8965,"maize",424,2.62736585659273,1753
"SEEDGWAS3017:MRG:4:250064067",-98.2,20.15,"maize",348,2.54157924394658,2372
"SEEDGWAS3018:MRG:4:250068942",-98.3,19.25,"maize",269,2.42975228000241,2263
"SEEDGWAS3019:MRG:4:250068943",-101.908382,21.342764,"maize",196,2.29225607135648,1937
"SEEDGWAS3020:MRG:4:250068944",-98.2,20.15,"maize",348,2.54157924394658,2372
"SEEDGWAS3021:MRG:4:250064068",-98.2,19.13333333,"maize",231,2.36361197989214,2174
"SEEDGWAS3023:MRG:4:250064069",-98.805501,19.046412,"maize",270,2.43136376415899,2733
"SEEDGWAS3025:MRG:4:250064070",-101.877563,21.340408,"maize",194,2.28780172993023,1937
"SEEDGWAS3026:MRG:4:250068945",-92.457989,16.714786,"maize",352,2.54654266347813,2109
"SEEDGWAS3027:MRG:4:250064071",-92.457989,16.714786,"maize",352,2.54654266347813,2109
"SEEDGWAS3028:MRG:4:250068946",-92.68,16.78,"maize",276,2.44090908206522,2065
"SEEDGWAS3037:MRG:4:250068947",-102.6666667,22.95,"maize",176,2.24551266781415,2216
"SEEDGWAS3038:MRG:4:250068948",-98.734909,20.784944,"maize",434,2.63748972951251,1730
"SEEDGWAS3040:MRG:4:250068949",-102.622283,22.875871,"maize",155,2.19033169817029,2260
"SEEDGWAS3044:MRG:4:250068951",-98.734909,20.784944,"maize",434,2.63748972951251,1730
"SEEDGWAS3048:MRG:4:250064075",-98.85,19.22,"maize",265,2.42324587393681,2307
"SEEDGWAS3049:MRG:4:250064076",-100.9333333,21.16666667,"maize",177,2.24797326636181,1975
"SEEDGWAS3052:MRG:4:250064079",-102.7333333,20.81666667,"maize",189,2.27646180417324,1843
"SEEDGWAS3053:MRG:4:250068954",-97.25,19.76666667,"maize",418,2.62117628177504,1998
"SEEDGWAS3055:MRG:4:250068987",-100.9333333,21.16666667,"maize",177,2.24797326636181,1975
"SEEDGWAS3056:MRG:4:250064080",-98.81666667,19.88333333,"maize",225,2.35218251811136,2407
"SEEDGWAS3060:MRG:4:250068988",-98.513073,19.567345,"maize",271,2.43296929087441,2666
"SEEDGWAS3063:MRG:4:250064082",-97.25,19.76666667,"maize",418,2.62117628177504,1998
"SEEDGWAS3065:MRG:4:250064084",-97.25,19.76666667,"maize",418,2.62117628177504,1998
"SEEDGWAS3068:MRG:4:250068992",-91.811051,17.284759,"maize",484,2.68484536164441,432
"SEEDGWAS3069:MRG:4:250064086",-101,20.16666667,"maize",180,2.25527250510331,1811
"SEEDGWAS3070:MRG:4:250068994",-98.461609,19.092571,"maize",263,2.41995574848976,2302
"SEEDGWAS3072:MRG:4:250068995",-98.734909,20.784944,"maize",434,2.63748972951251,1730
"SEEDGWAS3074:MRG:4:250068996",-98.734909,20.784944,"maize",434,2.63748972951251,1730
"SEEDGWAS3075:MRG:4:250068998",-98.96666667,19.71666667,"maize",168,2.22530928172586,2351
"SEEDGWAS3077:MRG:4:250064087",-97.381224,19.812923,"maize",417,2.62013605497376,2524
"SEEDGWAS3078:MRG:4:250069000",-98.583348,19.578317,"maize",290,2.46239799789896,2666
"SEEDGWAS3079:MRG:4:250069001",-98.96666667,19.71666667,"maize",168,2.22530928172586,2351
"SEEDGWAS3081:MRG:4:250069003",-103,20.61666667,"maize",144,2.15836249209525,1792
"SEEDGWAS3082:MRG:4:250069004",-98.43333333,20.15,"maize",253,2.40312052117582,2301
"SEEDGWAS3084:MRG:4:250064088",-100.376967,20.184461,"maize",229,2.35983548233989,2330
"SEEDGWAS3087:MRG:4:250064090",-97.25,19.76666667,"maize",418,2.62117628177504,1998
"SEEDGWAS3088:MRG:4:250069006",-98.96666667,19.71666667,"maize",168,2.22530928172586,2351
"SEEDGWAS3089:MRG:4:250069007",-98.734909,20.784944,"maize",434,2.63748972951251,1730
"SEEDGWAS3090:MRG:4:250069008",-99.32,19.41,"maize",325,2.51188336097887,2428
"SEEDGWAS3092:MRG:4:250064091",-103,20.61666667,"maize",144,2.15836249209525,1792
"SEEDGWAS3093:MRG:4:250064092",-101,19.75,"maize",331,2.51982799377572,2212
"SEEDGWAS3096:MRG:4:250069009",-98.2,19.13333333,"maize",231,2.36361197989214,2174
"SEEDGWAS3097:MRG:4:250064095",-100.548248,20.0075,"maize",183,2.26245108973043,1953
"SEEDGWAS3098:MRG:4:250069010",-100.548248,20.0075,"maize",183,2.26245108973043,1953
"SEEDGWAS31:MRG:4:250054470",-93.38333333,16.76666667,"maize",203,2.30749603791321,856
"SEEDGWAS3100:MRG:4:250069012",-100.906572,19.809646,"maize",218,2.3384564936046,2212
"SEEDGWAS3102:MRG:4:250064096",-97.381224,19.812923,"maize",417,2.62013605497376,2524
"SEEDGWAS3104:MRG:4:250069014",-97.505022,19.84452,"maize",343,2.53529412004277,1596
"SEEDGWAS3106:MRG:4:250064097",-92.708848,16.757656,"maize",316,2.4996870826184,2065
"SEEDGWAS3107:MRG:4:250064098",-97.342947,17.517894,"maize",235,2.37106786227174,2389
"SEEDGWAS3108:MRG:4:250069015",-102.212362,22.233853,"maize",135,2.13033376849501,1963
"SEEDGWAS3111:MRG:4:250069016",-103.7,19.93,"maize",275,2.43933269383026,2175
"SEEDGWAS3112:MRG:4:250069017",-103.506517,20.030919,"maize",166,2.22010808804005,1864
"SEEDGWAS3113:MRG:4:250069018",-101.168021,22.411961,"maize",180,2.25527250510331,2058
"SEEDGWAS3114:MRG:4:250064099",-103.515374,19.988464,"maize",180,2.25527250510331,1515
"SEEDGWAS3115:MRG:4:250069020",-101.168021,22.411961,"maize",180,2.25527250510331,2058
"SEEDGWAS3116:MRG:4:250069021",-101.7,22.58,"maize",150,2.17609125905568,2132
"SEEDGWAS3117:MRG:4:250069022",-103.458675,19.909534,"maize",228,2.35793484700045,1946
"SEEDGWAS3118:MRG:4:250069023",-103.515374,19.988464,"maize",180,2.25527250510331,1515
"SEEDGWAS3119:MRG:4:250069024",-103.478064,19.800829,"maize",209,2.32014628611105,1701
"SEEDGWAS3120:MRG:4:250064100",-103.506517,20.030919,"maize",166,2.22010808804005,1864
"SEEDGWAS3121:MRG:4:250064102",-103.2,19.97,"maize",235,2.37106786227174,2045
"SEEDGWAS3122:MRG:4:250064103",-103.2,19.97,"maize",235,2.37106786227174,2045
"SEEDGWAS3123:MRG:4:250064104",-102.212362,22.233853,"maize",135,2.13033376849501,1963
"SEEDGWAS3124:MRG:4:250069025",-102.229694,22.287284,"maize",179,2.25285303097989,1963
"SEEDGWAS3125:MRG:4:250064105",-98.846801,19.155854,"maize",283,2.45178643552429,2624
"SEEDGWAS3126:MRG:4:250069026",-99.166836,19.677872,"maize",211,2.32428245529769,2359
"SEEDGWAS3127:MRG:4:250069027",-101.055509,20.100817,"maize",283,2.45178643552429,1928
"SEEDGWAS3128:MRG:4:250069028",-101.031084,20.130549,"maize",241,2.38201704257487,1928
"SEEDGWAS3129:MRG:4:250069029",-103.6,20.03,"maize",283,2.45178643552429,1864
"SEEDGWAS3130:MRG:4:250064106",-92.37428,16.838495,"maize",427,2.63042787502502,1383
"SEEDGWAS3131:MRG:4:250064107",-92.5,16.83,"maize",373,2.57170883180869,2109
"SEEDGWAS3132:MRG:4:250064108",-92.5,16.83,"maize",373,2.57170883180869,2109
"SEEDGWAS3133:MRG:4:250064109",-92.5,16.83,"maize",373,2.57170883180869,2109
"SEEDGWAS3135:MRG:4:250069031",-92.575401,16.795065,"maize",410,2.61278385671974,2369
"SEEDGWAS3136:MRG:4:250064110",-92.68,16.78,"maize",276,2.44090908206522,2065
"SEEDGWAS3137:MRG:4:250064111",-92.63,16.75,"maize",274,2.43775056282039,2369
"SEEDGWAS3138:MRG:4:250064112",-92.63,16.75,"maize",274,2.43775056282039,2369
"SEEDGWAS3139:MRG:4:250064113",-92.47,16.77,"maize",421,2.62428209583567,2109
"SEEDGWAS3140:MRG:4:250064114",-92.710791,16.756442,"maize",316,2.4996870826184,2065
"SEEDGWAS3141:MRG:4:250064115",-92.710791,16.756442,"maize",316,2.4996870826184,2065
"SEEDGWAS3143:MRG:4:250064116",-92.710791,16.756442,"maize",316,2.4996870826184,2065
"SEEDGWAS3144:MRG:4:250064117",-92.710791,16.756442,"maize",316,2.4996870826184,2065
"SEEDGWAS3145:MRG:4:250064118",-92.68,16.78,"maize",276,2.44090908206522,2065
"SEEDGWAS3147:MRG:4:250064119",-98.77,19.03,"maize",328,2.51587384371168,2733
"SEEDGWAS3148:MRG:4:250069032",-98.75,19.12,"maize",313,2.49554433754645,2733
"SEEDGWAS3149:MRG:4:250069033",-98.91666667,18.98333333,"maize",268,2.42813479402879,1623
"SEEDGWAS3152:MRG:4:250069034",-98.42,19.72,"maize",320,2.50514997831991,2614
"SEEDGWAS3160:MRG:4:250064126",-102.5,18.84,"maize",234,2.36921585741014,341
"SEEDGWAS3165:MRG:4:250064127",-101.267595,17.580798,"maize",219,2.34044411484012,283
"SEEDGWAS3166:MRG:4:250064128",-97.01666667,17.96666667,"maize",219,2.34044411484012,1185
"SEEDGWAS3167:MRG:4:250064160",-97.081927,18.12723,"maize",186,2.26951294421792,1071
"SEEDGWAS3168:MRG:4:250064161",-102.9836111,19.27416667,"maize",182,2.26007138798507,605
"SEEDGWAS3170:MRG:4:250064162",-100.927528,28.550497,"maize",225,2.35218251811136,345
"SEEDGWAS3172:MRG:4:250064164",-99.68333333,25.25,"maize",288,2.45939248775923,350
"SEEDGWAS3174:MRG:4:250064165",-99.278792,22.770949,"maize",222,2.34635297445064,337
"SEEDGWAS3176:MRG:4:250064167",-103.586763,19.325351,"maize",231,2.36361197989214,657
"SEEDGWAS3177:MRG:4:250069042",-100.2333333,26.05,"maize",144,2.15836249209525,501
"SEEDGWAS3178:MRG:4:250069043",-99.3,18.68,"maize",200,2.30102999566398,1107
"SEEDGWAS3179:MRG:4:250064168",-99.35,18.61666667,"maize",228,2.35793484700045,1178
"SEEDGWAS318:MRG:4:250059077",-90.740704,18.572773,"maize",361,2.55750720190566,92
"SEEDGWAS3180:MRG:4:250064169",-98.625201,21.472981,"maize",434,2.63748972951251,131
"SEEDGWAS319:MRG:4:250059078",-92.38333333,16.28333333,"maize",221,2.34439227368511,754
"SEEDGWAS3219:MRG:4:250064205",-100.65,18.35,"maize",230,2.36172783601759,360
"SEEDGWAS3223:MRG:4:250064209",-96.46666667,15.75,"maize",187,2.2718416065365,176
"SEEDGWAS3224:MRG:4:250069046",-96.46666667,15.75,"maize",187,2.2718416065365,176
"SEEDGWAS3225:MRG:4:250064210",-98.136052,16.539657,"maize",298,2.47421626407626,394
"SEEDGWAS3226:MRG:4:250064211",-96.831814,17.528084,"maize",185,2.26717172840301,1905
"SEEDGWAS3227:MRG:4:250069047",-96.831814,17.528084,"maize",185,2.26717172840301,1905
"SEEDGWAS3228:MRG:4:250064212",-97.95,17.03333333,"maize",493,2.69284691927723,1192
"SEEDGWAS3232:MRG:4:250064215",-105.3333333,20.31666667,"maize",372,2.5705429398819,778
"SEEDGWAS3233:MRG:4:250069049",-106.394078,24.617159,"maize",203,2.30749603791321,904
"SEEDGWAS3234:MRG:4:250069050",-109.3,28.11666667,"maize",176,2.24551266781415,683
"SEEDGWAS3241:MRG:4:250064222",-108.211516,26.425469,"maize",214,2.33041377334919,624
"SEEDGWAS325:MRG:4:250059082",-88.137823,21.15474,"maize",845,2.92685670894969,23
"SEEDGWAS3255:MRG:4:250064229",-101.551202,27.084066,"maize",135,2.13033376849501,509
"SEEDGWAS3258:MRG:4:250069054",-99.36666667,18.71666667,"maize",241,2.38201704257487,1161
"SEEDGWAS3259:MRG:4:250069055",-99.31666667,22.83333333,"maize",247,2.39269695325967,337
"SEEDGWAS3278:MRG:4:250064240",-99.458144,18.272733,"maize",204,2.3096301674259,988
"SEEDGWAS3280:MRG:4:250064241",-98.75,16.8,"maize",275,2.43933269383026,318
"SEEDGWAS3284:MRG:4:250069063",-107.561724,25.411515,"maize",234,2.36921585741014,373
"SEEDGWAS3285:MRG:4:250069064",-109.887614,28.401756,"maize",130,2.11394335230684,341
"SEEDGWAS3296:MRG:4:250064250",-96.921297,19.678131,"maize",454,2.6570558528571,1677
"SEEDGWAS33:MRG:4:250054472",-92.7,15.28333333,"maize",503,2.70156798505593,18
"SEEDGWAS3303:MRG:4:250069067",-103.847703,18.933399,"maize",221,2.34439227368511,47
"SEEDGWAS3332:MRG:4:250069070",-99.36666667,18.71666667,"maize",241,2.38201704257487,1161
"SEEDGWAS3334:MRG:4:250069072",-99.36666667,18.71666667,"maize",241,2.38201704257487,1161
"SEEDGWAS3343:MRG:4:250069078",-99.090407,16.977888,"maize",277,2.44247976906445,472
"SEEDGWAS3344:MRG:4:250064308",-104.880645,21.250533,"maize",205,2.31175386105575,878
"SEEDGWAS3374:MRG:4:250069624",-98.3,18.33333333,"maize",156,2.19312459835446,1238
"SEEDGWAS3379:MRG:4:250064326",-97.427292,18.483431,"maize",164,2.2148438480477,1680
"SEEDGWAS3380:MRG:4:250064327",-97.427292,18.483431,"maize",164,2.2148438480477,1680
"SEEDGWAS3384:MRG:4:250064328",-104.6,21.43333333,"maize",178,2.25042000230889,824
"SEEDGWAS3388:MRG:4:250064331",-104.2,19.8,"maize",189,2.27646180417324,1011
"SEEDGWAS3391:MRG:4:250064332",-100.537596,20.568914,"maize",179,2.25285303097989,1866
"SEEDGWAS3393:MRG:4:250069631",-98.86666667,18.88333333,"maize",188,2.27415784926368,1623
"SEEDGWAS3394:MRG:4:250069632",-98.97,18.95,"maize",238,2.37657695705651,1623
"SEEDGWAS3395:MRG:4:250064334",-99,19.01666667,"maize",321,2.50650503240487,2624
"SEEDGWAS3396:MRG:4:250064336",-98.97,18.95,"maize",238,2.37657695705651,1623
"SEEDGWAS3397:MRG:4:250069633",-99.083132,18.878577,"maize",304,2.48287358360875,1457
"SEEDGWAS3399:MRG:4:250069635",-99.15,18.88333333,"maize",288,2.45939248775923,1457
"SEEDGWAS340:MRG:4:250059092",-105.3333333,20.31666667,"maize",372,2.5705429398819,778
"SEEDGWAS3400:MRG:4:250064337",-99.23333333,18.76666667,"maize",193,2.28555730900777,1107
"SEEDGWAS3401:MRG:4:250064338",-99.26666667,18.73333333,"maize",206,2.31386722036915,1107
"SEEDGWAS3402:MRG:4:250064339",-99.26666667,18.73333333,"maize",206,2.31386722036915,1107
"SEEDGWAS3403:MRG:4:250069636",-99.3,18.78333333,"maize",216,2.33445375115093,1107
"SEEDGWAS3404:MRG:4:250069637",-99.31666667,18.78333333,"maize",195,2.29003461136252,1107
"SEEDGWAS3405:MRG:4:250069638",-99.353592,18.7861,"maize",210,2.32221929473392,1161
"SEEDGWAS3406:MRG:4:250069639",-99.36666667,18.71666667,"maize",241,2.38201704257487,1161
"SEEDGWAS3407:MRG:4:250064340",-99.36666667,18.71666667,"maize",241,2.38201704257487,1161
"SEEDGWAS3408:MRG:4:250064341",-99.386889,18.724361,"maize",197,2.29446622616159,1161
"SEEDGWAS341:MRG:4:250059093",-105.3333333,20.31666667,"maize",372,2.5705429398819,778
"SEEDGWAS3410:MRG:4:250069640",-99.66666667,18.75,"maize",183,2.26245108973043,1851
"SEEDGWAS3411:MRG:4:250069641",-103.371121,19.560285,"maize",237,2.3747483460101,1304
"SEEDGWAS343:MRG:4:250059094",-105.1666667,21.2,"maize",311,2.49276038902684,22
"SEEDGWAS3447:MRG:4:250064369",-99.816363,22.05427,"maize",180,2.25527250510331,1170
"SEEDGWAS3451:MRG:4:250064372",-97.28339,16.233634,"maize",301,2.47856649559384,1644
"SEEDGWAS3452:MRG:4:250064373",-96.172744,17.186388,"maize",358,2.55388302664387,1624
"SEEDGWAS3453:MRG:4:250064374",-96.172744,17.186388,"maize",358,2.55388302664387,1624
"SEEDGWAS3494:MRG:4:250064423",-106.35,26.96666667,"maize",190,2.27875360095283,1783
"SEEDGWAS3495:MRG:4:250069672",-103.7373,22.394537,"maize",167,2.22271647114758,1704
"SEEDGWAS3496:MRG:4:250064424",-104.129818,21.386317,"maize",222,2.34635297445064,1791
"SEEDGWAS3497:MRG:4:250069673",-104.088629,21.696608,"maize",169,2.22788670461367,1401
"SEEDGWAS3499:MRG:4:250064425",-104.693768,25.114238,"maize",281,2.44870631990508,2075
"SEEDGWAS3594:MRG:4:250069709",-100.8666667,21.46666667,"maize",147,2.16731733474818,2106
"SEEDGWAS3595:MRG:4:250069710",-106.164976,28.006516,"maize",136,2.13353890837022,1622
"SEEDGWAS3596:MRG:4:250064468",-103.727387,19.650273,"maize",248,2.39445168082622,1527
"SEEDGWAS3597:MRG:4:250064470",-100.7333333,20.03333333,"maize",212,2.32633586092875,1917
"SEEDGWAS3598:MRG:4:250064472",-100.7333333,20.03333333,"maize",212,2.32633586092875,1917
"SEEDGWAS3599:MRG:4:250069711",-99.863566,18.363636,"maize",208,2.31806333496276,1566
"SEEDGWAS3600:MRG:4:250064473",-97.11666667,19.35,"maize",428,2.63144376901317,2076
"SEEDGWAS3611:MRG:4:250064478",-104.2,19.8,"maize",189,2.27646180417324,1011
"SEEDGWAS3614:MRG:4:250064479",-91.892968,16.318734,"maize",336,2.52633927738984,1534
"SEEDGWAS3616:MRG:4:250064481",-91.93333333,16.13333333,"maize",254,2.40483371661994,1377
"SEEDGWAS3617:MRG:4:250064482",-92.56666667,16.33333333,"maize",241,2.38201704257487,674
"SEEDGWAS3618:MRG:4:250069748",-99.532281,17.649322,"maize",237,2.3747483460101,1785
"SEEDGWAS3619:MRG:4:250064483",-91.93333333,16.13333333,"maize",254,2.40483371661994,1377
"SEEDGWAS3620:MRG:4:250069750",-102.7333333,20.81666667,"maize",189,2.27646180417324,1843
"SEEDGWAS3621:MRG:4:250064484",-91.892968,16.318734,"maize",336,2.52633927738984,1534
"SEEDGWAS3622:MRG:4:250069751",-104.470092,24.771032,"maize",144,2.15836249209525,1853
"SEEDGWAS3623:MRG:4:250064485",-100.25,22.03333333,"maize",180,2.25527250510331,1318
"SEEDGWAS3624:MRG:4:250064486",-100.25,22.03333333,"maize",180,2.25527250510331,1318
"SEEDGWAS3627:MRG:4:250069754",-105.537833,26.447593,"maize",182,2.26007138798507,1846
"SEEDGWAS3628:MRG:4:250069755",-100.913794,21.253292,"maize",156,2.19312459835446,1975
"SEEDGWAS3629:MRG:4:250069756",-101.991028,21.836255,"maize",164,2.2148438480477,2159
"SEEDGWAS3630:MRG:4:250069757",-102.3,20.3333,"maize",180,2.25527250510331,1615
"SEEDGWAS3638:MRG:4:250064488",-103.45,20.46666667,"maize",347,2.54032947479087,1787
"SEEDGWAS3639:MRG:4:250069763",-101.924964,21.213333,"maize",195,2.29003461136252,1898
