"Lines","Long","Lat","crop","am_rel_abundance_colonization_value"
"9953",82.19,51.33,"arabidopsis",0.549706041812897
"9955",60.46,54.09,"arabidopsis",NA
"9956",60.48,54.06,"arabidopsis",NA
"9957",51.75,53.04,"arabidopsis",NA
"9958",49.48,53.33,"arabidopsis",NA
"9959",49.48,53.33,"arabidopsis",NA
"9960",57.56,51.31,"arabidopsis",NA
"9962",15.32,40.57,"arabidopsis",0.528680145740509
"9963",16.26,39.18,"arabidopsis",0.528680145740509
"9964",16.23,38.36,"arabidopsis",0.528680145740509
"9965",16.22,38.38,"arabidopsis",0.528680145740509
"9966",15.65,40.28,"arabidopsis",0.528680145740509
"9968",16.27,39.27,"arabidopsis",0.528680145740509
"9969",16.45,40.18,"arabidopsis",NA
"9970",11.2376,46.3716,"arabidopsis",NA
"9971",11.331,46.513,"arabidopsis",0.646012485027313
"9972",11.331,46.513,"arabidopsis",0.646012485027313
"9973",11.2832,46.366,"arabidopsis",NA
"9974",11.2928,46.3378,"arabidopsis",NA
"9975",11.2928,46.3378,"arabidopsis",NA
"9976",11.167,46.2543,"arabidopsis",0.646012485027313
"9978",10.817,46.6297,"arabidopsis",0.613937079906464
"9979",11.23,46.36,"arabidopsis",NA
"9980",16.17,38.62,"arabidopsis",0.528680145740509
"9981",16.24,38.76,"arabidopsis",NA
"9982",16.47,39.01,"arabidopsis",0.528680145740509
"9983",12.87,41.62,"arabidopsis",NA
"9984",12.87,41.62,"arabidopsis",NA
"9985",23.65,41.43,"arabidopsis",0.52310311794281
"9986",25.2,41.59,"arabidopsis",0.528680145740509
"9987",23.5,41.43,"arabidopsis",0.52310311794281
"9988",43.4767,41.7942,"arabidopsis",0.516496300697327
"9990",46.2831,41.8296,"arabidopsis",0.583333313465118
"9991",46.3728,41.2381,"arabidopsis",0.689655184745789
"9993",42.2394,38.6425,"arabidopsis",NA
"9995",9.4,48.14,"arabidopsis",NA
"9996",8.8,48.52,"arabidopsis",NA
"9997",9.16,48.56,"arabidopsis",0.600958704948425
"9998",8.82,48.43,"arabidopsis",NA
"9999",9.06,48.53,"arabidopsis",0.600958704948425
"10001",9.05,48.52,"arabidopsis",0.600958704948425
"10002",9.04,48.53,"arabidopsis",0.600958704948425
"10004",25.74,44.46,"arabidopsis",NA
"10005",21.95,46.11,"arabidopsis",0.746570289134979
"10006",34.3814,44.6419,"arabidopsis",NA
"10008",70.05,41.45,"arabidopsis",0.197884559631348
"10009",70.05,41.45,"arabidopsis",0.197884559631348
"10010",70.05,41.45,"arabidopsis",0.197884559631348
"10011",45.3622,39.8692,"arabidopsis",0.369552344083786
"10012",48.5594,38.9786,"arabidopsis",0.689655184745789
"10013",48.6131,38.7406,"arabidopsis",0.583333313465118
"10014",48.7992,38.6536,"arabidopsis",NA
"10015",71.3,37.29,"arabidopsis",0.378976702690125
"10017",21.46,44.34,"arabidopsis",NA
"10018",20.16,44.84,"arabidopsis",NA
"10020",16.5,49.17,"arabidopsis",NA
"10022",7.7667,48.0333,"arabidopsis",NA
"10023",15.45,68.8,"arabidopsis",NA
"10027",7.765567,48.02838,"arabidopsis",NA
"14312",34.12,62.02,"arabidopsis",NA
"14313",34.12,62.02,"arabidopsis",NA
"14314",35.11,61.59,"arabidopsis",NA
"14315",35.11,61.59,"arabidopsis",NA
"14318",34.24,61.94,"arabidopsis",0.784963011741638
"14319",34.24,61.94,"arabidopsis",0.784963011741638
"15560",61.37,61.37,"arabidopsis",0.836719393730164
"15591",14.72665,48.3315333,"arabidopsis",0.595708787441254
"15592",14.7158667,48.3314667,"arabidopsis",0.595708787441254
"15593",14.7158667,48.3314667,"arabidopsis",0.595708787441254
"18694",32.09,60.4,"arabidopsis",NA
"18696",30.63,61.57,"arabidopsis",NA
"19949",14.7181667,48.3268333,"arabidopsis",0.595708787441254
"19950",14.7181667,48.3268333,"arabidopsis",0.595708787441254
"19951",14.7181667,48.3268333,"arabidopsis",0.595708787441254
