,sorghum_aridity_index
PI510931.D1G0BACXX.7.250130136,1223
PI510932.D1G0BACXX.7.250130148,1223
PI510958.D1G0BACXX.7.250130160,1776
PI510959.D1G0BACXX.7.250130172,1776
PI510966.D1G0BACXX.7.250130184,1910
PI510967.D1G0BACXX.7.250130196,1910
PI510968.D1G0BACXX.7.250129908,1909
PI510969.D1G0BACXX.7.250130220,1909
PI510979.D1G0BACXX.7.250130137,1851
PI510990.D1G0BACXX.7.250130149,1427
PI510991.D1G0BACXX.7.250130161,1427
PI511008.D1G0BACXX.7.250130173,1227
PI511009.D1G0BACXX.7.250130185,1227
PI514456.D1G0BACXX.7.250130197,3463
PI514610.D1G0BACXX.7.250130209,4819
PI514617.D1G0BACXX.7.250129906,4595
PI521833.D1G0BACXX.7.250130221,5420
PI533762.C00TDABXX.1.250004189,2546
PI533769.C00TDABXX.1.250004153,284
PI533785.C00TDABXX.1.250004119,2274
PI533789.C00TDABXX.1.250004159,1171
PI533792.C00TDABXX.1.250004135,6392
PI533794.C00TDABXX.1.250004112,6392
PI533800.C00TDABXX.1.250004173,2692
PI533810.C00TDABXX.1.250004099,4407
PI533839.C00TDABXX.1.250004124,4495
PI533842.C00TDABXX.1.250004174,5411
PI533856.C00TDABXX.1.250004166,5411
PI533876.C00TDABXX.2.250020296,2642
PI533877.C00TDABXX.1.250004121,2607
PI533882.B064FABXX.2.250009868,2962
PI533910.C00TDABXX.1.250004147,1171
PI533911.C00TDABXX.1.250004171,1171
PI533912.C00TDABXX.1.250004138,1171
PI533985.C00TDABXX.2.250020288,1083
PI533986.C00TDABXX.1.250004176,2546
PI533987.C00TDABXX.2.250020284,3004
PI533991.B064FABXX.2.250009905,6605
PI533996.C00TDABXX.2.250020224,3004
PI534009.C00TDABXX.1.250004102,5045
PI534021.C00TDABXX.2.250020253,5411
PI534028.C00TDABXX.1.250004154,5250
PI534070.C00TDABXX.1.250004136,9898
PI534075.D0D0BACXX.6.250040589,4543
PI534079.C00TDABXX.1.250004131,5232
PI534088.C00TDABXX.1.250004101,4296
PI534092.C00TDABXX.2.250020233,3641
PI534115.B064FABXX.2.250009817,5239
PI534116.D0D0BACXX.6.250040571,3305
PI534123.C00TDABXX.1.250004133,4021
PI534124.C00TDABXX.1.250004106,3895
PI534127.C00TDABXX.1.250004114,6650
PI534128.C00TDABXX.1.250004146,6584
PI534133.B064FABXX.2.250009836,5034
PI534135.C00TDABXX.1.250004170,6584
PI534148.B064FABXX.2.250009902,2692
PI534155.C00TDABXX.1.250004097,2692
PI534157.C00TDABXX.1.250004161,2692
PI562989.D1G0BACXX.7.250130138,3013
PI563009.D1G0BACXX.7.250130150,4436
PI563151.D1G0BACXX.7.250130162,6855
PI563153.D1G0BACXX.7.250130174,3335
PI563154.D1G0BACXX.7.250130186,9868
PI563155.D1G0BACXX.7.250130198,6580
PI563156.D1G0BACXX.7.250130210,10128
PI563157.D1G0BACXX.7.250130222,8978
PI563163.D1G0BACXX.7.250130139,6617
PI563194.D1EYBACXX.8.250140217,6855
PI563196.D1G0BACXX.7.250130163,6580
PI563198.D1G0BACXX.7.250130175,5767
PI563199.D1G0BACXX.7.250130187,9821
PI563200.D1G0BACXX.7.250130199,6976
PI563207.D1G0BACXX.7.250130211,9821
PI563208.D1G0BACXX.7.250129968,9042
PI563209.D1G0BACXX.7.250130140,9420
PI563219.D1G0BACXX.7.250130152,5938
PI563289.D1G0BACXX.7.250130164,3621
PI563334.D1G0BACXX.7.250130176,1546
PI563338.D1G0BACXX.7.250130188,2484
PI563343.D1G0BACXX.7.250130200,2032
PI563348.D1G0BACXX.7.250130212,2936
PI563350.D1G0BACXX.7.250130224,3484
PI563359.D1G0BACXX.7.250130141,4546
PI563364.D1G0BACXX.7.250130153,1935
PI563366.D1G0BACXX.7.250130165,3931
PI563377.D1G0BACXX.7.250130177,397
PI563378.D1G0BACXX.7.250130189,397
PI563482.D1G0BACXX.7.250130201,2081
PI563483.D1G0BACXX.7.250130213,2464
PI563484.D1G0BACXX.7.250130225,2096
PI563485.D1G0BACXX.7.250130142,1471
PI563486.D1G0BACXX.7.250130154,1471
PI563487.D1G0BACXX.7.250130166,3762
PI563489.D1G0BACXX.7.250130178,6848
PI563490.D1G0BACXX.7.250130190,6848
PI563491.D1G0BACXX.7.250130202,6848
PI563492.D1G0BACXX.7.250130214,5812
PI563497.D1G0BACXX.7.250130226,2517
PI563513.D1G0BACXX.7.250129894,2111
PI563515.D1G0BACXX.7.250130143,2377
PI563516.D1EYBACXX.8.250140219,2377
PI569012.D1G0BACXX.7.250130167,2541
PI569803.D1G0BACXX.7.250130179,980
PI569804.D1G0BACXX.7.250130191,980
PI569805.D1G0BACXX.7.250130203,2515
PI569819.D1G0BACXX.7.250130215,900
PI569833.D1G0BACXX.7.250130227,2804
PI569834.D1FY1ACXX.8.250123305,2934
PI569847.D1FY1ACXX.8.250123306,929
PI569860.D1FY1ACXX.8.250123308,2821
PI569869.D1FY1ACXX.8.250123309,3202
PI569870.D1FY1ACXX.8.250123310,3202
PI569873.D1FY1ACXX.8.250123311,2821
PI569875.D1FY1ACXX.8.250123312,2765
PI569876.D1FY1ACXX.8.250123313,2765
PI569886.D1FY1ACXX.8.250123315,3838
PI570119.D1FY1ACXX.8.250123316,1757
PI570120.D1FY1ACXX.8.250123317,1589
PI570122.D1FY1ACXX.8.250123318,3397
PI570123.D1FY1ACXX.8.250123319,3397
PI570124.D1FY1ACXX.8.250123320,3397
PI570125.D1FY1ACXX.8.250123321,649
PI570126.D1FY1ACXX.8.250123322,649
PI570127.D1FY1ACXX.8.250123323,3429
PI570130.D1FY1ACXX.8.250123325,1319
PI570136.D1FY1ACXX.8.250123326,1724
PI570137.D1FY1ACXX.8.250123327,1724
PI570139.D1FY1ACXX.8.250123328,1724
PI570145.D1FY1ACXX.8.250123329,2068
PI570146.D1FY1ACXX.8.250123330,2068
PI570149.D1FY1ACXX.8.250123331,6238
PI570154.D1FY1ACXX.8.250123332,2354
PI570155.D1FY1ACXX.8.250123333,2354
PI570157.D1FY1ACXX.8.250123334,4326
PI570158.D1FY1ACXX.8.250123335,2397
PI570159.D1FY1ACXX.8.250123336,2397
PI570160.D1FY1ACXX.8.250123337,2485
PI570162.D1FY1ACXX.8.250123338,1564
PI570163.D1FY1ACXX.8.250123339,1564
PI570164.D1FY1ACXX.8.250123340,734
PI570166.D1FY1ACXX.8.250123341,2427
PI570168.D1FY1ACXX.8.250123342,1564
PI570171.D1FY1ACXX.8.250123343,2781
PI570174.D1FY1ACXX.8.250123345,939
PI570176.D1FY1ACXX.8.250123346,951
PI570189.D1FY1ACXX.8.250123347,4579
PI570190.D1FY1ACXX.8.250123348,4579
PI570191.D1FY1ACXX.8.250123349,4579
PI570218.D1FY1ACXX.8.250123350,1083
PI570219.D1FY1ACXX.8.250123351,1083
PI570220.D1FY1ACXX.8.250123352,1083
PI570228.D1FY1ACXX.8.250123353,2601
PI570229.D1FY1ACXX.8.250123354,2601
PI570233.D1FY1ACXX.8.250123355,2610
PI570234.D1FY1ACXX.8.250123356,2610
PI570237.D1FY1ACXX.8.250123357,1968
PI570244.D1FY1ACXX.8.250123359,1140
PI570248.D1FY1ACXX.8.250123361,732
PI570249.D1FY1ACXX.8.250123362,732
PI570252.D1FY1ACXX.8.250123364,945
PI570254.D1FY1ACXX.8.250123365,5612
PI570255.D1FY1ACXX.8.250123366,2525
PI570256.D1FY1ACXX.8.250123367,2525
PI570260.D1FY1ACXX.8.250123368,109
PI570261.D1FY1ACXX.8.250123369,109
PI570262.D1FY1ACXX.8.250123370,109
PI570271.D1FY1ACXX.8.250123371,1345
PI570278.D1FY1ACXX.8.250123372,2027
PI570279.D1FY1ACXX.8.250123373,2027
PI570284.D1FY1ACXX.8.250123374,34
PI570288.D1FY1ACXX.8.250123375,2798
PI570289.D1FY1ACXX.8.250123376,2798
PI570292.D1FY1ACXX.8.250123377,2425
PI570294.D1FY1ACXX.8.250123378,402
PI570295.D1FY1ACXX.8.250123379,402
PI570296.D1FY1ACXX.8.250123380,1765
PI570393.D1FY1ACXX.8.250123381,6311
PI570494.D1FY1ACXX.8.250123382,3895
PI570498.D1FY1ACXX.8.250123383,5305
PI570501.D1FY1ACXX.8.250123385,6605
PI570503.D1FY1ACXX.8.250123386,1765
PI570504.D1FY1ACXX.8.250123387,5711
PI570505.D1FY1ACXX.8.250123388,5711
PI570511.D1FY1ACXX.8.250123389,1650
PI570512.D1FY1ACXX.8.250123390,928
PI570518.D1FY1ACXX.8.250123391,4650
PI570523.D1FY1ACXX.8.250123392,6374
PI570524.D1FY1ACXX.8.250123393,1171
PI570528.D1FY1ACXX.8.250123394,26
PI570539.D1FY1ACXX.8.250123395,4632
PI570546.D1FY1ACXX.8.250123396,926
PI570549.D1FY1ACXX.8.250123397,44
PI570550.D1FY1ACXX.8.250123398,574
PI570554.D1FY1ACXX.8.250123399,284
PI570570.D1EYBACXX.8.250140298,3903
PI570571.D1EYBACXX.8.250140358,3903
PI570575.D1G0BACXX.7.250129945,4650
PI570576.D1G0BACXX.7.250129957,3903
PI570584.D1EYBACXX.8.250140350,8096
PI570588.D1EYBACXX.8.250140362,6605
PI570603.D1EYBACXX.8.250140374,1480
PI570604.D1EYBACXX.8.250140387,751
PI570917.D1G0BACXX.7.250130005,2563
PI570918.D1G0BACXX.7.250130091,2563
PI571246.D1G0BACXX.7.250130023,1765
PI571253.D1G0BACXX.7.250130027,1650
PI571256.D1G0BACXX.7.250130088,3307
PI571261.D1G0BACXX.7.250130145,6374
PI571262.D1G0BACXX.7.250130208,26
PI571273.D1G0BACXX.7.250130155,5403
PI571275.D1EYBACXX.8.250140208,662
PI571299.D1EYBACXX.8.250140209,947
PI571302.D1EYBACXX.8.250140210,1016
PI571370.D1EYBACXX.8.250140211,2178
PI571376.D1EYBACXX.8.250140212,3691
PI576352.C00TDABXX.2.250020289,1988
PI576359.C00TDABXX.2.250020256,4998
PI576364.C00TDABXX.2.250020301,4953
PI576366.C00TDABXX.2.250020254,6177
PI576375.C00TDABXX.2.250020279,6234
PI576376.C00TDABXX.2.250020291,3305
PI576380.B064FABXX.2.250009887,5310
PI576381.C00TDABXX.2.250020315,3305
PI576390.C00TDABXX.1.250004185,3569
PI576399.C00TDABXX.1.250004120,3004
PI576401.B064FABXX.2.250009837,3191
PI576425.C00TDABXX.2.250020317,3973
PI576426.C00TDABXX.2.250020303,5054
PI576428.C00TDABXX.2.250020257,5310
PI576435.C00TDABXX.2.250020259,3235
PI585379.D1EYBACXX.8.250140213,7683
PI585394.D1EYBACXX.8.250140214,3196
PI585405.D1EYBACXX.8.250140215,4027
PI585406.D1G0BACXX.7.250129916,4027
PI585411.D1G0BACXX.7.250129942,3654
PI585412.D1G0BACXX.7.250129954,3654
PI585413.D1G0BACXX.7.250129969,3728
PI585414.D1G0BACXX.7.250129966,3728
PI585415.D1G0BACXX.7.250129883,3957
PI585416.D1G0BACXX.7.250129886,4180
PI585417.D1G0BACXX.7.250129898,4180
PI585418.D1G0BACXX.7.250129907,4180
PI585423.D1G0BACXX.7.250129910,3641
PI585448.D1G0BACXX.7.250129955,6044
PI585449.D1G0BACXX.7.250129967,6044
PI585452.D1G0BACXX.7.250129884,4434
PI585453.D1G0BACXX.7.250129896,4126
PI585454.D1G0BACXX.7.250129922,4861
PI585455.D1G0BACXX.7.250129934,4759
PI585456.D1G0BACXX.7.250129920,4759
PI585457.D1G0BACXX.7.250129932,4426
PI585461.D1G0BACXX.7.250129944,3971
PI585467.D1G0BACXX.7.250129956,5283
PI585468.D1G0BACXX.7.250129885,5283
PI585469.D1G0BACXX.7.250129897,5283
PI585470.D1G0BACXX.7.250129909,5283
PI585471.D1G0BACXX.7.250129921,4118
PI585472.D1G0BACXX.7.250129933,4118
PI585572.D1G0BACXX.7.250129946,8849
PI585573.D1EYBACXX.8.250140220,8849
PI585574.D1G0BACXX.7.250129958,8849
PI585576.D1G0BACXX.7.250129970,7410
PI585577.D1EYBACXX.8.250140221,6363
PI585578.D1EYBACXX.8.250140222,5486
PI585579.D1EYBACXX.8.250140223,5784
PI585580.D1EYBACXX.8.250140224,5196
PI585581.D1EYBACXX.8.250140225,5561
PI585582.D1G0BACXX.7.250129887,5561
PI585583.D1EYBACXX.8.250140226,5730
PI585590.D1EYBACXX.8.250140227,7306
PI585595.D1EYBACXX.8.250140228,10864
PI585596.D1G0BACXX.7.250129899,10211
PI585600.D1G0BACXX.7.250129911,7624
PI585602.D1EYBACXX.8.250140229,7624
PI585607.D1EYBACXX.8.250140230,7090
PI585608.D1EYBACXX.8.250140231,7090
PI585609.D1EYBACXX.8.250140232,6844
PI585971.D1G0BACXX.7.250129923,8484
PI585981.D1G0BACXX.7.250129935,6418
PI585984.D1EYBACXX.8.250140233,6809
PI585985.D1EYBACXX.8.250140234,6809
PI585987.D1EYBACXX.8.250140235,6161
PI585989.D1EYBACXX.8.250140236,6430
PI585991.D1EYBACXX.8.250140237,5802
PI585992.D1EYBACXX.8.250140238,6114
PI586000.D1EYBACXX.8.250140239,5033
PI586008.D1EYBACXX.8.250140240,5453
PI586028.D1EYBACXX.8.250140241,5082
PI586032.D1EYBACXX.8.250140242,5768
PI586033.D1EYBACXX.8.250140243,5645
PI586034.D1EYBACXX.8.250140244,6744
PI586035.D1EYBACXX.8.250140245,6590
PI586036.D1EYBACXX.8.250140246,6760
PI586037.D1EYBACXX.8.250140247,6779
PI586038.D1EYBACXX.8.250140248,6779
PI586039.D1EYBACXX.8.250140249,6779
PI586040.D1EYBACXX.8.250140250,4887
PI586041.D1EYBACXX.8.250140251,4965
PI586042.D1EYBACXX.8.250140252,4965
PI586052.D1EYBACXX.8.250140253,5429
PI586054.D1EYBACXX.8.250140254,6807
PI586107.D1EYBACXX.8.250140255,1533
PI586108.D1G0BACXX.7.250129947,1533
PI586109.D1EYBACXX.8.250140256,1533
PI586110.D1FY1ACXX.8.250123432,1529
PI586111.D1FY1ACXX.8.250123433,1408
PI586112.D1FY1ACXX.8.250123434,1345
PI586113.D1FY1ACXX.8.250123435,1345
PI586114.D1FY1ACXX.8.250123436,1411
PI586115.D1FY1ACXX.8.250123437,1411
PI586117.D1FY1ACXX.8.250123438,1475
PI586118.D1FY1ACXX.8.250123439,1832
PI586119.D1FY1ACXX.8.250123440,1818
PI586120.D1FY1ACXX.8.250123441,1818
PI586123.D1FY1ACXX.8.250123442,1475
PI586124.D1FY1ACXX.8.250123443,1475
PI586128.D1FY1ACXX.8.250123444,2561
PI586137.D1FY1ACXX.8.250123445,1351
PI586141.D1FY1ACXX.8.250123446,1853
PI586142.D1FY1ACXX.8.250123447,1853
PI586147.D1FY1ACXX.8.250123448,2032
PI586148.D1FY1ACXX.8.250123449,1853
PI586150.D1FY1ACXX.8.250123450,1618
PI586151.D1FY1ACXX.8.250123451,1701
PI586153.D1FY1ACXX.8.250123452,2003
PI586154.D1FY1ACXX.8.250123453,1993
PI586155.D1FY1ACXX.8.250123454,2032
PI586156.D1FY1ACXX.8.250123455,2138
PI586157.D1FY1ACXX.8.250123456,2161
PI586158.D1FY1ACXX.8.250123457,2161
PI586159.D1FY1ACXX.8.250123458,2339
PI586160.D1FY1ACXX.8.250123459,2339
PI586161.D1FY1ACXX.8.250123460,2247
PI586162.D1FY1ACXX.8.250123461,2247
PI586163.D1FY1ACXX.8.250123462,3920
PI586164.D1FY1ACXX.8.250123463,3920
PI586165.D1FY1ACXX.8.250123464,2710
PI586166.D1FY1ACXX.8.250123465,2998
PI586167.D1EYBACXX.8.250140352,3518
PI586168.D1FY1ACXX.8.250123467,3518
PI586169.D1FY1ACXX.8.250123468,3518
PI586172.D1FY1ACXX.8.250123469,2696
PI586173.D1FY1ACXX.8.250123470,2696
PI586174.D1FY1ACXX.8.250123471,2661
PI586175.D1FY1ACXX.8.250123472,2661
PI586176.D1FY1ACXX.8.250123473,2661
PI586178.D1FY1ACXX.8.250123474,2575
PI586179.D1FY1ACXX.8.250123475,2575
PI586181.D1FY1ACXX.8.250123476,2640
PI586182.D1FY1ACXX.8.250123477,2640
PI586183.D1FY1ACXX.8.250123478,2681
PI586184.D1FY1ACXX.8.250123479,3011
PI586185.D1FY1ACXX.8.250123480,3011
PI586201.D1FY1ACXX.8.250123481,3398
PI586205.D1FY1ACXX.8.250123482,3987
PI586239.D1FY1ACXX.8.250123483,2341
PI586259.D1FY1ACXX.8.250123484,2179
PI586272.D1FY1ACXX.8.250123485,2314
PI586356.D1FY1ACXX.8.250123486,4633
PI586357.D1FY1ACXX.8.250123487,4633
PI586359.D1FY1ACXX.8.250123488,3262
PI586360.D1FY1ACXX.8.250123489,3262
PI586361.D1FY1ACXX.8.250123490,3262
PI586362.D1FY1ACXX.8.250123491,3262
PI586363.D1FY1ACXX.8.250123492,2985
PI586364.D1FY1ACXX.8.250123493,2985
PI586365.D1FY1ACXX.8.250123494,3232
PI586366.D1FY1ACXX.8.250123495,2644
PI586367.D1FY1ACXX.8.250123496,2644
PI586368.D1FY1ACXX.8.250123497,3472
PI586369.D1FY1ACXX.8.250123498,3472
PI586370.D1FY1ACXX.8.250123499,3166
PI586371.D1FY1ACXX.8.250123500,3831
PI586374.D1FY1ACXX.8.250123501,3914
PI586377.D1FY1ACXX.8.250123503,1851
PI586378.D1FY1ACXX.8.250123504,1851
PI586387.D1FY1ACXX.8.250123505,1326
PI586388.D1FY1ACXX.8.250123506,1326
PI586394.D1FY1ACXX.8.250123507,1409
PI586403.D1FY1ACXX.8.250123508,3056
PI586404.D1FY1ACXX.8.250123509,4111
PI586405.D1FY1ACXX.8.250123510,4111
PI586464.D1FY1ACXX.8.250123511,3951
PI586465.D1FY1ACXX.8.250123512,3951
PI586466.D1FY1ACXX.8.250123513,5216
PI586467.D1FY1ACXX.8.250123514,5216
PI586470.D1FY1ACXX.8.250123515,5406
PI586471.D1FY1ACXX.8.250123516,5406
PI586472.D1FY1ACXX.8.250123517,4243
PI586473.D1FY1ACXX.8.250123518,4243
PI586476.D1FY1ACXX.8.250123519,3266
PI586477.D1FY1ACXX.8.250123520,3266
PI586479.D1FY1ACXX.8.250123521,3569
PI586480.D1FY1ACXX.8.250123522,3569
PI586481.D1FY1ACXX.8.250123523,3273
PI586482.D1FY1ACXX.8.250123524,3273
PI586483.D1FY1ACXX.8.250123525,3273
PI586493.D1FY1ACXX.8.250123526,3354
PI586498.D1FY1ACXX.8.250123527,2905
PI586499.D1FY1ACXX.8.250123559,2903
PI586500.D1FY1ACXX.8.250123560,2903
PI586501.D1FY1ACXX.8.250123561,2903
PI586503.D1FY1ACXX.8.250123562,4065
PI586510.D1FY1ACXX.8.250123563,4705
PI586511.D1FY1ACXX.8.250123564,4705
PI595699.C00TDABXX.2.250020278,4998
PI597946.C00TDABXX.2.250020297,4010
PI597949.C00TDABXX.2.250020281,4761
PI597950.C00TDABXX.1.250004111,7169
PI597952.C00TDABXX.2.250020271,2546
PI597953.D1FY1ACXX.8.250123565,2642
PI597954.D1FY1ACXX.8.250123566,5319
PI597957.C00TDABXX.2.250020230,2278
PI597964.C00TDABXX.2.250020251,5687
PI608862.D1FY1ACXX.8.250123567,3579
PI608863.D1FY1ACXX.8.250123568,3579
PI608864.D1FY1ACXX.8.250123569,3579
PI608865.D1FY1ACXX.8.250123570,3579
PI609094.D1FY1ACXX.8.250123571,2489
PI609200.D1FY1ACXX.8.250123572,2123
PI609918.D1FY1ACXX.8.250123573,3378
PI609919.D1FY1ACXX.8.250123574,3378
PI610034.D1FY1ACXX.8.250123575,3827
PI612776.D1FY1ACXX.8.250123576,1615
PI612777.D1FY1ACXX.8.250123577,1615
PI619639.D1FY1ACXX.8.250123578,4218
PI619640.D1FY1ACXX.8.250123579,6979
PI619641.D1FY1ACXX.8.250123580,4330
PI619642.D1FY1ACXX.8.250123581,4904
PI619643.D1FY1ACXX.8.250123582,3909
PI619688.D1FY1ACXX.8.250123583,5597
PI619689.D1FY1ACXX.8.250123584,5597
PI619695.D1FY1ACXX.8.250123585,6548
PI619696.D1FY1ACXX.8.250123586,6498
PI619697.D1FY1ACXX.8.250123587,6498
PI619698.D1FY1ACXX.8.250123588,6542
PI619701.D1FY1ACXX.8.250123589,6814
PI619702.D1FY1ACXX.8.250123590,6814
PI619713.D1FY1ACXX.8.250123591,6517
PI619716.D1FY1ACXX.8.250123592,6462
PI619719.D1FY1ACXX.8.250123593,7572
PI619720.D1FY1ACXX.8.250123594,7572
PI619721.D1FY1ACXX.8.250123595,7572
PI619733.D1FY1ACXX.8.250123596,6501
PI619734.D1FY1ACXX.8.250123597,6501
PI619735.D1FY1ACXX.8.250123598,6501
PI619765.D1FY1ACXX.8.250123599,6664
PI619773.D1FY1ACXX.8.250123600,5785
PI619807.D1EYBACXX.8.250140364,4910
PI619813.D1FY1ACXX.8.250123602,6057
PI619816.D1FY1ACXX.8.250123603,6448
PI619829.D1FY1ACXX.8.250123604,6894
PI619830.D1FY1ACXX.8.250123605,6894
PI619838.D1FY1ACXX.8.250123607,6600
PI619860.D1FY1ACXX.8.250123608,7317
PI619863.D1FY1ACXX.8.250123609,5728
PI619879.D1FY1ACXX.8.250123610,6654
PI619890.D1FY1ACXX.8.250123611,7086
PI619896.D1FY1ACXX.8.250123612,6337
PI619897.D1FY1ACXX.8.250123613,11682
PI619901.D1FY1ACXX.8.250123614,6325
PI619902.D1FY1ACXX.8.250123615,6325
PI619903.D1FY1ACXX.8.250123616,7124
PI619904.D1FY1ACXX.8.250123617,6201
PI619920.D1FY1ACXX.8.250123619,8219
PI619921.D1FY1ACXX.8.250123620,8001
PI619928.D1FY1ACXX.8.250123621,7445
PI619930.D1FY1ACXX.8.250123622,8613
PI619932.D1FY1ACXX.8.250123623,8613
PI619933.D1FY1ACXX.8.250123624,8325
PI619935.D1FY1ACXX.8.250123625,8210
PI619938.D1FY1ACXX.8.250123626,6683
PI619939.D1FY1ACXX.8.250123627,6683
PI619941.D1FY1ACXX.8.250123628,6607
PI619950.D1FY1ACXX.8.250123629,6579
PI619955.D1FY1ACXX.8.250123630,6894
PI619956.D1FY1ACXX.8.250123631,6894
PI619958.D1FY1ACXX.8.250123632,7008
PI619959.D1FY1ACXX.8.250123633,7008
PI619960.D1FY1ACXX.8.250123634,7008
PI619962.D1FY1ACXX.8.250123635,7011
PI619970.D1FY1ACXX.8.250123636,5876
PI619972.D1FY1ACXX.8.250123637,5876
PI619978.D1FY1ACXX.8.250123638,8066
PI619981.D1FY1ACXX.8.250123639,8066
PI619982.D1FY1ACXX.8.250123640,8276
PI619983.D1FY1ACXX.8.250123641,8276
PI619986.D1FY1ACXX.8.250123642,5622
PI619987.D1FY1ACXX.8.250123643,11477
PI619988.D1FY1ACXX.8.250123644,11477
PI619989.D1FY1ACXX.8.250123645,11477
PI619994.D1FY1ACXX.8.250123646,12622
PI620007.D1FY1ACXX.8.250123647,7771
PI620020.D1FY1ACXX.8.250123648,8330
PI620024.D1FY1ACXX.8.250123649,6223
PI620026.D1FY1ACXX.8.250123650,6223
PI620050.D1FY1ACXX.8.250123651,5333
PI620055.D1FY1ACXX.8.250123652,6563
PI620072.D1FY1ACXX.8.250123654,6144
PI620083.D1FY1ACXX.8.250123687,6070
PI620086.D1FY1ACXX.8.250123688,6839
PI620090.D1FY1ACXX.8.250123689,6616
PI620092.D1FY1ACXX.8.250123690,8440
PI620094.D1FY1ACXX.8.250123692,6182
PI620097.D1FY1ACXX.8.250123694,5863
PI620102.D1FY1ACXX.8.250123695,6197
PI620105.D1FY1ACXX.8.250123696,6429
PI620106.D1FY1ACXX.8.250123697,6429
PI620110.D1FY1ACXX.8.250123698,7317
PI620111.D1FY1ACXX.8.250123699,10343
PI620112.D1FY1ACXX.8.250123700,10343
PI620119.D1FY1ACXX.8.250123702,7204
PI620120.D1FY1ACXX.8.250123703,7204
PI620121.D1FY1ACXX.8.250123704,5810
PI620122.D1FY1ACXX.8.250123705,5810
PI620129.D1FY1ACXX.8.250123706,5736
PI620140.D1FY1ACXX.8.250123707,11117
PI620150.D1FY1ACXX.8.250123708,9793
PI620156.D1FY1ACXX.8.250123709,8808
PI620157.D1FY1ACXX.8.250123710,8808
PI620173.D1FY1ACXX.8.250123712,6000
PI620180.D1FY1ACXX.8.250123713,7153
PI620181.D1FY1ACXX.8.250123714,7153
PI620367.D1FY1ACXX.8.250123715,7389
PI620368.D1FY1ACXX.8.250123716,6088
PI620369.D1FY1ACXX.8.250123717,6409
PI620370.D1FY1ACXX.8.250123718,4300
PI620371.D1FY1ACXX.8.250123719,6409
PI620372.D1FY1ACXX.8.250123720,4668
PI620373.D1FY1ACXX.8.250123721,2963
PI620375.D1FY1ACXX.8.250123722,4296
PI620376.D1FY1ACXX.8.250123723,4010
PI620377.D1FY1ACXX.8.250123724,4010
PI620382.D1FY1ACXX.8.250123725,3275
PI620383.D1FY1ACXX.8.250123726,3275
PI620385.D1FY1ACXX.8.250123727,2800
PI620386.D1FY1ACXX.8.250123728,2800
PI620396.D1FY1ACXX.8.250123729,2791
PI620405.D1FY1ACXX.8.250123730,3958
PI620406.D1FY1ACXX.8.250123731,3958
PI620409.D1FY1ACXX.8.250123732,3958
PI620411.D1FY1ACXX.8.250123733,2816
PI620414.D1FY1ACXX.8.250123734,5595
PI620415.D1FY1ACXX.8.250123735,5595
PI620416.D1EYBACXX.8.250140376,5747
PI620417.D1FY1ACXX.8.250123737,4500
PI620418.D1FY1ACXX.8.250123738,4454
PI620423.D1FY1ACXX.8.250123739,3118
PI620424.D1FY1ACXX.8.250123740,3118
PI620430.D1FY1ACXX.8.250123741,3655
PI620431.D1FY1ACXX.8.250123742,3655
PI620434.D1FY1ACXX.8.250123743,4405
PI620435.D1FY1ACXX.8.250123744,4405
PI620446.D1FY1ACXX.8.250123745,3843
PI620447.D1FY1ACXX.8.250123746,4192
PI620448.D1FY1ACXX.8.250123747,4192
PI620449.D1FY1ACXX.8.250123748,3295
PI620453.D1FY1ACXX.8.250123750,4269
PI620454.D1FY1ACXX.8.250123751,3422
PI620459.D1FY1ACXX.8.250123752,3088
PI620460.D1FY1ACXX.8.250123753,3088
PI620461.D1FY1ACXX.8.250123754,3497
PI620463.D1FY1ACXX.8.250123755,3379
PI620466.D1FY1ACXX.8.250123756,3850
PI620467.D1FY1ACXX.8.250123757,3850
PI620469.D1FY1ACXX.8.250123758,3112
PI620472.D1FY1ACXX.8.250123759,2760
PI620473.D1FY1ACXX.8.250123760,2760
PI620475.D1FY1ACXX.8.250123761,3623
PI620476.D1FY1ACXX.8.250123762,3623
PI620477.D1FY1ACXX.8.250123763,2905
PI620478.D1FY1ACXX.8.250123764,2905
PI620479.D1FY1ACXX.8.250123765,3137
PI620480.D1FY1ACXX.8.250123766,3013
PI620483.D1FY1ACXX.8.250123767,2989
PI620484.D1FY1ACXX.8.250123768,2989
PI620493.D1FY1ACXX.8.250123769,2981
PI620494.D1FY1ACXX.8.250123770,2981
PI620495.D1FY1ACXX.8.250123771,3291
PI620496.D1FY1ACXX.8.250123772,3291
PI620500.D1FY1ACXX.8.250123773,3398
PI620501.D1FY1ACXX.8.250123774,3398
PI620514.D1FY1ACXX.8.250123775,3904
PI620515.D1FY1ACXX.8.250123776,3991
PI620516.D1FY1ACXX.8.250123777,4297
PI620517.D1FY1ACXX.8.250123778,4297
PI620519.D1FY1ACXX.8.250123779,4569
PI620520.D1FY1ACXX.8.250123780,4197
PI620521.D1FY1ACXX.8.250123781,3956
PI620522.D1G0BACXX.7.250129751,3884
PI620523.D1G0BACXX.7.250129763,3760
PI620524.D1G0BACXX.7.250129775,3760
PI620525.D1G0BACXX.7.250129787,3760
PI620527.D1G0BACXX.7.250129799,3701
PI620529.D1G0BACXX.7.250129811,4031
PI620535.D1G0BACXX.7.250129823,4823
