,maize_aridity_index
SEEDGWAS2756:MRG:4:250063929,7308
SEEDGWAS2757:MRG:4:250063930,8528
SEEDGWAS276:MRG:4:250059038,7901
SEEDGWAS2760:MRG:4:250063931,12368
SEEDGWAS2761:MRG:4:250063932,12368
SEEDGWAS2764:MRG:4:250063933,6927
SEEDGWAS2765:MRG:4:250063934,12788
SEEDGWAS2766:MRG:4:250063935,5945
SEEDGWAS2767:MRG:4:250063936,5945
SEEDGWAS2768:MRG:4:250063937,5945
SEEDGWAS2769:MRG:4:250068795,4325
SEEDGWAS277:MRG:4:250059039,5644
SEEDGWAS2770:MRG:4:250063938,6927
SEEDGWAS2771:MRG:4:250063939,9772
SEEDGWAS2772:MRG:4:250063941,12788
SEEDGWAS2773:MRG:4:250063942,13799
SEEDGWAS2774:MRG:4:250063943,5945
SEEDGWAS2775:MRG:4:250063944,5945
SEEDGWAS2776:MRG:4:250063945,5945
SEEDGWAS2777:MRG:4:250063946,5945
SEEDGWAS2778:MRG:4:250068796,6927
SEEDGWAS2779:MRG:4:250063947,9772
SEEDGWAS278:MRG:4:250059041,7685
SEEDGWAS2781:MRG:4:250063948,4638
SEEDGWAS2782:MRG:4:250068797,4638
SEEDGWAS2783:MRG:4:250063949,12788
SEEDGWAS2784:MRG:4:250068798,7420
SEEDGWAS2787:MRG:4:250063950,2479
SEEDGWAS2788:MRG:4:250068800,2479
SEEDGWAS2789:MRG:4:250068801,2479
SEEDGWAS279:MRG:4:250059042,6573
SEEDGWAS2790:MRG:4:250068802,5513
SEEDGWAS2791:MRG:4:250068803,2370
SEEDGWAS2793:MRG:4:250068804,2682
SEEDGWAS2794:MRG:4:250063951,6513
SEEDGWAS2795:MRG:4:250068805,6326
SEEDGWAS2796:MRG:4:250068806,2694
SEEDGWAS2797:MRG:4:250068807,3809
SEEDGWAS2798:MRG:4:250068808,2600
SEEDGWAS2799:MRG:4:250063952,1965
SEEDGWAS2800:MRG:4:250063953,6418
SEEDGWAS2801:MRG:4:250068809,4642
SEEDGWAS2802:MRG:4:250068810,4642
SEEDGWAS2804:MRG:4:250063954,4820
SEEDGWAS2806:MRG:4:250063955,4823
SEEDGWAS2807:MRG:4:250063956,4726
SEEDGWAS2809:MRG:4:250068811,4726
SEEDGWAS2810:MRG:4:250068812,4726
SEEDGWAS2811:MRG:4:250068813,5164
SEEDGWAS2812:MRG:4:250068814,4642
SEEDGWAS2813:MRG:4:250068815,4692
SEEDGWAS2814:MRG:4:250068816,4666
SEEDGWAS2815:MRG:4:250063957,3672
SEEDGWAS2816:MRG:4:250068817,4758
SEEDGWAS2817:MRG:4:250068818,4427
SEEDGWAS2818:MRG:4:250063958,4861
SEEDGWAS2819:MRG:4:250068819,3971
SEEDGWAS2820:MRG:4:250068820,4686
SEEDGWAS2821:MRG:4:250068821,5164
SEEDGWAS2822:MRG:4:250063959,4578
SEEDGWAS2823:MRG:4:250068822,4427
SEEDGWAS2824:MRG:4:250068823,4427
SEEDGWAS2825:MRG:4:250063960,5164
SEEDGWAS2826:MRG:4:250068824,4726
SEEDGWAS2827:MRG:4:250068825,5425
SEEDGWAS2828:MRG:4:250063961,5425
SEEDGWAS2829:MRG:4:250063962,4747
SEEDGWAS2830:MRG:4:250068826,4747
SEEDGWAS2831:MRG:4:250068827,4567
SEEDGWAS2832:MRG:4:250068859,4237
SEEDGWAS2834:MRG:4:250068860,4021
SEEDGWAS2835:MRG:4:250068861,4021
SEEDGWAS2838:MRG:4:250063963,4692
SEEDGWAS2839:MRG:4:250063964,4021
SEEDGWAS2842:MRG:4:250068863,4530
SEEDGWAS2843:MRG:4:250068864,4674
SEEDGWAS2844:MRG:4:250068865,4674
SEEDGWAS2845:MRG:4:250063965,4674
SEEDGWAS2846:MRG:4:250063966,5935
SEEDGWAS2847:MRG:4:250063967,5945
SEEDGWAS2848:MRG:4:250063968,5121
SEEDGWAS2852:MRG:4:250063969,3008
SEEDGWAS2853:MRG:4:250063970,3150
SEEDGWAS2854:MRG:4:250063971,3150
SEEDGWAS2855:MRG:4:250063972,3150
SEEDGWAS2856:MRG:4:250068867,3150
SEEDGWAS2857:MRG:4:250068868,3150
SEEDGWAS2858:MRG:4:250063973,3150
SEEDGWAS2859:MRG:4:250063974,3150
SEEDGWAS2860:MRG:4:250068869,3150
SEEDGWAS2862:MRG:4:250068870,2924
SEEDGWAS2863:MRG:4:250068871,2924
SEEDGWAS2864:MRG:4:250068872,2924
SEEDGWAS2867:MRG:4:250063975,3062
SEEDGWAS2868:MRG:4:250063976,3063
SEEDGWAS2871:MRG:4:250068873,3292
SEEDGWAS2872:MRG:4:250063977,3465
SEEDGWAS2874:MRG:4:250068874,3465
SEEDGWAS2875:MRG:4:250068875,3637
SEEDGWAS2876:MRG:4:250068876,3637
SEEDGWAS2877:MRG:4:250068877,5590
SEEDGWAS2880:MRG:4:250063979,4007
SEEDGWAS2881:MRG:4:250068878,3930
SEEDGWAS2882:MRG:4:250068879,3023
SEEDGWAS2883:MRG:4:250068881,3023
SEEDGWAS2884:MRG:4:250068882,3023
SEEDGWAS2889:MRG:4:250068885,5855
SEEDGWAS2890:MRG:4:250068886,5735
SEEDGWAS2892:MRG:4:250068887,3370
SEEDGWAS2893:MRG:4:250068888,2727
SEEDGWAS2894:MRG:4:250068889,6098
SEEDGWAS2895:MRG:4:250068890,3524
SEEDGWAS2896:MRG:4:250063982,4314
SEEDGWAS2897:MRG:4:250068891,2548
SEEDGWAS2898:MRG:4:250063983,4409
SEEDGWAS2899:MRG:4:250063984,3467
SEEDGWAS2900:MRG:4:250068892,3008
SEEDGWAS2901:MRG:4:250063985,4638
SEEDGWAS2902:MRG:4:250068893,2408
SEEDGWAS2903:MRG:4:250068894,4905
SEEDGWAS2904:MRG:4:250063986,8050
SEEDGWAS2905:MRG:4:250068895,967
SEEDGWAS2906:MRG:4:250063987,7569
SEEDGWAS2907:MRG:4:250063988,3433
SEEDGWAS2909:MRG:4:250068896,7201
SEEDGWAS2910:MRG:4:250063989,4622
SEEDGWAS2911:MRG:4:250068897,4409
SEEDGWAS2912:MRG:4:250068898,4347
SEEDGWAS2913:MRG:4:250068899,2408
SEEDGWAS2914:MRG:4:250068900,2301
SEEDGWAS2915:MRG:4:250068901,2301
SEEDGWAS2916:MRG:4:250063990,9041
SEEDGWAS2918:MRG:4:250068903,2894
SEEDGWAS2919:MRG:4:250068904,2894
SEEDGWAS2920:MRG:4:250063991,3411
SEEDGWAS2921:MRG:4:250068905,4158
SEEDGWAS2922:MRG:4:250068906,3686
SEEDGWAS2923:MRG:4:250068907,3611
SEEDGWAS2924:MRG:4:250068908,5114
SEEDGWAS2925:MRG:4:250063992,5501
SEEDGWAS2926:MRG:4:250068909,8604
SEEDGWAS2927:MRG:4:250063993,7148
SEEDGWAS2928:MRG:4:250063994,7650
SEEDGWAS2930:MRG:4:250063995,6798
SEEDGWAS2931:MRG:4:250068910,2390
SEEDGWAS2932:MRG:4:250063996,5492
SEEDGWAS2935:MRG:4:250063997,5114
SEEDGWAS2936:MRG:4:250068911,5114
SEEDGWAS2937:MRG:4:250068912,3432
SEEDGWAS2938:MRG:4:250068913,3759
SEEDGWAS2939:MRG:4:250068914,3684
SEEDGWAS2940:MRG:4:250063998,2926
SEEDGWAS2941:MRG:4:250068915,2633
SEEDGWAS2943:MRG:4:250063999,2924
SEEDGWAS2944:MRG:4:250068916,3401
SEEDGWAS2945:MRG:4:250064000,3759
SEEDGWAS2946:MRG:4:250064001,7650
SEEDGWAS2947:MRG:4:250064033,7650
SEEDGWAS2948:MRG:4:250068917,3949
SEEDGWAS2949:MRG:4:250068919,2166
SEEDGWAS2950:MRG:4:250064034,3008
SEEDGWAS2951:MRG:4:250068920,2633
SEEDGWAS2952:MRG:4:250068921,2985
SEEDGWAS2953:MRG:4:250068922,2736
SEEDGWAS2954:MRG:4:250068923,3319
SEEDGWAS2955:MRG:4:250064035,3150
SEEDGWAS2956:MRG:4:250068924,4918
SEEDGWAS296:MRG:4:250059058,7139
SEEDGWAS2960:MRG:4:250068925,3880
SEEDGWAS2961:MRG:4:250064036,2640
SEEDGWAS2962:MRG:4:250064037,4544
SEEDGWAS2963:MRG:4:250068926,4578
SEEDGWAS2964:MRG:4:250068927,4491
SEEDGWAS2966:MRG:4:250064038,4099
SEEDGWAS2967:MRG:4:250068928,5177
SEEDGWAS2968:MRG:4:250064039,8206
SEEDGWAS297:MRG:4:250059059,11160
SEEDGWAS2970:MRG:4:250068929,3462
SEEDGWAS2971:MRG:4:250064040,3686
SEEDGWAS2972:MRG:4:250064041,3967
SEEDGWAS2973:MRG:4:250064043,4005
SEEDGWAS2974:MRG:4:250068930,5203
SEEDGWAS2975:MRG:4:250064044,4392
SEEDGWAS2976:MRG:4:250064045,2924
SEEDGWAS2977:MRG:4:250068931,5699
SEEDGWAS2978:MRG:4:250064046,3237
SEEDGWAS2979:MRG:4:250064047,3221
SEEDGWAS2980:MRG:4:250064048,7650
SEEDGWAS2983:MRG:4:250064049,10807
SEEDGWAS2984:MRG:4:250064050,8047
SEEDGWAS2985:MRG:4:250064051,3450
SEEDGWAS2987:MRG:4:250064052,3503
SEEDGWAS2989:MRG:4:250068933,2796
SEEDGWAS299:MRG:4:250059060,10302
SEEDGWAS2990:MRG:4:250068934,4299
SEEDGWAS2991:MRG:4:250064053,3686
SEEDGWAS2993:MRG:4:250068935,7098
SEEDGWAS2995:MRG:4:250064054,7069
SEEDGWAS2996:MRG:4:250064055,5728
SEEDGWAS2998:MRG:4:250068936,4438
SEEDGWAS2999:MRG:4:250068937,4706
SEEDGWAS30:MRG:4:250054469,5995
SEEDGWAS300:MRG:4:250059061,10657
SEEDGWAS3000:MRG:4:250068938,4977
SEEDGWAS3001:MRG:4:250068939,4977
SEEDGWAS3002:MRG:4:250064056,2364
SEEDGWAS3003:MRG:4:250064057,12044
SEEDGWAS3005:MRG:4:250068940,7650
SEEDGWAS3006:MRG:4:250064058,6817
SEEDGWAS3007:MRG:4:250064059,7650
SEEDGWAS3008:MRG:4:250064061,7650
SEEDGWAS301:MRG:4:250059062,11919
SEEDGWAS3010:MRG:4:250064062,7650
SEEDGWAS3011:MRG:4:250064063,7650
SEEDGWAS3012:MRG:4:250064064,4177
SEEDGWAS3013:MRG:4:250068941,4177
SEEDGWAS3014:MRG:4:250064065,9619
SEEDGWAS3015:MRG:4:250064066,9619
SEEDGWAS3017:MRG:4:250064067,4977
SEEDGWAS3018:MRG:4:250068942,4491
SEEDGWAS3019:MRG:4:250068943,2894
SEEDGWAS302:MRG:4:250059063,11160
SEEDGWAS3020:MRG:4:250068944,4977
SEEDGWAS3021:MRG:4:250064068,4662
SEEDGWAS3023:MRG:4:250064069,5203
SEEDGWAS3025:MRG:4:250064070,2825
SEEDGWAS3026:MRG:4:250068945,7432
SEEDGWAS3027:MRG:4:250064071,7432
SEEDGWAS3028:MRG:4:250068946,7284
SEEDGWAS3036:MRG:4:250064072,9619
SEEDGWAS3037:MRG:4:250068947,2024
SEEDGWAS3038:MRG:4:250068948,6706
SEEDGWAS3039:MRG:4:250064073,4099
SEEDGWAS3040:MRG:4:250068949,2053
SEEDGWAS3042:MRG:4:250068950,7650
SEEDGWAS3043:MRG:4:250064074,4564
SEEDGWAS3044:MRG:4:250068951,6706
SEEDGWAS3047:MRG:4:250068953,4513
SEEDGWAS3048:MRG:4:250064075,4007
SEEDGWAS3049:MRG:4:250064076,2685
SEEDGWAS305:MRG:4:250059064,8088
SEEDGWAS3050:MRG:4:250064077,7650
SEEDGWAS3051:MRG:4:250064078,2728
SEEDGWAS3052:MRG:4:250064079,4314
SEEDGWAS3053:MRG:4:250068954,8206
SEEDGWAS3054:MRG:4:250068986,8197
SEEDGWAS3055:MRG:4:250068987,2685
SEEDGWAS3056:MRG:4:250064080,2572
SEEDGWAS3057:MRG:4:250064081,7650
SEEDGWAS306:MRG:4:250059065,7771
SEEDGWAS3060:MRG:4:250068988,4299
SEEDGWAS3061:MRG:4:250068989,3637
SEEDGWAS3062:MRG:4:250068990,4564
SEEDGWAS3063:MRG:4:250064082,8206
SEEDGWAS3064:MRG:4:250064083,7650
SEEDGWAS3065:MRG:4:250064084,8206
SEEDGWAS3066:MRG:4:250064085,7650
SEEDGWAS3067:MRG:4:250068991,4500
SEEDGWAS3068:MRG:4:250068992,13937
SEEDGWAS3069:MRG:4:250064086,3663
SEEDGWAS307:MRG:4:250059066,9661
SEEDGWAS3070:MRG:4:250068994,5055
SEEDGWAS3072:MRG:4:250068995,6706
SEEDGWAS3074:MRG:4:250068996,6706
SEEDGWAS3075:MRG:4:250068998,2934
SEEDGWAS3076:MRG:4:250068999,7650
SEEDGWAS3077:MRG:4:250064087,7201
SEEDGWAS3078:MRG:4:250069000,4227
SEEDGWAS3079:MRG:4:250069001,2934
SEEDGWAS308:MRG:4:250059067,9958
SEEDGWAS3080:MRG:4:250069002,4408
SEEDGWAS3081:MRG:4:250069003,4511
SEEDGWAS3082:MRG:4:250069004,3849
SEEDGWAS3084:MRG:4:250064088,4688
SEEDGWAS3085:MRG:4:250069005,7650
SEEDGWAS3086:MRG:4:250064089,6934
SEEDGWAS3087:MRG:4:250064090,8206
SEEDGWAS3088:MRG:4:250069006,2934
SEEDGWAS3089:MRG:4:250069007,6706
SEEDGWAS309:MRG:4:250059068,5186
SEEDGWAS3090:MRG:4:250069008,5665
SEEDGWAS3092:MRG:4:250064091,4511
SEEDGWAS3093:MRG:4:250064092,5814
SEEDGWAS3094:MRG:4:250064093,8197
SEEDGWAS3096:MRG:4:250069009,4662
SEEDGWAS3097:MRG:4:250064095,4111
SEEDGWAS3098:MRG:4:250069010,4111
SEEDGWAS3099:MRG:4:250069011,5440
SEEDGWAS31:MRG:4:250054470,5553
SEEDGWAS310:MRG:4:250059069,10772
SEEDGWAS3100:MRG:4:250069012,4210
SEEDGWAS3102:MRG:4:250064096,7201
SEEDGWAS3104:MRG:4:250069014,7260
SEEDGWAS3106:MRG:4:250064097,7148
SEEDGWAS3107:MRG:4:250064098,3588
SEEDGWAS3108:MRG:4:250069015,2094
SEEDGWAS311:MRG:4:250059070,7685
SEEDGWAS3111:MRG:4:250069016,5234
SEEDGWAS3112:MRG:4:250069017,3429
SEEDGWAS3113:MRG:4:250069018,2048
SEEDGWAS3114:MRG:4:250064099,3630
SEEDGWAS3115:MRG:4:250069020,2048
SEEDGWAS3116:MRG:4:250069021,1818
SEEDGWAS3117:MRG:4:250069022,4970
SEEDGWAS3118:MRG:4:250069023,3630
SEEDGWAS3119:MRG:4:250069024,5366
SEEDGWAS312:MRG:4:250059071,6369
SEEDGWAS3120:MRG:4:250064100,3429
SEEDGWAS3121:MRG:4:250064102,5220
SEEDGWAS3122:MRG:4:250064103,5220
SEEDGWAS3123:MRG:4:250064104,2094
SEEDGWAS3124:MRG:4:250069025,2051
SEEDGWAS3125:MRG:4:250064105,4783
SEEDGWAS3126:MRG:4:250069026,3606
SEEDGWAS3127:MRG:4:250069027,3802
SEEDGWAS3128:MRG:4:250069028,3700
SEEDGWAS3129:MRG:4:250069029,4649
SEEDGWAS3130:MRG:4:250064106,8807
SEEDGWAS3131:MRG:4:250064107,8050
SEEDGWAS3132:MRG:4:250064108,8050
SEEDGWAS3133:MRG:4:250064109,8050
SEEDGWAS3134:MRG:4:250069030,7261
SEEDGWAS3135:MRG:4:250069031,7945
SEEDGWAS3136:MRG:4:250064110,7284
SEEDGWAS3137:MRG:4:250064111,7098
SEEDGWAS3138:MRG:4:250064112,7098
SEEDGWAS3139:MRG:4:250064113,7837
SEEDGWAS3140:MRG:4:250064114,7148
SEEDGWAS3141:MRG:4:250064115,7148
SEEDGWAS3143:MRG:4:250064116,7148
SEEDGWAS3144:MRG:4:250064117,7148
SEEDGWAS3145:MRG:4:250064118,7284
SEEDGWAS3147:MRG:4:250064119,5576
SEEDGWAS3148:MRG:4:250069032,5699
SEEDGWAS3149:MRG:4:250069033,5113
SEEDGWAS3151:MRG:4:250064120,3637
SEEDGWAS3152:MRG:4:250069034,4020
SEEDGWAS3160:MRG:4:250064126,4844
SEEDGWAS3161:MRG:4:250069037,3506
SEEDGWAS3163:MRG:4:250069038,5315
SEEDGWAS3164:MRG:4:250069039,5125
SEEDGWAS3165:MRG:4:250064127,5584
SEEDGWAS3166:MRG:4:250064128,3859
SEEDGWAS3167:MRG:4:250064160,4338
SEEDGWAS3168:MRG:4:250064161,4189
SEEDGWAS3170:MRG:4:250064162,2224
SEEDGWAS3172:MRG:4:250064164,4223
SEEDGWAS3174:MRG:4:250064165,7938
SEEDGWAS3176:MRG:4:250064167,4309
SEEDGWAS3177:MRG:4:250069042,2687
SEEDGWAS3178:MRG:4:250069043,5093
SEEDGWAS3179:MRG:4:250064168,5159
SEEDGWAS318:MRG:4:250059077,7346
SEEDGWAS3180:MRG:4:250064169,8791
SEEDGWAS3182:MRG:4:250064170,5666
SEEDGWAS3183:MRG:4:250064171,4833
SEEDGWAS3184:MRG:4:250064172,3732
SEEDGWAS3185:MRG:4:250064174,4216
SEEDGWAS3186:MRG:4:250064175,4127
SEEDGWAS3187:MRG:4:250064176,4296
SEEDGWAS3189:MRG:4:250064178,19938
SEEDGWAS319:MRG:4:250059078,7564
SEEDGWAS3190:MRG:4:250064179,19267
SEEDGWAS3191:MRG:4:250064180,18010
SEEDGWAS3192:MRG:4:250064181,18010
SEEDGWAS3193:MRG:4:250064182,8886
SEEDGWAS3194:MRG:4:250064183,9513
SEEDGWAS3195:MRG:4:250064184,9269
SEEDGWAS3198:MRG:4:250069044,7661
SEEDGWAS32:MRG:4:250054471,6942
SEEDGWAS3200:MRG:4:250064185,12240
SEEDGWAS3202:MRG:4:250064187,12241
SEEDGWAS3203:MRG:4:250064188,11862
SEEDGWAS3204:MRG:4:250064189,12361
SEEDGWAS3205:MRG:4:250064190,12228
SEEDGWAS3207:MRG:4:250064192,12166
SEEDGWAS3208:MRG:4:250064193,12240
SEEDGWAS3209:MRG:4:250064194,12240
SEEDGWAS3210:MRG:4:250064195,11862
SEEDGWAS3212:MRG:4:250064197,12241
SEEDGWAS3213:MRG:4:250064198,12241
SEEDGWAS3214:MRG:4:250064199,10002
SEEDGWAS3215:MRG:4:250064200,11446
SEEDGWAS3216:MRG:4:250064201,8107
SEEDGWAS3217:MRG:4:250064203,8986
SEEDGWAS3218:MRG:4:250064204,7064
SEEDGWAS3219:MRG:4:250064205,4765
SEEDGWAS322:MRG:4:250059080,16632
SEEDGWAS3220:MRG:4:250064206,12749
SEEDGWAS3221:MRG:4:250064207,12432
SEEDGWAS3222:MRG:4:250064208,11622
SEEDGWAS3223:MRG:4:250064209,5393
SEEDGWAS3224:MRG:4:250069046,5393
SEEDGWAS3225:MRG:4:250064210,8279
SEEDGWAS3226:MRG:4:250064211,4926
SEEDGWAS3227:MRG:4:250069047,4926
SEEDGWAS3228:MRG:4:250064212,7712
SEEDGWAS3232:MRG:4:250064215,9303
SEEDGWAS3233:MRG:4:250069049,4530
SEEDGWAS3234:MRG:4:250069050,2843
SEEDGWAS3235:MRG:4:250064216,12000
SEEDGWAS3236:MRG:4:250064217,16277
SEEDGWAS3237:MRG:4:250064218,11862
SEEDGWAS3238:MRG:4:250064219,11742
SEEDGWAS3239:MRG:4:250064220,12241
SEEDGWAS324:MRG:4:250059081,6058
SEEDGWAS3240:MRG:4:250064221,5666
SEEDGWAS3241:MRG:4:250064222,3802
SEEDGWAS3244:MRG:4:250064223,11622
SEEDGWAS3247:MRG:4:250064224,12344
SEEDGWAS3248:MRG:4:250064225,12159
SEEDGWAS3249:MRG:4:250069051,5125
SEEDGWAS325:MRG:4:250059082,6717
SEEDGWAS3255:MRG:4:250064229,1636
SEEDGWAS3256:MRG:4:250069053,12318
SEEDGWAS3258:MRG:4:250069054,5255
SEEDGWAS3259:MRG:4:250069055,7810
SEEDGWAS326:MRG:4:250059083,16400
SEEDGWAS3261:MRG:4:250064230,4686
SEEDGWAS3262:MRG:4:250064231,3948
SEEDGWAS3263:MRG:4:250064232,3857
SEEDGWAS3264:MRG:4:250064233,1180
SEEDGWAS3265:MRG:4:250069056,1364
SEEDGWAS3267:MRG:4:250069057,1969
SEEDGWAS3268:MRG:4:250064234,1718
SEEDGWAS3269:MRG:4:250069058,2154
SEEDGWAS327:MRG:4:250059084,10093
SEEDGWAS3270:MRG:4:250069059,4107
SEEDGWAS3272:MRG:4:250064235,12298
SEEDGWAS3273:MRG:4:250064236,16510
SEEDGWAS3274:MRG:4:250064238,6870
SEEDGWAS3275:MRG:4:250064239,5109
SEEDGWAS3276:MRG:4:250069060,1718
SEEDGWAS3277:MRG:4:250069061,5011
SEEDGWAS3278:MRG:4:250064240,5124
SEEDGWAS328:MRG:4:250059085,10772
SEEDGWAS3280:MRG:4:250064241,10571
SEEDGWAS3284:MRG:4:250069063,4443
SEEDGWAS3285:MRG:4:250069064,2253
SEEDGWAS3286:MRG:4:250069065,2275
SEEDGWAS3289:MRG:4:250064243,11226
SEEDGWAS329:MRG:4:250059086,7225
SEEDGWAS3290:MRG:4:250064244,10455
SEEDGWAS3291:MRG:4:250064245,11226
SEEDGWAS3292:MRG:4:250064246,10255
SEEDGWAS3293:MRG:4:250064247,10390
SEEDGWAS3294:MRG:4:250064248,9000
SEEDGWAS3295:MRG:4:250064249,4916
SEEDGWAS3296:MRG:4:250064250,10395
SEEDGWAS3297:MRG:4:250064251,4831
SEEDGWAS33:MRG:4:250054472,10269
SEEDGWAS330:MRG:4:250059087,10772
SEEDGWAS3300:MRG:4:250064252,8263
SEEDGWAS3303:MRG:4:250069067,4122
SEEDGWAS3304:MRG:4:250069068,4831
SEEDGWAS3305:MRG:4:250064253,7724
SEEDGWAS3306:MRG:4:250064254,9526
SEEDGWAS3307:MRG:4:250069069,9619
SEEDGWAS3310:MRG:4:250064255,9688
SEEDGWAS3311:MRG:4:250064287,9214
SEEDGWAS3312:MRG:4:250064288,9312
SEEDGWAS3313:MRG:4:250064289,9187
SEEDGWAS3315:MRG:4:250064290,11146
SEEDGWAS3316:MRG:4:250064291,11146
SEEDGWAS3317:MRG:4:250064292,11083
SEEDGWAS3318:MRG:4:250064294,11062
SEEDGWAS3319:MRG:4:250064295,11062
SEEDGWAS332:MRG:4:250059088,14904
SEEDGWAS3320:MRG:4:250064297,10274
SEEDGWAS3321:MRG:4:250064298,10182
SEEDGWAS3323:MRG:4:250064299,8642
SEEDGWAS3324:MRG:4:250064300,5013
SEEDGWAS3325:MRG:4:250064301,5566
SEEDGWAS3327:MRG:4:250064302,8372
SEEDGWAS3328:MRG:4:250064303,8360
SEEDGWAS333:MRG:4:250059089,7522
SEEDGWAS3330:MRG:4:250064304,8495
SEEDGWAS3331:MRG:4:250064305,8487
SEEDGWAS3332:MRG:4:250069070,5255
SEEDGWAS3334:MRG:4:250069072,5255
SEEDGWAS3335:MRG:4:250069073,5091
SEEDGWAS3337:MRG:4:250069074,4916
SEEDGWAS3338:MRG:4:250069075,4671
SEEDGWAS3339:MRG:4:250069076,1890
SEEDGWAS334:MRG:4:250059090,9984
SEEDGWAS3340:MRG:4:250064306,4047
SEEDGWAS3341:MRG:4:250064307,2142
SEEDGWAS3342:MRG:4:250069077,2114
SEEDGWAS3343:MRG:4:250069078,9345
SEEDGWAS3344:MRG:4:250064308,6509
SEEDGWAS3345:MRG:4:250064309,5222
SEEDGWAS3346:MRG:4:250069079,5364
SEEDGWAS3347:MRG:4:250069080,5348
SEEDGWAS3348:MRG:4:250064310,5267
SEEDGWAS3349:MRG:4:250069081,1758
SEEDGWAS335:MRG:4:250059091,7373
SEEDGWAS3350:MRG:4:250069621,4033
SEEDGWAS3351:MRG:4:250069622,2437
SEEDGWAS3352:MRG:4:250064311,3549
SEEDGWAS3353:MRG:4:250064312,6333
SEEDGWAS3354:MRG:4:250064313,3549
SEEDGWAS3355:MRG:4:250064314,12298
SEEDGWAS3357:MRG:4:250064315,5229
SEEDGWAS3358:MRG:4:250064316,3549
SEEDGWAS3359:MRG:4:250064317,9606
SEEDGWAS3361:MRG:4:250064318,15956
SEEDGWAS3362:MRG:4:250064319,8850
SEEDGWAS3364:MRG:4:250064320,9783
SEEDGWAS3365:MRG:4:250064321,12403
SEEDGWAS3366:MRG:4:250064322,12298
SEEDGWAS3374:MRG:4:250069624,3229
SEEDGWAS3379:MRG:4:250064326,3408
SEEDGWAS3380:MRG:4:250064327,3408
SEEDGWAS3381:MRG:4:250069626,4202
SEEDGWAS3384:MRG:4:250064328,6017
SEEDGWAS3386:MRG:4:250064329,8469
SEEDGWAS3388:MRG:4:250064331,4727
SEEDGWAS3391:MRG:4:250064332,3097
SEEDGWAS3392:MRG:4:250064333,6985
SEEDGWAS3393:MRG:4:250069631,4988
SEEDGWAS3394:MRG:4:250069632,5297
SEEDGWAS3395:MRG:4:250064334,5510
SEEDGWAS3396:MRG:4:250064336,5297
SEEDGWAS3397:MRG:4:250069633,4681
SEEDGWAS3398:MRG:4:250069634,4596
SEEDGWAS3399:MRG:4:250069635,5435
SEEDGWAS340:MRG:4:250059092,9303
SEEDGWAS3400:MRG:4:250064337,4907
SEEDGWAS3401:MRG:4:250064338,5018
SEEDGWAS3402:MRG:4:250064339,5018
SEEDGWAS3403:MRG:4:250069636,5157
SEEDGWAS3404:MRG:4:250069637,5221
SEEDGWAS3405:MRG:4:250069638,5254
SEEDGWAS3406:MRG:4:250069639,5255
SEEDGWAS3407:MRG:4:250064340,5255
SEEDGWAS3408:MRG:4:250064341,5279
SEEDGWAS341:MRG:4:250059093,9303
SEEDGWAS3410:MRG:4:250069640,5519
SEEDGWAS3411:MRG:4:250069641,5075
SEEDGWAS3412:MRG:4:250064342,4106
SEEDGWAS3413:MRG:4:250064343,5071
SEEDGWAS3426:MRG:4:250064354,4101
SEEDGWAS3427:MRG:4:250064355,4101
SEEDGWAS3428:MRG:4:250064356,4256
SEEDGWAS343:MRG:4:250059094,8068
SEEDGWAS3435:MRG:4:250064361,17154
SEEDGWAS3436:MRG:4:250064362,19099
SEEDGWAS3447:MRG:4:250064369,2627
SEEDGWAS345:MRG:4:250059095,12447
SEEDGWAS3451:MRG:4:250064372,9577
SEEDGWAS3452:MRG:4:250064373,11427
SEEDGWAS3453:MRG:4:250064374,11427
SEEDGWAS3454:MRG:4:250069650,6917
SEEDGWAS3462:MRG:4:250064379,9140
SEEDGWAS348:MRG:4:250059096,10647
SEEDGWAS349:MRG:4:250059097,8794
SEEDGWAS3494:MRG:4:250064423,2452
SEEDGWAS3495:MRG:4:250069672,2783
SEEDGWAS3496:MRG:4:250064424,4038
SEEDGWAS3497:MRG:4:250069673,4006
SEEDGWAS3499:MRG:4:250064425,2215
SEEDGWAS350:MRG:4:250059098,9255
SEEDGWAS352:MRG:4:250059099,8751
SEEDGWAS353:MRG:4:250059101,8588
SEEDGWAS354:MRG:4:250059102,12308
SEEDGWAS3556:MRG:4:250069677,6345
SEEDGWAS357:MRG:4:250059104,20776
SEEDGWAS3592:MRG:4:250069707,7592
SEEDGWAS3594:MRG:4:250069709,2136
SEEDGWAS3595:MRG:4:250069710,2112
SEEDGWAS3596:MRG:4:250064468,5678
SEEDGWAS3597:MRG:4:250064470,3800
SEEDGWAS3598:MRG:4:250064472,3800
SEEDGWAS3599:MRG:4:250069711,6027
SEEDGWAS3600:MRG:4:250064473,8256
SEEDGWAS3606:MRG:4:250069713,960
SEEDGWAS3607:MRG:4:250064476,4236
SEEDGWAS3608:MRG:4:250064477,10590
SEEDGWAS3609:MRG:4:250069714,1284
SEEDGWAS3610:MRG:4:250069715,824
SEEDGWAS3611:MRG:4:250064478,4727
SEEDGWAS3612:MRG:4:250069716,4223
SEEDGWAS3614:MRG:4:250064479,9585
SEEDGWAS3616:MRG:4:250064481,8461
SEEDGWAS3617:MRG:4:250064482,6942
