,barley_aridity_index
Chinese_Genebank_ZDM01928,8435
Chinese_Genebank_ZDM03098,9633
Chinese_Genebank_ZDM02510,8040
Chinese_Genebank_ZDM02574,8330
Chinese_Genebank_ZDM02946,11203
Chinese_Genebank_ZDM02509,8121
BRIDGE_HOR_2357,4476
Chinese_Genebank_ZDM02953,0
Chinese_Genebank_ZDM03360,0
Chinese_Genebank_ZDM01340,4553
BRIDGE_HOR_2355,4712
Chinese_Genebank_ZDM01357,5675
Chinese_Genebank_ZDM01467,3465
Chinese_Genebank_ZDM05215,6078
Chinese_Genebank_ZDM01223,3716
Chinese_Genebank_ZDM01279,4047
Chinese_Genebank_ZDM05217,10350
BRIDGE_HOR_10589,10876
BRIDGE_HOR_10860,10876
Chinese_Genebank_ZDM01212,4343
BTR_FT524,11354
Chinese_Genebank_ZDM01159,4638
Chinese_Genebank_ZDM01167,5476
Chinese_Genebank_ZDM01283,5776
BRIDGE_HOR_2376,6523
Chinese_Genebank_ZDM01285,5695
Chinese_Genebank_ZDM01187,6323
