Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT4G17910,,,,
AT4G18080,,,,
AT4G18190,,,,
AT4G18197,,,,
AT4G18240,,,,
AT4G18290,,,,
AT4G18550,,,,
AT4G18620,,,,
AT4G18692,,,,
AT4G18890,,,,
AT4G18970,,,,
AT4G19170,,,,
AT4G19190,,,,
AT4G19220,,,,
AT4G19230,,,,
AT4G19350,,,,
AT4G19400,,,,
AT4G19420,,,,
AT4G19440,,,,
AT4G19650,,,,
AT4G19690,,,,
AT4G19700,,,,
AT4G19710,,,,
AT4G19750,,,,
AT4G19760,,,,
AT4G19800,,,,
AT4G19810,,,,
AT4G19820,,,,
AT4G19829,,,,
AT4G19840,,,,
AT4G19880,,,,
AT4G19890,,,,
AT4G19925,,,,
AT4G19950,,,,
AT4G21362,,,,
AT4G21366,,,,
AT4G21380,,,,
AT4G21390,,,,
AT4G21400,,,,
AT4G21410,,,,
AT4G21430,,,,
AT4G21440,,,,
AT4G21445,,,,
AT4G21450,,,,
AT4G21470,,,,
AT4G21540,,,,
AT4G22170,,,,
AT4G22460,,,,
AT4G22550,,,,
AT4G22770,,,,
AT4G22780,,,,
AT4G22790,,,,
AT4G22800,,,,
AT4G23060,,,,
AT4G23860,,,,
AT4G24015,,,,
AT4G24025,,,,
AT4G24040,,,,
AT4G24050,,,,
AT4G24380,,,,
AT4G24390,,,,
AT4G24400,,,,
AT4G24970,,,,
AT4G25020,,,,
AT4G25300,,,,
AT4G25430,,,,
AT4G25480,,,,
AT4G25550,,,,
AT4G25960,,,,
AT4G25970,,,,
AT4G25980,,,,
AT4G25990,,,,
AT4G26000,,,,
AT4G26020,,,,
AT4G26040,,,,
AT4G26060,,,,
AT4G26070,,,,
AT4G26080,,,,
AT4G26090,,,,
AT4G26110,,,,
AT4G26120,,,,
AT4G26140,,,,
AT4G26150,,,,
AT4G26190,,,,
AT4G26230,,,,
AT4G26365,,,,
AT4G26450,,,,
AT4G26640,,,,
AT4G26700,,,,
AT4G26720,,,,
AT4G26730,,,,
AT4G26770,,,,
AT4G26800,,,,
AT4G26850,,,,
AT4G27020,,,,
AT4G28080,,,,
AT4G28210,,,,
AT4G28220,,,,
AT4G28700,,,,
AT4G28890,,,,
AT4G29330,,,,
AT4G29430,,,,
AT4G29480,,,,
AT4G29560,,,,
AT4G29700,,,,
AT4G29920,,,,
AT4G29940,,,,
AT4G30020,,,,
AT4G30140,,,,
AT4G30200,,,,
AT4G30480,,,,
AT4G30550,,,,
AT4G30940,,,,
AT4G30950,,,,
AT4G31075,,,,
AT4G31210,,,,
AT4G31420,,,,
AT4G31430,,,,
AT4G31710,,,,
AT4G31720,,,,
AT4G31830,,,,
AT4G31840,,,,
AT4G31890,,,,
AT4G31900,,,,
AT4G32080,,,,
AT4G32100,,,,
AT4G33210,,,,
AT4G33330,,,,
AT4G33460,,,,
AT4G33620,,,,
AT4G33840,,,,
AT4G34400,,,,
AT4G34412,,,,
AT4G34450,,,,
AT4G34510,,,,
AT4G34580,,,,
AT4G34600,,,,
AT4G34640,,,,
AT4G34650,,,,
AT4G34660,,,,
AT4G35850,,,,
AT4G36080,,,,
AT4G36220,,,,
AT4G36230,,,,
AT4G36268,,,,
AT4G36360,,,,
AT4G36580,,,,
AT4G37270,,,,
AT4G37440,,,,
AT4G37490,,,,
AT4G37650,,,,
AT4G39020,,,,
AT4G39050,,,,
AT4G39403,,,,
AT4G39570,,,,
AT4G39790,,,,
AT5G01330,,,,
AT5G01420,,,,
AT5G01440,,,,
AT5G01445,,,,
AT5G01450,,,,
AT5G01500,,,,
AT5G01510,,,,
AT5G04460,,,,
AT5G04930,,,,
AT5G05190,,,,
AT5G05320,,,,
AT5G05820,,,,
AT5G05900,,,,
AT5G05970,,,,
AT5G06000,,,,
AT5G06070,,,,
AT5G06340,,,,
AT5G06390,,,,
AT5G06839,,,,
AT5G06850,,,,
AT5G06970,,,,
AT5G07160,,,,
AT5G07200,,,,
AT5G07340,,,,
AT5G07480,,,,
AT5G07530,,,,
AT5G07630,,,,
AT5G07690,,,,
AT5G07730,,,,
AT5G07810,,,,
AT5G07920,,,,
AT5G07970,,,,
AT5G08020,,,,
AT5G08139,,,,
AT5G08150,,,,
AT5G08170,,,,
AT5G08190,,,,
AT5G08240,,,,
AT5G08250,,,,
AT5G08410,,,,
AT5G08470,,,,
AT5G08550,,,,
AT5G08750,,,,
AT5G09460,,,,
AT5G09510,,,,
AT5G09580,,,,
AT5G09805,,,,
AT5G09820,,,,
AT5G09860,,,,
AT5G09876,,,,
AT5G10100,,,,
AT5G10500,,,,
AT5G10800,,,,
AT5G11210,,,,
AT5G11250,,,,
AT5G12110,,,,
AT5G12150,,,,
AT5G12380,,,,
AT5G12890,,,,
AT5G13210,,,,
AT5G13530,,,,
AT5G14400,,,,
AT5G15160,,,,
AT5G15630,,,,
AT5G16850,,,,
AT5G17260,,,,
AT5G17690,,,,
AT5G17700,,,,
AT5G17710,,,,
AT5G17820,,,,
AT5G18280,,,,
AT5G18290,,,,
AT5G18310,,,,
AT5G18320,,,,
AT5G18340,,,,
AT5G18350,,,,
AT5G18360,,,,
AT5G18362,,,,
AT5G18370,,,,
AT5G18410,,,,
AT5G18420,,,,
AT5G18450,,,,
AT5G18460,,,,
AT5G18580,,,,
AT5G19110,,,,
AT5G19120,,,,
AT5G19130,,,,
AT5G19151,,,,
AT5G19160,,,,
AT5G19210,,,,
AT5G19390,,,,
AT5G19460,,,,
AT5G19490,,,,
AT5G20480,,,,
AT5G20830,,,,
AT5G20960,,,,
AT5G22760,,,,
AT5G22910,,,,
AT5G23110,,,,
AT5G23450,,,,
AT5G24010,,,,
AT5G24430,,,,
AT5G24580,,,,
AT5G24900,,,,
AT5G24910,,,,
AT5G24970,,,,
AT5G24980,,,,
AT5G24990,,,,
AT5G25020,,,,
AT5G25120,,,,
AT5G25150,,,,
AT5G25180,,,,
AT5G25220,,,,
AT5G25250,,,,
AT5G25270,,,,
AT5G25280,,,,
AT5G25300,,,,
AT5G25310,,,,
AT5G25320,,,,
AT5G25360,,,,
AT5G25480,,,,
AT5G26230,,,,
AT5G26600,,,,
AT5G26749,,,,
AT5G26780,,,,
AT5G27260,,,,
AT5G27360,,,,
AT5G27945,,,,
AT5G28050,,,,
AT5G28052,,,,
AT5G28060,,,,
AT5G28070,,,,
AT5G28080,,,,
AT5G28150,,,,
AT5G28180,,,,
AT5G28190,,,,
AT5G28210,,,,
AT5G28288,,,,
AT5G28380,,,,
AT5G28420,,,,
AT5G28450,,,,
AT5G28465,,,,
AT5G28500,,,,
AT5G28590,,,,
AT5G28660,,,,
AT5G29070,,,,
AT5G30490,,,,
AT5G30495,,,,
AT5G30510,,,,
AT5G30520,,,,
AT5G31412,,,,
AT5G32017,,,,
AT5G32440,,,,
AT5G32597,,,,
AT5G33210,,,,
AT5G33340,,,,
AT5G33370,,,,
AT5G33393,,,,
AT5G33421,,,,
AT5G34581,,,,
AT5G34850,,,,
AT5G34869,,,,
AT5G34870,,,,
AT5G34871,,,,
AT5G35069,,,,
AT5G35120,,,,
AT5G35190,,,,
AT5G35338,,,,
AT5G35530,,,,
AT5G35600,,,,
AT5G35790,,,,
AT5G35830,,,,
AT5G35870,,,,
AT5G36130,,,,
AT5G36940,,,,
AT5G37010,,,,
AT5G37020,,,,
AT5G37280,,,,
AT5G37474,,,,
AT5G37478,,,,
AT5G37540,,,,
AT5G37550,,,,
AT5G37590,,,,
AT5G37800,,,,
AT5G37820,,,,
AT5G37890,,,,
AT5G37930,,,,
AT5G37980,,,,
AT5G38005,,,,
AT5G38030,,,,
AT5G38090,,,,
AT5G38386,,,,
AT5G38470,,,,
AT5G38520,,,,
AT5G38540,,,,
AT5G39210,,,,
AT5G39250,,,,
AT5G39270,,,,
AT5G39500,,,,
AT5G39550,,,,
AT5G40140,,,,
AT5G40348,,,,
AT5G40395,,,,
AT5G40550,,,,
AT5G40780,,,,
AT5G40830,,,,
AT5G40840,,,,
AT5G40880,,,,
AT5G40910,,,,
AT5G40960,,,,
AT5G40970,,,,
AT5G40980,,,,
AT5G40990,,,,
AT5G41020,,,,
AT5G41030,,,,
AT5G41040,,,,
AT5G41130,,,,
AT5G42540,,,,
AT5G42670,,,,
AT5G42690,,,,
AT5G43420,,,,
AT5G43430,,,,
AT5G43440,,,,
AT5G43460,,,,
AT5G43513,,,,
AT5G43525,,,,
AT5G43550,,,,
AT5G43560,,,,
AT5G43580,,,,
AT5G44070,,,,
AT5G44100,,,,
AT5G44140,,,,
AT5G44150,,,,
AT5G44160,,,,
AT5G44180,,,,
AT5G44200,,,,
AT5G44283,,,,
AT5G44290,,,,
AT5G44316,,,,
AT5G44350,,,,
AT5G44400,,,,
AT5G44410,,,,
AT5G45090,,,,
AT5G45490,,,,
AT5G45573,,,,
AT5G45640,,,,
AT5G46490,,,,
AT5G46560,,,,
AT5G46877,,,,
AT5G47150,,,,
AT5G47229,,,,
AT5G47280,,,,
AT5G48010,,,,
AT5G48310,,,,
AT5G48380,,,,
AT5G49630,,,,
AT5G50130,,,,
AT5G50310,,,,
AT5G50320,,,,
AT5G50450,,,,
AT5G50490,,,,
AT5G53380,,,,
AT5G53460,,,,
AT5G53550,,,,
AT5G54210,,,,
AT5G55570,,,,
AT5G55840,,,,
AT5G55950,,,,
AT5G55970,,,,
AT5G55990,,,,
AT5G56160,,,,
AT5G56220,,,,
AT5G56310,,,,
AT5G56365,,,,
AT5G56369,,,,
AT5G56860,,,,
AT5G56970,,,,
AT5G57015,,,,
AT5G57110,,,,
AT5G57123,,,,
AT5G57180,,,,
AT5G57620,,,,
AT5G57860,,,,
AT5G58787,,,,
AT5G58800,,,,
AT5G59350,,,,
AT5G59370,,,,
AT5G59480,,,,
AT5G59530,,,,
AT5G59880,,,,
AT5G59910,,,,
AT5G59920,,,,
AT5G60720,,,,
AT5G62170,,,,
AT5G62670,,,,
AT5G62710,,,,
AT5G63150,,,,
AT5G63490,,,,
AT5G63540,,,,
AT5G63800,,,,
AT5G64270,,,,
AT5G64570,,,,
AT5G64740,,,,
AT5G65060,,,,
AT5G65210,,,,
AT5G65280,,,,
AT5G65350,,,,
AT5G65687,,,,
AT5G65690,,,,
AT5G65700,,,,
AT5G66870,,,,
AT5G67190,,,,
AT5G67250,,,,
AT5G67260,,,,
