Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT4G17098,,,,
AT4G17100,,,,
AT4G17140,,,,
AT4G17150,,,,
AT4G17160,,,,
AT4G17180,,,,
AT4G17210,,,,
AT4G17215,,,,
AT4G17220,,,,
AT4G17230,,,,
AT4G17240,,,,
AT4G17250,,,,
AT4G17260,,,,
AT4G17270,,,,
AT4G17300,,,,
AT4G17310,,,,
AT4G17330,,,,
AT4G17340,,,,
AT4G17350,,,,
AT4G17370,,,,
AT4G17380,,,,
AT4G17410,,,,
AT4G17440,,,,
AT4G17500,,,,
AT4G17505,,,,
AT4G17510,,,,
AT4G17520,,,,
AT4G17570,,,,
AT4G17580,,,,
AT4G17585,,,,
AT4G17590,,,,
AT4G17600,,,,
AT4G17610,,,,
AT4G17615,,,,
AT4G17616,,,,
AT4G17640,,,,
AT4G17650,,,,
AT4G17660,,,,
AT4G17670,,,,
AT4G17680,,,,
AT4G17718,,,,
AT4G17760,,,,
AT4G17810,,,,
AT4G17860,,,,
AT4G17895,,,,
AT4G17900,,,,
AT4G17905,,,,
AT4G17910,,,,
AT4G17920,,,,
AT4G17950,,,,
AT4G17990,,,,
AT4G17998,,,,
AT4G18000,,,,
AT4G18010,,,,
AT4G18020,,,,
AT4G18030,,,,
AT4G18050,,,,
AT4G18080,,,,
AT4G18110,,,,
AT4G18150,,,,
AT4G18170,,,,
AT4G18190,,,,
AT4G18197,,,,
AT4G18240,,,,
AT4G18250,,,,
AT4G18270,,,,
AT4G18280,,,,
AT4G18282,,,,
AT4G18290,,,,
AT4G18310,,,,
AT4G18330,,,,
AT4G18350,,,,
AT4G18380,,,,
AT4G18422,,,,
AT4G18430,,,,
AT4G18465,,,,
AT4G18480,,,,
AT4G18510,,,,
AT4G18550,,,,
AT4G18600,,,,
AT4G18620,,,,
AT4G18650,,,,
AT4G18660,,,,
AT4G18692,,,,
AT4G18710,,,,
AT4G18750,,,,
AT4G18780,,,,
AT4G18810,,,,
AT4G18820,,,,
AT4G18823,,,,
AT4G18860,,,,
AT4G18870,,,,
AT4G18880,,,,
AT4G18890,,,,
AT4G18900,,,,
AT4G18905,,,,
AT4G18910,,,,
AT4G18960,,,,
AT4G18970,,,,
AT4G18980,,,,
AT4G18990,,,,
AT4G19003,,,,
AT4G19006,,,,
AT4G19010,,,,
AT4G19020,,,,
AT4G19030,,,,
AT4G19035,,,,
AT4G19060,,,,
AT4G19080,,,,
AT4G19110,,,,
AT4G19130,,,,
AT4G19140,,,,
AT4G19150,,,,
AT4G19170,,,,
AT4G19180,,,,
AT4G19185,,,,
AT4G19190,,,,
AT4G19220,,,,
AT4G19230,,,,
AT4G19240,,,,
AT4G19330,,,,
AT4G19350,,,,
AT4G19370,,,,
AT4G19390,,,,
AT4G19395,,,,
AT4G19400,,,,
AT4G19410,,,,
AT4G19420,,,,
AT4G19440,,,,
AT4G19460,,,,
AT4G19490,,,,
AT4G19500,,,,
AT4G19510,,,,
AT4G19520,,,,
AT4G19530,,,,
AT4G19550,,,,
AT4G19580,,,,
AT4G19620,,,,
AT4G19630,,,,
AT4G19650,,,,
AT4G19670,,,,
AT4G19680,,,,
AT4G19690,,,,
AT4G19700,,,,
AT4G19710,,,,
AT4G19750,,,,
AT4G19760,,,,
AT4G19770,,,,
AT4G19800,,,,
AT4G19810,,,,
AT4G19820,,,,
AT4G19829,,,,
AT4G19840,,,,
AT4G19860,,,,
AT4G19880,,,,
AT4G19890,,,,
AT4G19925,,,,
AT4G19950,,,,
AT4G19960,,,,
AT4G19970,,,,
AT4G19980,,,,
AT4G19985,,,,
AT4G20000,,,,
AT4G20010,,,,
AT4G20030,,,,
AT4G20050,,,,
AT4G20060,,,,
AT4G20090,,,,
AT4G20110,,,,
AT4G20130,,,,
AT4G20140,,,,
AT4G20150,,,,
AT4G20170,,,,
AT4G20190,,,,
AT4G20200,,,,
AT4G20210,,,,
AT4G20220,,,,
AT4G20235,,,,
AT4G20250,,,,
AT4G20260,,,,
AT4G20270,,,,
AT4G20320,,,,
AT4G20325,,,,
AT4G20340,,,,
AT4G20362,,,,
AT4G20370,,,,
AT4G20400,,,,
AT4G20410,,,,
AT4G20420,,,,
AT4G20480,,,,
AT4G20520,,,,
AT4G20690,,,,
AT4G20700,,,,
AT4G20720,,,,
AT4G20740,,,,
AT4G20770,,,,
AT4G20810,,,,
AT4G20820,,,,
AT4G20900,,,,
AT4G20910,,,,
AT4G20970,,,,
AT4G21080,,,,
AT4G21110,,,,
AT4G21120,,,,
AT4G21170,,,,
AT4G21330,,,,
AT4G21350,,,,
AT4G21362,,,,
AT4G21366,,,,
AT4G21380,,,,
AT4G21390,,,,
AT4G21400,,,,
AT4G21410,,,,
AT4G21430,,,,
AT4G21440,,,,
AT4G21445,,,,
AT4G21450,,,,
AT4G21470,,,,
AT4G21480,,,,
AT4G21490,,,,
AT4G21534,,,,
AT4G21540,,,,
AT4G21590,,,,
AT4G21595,,,,
AT4G21620,,,,
AT4G21640,,,,
AT4G21650,,,,
AT4G21660,,,,
AT4G21670,,,,
AT4G21680,,,,
AT4G21690,,,,
AT4G21710,,,,
AT4G21720,,,,
AT4G21745,,,,
AT4G21750,,,,
AT4G21760,,,,
AT4G21810,,,,
AT4G21830,,,,
AT4G21850,,,,
AT4G21860,,,,
AT4G21903,,,,
AT4G21910,,,,
AT4G21920,,,,
AT4G21940,,,,
AT4G22000,,,,
AT4G22010,,,,
AT4G22030,,,,
AT4G22050,,,,
AT4G22070,,,,
AT4G22080,,,,
AT4G22090,,,,
AT4G22100,,,,
AT4G22110,,,,
AT4G22120,,,,
AT4G22170,,,,
AT4G22217,,,,
AT4G22230,,,,
AT4G22260,,,,
AT4G22270,,,,
AT4G22280,,,,
AT4G22310,,,,
AT4G22320,,,,
AT4G22330,,,,
AT4G22350,,,,
AT4G22410,,,,
AT4G22420,,,,
AT4G22460,,,,
AT4G22540,,,,
AT4G22550,,,,
AT4G22570,,,,
AT4G22580,,,,
AT4G22610,,,,
AT4G22740,,,,
AT4G22753,,,,
AT4G22770,,,,
AT4G22780,,,,
AT4G22790,,,,
AT4G22800,,,,
AT4G22810,,,,
AT4G22820,,,,
AT4G22870,,,,
AT4G22880,,,,
AT4G22890,,,,
AT4G22970,,,,
AT4G22990,,,,
AT4G23010,,,,
AT4G23050,,,,
AT4G23060,,,,
AT4G23070,,,,
AT4G23080,,,,
AT4G23090,,,,
AT4G23100,,,,
AT4G23103,,,,
AT4G23110,,,,
AT4G23120,,,,
AT4G23130,,,,
AT4G23140,,,,
AT4G23150,,,,
AT4G23160,,,,
AT4G23170,,,,
AT4G23180,,,,
AT4G23205,,,,
AT4G23250,,,,
AT4G23260,,,,
AT4G23270,,,,
AT4G23271,,,,
AT4G23300,,,,
AT4G23360,,,,
AT4G23380,,,,
AT4G23390,,,,
AT4G23432,,,,
AT4G23460,,,,
AT4G23493,,,,
AT4G23540,,,,
AT4G23550,,,,
AT4G23630,,,,
AT4G23640,,,,
AT4G23700,,,,
AT4G23770,,,,
AT4G23780,,,,
AT4G23800,,,,
AT4G23860,,,,
AT4G23895,,,,
AT4G23910,,,,
AT4G23930,,,,
AT4G23940,,,,
AT4G23950,,,,
AT4G23980,,,,
AT4G24015,,,,
AT4G24020,,,,
AT4G24025,,,,
AT4G24040,,,,
AT4G24050,,,,
AT4G24080,,,,
AT4G24090,,,,
AT4G24100,,,,
AT4G24110,,,,
AT4G24120,,,,
AT4G24130,,,,
AT4G24140,,,,
AT4G24150,,,,
AT4G24160,,,,
AT4G24190,,,,
AT4G24200,,,,
AT4G24220,,,,
AT4G24231,,,,
AT4G24240,,,,
AT4G24270,,,,
AT4G24300,,,,
AT4G24330,,,,
AT4G24340,,,,
AT4G24350,,,,
AT4G24370,,,,
AT4G24380,,,,
AT4G24390,,,,
AT4G24400,,,,
AT4G24430,,,,
AT4G24440,,,,
AT4G24450,,,,
AT4G24470,,,,
AT4G24490,,,,
AT4G24530,,,,
AT4G24540,,,,
AT4G24550,,,,
AT4G24560,,,,
AT4G24565,,,,
AT4G24570,,,,
AT4G24580,,,,
AT4G24590,,,,
AT4G24610,,,,
AT4G24630,,,,
AT4G24660,,,,
AT4G24670,,,,
AT4G24680,,,,
AT4G24690,,,,
AT4G24700,,,,
AT4G24730,,,,
AT4G24740,,,,
AT4G24750,,,,
AT4G24760,,,,
AT4G24770,,,,
AT4G24780,,,,
AT4G24810,,,,
AT4G24890,,,,
AT4G24920,,,,
AT4G24960,,,,
AT4G24970,,,,
AT4G24972,,,,
AT4G25010,,,,
AT4G25020,,,,
AT4G25030,,,,
AT4G25040,,,,
AT4G25090,,,,
AT4G25100,,,,
AT4G25110,,,,
AT4G25120,,,,
AT4G25290,,,,
AT4G25300,,,,
AT4G25315,,,,
AT4G25330,,,,
AT4G25350,,,,
AT4G25400,,,,
AT4G25420,,,,
AT4G25430,,,,
AT4G25440,,,,
AT4G25450,,,,
AT4G25470,,,,
AT4G25480,,,,
AT4G25490,,,,
AT4G25530,,,,
AT4G25540,,,,
AT4G25550,,,,
AT4G25845,,,,
AT4G25880,,,,
AT4G25920,,,,
AT4G25960,,,,
AT4G25970,,,,
AT4G25980,,,,
AT4G25990,,,,
AT4G26000,,,,
AT4G26020,,,,
AT4G26040,,,,
AT4G26050,,,,
AT4G26055,,,,
AT4G26060,,,,
AT4G26070,,,,
AT4G26080,,,,
AT4G26090,,,,
AT4G26100,,,,
AT4G26110,,,,
AT4G26120,,,,
AT4G26140,,,,
AT4G26150,,,,
AT4G26170,,,,
AT4G26180,,,,
AT4G26190,,,,
AT4G26200,,,,
AT4G26210,,,,
AT4G26230,,,,
AT4G26255,,,,
AT4G26260,,,,
AT4G26280,,,,
AT4G26288,,,,
AT4G26300,,,,
AT4G26310,,,,
AT4G26320,,,,
AT4G26350,,,,
AT4G26365,,,,
AT4G26370,,,,
AT4G26380,,,,
AT4G26390,,,,
AT4G26420,,,,
AT4G26450,,,,
AT4G26480,,,,
AT4G26640,,,,
AT4G26660,,,,
AT4G26700,,,,
AT4G26720,,,,
AT4G26730,,,,
AT4G26770,,,,
AT4G26800,,,,
AT4G26850,,,,
AT4G26890,,,,
AT4G26950,,,,
AT4G27020,,,,
AT4G27120,,,,
AT4G27140,,,,
AT4G27260,,,,
AT4G27270,,,,
AT4G27280,,,,
AT4G27290,,,,
AT4G27300,,,,
AT4G27310,,,,
AT4G27320,,,,
AT4G27330,,,,
AT4G27340,,,,
AT4G27350,,,,
AT4G27380,,,,
AT4G27390,,,,
AT4G27395,,,,
AT4G27410,,,,
AT4G27415,,,,
AT4G27420,,,,
AT4G27435,,,,
AT4G27470,,,,
AT4G27500,,,,
AT4G27510,,,,
AT4G27590,,,,
AT4G27620,,,,
AT4G27630,,,,
AT4G27640,,,,
AT4G27654,,,,
AT4G27710,,,,
AT4G27740,,,,
AT4G27820,,,,
AT4G27850,,,,
AT4G27870,,,,
AT4G27890,,,,
AT4G27900,,,,
AT4G27910,,,,
AT4G27950,,,,
AT4G28080,,,,
AT4G28090,,,,
AT4G28210,,,,
AT4G28220,,,,
AT4G28260,,,,
AT4G28320,,,,
AT4G28520,,,,
AT4G28530,,,,
AT4G28570,,,,
AT4G28590,,,,
AT4G28700,,,,
AT4G28710,,,,
AT4G28890,,,,
AT4G28930,,,,
AT4G28940,,,,
AT4G28950,,,,
AT4G29010,,,,
AT4G29090,,,,
AT4G29190,,,,
AT4G29200,,,,
AT4G29230,,,,
AT4G29330,,,,
AT4G29350,,,,
AT4G29370,,,,
AT4G29380,,,,
AT4G29410,,,,
AT4G29420,,,,
AT4G29430,,,,
AT4G29440,,,,
AT4G29450,,,,
AT4G29480,,,,
AT4G29520,,,,
AT4G29560,,,,
AT4G29580,,,,
AT4G29680,,,,
AT4G29700,,,,
AT4G29720,,,,
AT4G29735,,,,
AT4G29740,,,,
AT4G29750,,,,
AT4G29800,,,,
AT4G29820,,,,
AT4G29830,,,,
AT4G29900,,,,
AT4G29905,,,,
AT4G29910,,,,
AT4G29920,,,,
AT4G29930,,,,
AT4G29940,,,,
AT4G29950,,,,
AT4G29990,,,,
AT4G30000,,,,
AT4G30020,,,,
AT4G30060,,,,
AT4G30074,,,,
AT4G30090,,,,
AT4G30097,,,,
AT4G30110,,,,
AT4G30130,,,,
AT4G30140,,,,
AT4G30150,,,,
AT4G30160,,,,
AT4G30200,,,,
AT4G30240,,,,
AT4G30280,,,,
AT4G30310,,,,
AT4G30320,,,,
AT4G30330,,,,
AT4G30340,,,,
AT4G30350,,,,
AT4G30360,,,,
AT4G30380,,,,
AT4G30410,,,,
AT4G30430,,,,
AT4G30440,,,,
AT4G30450,,,,
AT4G30460,,,,
AT4G30480,,,,
AT4G30490,,,,
AT4G30520,,,,
AT4G30540,,,,
AT4G30550,,,,
AT4G30560,,,,
AT4G30580,,,,
AT4G30590,,,,
AT4G30660,,,,
AT4G30700,,,,
AT4G30710,,,,
AT4G30720,,,,
AT4G30740,,,,
AT4G30750,,,,
AT4G30780,,,,
AT4G30800,,,,
AT4G30825,,,,
AT4G30830,,,,
AT4G30850,,,,
AT4G30890,,,,
AT4G30935,,,,
AT4G30940,,,,
AT4G30950,,,,
AT4G30970,,,,
AT4G30980,,,,
AT4G30996,,,,
AT4G31075,,,,
AT4G31080,,,,
AT4G31150,,,,
AT4G31210,,,,
AT4G31340,,,,
AT4G31380,,,,
AT4G31420,,,,
AT4G31430,,,,
AT4G31450,,,,
AT4G31460,,,,
AT4G31470,,,,
AT4G31480,,,,
AT4G31490,,,,
AT4G31520,,,,
AT4G31530,,,,
AT4G31540,,,,
AT4G31550,,,,
AT4G31560,,,,
AT4G31570,,,,
AT4G31615,,,,
AT4G31620,,,,
AT4G31640,,,,
AT4G31650,,,,
AT4G31660,,,,
AT4G31670,,,,
AT4G31680,,,,
AT4G31690,,,,
AT4G31710,,,,
AT4G31720,,,,
AT4G31730,,,,
AT4G31740,,,,
AT4G31830,,,,
AT4G31840,,,,
AT4G31890,,,,
AT4G31900,,,,
AT4G31920,,,,
AT4G31930,,,,
AT4G31960,,,,
AT4G31970,,,,
AT4G31980,,,,
AT4G32000,,,,
AT4G32010,,,,
AT4G32020,,,,
AT4G32080,,,,
AT4G32100,,,,
AT4G32280,,,,
AT4G32350,,,,
AT4G32375,,,,
AT4G32390,,,,
AT4G32410,,,,
AT4G32475,,,,
AT4G32540,,,,
AT4G32570,,,,
AT4G32640,,,,
AT4G32800,,,,
AT4G32820,,,,
AT4G32870,,,,
AT4G32910,,,,
AT4G32920,,,,
AT4G32950,,,,
AT4G32980,,,,
AT4G32990,,,,
AT4G33000,,,,
AT4G33020,,,,
AT4G33030,,,,
AT4G33040,,,,
AT4G33050,,,,
AT4G33060,,,,
AT4G33070,,,,
AT4G33080,,,,
AT4G33120,,,,
AT4G33140,,,,
AT4G33150,,,,
AT4G33210,,,,
AT4G33220,,,,
AT4G33330,,,,
AT4G33430,,,,
AT4G33440,,,,
AT4G33460,,,,
AT4G33590,,,,
AT4G33610,,,,
AT4G33620,,,,
AT4G33690,,,,
AT4G33840,,,,
AT4G33945,,,,
AT4G33950,,,,
AT4G33990,,,,
AT4G34000,,,,
AT4G34030,,,,
AT4G34040,,,,
AT4G34060,,,,
AT4G34090,,,,
AT4G34110,,,,
AT4G34131,,,,
AT4G34135,,,,
AT4G34138,,,,
AT4G34150,,,,
AT4G34170,,,,
AT4G34260,,,,
AT4G34280,,,,
AT4G34400,,,,
AT4G34412,,,,
AT4G34419,,,,
AT4G34420,,,,
AT4G34450,,,,
AT4G34490,,,,
AT4G34500,,,,
AT4G34510,,,,
AT4G34580,,,,
AT4G34600,,,,
AT4G34640,,,,
AT4G34650,,,,
AT4G34660,,,,
AT4G34700,,,,
AT4G34710,,,,
AT4G34830,,,,
AT4G34890,,,,
AT4G34900,,,,
AT4G34930,,,,
AT4G34950,,,,
AT4G34970,,,,
AT4G34980,,,,
AT4G34990,,,,
AT4G35020,,,,
AT4G35090,,,,
AT4G35140,,,,
AT4G35150,,,,
AT4G35210,,,,
AT4G35270,,,,
AT4G35280,,,,
AT4G35290,,,,
AT4G35295,,,,
AT4G35310,,,,
AT4G35335,,,,
AT4G35350,,,,
AT4G35380,,,,
AT4G35440,,,,
AT4G35470,,,,
AT4G35480,,,,
AT4G35540,,,,
AT4G35560,,,,
AT4G35610,,,,
AT4G35640,,,,
AT4G35690,,,,
AT4G35710,,,,
AT4G35740,,,,
AT4G35780,,,,
AT4G35790,,,,
AT4G35820,,,,
AT4G35830,,,,
AT4G35837,,,,
AT4G35840,,,,
AT4G35850,,,,
AT4G35860,,,,
AT4G35930,,,,
AT4G35950,,,,
AT4G35985,,,,
AT4G35987,,,,
AT4G36010,,,,
AT4G36020,,,,
AT4G36070,,,,
AT4G36080,,,,
AT4G36090,,,,
AT4G36120,,,,
AT4G36170,,,,
AT4G36220,,,,
AT4G36230,,,,
AT4G36240,,,,
AT4G36250,,,,
AT4G36268,,,,
AT4G36270,,,,
AT4G36280,,,,
AT4G36290,,,,
AT4G36360,,,,
AT4G36400,,,,
AT4G36440,,,,
AT4G36520,,,,
AT4G36550,,,,
AT4G36560,,,,
AT4G36580,,,,
AT4G36600,,,,
AT4G36640,,,,
AT4G36648,,,,
AT4G36650,,,,
AT4G36660,,,,
AT4G36670,,,,
AT4G36690,,,,
AT4G36700,,,,
AT4G36710,,,,
AT4G36720,,,,
AT4G36730,,,,
AT4G36740,,,,
AT4G36750,,,,
AT4G36760,,,,
AT4G36790,,,,
AT4G36820,,,,
AT4G36840,,,,
AT4G36850,,,,
AT4G36860,,,,
AT4G36870,,,,
AT4G36880,,,,
AT4G36890,,,,
AT4G36900,,,,
AT4G36910,,,,
AT4G36920,,,,
AT4G36925,,,,
AT4G36930,,,,
AT4G36950,,,,
AT4G36960,,,,
AT4G36970,,,,
AT4G36988,,,,
AT4G37110,,,,
AT4G37170,,,,
AT4G37190,,,,
AT4G37235,,,,
AT4G37260,,,,
AT4G37270,,,,
AT4G37280,,,,
AT4G37295,,,,
AT4G37300,,,,
AT4G37310,,,,
AT4G37320,,,,
AT4G37330,,,,
AT4G37340,,,,
AT4G37360,,,,
AT4G37380,,,,
AT4G37390,,,,
AT4G37400,,,,
AT4G37409,,,,
AT4G37420,,,,
AT4G37430,,,,
AT4G37440,,,,
AT4G37450,,,,
AT4G37470,,,,
AT4G37490,,,,
AT4G37500,,,,
AT4G37520,,,,
AT4G37530,,,,
AT4G37540,,,,
AT4G37550,,,,
AT4G37553,,,,
AT4G37580,,,,
AT4G37590,,,,
AT4G37650,,,,
AT4G37685,,,,
AT4G37700,,,,
AT4G37730,,,,
AT4G37740,,,,
AT4G37750,,,,
AT4G37760,,,,
AT4G37770,,,,
AT4G37780,,,,
AT4G37790,,,,
AT4G37800,,,,
AT4G37820,,,,
AT4G37830,,,,
AT4G37840,,,,
AT4G37860,,,,
AT4G37940,,,,
AT4G37950,,,,
AT4G37990,,,,
AT4G38030,,,,
AT4G38120,,,,
AT4G38225,,,,
AT4G38230,,,,
AT4G38240,,,,
AT4G38250,,,,
AT4G38260,,,,
AT4G38350,,,,
AT4G38360,,,,
AT4G38380,,,,
AT4G38390,,,,
AT4G38440,,,,
AT4G38460,,,,
AT4G38510,,,,
AT4G38520,,,,
AT4G38530,,,,
AT4G38540,,,,
AT4G38545,,,,
AT4G38550,,,,
AT4G38570,,,,
AT4G38580,,,,
AT4G38590,,,,
AT4G38600,,,,
AT4G38620,,,,
AT4G38630,,,,
AT4G38670,,,,
AT4G38760,,,,
AT4G38780,,,,
AT4G38830,,,,
AT4G38840,,,,
AT4G38870,,,,
AT4G38900,,,,
AT4G38910,,,,
AT4G38920,,,,
AT4G38950,,,,
AT4G38960,,,,
AT4G38970,,,,
AT4G38980,,,,
AT4G39010,,,,
AT4G39020,,,,
AT4G39040,,,,
AT4G39050,,,,
AT4G39060,,,,
AT4G39070,,,,
AT4G39080,,,,
AT4G39090,,,,
AT4G39150,,,,
AT4G39160,,,,
AT4G39170,,,,
AT4G39180,,,,
AT4G39190,,,,
AT4G39200,,,,
AT4G39220,,,,
AT4G39320,,,,
AT4G39330,,,,
AT4G39350,,,,
AT4G39361,,,,
AT4G39366,,,,
AT4G39390,,,,
AT4G39400,,,,
AT4G39403,,,,
AT4G39404,,,,
AT4G39410,,,,
AT4G39420,,,,
AT4G39460,,,,
AT4G39510,,,,
AT4G39530,,,,
AT4G39540,,,,
AT4G39570,,,,
AT4G39590,,,,
AT4G39600,,,,
AT4G39610,,,,
AT4G39620,,,,
AT4G39630,,,,
AT4G39650,,,,
AT4G39660,,,,
AT4G39670,,,,
AT4G39672,,,,
AT4G39680,,,,
AT4G39690,,,,
AT4G39700,,,,
AT4G39710,,,,
AT4G39740,,,,
AT4G39745,,,,
AT4G39760,,,,
AT4G39770,,,,
AT4G39790,,,,
AT4G39800,,,,
AT4G39810,,,,
AT4G39820,,,,
AT4G39830,,,,
AT4G39840,,,,
AT4G39850,,,,
AT4G39860,,,,
AT4G39870,,,,
AT4G39890,,,,
AT4G39900,,,,
AT4G39910,,,,
AT4G39920,,,,
AT4G39940,,,,
AT4G39950,,,,
AT4G39960,,,,
AT4G40065,,,,
AT4G40070,,,,
AT5G01010,,,,
AT5G01090,,,,
AT5G01100,,,,
AT5G01120,,,,
AT5G01140,,,,
AT5G01200,,,,
AT5G01240,,,,
AT5G01250,,,,
AT5G01290,,,,
AT5G01330,,,,
AT5G01340,,,,
AT5G01350,,,,
AT5G01370,,,,
AT5G01390,,,,
AT5G01400,,,,
AT5G01410,,,,
AT5G01420,,,,
AT5G01430,,,,
AT5G01440,,,,
AT5G01445,,,,
AT5G01450,,,,
AT5G01460,,,,
AT5G01470,,,,
AT5G01490,,,,
AT5G01500,,,,
AT5G01510,,,,
AT5G01520,,,,
AT5G01540,,,,
AT5G01630,,,,
AT5G01660,,,,
AT5G01720,,,,
AT5G01734,,,,
AT5G01740,,,,
AT5G01760,,,,
AT5G01770,,,,
AT5G01790,,,,
AT5G01810,,,,
AT5G01820,,,,
AT5G01830,,,,
AT5G01840,,,,
AT5G01849,,,,
AT5G01860,,,,
AT5G01880,,,,
AT5G01890,,,,
AT5G01910,,,,
AT5G01920,,,,
AT5G01950,,,,
AT5G02030,,,,
AT5G02080,,,,
AT5G02170,,,,
AT5G02180,,,,
AT5G02250,,,,
AT5G02260,,,,
AT5G02310,,,,
AT5G02320,,,,
AT5G02340,,,,
AT5G02370,,,,
AT5G02390,,,,
AT5G02400,,,,
AT5G02410,,,,
AT5G02450,,,,
AT5G02460,,,,
AT5G02470,,,,
AT5G02480,,,,
AT5G02500,,,,
AT5G02540,,,,
AT5G02570,,,,
AT5G02580,,,,
AT5G02610,,,,
AT5G02615,,,,
AT5G02630,,,,
AT5G02640,,,,
AT5G02650,,,,
AT5G02750,,,,
AT5G02760,,,,
AT5G02780,,,,
AT5G02811,,,,
AT5G02860,,,,
AT5G02870,,,,
AT5G02880,,,,
AT5G02900,,,,
AT5G02920,,,,
AT5G02940,,,,
AT5G02980,,,,
AT5G03000,,,,
AT5G03050,,,,
AT5G03070,,,,
AT5G03150,,,,
AT5G03190,,,,
AT5G03240,,,,
AT5G03260,,,,
AT5G03280,,,,
AT5G03420,,,,
AT5G03435,,,,
AT5G03460,,,,
AT5G03495,,,,
AT5G03540,,,,
AT5G03590,,,,
AT5G03600,,,,
AT5G03640,,,,
AT5G03650,,,,
AT5G03668,,,,
AT5G03670,,,,
AT5G03680,,,,
AT5G03700,,,,
AT5G03720,,,,
AT5G03740,,,,
AT5G03745,,,,
AT5G03780,,,,
AT5G03790,,,,
AT5G03850,,,,
AT5G03880,,,,
AT5G03940,,,,
AT5G03944,,,,
AT5G03960,,,,
AT5G03995,,,,
AT5G04010,,,,
AT5G04030,,,,
AT5G04110,,,,
AT5G04140,,,,
AT5G04190,,,,
AT5G04267,,,,
AT5G04340,,,,
AT5G04386,,,,
AT5G04460,,,,
AT5G04470,,,,
AT5G04500,,,,
AT5G04510,,,,
AT5G04520,,,,
AT5G04530,,,,
AT5G04590,,,,
AT5G04600,,,,
AT5G04680,,,,
AT5G04730,,,,
AT5G04760,,,,
AT5G04930,,,,
AT5G04970,,,,
AT5G05040,,,,
AT5G05120,,,,
AT5G05130,,,,
AT5G05190,,,,
AT5G05210,,,,
AT5G05270,,,,
AT5G05280,,,,
AT5G05320,,,,
AT5G05330,,,,
AT5G05340,,,,
AT5G05380,,,,
AT5G05410,,,,
AT5G05440,,,,
AT5G05470,,,,
AT5G05560,,,,
AT5G05640,,,,
AT5G05660,,,,
AT5G05670,,,,
AT5G05690,,,,
AT5G05700,,,,
AT5G05720,,,,
AT5G05730,,,,
AT5G05740,,,,
AT5G05750,,,,
AT5G05770,,,,
AT5G05790,,,,
AT5G05795,,,,
AT5G05800,,,,
AT5G05820,,,,
AT5G05900,,,,
AT5G05920,,,,
AT5G05940,,,,
AT5G05970,,,,
AT5G05980,,,,
AT5G05990,,,,
AT5G06000,,,,
AT5G06010,,,,
AT5G06020,,,,
AT5G06030,,,,
AT5G06040,,,,
AT5G06043,,,,
AT5G06050,,,,
AT5G06070,,,,
AT5G06100,,,,
AT5G06110,,,,
AT5G06170,,,,
AT5G06180,,,,
AT5G06190,,,,
AT5G06220,,,,
AT5G06250,,,,
AT5G06260,,,,
AT5G06290,,,,
AT5G06300,,,,
AT5G06320,,,,
AT5G06330,,,,
AT5G06340,,,,
AT5G06360,,,,
AT5G06390,,,,
AT5G06440,,,,
AT5G06490,,,,
AT5G06500,,,,
AT5G06510,,,,
AT5G06520,,,,
AT5G06530,,,,
AT5G06540,,,,
AT5G06550,,,,
AT5G06560,,,,
AT5G06580,,,,
AT5G06600,,,,
AT5G06630,,,,
AT5G06670,,,,
AT5G06680,,,,
AT5G06700,,,,
AT5G06710,,,,
AT5G06720,,,,
AT5G06730,,,,
AT5G06820,,,,
AT5G06839,,,,
AT5G06850,,,,
AT5G06910,,,,
AT5G06920,,,,
AT5G06930,,,,
AT5G06950,,,,
AT5G06960,,,,
AT5G06970,,,,
AT5G06990,,,,
AT5G07060,,,,
AT5G07070,,,,
AT5G07090,,,,
AT5G07130,,,,
AT5G07160,,,,
AT5G07180,,,,
AT5G07200,,,,
AT5G07210,,,,
AT5G07230,,,,
AT5G07250,,,,
AT5G07280,,,,
AT5G07340,,,,
AT5G07350,,,,
AT5G07380,,,,
AT5G07410,,,,
AT5G07480,,,,
AT5G07490,,,,
AT5G07530,,,,
AT5G07580,,,,
AT5G07630,,,,
AT5G07680,,,,
AT5G07690,,,,
AT5G07730,,,,
AT5G07770,,,,
AT5G07810,,,,
AT5G07890,,,,
AT5G07920,,,,
AT5G07930,,,,
AT5G07970,,,,
AT5G07980,,,,
AT5G07990,,,,
AT5G08020,,,,
AT5G08030,,,,
AT5G08040,,,,
AT5G08120,,,,
AT5G08130,,,,
AT5G08139,,,,
AT5G08150,,,,
AT5G08160,,,,
AT5G08170,,,,
AT5G08180,,,,
AT5G08190,,,,
AT5G08240,,,,
AT5G08250,,,,
AT5G08260,,,,
AT5G08290,,,,
AT5G08305,,,,
AT5G08370,,,,
AT5G08391,,,,
AT5G08410,,,,
AT5G08450,,,,
AT5G08470,,,,
AT5G08550,,,,
AT5G08660,,,,
AT5G08695,,,,
AT5G08750,,,,
AT5G09225,,,,
AT5G09310,,,,
AT5G09330,,,,
AT5G09440,,,,
AT5G09460,,,,
AT5G09510,,,,
AT5G09550,,,,
AT5G09580,,,,
AT5G09640,,,,
AT5G09730,,,,
AT5G09740,,,,
AT5G09770,,,,
AT5G09800,,,,
AT5G09805,,,,
AT5G09820,,,,
AT5G09860,,,,
AT5G09870,,,,
AT5G09876,,,,
AT5G09890,,,,
AT5G09910,,,,
AT5G09978,,,,
