,ZM_PC1,ZMPC2,ZM_PC3
SEEDGWAS3427:MRG:4:250064355,-1.324016211,0.391381345,-0.613611703
SEEDGWAS3428:MRG:4:250064356,-1.004994478,0.240117141,0.529726704
SEEDGWAS343:MRG:4:250059094,-4.249534746,2.112957685,1.148355915
SEEDGWAS3435:MRG:4:250064361,-8.191395903,-1.520524519,1.671018747
SEEDGWAS3436:MRG:4:250064362,-8.307666621,-1.60470026,1.640194241
SEEDGWAS3447:MRG:4:250064369,1.383956622,1.94345806,-1.457499168
SEEDGWAS345:MRG:4:250059095,-1.487538501,-4.383144575,-4.453167821
SEEDGWAS3451:MRG:4:250064372,-1.144991375,-0.60803375,2.608854351
SEEDGWAS3452:MRG:4:250064373,-1.166602512,-1.819935293,1.025404856
SEEDGWAS3453:MRG:4:250064374,-1.166602512,-1.819935293,1.025404856
SEEDGWAS3454:MRG:4:250069650,0.872643472,-1.775949242,-4.443691378
SEEDGWAS3462:MRG:4:250064379,0.102688848,-3.410451178,-4.205669461
SEEDGWAS348:MRG:4:250059096,-1.557013674,-1.316150098,0.895265457
SEEDGWAS349:MRG:4:250059097,-0.950098009,-0.334280449,0.280009191
SEEDGWAS3494:MRG:4:250064423,3.035656292,1.740073694,-1.721420915
SEEDGWAS3495:MRG:4:250069672,2.455976844,1.923798259,-0.571205734
SEEDGWAS3496:MRG:4:250064424,0.899124785,1.30207363,0.672813691
SEEDGWAS3497:MRG:4:250069673,0.630733544,2.690123934,-0.271241639
SEEDGWAS3499:MRG:4:250064425,3.733652395,1.121717555,-0.802721441
SEEDGWAS350:MRG:4:250059098,-0.870873857,-0.773013513,0.105976692
SEEDGWAS352:MRG:4:250059099,-0.80353478,-0.786945639,-0.228827075
SEEDGWAS353:MRG:4:250059101,-1.111507988,-0.414523605,-0.771879345
SEEDGWAS354:MRG:4:250059102,-1.220031,-2.248495428,-0.369987721
SEEDGWAS3556:MRG:4:250069677,1.457573644,-1.579986647,-4.188764106
SEEDGWAS357:MRG:4:250059104,-6.781805038,-1.423206529,2.2709343
SEEDGWAS3592:MRG:4:250069707,0.537035131,-2.180552948,-4.791968123
SEEDGWAS3594:MRG:4:250069709,3.208571934,0.25016478,-0.062237247
SEEDGWAS3595:MRG:4:250069710,4.104559125,1.841842189,-2.312688521
SEEDGWAS3596:MRG:4:250064468,0.654729488,0.822669779,0.868320277
SEEDGWAS3597:MRG:4:250064470,2.312179266,0.79269911,0.640386195
SEEDGWAS3598:MRG:4:250064472,2.312179266,0.79269911,0.640386195
SEEDGWAS3599:MRG:4:250069711,-0.623075954,1.50703703,1.113141074
SEEDGWAS3600:MRG:4:250064473,1.493772821,-3.477548168,1.148290538
SEEDGWAS3606:MRG:4:250069713,8.778645782,-6.000507493,-0.219695285
SEEDGWAS3607:MRG:4:250064476,-1.616187007,0.359851971,-0.585479205
SEEDGWAS3608:MRG:4:250064477,-3.783960163,-1.745948582,-1.859804205
SEEDGWAS3609:MRG:4:250069714,4.712785841,1.107291335,-2.734938131
SEEDGWAS3610:MRG:4:250069715,6.551266847,-2.638243894,-1.97546236
SEEDGWAS3611:MRG:4:250064478,-0.149228124,2.218389227,0.432096393
SEEDGWAS3612:MRG:4:250069716,1.167416931,1.488697445,0.413932172
SEEDGWAS3614:MRG:4:250064479,-1.026827068,-0.802757935,1.218631219
SEEDGWAS3616:MRG:4:250064481,-1.477448485,-0.200039297,1.40667883
SEEDGWAS3617:MRG:4:250064482,-2.186556475,2.050008119,0.870042866
SEEDGWAS3618:MRG:4:250069748,-0.356896355,0.807325123,1.664113815
SEEDGWAS3619:MRG:4:250064483,-1.477448485,-0.200039297,1.40667883
SEEDGWAS3620:MRG:4:250069750,1.738215372,1.292581704,0.482422548
SEEDGWAS3621:MRG:4:250064484,-1.026827068,-0.802757935,1.218631219
SEEDGWAS3622:MRG:4:250069751,3.041679916,2.078969469,-1.086329804
SEEDGWAS3623:MRG:4:250064485,1.600824948,1.011753443,-1.083686859
SEEDGWAS3624:MRG:4:250064486,1.600824948,1.011753443,-1.083686859
SEEDGWAS3627:MRG:4:250069754,4.265044966,0.924543775,-1.189374827
SEEDGWAS3628:MRG:4:250069755,3.187189861,0.592494955,-0.202497597
SEEDGWAS3629:MRG:4:250069756,3.314586205,0.460197937,0.106966054
SEEDGWAS3630:MRG:4:250069757,1.492438825,1.736844657,0.300803672
SEEDGWAS3632:MRG:4:250064487,-1.616187007,0.359851971,-0.585479205
SEEDGWAS3633:MRG:4:250069760,5.191227552,0.833317552,-1.904588517
SEEDGWAS3636:MRG:4:250069762,-0.169493805,2.623679564,0.511732784
SEEDGWAS3638:MRG:4:250064488,1.600177449,1.032062076,0.558722098
SEEDGWAS3639:MRG:4:250069763,2.605030525,1.252366191,-0.213410073
SEEDGWAS3640:MRG:4:250069764,-0.873357669,2.401011538,0.559033499
SEEDGWAS3641:MRG:4:250069765,3.775595519,1.092458246,-0.557447693
SEEDGWAS3644:MRG:4:250069766,3.100767146,0.396191185,0.114006389
SEEDGWAS3646:MRG:4:250064490,3.058041075,0.672392293,-1.850184555
SEEDGWAS3647:MRG:4:250069767,1.170934085,1.378191576,0.571980114
SEEDGWAS3651:MRG:4:250069768,0.365909278,-0.596469348,-0.081187315
SEEDGWAS3652:MRG:4:250069769,3.254114194,2.144771753,-3.533463397
SEEDGWAS3653:MRG:4:250069770,3.100767146,0.396191185,0.114006389
SEEDGWAS3654:MRG:4:250064493,-2.039542306,0.493499815,-1.980714695
SEEDGWAS3655:MRG:4:250069771,-1.442539039,3.429831752,0.341206059
SEEDGWAS3656:MRG:4:250069772,-0.186478524,0.634556622,1.261871868
SEEDGWAS3657:MRG:4:250069773,-0.186478524,0.634556622,1.261871868
SEEDGWAS3658:MRG:4:250064494,0.327359915,1.66328343,0.707868672
SEEDGWAS3659:MRG:4:250064495,-0.611440755,1.266366891,1.239693873
SEEDGWAS3660:MRG:4:250069774,5.249521061,0.791795333,-2.483398254
SEEDGWAS367:MRG:4:250059145,-2.013173078,-0.253810166,-0.761381764
SEEDGWAS3675:MRG:4:250064507,-1.681088129,-4.311179746,-3.518750899
SEEDGWAS3676:MRG:4:250064508,-1.766138374,-4.568896329,-4.402003212
SEEDGWAS368:MRG:4:250059146,-2.459637081,2.010920751,-0.860599062
SEEDGWAS3682:MRG:4:250069778,2.788207594,0.984761358,-0.116803678
SEEDGWAS3683:MRG:4:250069779,2.968526411,0.004055743,0.159707821
SEEDGWAS3687:MRG:4:250069781,3.702704156,-3.393089802,2.638347956
SEEDGWAS3690:MRG:4:250064509,1.268365019,-1.977330119,1.753830856
SEEDGWAS3692:MRG:4:250069785,0.455419225,1.426444963,0.915971027
SEEDGWAS3693:MRG:4:250064541,-0.1848748,0.549293709,1.539670396
SEEDGWAS3694:MRG:4:250069786,5.181502051,0.352927076,-1.588768572
SEEDGWAS3696:MRG:4:250064542,-0.167994146,-1.807553109,1.334059028
SEEDGWAS3697:MRG:4:250064543,-0.167994146,-1.807553109,1.334059028
SEEDGWAS3698:MRG:4:250069788,2.464002325,0.242244068,-1.64572918
SEEDGWAS3699:MRG:4:250069789,2.656583377,0.205671985,-1.009498915
SEEDGWAS3700:MRG:4:250069790,5.141270438,0.719996716,-2.125034644
SEEDGWAS3701:MRG:4:250069791,3.708524798,-1.551882838,0.204816986
SEEDGWAS3702:MRG:4:250069792,3.708524798,-1.551882838,0.204816986
SEEDGWAS3704:MRG:4:250069793,3.708524798,-1.551882838,0.204816986
SEEDGWAS3705:MRG:4:250064544,4.122812334,-0.434058623,-0.113318686
SEEDGWAS3706:MRG:4:250069795,3.747223665,0.082480974,-0.048298203
SEEDGWAS3708:MRG:4:250069796,2.956165069,0.383577357,0.342813783
SEEDGWAS3709:MRG:4:250069797,4.111320641,0.809805627,-0.647779422
SEEDGWAS3710:MRG:4:250069798,3.702704156,-3.393089802,2.638347956
SEEDGWAS3711:MRG:4:250069799,3.702704156,-3.393089802,2.638347956
SEEDGWAS3712:MRG:4:250069800,3.702704156,-3.393089802,2.638347956
SEEDGWAS3713:MRG:4:250069801,3.148680218,-0.498214207,1.417995097
SEEDGWAS3714:MRG:4:250069802,2.790363394,-0.451755703,1.535298042
SEEDGWAS3715:MRG:4:250069803,3.702704156,-3.393089802,2.638347956
SEEDGWAS3716:MRG:4:250069804,-0.013518091,0.651591284,0.047374511
SEEDGWAS3717:MRG:4:250069805,3.612912467,-0.430628008,0.945178544
SEEDGWAS3718:MRG:4:250069806,3.464430426,-0.180501423,0.960991976
SEEDGWAS3720:MRG:4:250069808,3.777748634,-1.282365822,1.076052744
SEEDGWAS3721:MRG:4:250069809,3.990313139,-0.819992831,1.181270411
SEEDGWAS3722:MRG:4:250064545,3.056143447,-0.192483533,1.112136656
SEEDGWAS3723:MRG:4:250069810,3.774351828,-1.518102318,1.577749994
SEEDGWAS3724:MRG:4:250064546,3.969622347,-1.702550469,1.553232069
SEEDGWAS3725:MRG:4:250069811,3.969622347,-1.702550469,1.553232069
SEEDGWAS3726:MRG:4:250064547,1.379235548,-0.212230813,-0.609355618
SEEDGWAS3727:MRG:4:250069812,4.132015334,-6.105055826,4.156393173
SEEDGWAS3728:MRG:4:250064548,2.583901661,-0.130184394,1.432728662
SEEDGWAS373:MRG:4:250059149,-3.273392166,-2.045963238,1.411294743
SEEDGWAS3730:MRG:4:250064549,-0.453400564,-2.316014763,2.308636407
SEEDGWAS3731:MRG:4:250069814,1.886923357,-2.128925961,2.394407158
SEEDGWAS3733:MRG:4:250069815,4.047859258,-0.250932252,0.049426389
SEEDGWAS3734:MRG:4:250064550,-0.932790954,-1.339720639,2.358491946
SEEDGWAS3735:MRG:4:250069816,2.443145493,-0.013990403,1.050848052
SEEDGWAS3736:MRG:4:250069817,4.440470927,-1.301975233,0.977678466
SEEDGWAS3737:MRG:4:250069818,3.870537668,-1.411844794,1.495560073
SEEDGWAS3739:MRG:4:250064551,3.455422718,-3.109928853,1.342581949
SEEDGWAS3740:MRG:4:250069819,3.598054714,0.298088457,0.016015294
SEEDGWAS3742:MRG:4:250069820,3.398428415,-0.89060574,1.30466885
SEEDGWAS3744:MRG:4:250064552,0.351697827,-2.578905224,0.403572635
SEEDGWAS3745:MRG:4:250069821,4.440470927,-1.301975233,0.977678466
SEEDGWAS3746:MRG:4:250064553,0.351697827,-2.578905224,0.403572635
SEEDGWAS3748:MRG:4:250064555,0.575434632,0.246793845,-0.393265241
SEEDGWAS3750:MRG:4:250069823,4.048040438,-0.808250665,1.008990911
SEEDGWAS3751:MRG:4:250069824,2.084801318,1.221228001,0.374712565
SEEDGWAS3753:MRG:4:250069825,4.560690516,-1.703788142,1.589250338
SEEDGWAS3754:MRG:4:250064556,4.911551921,-4.091641436,3.548581465
SEEDGWAS3756:MRG:4:250069826,5.477940532,0.56996993,-2.398871849
SEEDGWAS3757:MRG:4:250069827,4.440470927,-1.301975233,0.977678466
SEEDGWAS3758:MRG:4:250069828,4.440470927,-1.301975233,0.977678466
SEEDGWAS376:MRG:4:250059151,-1.623636021,0.155817727,1.477726267
SEEDGWAS3762:MRG:4:250069829,4.342543995,-1.60350718,0.971542988
SEEDGWAS3763:MRG:4:250064559,0.351697827,-2.578905224,0.403572635
SEEDGWAS3765:MRG:4:250069830,-1.354253643,-1.147563928,2.529274919
SEEDGWAS3767:MRG:4:250069831,4.442035215,-2.581453298,2.160244321
SEEDGWAS3768:MRG:4:250064560,2.772746498,0.167726323,0.958637237
SEEDGWAS3769:MRG:4:250069832,2.788207594,0.984761358,-0.116803678
SEEDGWAS3770:MRG:4:250069833,3.474852493,0.226277745,0.021184304
SEEDGWAS3771:MRG:4:250069834,2.788207594,0.984761358,-0.116803678
SEEDGWAS3772:MRG:4:250064561,0.351697827,-2.578905224,0.403572635
SEEDGWAS3774:MRG:4:250064562,2.410007655,0.382184281,0.879380402
SEEDGWAS3775:MRG:4:250069835,2.410007655,0.382184281,0.879380402
SEEDGWAS3776:MRG:4:250064563,2.033937139,0.170192017,-0.246090245
SEEDGWAS3777:MRG:4:250069836,2.410007655,0.382184281,0.879380402
SEEDGWAS3778:MRG:4:250069837,2.788207594,0.984761358,-0.116803678
SEEDGWAS3779:MRG:4:250069838,3.174879335,0.356617264,0.035947751
SEEDGWAS3780:MRG:4:250069839,3.775595519,1.092458246,-0.557447693
SEEDGWAS3782:MRG:4:250069840,2.717181496,1.729129728,-0.034311504
SEEDGWAS3783:MRG:4:250069841,3.240516477,-0.599997655,1.399858308
SEEDGWAS3786:MRG:4:250069842,5.477940532,0.56996993,-2.398871849
SEEDGWAS3787:MRG:4:250069843,3.408119207,1.390273654,-0.530457274
SEEDGWAS3790:MRG:4:250064564,-1.713490168,4.423087217,-0.10235043
SEEDGWAS3794:MRG:4:250064567,-1.713490168,4.423087217,-0.10235043
SEEDGWAS3795:MRG:4:250064568,-0.123678715,2.482801271,-0.416807049
SEEDGWAS3796:MRG:4:250064569,-0.123678715,2.482801271,-0.416807049
SEEDGWAS3798:MRG:4:250064570,1.602930761,1.470292829,0.379256719
SEEDGWAS3799:MRG:4:250064571,-0.458942615,2.633757637,-0.337450526
SEEDGWAS38:MRG:4:250054474,-2.667364374,-0.288805466,-2.134964231
SEEDGWAS3800:MRG:4:250069877,1.659888088,3.151427077,-3.15647276
SEEDGWAS3803:MRG:4:250069878,2.292317566,3.160286599,-3.405844256
SEEDGWAS3804:MRG:4:250064574,-1.11493661,1.015911482,-1.180955357
SEEDGWAS3806:MRG:4:250064576,-2.93373937,0.122776612,-1.671748074
SEEDGWAS3809:MRG:4:250064578,2.782753187,2.22299671,-4.07975505
SEEDGWAS3810:MRG:4:250064579,2.729868159,2.29210666,-4.415159007
SEEDGWAS3811:MRG:4:250064580,1.009467169,2.968286879,-4.474637449
SEEDGWAS3813:MRG:4:250064581,1.985886467,4.751571063,-3.7368918
SEEDGWAS3816:MRG:4:250064583,2.729868159,2.29210666,-4.415159007
SEEDGWAS3818:MRG:4:250069882,1.985886467,4.751571063,-3.7368918
SEEDGWAS3819:MRG:4:250064584,2.91040978,2.334359224,-4.29306492
SEEDGWAS3820:MRG:4:250064585,-2.93373937,0.122776612,-1.671748074
SEEDGWAS3821:MRG:4:250064587,2.4771081,2.201396245,-4.165568038
SEEDGWAS3822:MRG:4:250064588,2.91040978,2.334359224,-4.29306492
SEEDGWAS3823:MRG:4:250069883,1.009467169,2.968286879,-4.474637449
SEEDGWAS3824:MRG:4:250064589,-1.11493661,1.015911482,-1.180955357
SEEDGWAS3825:MRG:4:250064590,2.574053182,2.45172491,-4.228701716
SEEDGWAS3826:MRG:4:250064591,2.799172035,2.376252098,-4.603449339
SEEDGWAS3827:MRG:4:250064592,1.060508492,1.618681344,-3.417876473
SEEDGWAS3828:MRG:4:250064593,-2.90762521,0.111378189,-1.904983338
SEEDGWAS3829:MRG:4:250069884,2.022585016,4.948552113,-4.068270306
SEEDGWAS3830:MRG:4:250064594,0.240106667,2.53996535,-2.981762955
SEEDGWAS3831:MRG:4:250064595,0.539083061,2.756568324,-3.658985778
SEEDGWAS3832:MRG:4:250064596,0.698751518,2.120857777,-3.405053741
SEEDGWAS3833:MRG:4:250064597,-1.681600595,-1.397446527,0.838067074
SEEDGWAS3836:MRG:4:250064598,-1.95613888,-0.646413495,-1.124699566
SEEDGWAS3837:MRG:4:250064599,-1.635371923,-0.061418604,-0.849528095
SEEDGWAS3838:MRG:4:250064600,-0.521770658,1.788829115,1.077308827
SEEDGWAS3839:MRG:4:250064601,-1.157936892,1.90071972,0.764280489
SEEDGWAS3840:MRG:4:250064602,-1.172531126,-0.569265598,0.355463515
SEEDGWAS3841:MRG:4:250064603,-1.454488021,-1.512472404,-3.344323384
SEEDGWAS3842:MRG:4:250069885,-0.272331913,-0.715839823,0.315462508
SEEDGWAS3845:MRG:4:250064606,-1.280095419,-5.191334591,-3.44129593
SEEDGWAS3846:MRG:4:250064607,-0.497648813,-3.630186565,-3.246632085
SEEDGWAS3848:MRG:4:250064609,-1.843100196,-4.206849843,-4.305807388
SEEDGWAS3849:MRG:4:250064610,-1.951774591,-4.11145946,-4.420962893
SEEDGWAS3850:MRG:4:250064611,-1.494141868,-4.50629554,-4.36318994
SEEDGWAS3853:MRG:4:250064612,-0.664971179,-3.409093296,-3.589761226
SEEDGWAS3854:MRG:4:250064613,-0.510534903,-3.836516914,-4.001583282
SEEDGWAS3855:MRG:4:250064614,-1.430278279,-4.056007919,-3.632386059
SEEDGWAS3856:MRG:4:250064615,-2.177957788,-3.929547596,-4.559453444
SEEDGWAS3857:MRG:4:250064616,-2.245179706,-4.139742777,-4.631156038
SEEDGWAS3858:MRG:4:250064617,-1.494141868,-4.50629554,-4.36318994
SEEDGWAS3859:MRG:4:250064618,-2.177957788,-3.929547596,-4.559453444
SEEDGWAS3860:MRG:4:250064619,-2.177957788,-3.929547596,-4.559453444
SEEDGWAS3861:MRG:4:250064620,-1.598703653,-4.334246544,-4.487228212
SEEDGWAS3862:MRG:4:250064621,-2.245179706,-4.139742777,-4.631156038
SEEDGWAS3864:MRG:4:250064622,-1.70229661,-0.47732248,0.349274929
SEEDGWAS3865:MRG:4:250064623,-0.534217512,-1.97042265,0.065301151
SEEDGWAS3866:MRG:4:250064624,1.601464563,0.165766583,-1.806556235
SEEDGWAS3867:MRG:4:250064625,2.91040978,2.334359224,-4.29306492
SEEDGWAS3868:MRG:4:250064626,2.782753187,2.22299671,-4.07975505
SEEDGWAS3869:MRG:4:250064627,-2.699223712,4.712055241,-0.170683815
SEEDGWAS3870:MRG:4:250064628,1.482649329,1.45105531,-1.156232674
SEEDGWAS3871:MRG:4:250064629,-1.494141868,-4.50629554,-4.36318994
SEEDGWAS3872:MRG:4:250064630,2.91040978,2.334359224,-4.29306492
SEEDGWAS3873:MRG:4:250064631,-2.27884625,-3.951471316,-4.697308606
SEEDGWAS3874:MRG:4:250064632,1.060508492,1.618681344,-3.417876473
SEEDGWAS3875:MRG:4:250069886,-2.454388827,2.591303749,1.596676932
SEEDGWAS3876:MRG:4:250069887,-3.374847778,2.701761856,1.698489012
SEEDGWAS3877:MRG:4:250069888,-2.615352171,1.320411867,2.021831283
SEEDGWAS3879:MRG:4:250069889,-3.692887296,2.559113241,1.868458355
SEEDGWAS3881:MRG:4:250069891,-1.949424108,0.938987224,1.838705721
SEEDGWAS3882:MRG:4:250069892,-1.949424108,0.938987224,1.838705721
SEEDGWAS3883:MRG:4:250064633,-1.949424108,0.938987224,1.838705721
SEEDGWAS3884:MRG:4:250064634,-1.949424108,0.938987224,1.838705721
SEEDGWAS3885:MRG:4:250064635,-0.712183977,1.397738025,0.975649271
SEEDGWAS3886:MRG:4:250069893,-0.712183977,1.397738025,0.975649271
SEEDGWAS3887:MRG:4:250064636,-3.48402129,2.988676043,0.755036946
SEEDGWAS3888:MRG:4:250065557,-3.48402129,2.988676043,0.755036946
SEEDGWAS3889:MRG:4:250065559,0.093654337,2.695808036,-0.297774968
SEEDGWAS3890:MRG:4:250065560,1.368588781,1.575100366,0.036082124
SEEDGWAS3891:MRG:4:250065561,1.368588781,1.575100366,0.036082124
SEEDGWAS3892:MRG:4:250069894,-1.373353754,3.168669161,-0.425579844
SEEDGWAS3893:MRG:4:250065562,-1.373353754,3.168669161,-0.425579844
SEEDGWAS3894:MRG:4:250065563,-1.618973531,2.826201302,-0.114519824
SEEDGWAS3895:MRG:4:250069895,-1.373353754,3.168669161,-0.425579844
SEEDGWAS3896:MRG:4:250065564,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3897:MRG:4:250065565,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3898:MRG:4:250069896,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3899:MRG:4:250065566,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3900:MRG:4:250065567,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3901:MRG:4:250065568,-1.327309597,3.754679701,-1.232375052
SEEDGWAS3902:MRG:4:250065569,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3903:MRG:4:250065570,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3904:MRG:4:250065571,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3905:MRG:4:250065572,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3906:MRG:4:250069897,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3907:MRG:4:250069898,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3908:MRG:4:250069899,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3909:MRG:4:250065573,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3910:MRG:4:250065574,-0.982182728,3.518662762,-1.281940237
SEEDGWAS3911:MRG:4:250065575,0.101575872,4.48013227,-2.377121258
SEEDGWAS3912:MRG:4:250065576,0.077814208,4.353234057,-2.240943779
SEEDGWAS3913:MRG:4:250065577,-0.415036204,3.699510557,-2.212046673
SEEDGWAS3914:MRG:4:250065578,-0.415036204,3.699510557,-2.212046673
SEEDGWAS3915:MRG:4:250065579,-0.415036204,3.699510557,-2.212046673
SEEDGWAS3916:MRG:4:250065580,-0.415036204,3.699510557,-2.212046673
SEEDGWAS3917:MRG:4:250065581,-0.475422146,4.265322563,-1.97346717
SEEDGWAS3918:MRG:4:250069900,-0.870669385,3.915867387,-1.20384597
SEEDGWAS3919:MRG:4:250065582,-0.808149254,2.019001358,-0.252706986
SEEDGWAS3922:MRG:4:250065583,-1.318272061,2.910195637,-0.835798503
SEEDGWAS3923:MRG:4:250065584,0.181785622,3.842449199,-2.303760444
SEEDGWAS3924:MRG:4:250065585,0.181785622,3.842449199,-2.303760444
SEEDGWAS3925:MRG:4:250069901,2.603472986,4.090780104,-3.922177401
SEEDGWAS3926:MRG:4:250065586,2.603472986,4.090780104,-3.922177401
SEEDGWAS3927:MRG:4:250069903,0.864763294,4.001963233,-2.510671113
SEEDGWAS3928:MRG:4:250069904,0.864763294,4.001963233,-2.510671113
SEEDGWAS3929:MRG:4:250065587,0.857734732,3.962096525,-2.705249972
SEEDGWAS3930:MRG:4:250069905,0.857734732,3.962096525,-2.705249972
SEEDGWAS3931:MRG:4:250069906,0.857734732,3.962096525,-2.705249972
SEEDGWAS3932:MRG:4:250065588,1.03592543,3.421076048,-2.573415474
SEEDGWAS3933:MRG:4:250069907,0.998369581,3.760460626,-2.81550158
SEEDGWAS3934:MRG:4:250069908,2.674536694,0.440221673,-1.758607693
SEEDGWAS3935:MRG:4:250065589,1.659888088,3.151427077,-3.15647276
SEEDGWAS3936:MRG:4:250065590,1.659888088,3.151427077,-3.15647276
SEEDGWAS3938:MRG:4:250065591,1.766326346,3.281543863,-3.331812134
SEEDGWAS3939:MRG:4:250065592,1.766326346,3.281543863,-3.331812134
SEEDGWAS3940:MRG:4:250065593,1.766326346,3.281543863,-3.331812134
SEEDGWAS3942:MRG:4:250065594,1.766326346,3.281543863,-3.331812134
SEEDGWAS3943:MRG:4:250069909,1.688399973,4.185721966,-3.98681732
SEEDGWAS3944:MRG:4:250069910,1.937032693,3.653705343,-2.830931677
SEEDGWAS3945:MRG:4:250069911,1.937032693,3.653705343,-2.830931677
SEEDGWAS3946:MRG:4:250069912,1.937032693,3.653705343,-2.830931677
SEEDGWAS3947:MRG:4:250069913,2.05522804,3.43961943,-2.920242717
SEEDGWAS3948:MRG:4:250065595,1.985886467,4.751571063,-3.7368918
SEEDGWAS3949:MRG:4:250065596,0.857734732,3.962096525,-2.705249972
SEEDGWAS3951:MRG:4:250065597,-2.735456559,-3.724249595,-5.014158498
SEEDGWAS3954:MRG:4:250065598,-1.911838689,-3.86079729,-4.811709192
SEEDGWAS3955:MRG:4:250065599,-2.177957788,-3.929547596,-4.559453444
SEEDGWAS3956:MRG:4:250065600,-1.430278279,-4.056007919,-3.632386059
SEEDGWAS3957:MRG:4:250065601,-1.985045986,-4.332661174,-4.408603199
SEEDGWAS3959:MRG:4:250065603,-1.657785075,-4.464760021,-4.464171819
SEEDGWAS3960:MRG:4:250065604,2.00252432,1.138397812,-2.064334786
SEEDGWAS3961:MRG:4:250069914,-1.949424108,0.938987224,1.838705721
SEEDGWAS3962:MRG:4:250065605,-3.518129257,2.070770885,1.413394641
SEEDGWAS3966:MRG:4:250065607,-1.666787463,1.739678193,-1.919590368
SEEDGWAS3969:MRG:4:250069917,-0.149228124,2.218389227,0.432096393
SEEDGWAS3970:MRG:4:250069918,-3.641984458,0.335987102,0.536677913
SEEDGWAS3971:MRG:4:250069919,-0.149228124,2.218389227,0.432096393
SEEDGWAS3972:MRG:4:250065609,1.368588781,1.575100366,0.036082124
SEEDGWAS3974:MRG:4:250065611,-3.641984458,0.335987102,0.536677913
SEEDGWAS3975:MRG:4:250065613,-0.92312232,0.868510932,-0.663956106
SEEDGWAS3976:MRG:4:250065614,-2.182151991,0.132451952,-0.584068372
SEEDGWAS3977:MRG:4:250065615,3.102627885,1.854547235,-3.447511986
SEEDGWAS3978:MRG:4:250065616,-6.028806724,-0.490192408,1.536355015
SEEDGWAS3985:MRG:4:250065618,-1.812630088,2.214227407,1.299269162
SEEDGWAS3986:MRG:4:250065619,-0.92312232,0.868510932,-0.663956106
SEEDGWAS3987:MRG:4:250069923,3.96748324,-1.46820185,-3.450956597
SEEDGWAS3988:MRG:4:250065620,-0.309084081,0.642237832,-2.814697563
SEEDGWAS3989:MRG:4:250069924,-1.335431397,-0.29264867,2.074887891
SEEDGWAS399:MRG:4:250059171,-3.851768974,1.638420274,1.278782483
SEEDGWAS3990:MRG:4:250065621,-1.318272061,2.910195637,-0.835798503
SEEDGWAS3991:MRG:4:250065622,-0.018393005,0.982883089,1.30105307
SEEDGWAS3995:MRG:4:250065625,-0.814520242,-3.218550783,-3.96357244
SEEDGWAS3997:MRG:4:250065627,0.539083061,2.756568324,-3.658985778
SEEDGWAS3998:MRG:4:250065628,0.595268739,2.212942984,-3.276849118
SEEDGWAS3999:MRG:4:250065629,-2.742700902,2.356487746,2.106221107
SEEDGWAS4:MRG:4:250054448,-3.715516169,2.662927411,1.661834127
SEEDGWAS4000:MRG:4:250065630,-1.088093295,1.518981788,1.096250171
SEEDGWAS4001:MRG:4:250065631,-0.860094184,-0.055919318,0.515651688
SEEDGWAS4002:MRG:4:250065632,1.811222138,0.885087934,-1.49378772
SEEDGWAS4003:MRG:4:250065633,1.824949326,0.925319349,-1.519816965
SEEDGWAS4004:MRG:4:250065634,2.04026619,0.761317896,-1.495515021
SEEDGWAS4005:MRG:4:250065635,2.138272126,0.225216109,-1.057660756
SEEDGWAS4006:MRG:4:250065636,1.985886467,4.751571063,-3.7368918
SEEDGWAS4007:MRG:4:250065637,1.368588781,1.575100366,0.036082124
SEEDGWAS4008:MRG:4:250065638,1.368588781,1.575100366,0.036082124
SEEDGWAS401:MRG:4:250059173,-4.910483992,2.086049279,2.591148418
SEEDGWAS4010:MRG:4:250065639,-2.102917398,-0.047180111,-2.598298017
SEEDGWAS4011:MRG:4:250065640,-1.525546761,-1.403994644,-3.637732765
SEEDGWAS4012:MRG:4:250065641,-1.684237164,-1.699219976,-3.52459798
SEEDGWAS4013:MRG:4:250065642,-1.351230741,-2.107574376,-3.868548502
SEEDGWAS4014:MRG:4:250065643,-1.249812679,-2.2894929,-3.784863648
SEEDGWAS4015:MRG:4:250065644,-1.687176876,-2.067354631,-2.608423523
SEEDGWAS4016:MRG:4:250065645,-0.978307683,1.939838158,0.54726571
SEEDGWAS4017:MRG:4:250065646,-0.978307683,1.939838158,0.54726571
SEEDGWAS4018:MRG:4:250065648,-2.00987773,-0.722173562,-3.024635151
SEEDGWAS4019:MRG:4:250065649,0.539083061,2.756568324,-3.658985778
SEEDGWAS402:MRG:4:250059174,-1.779285505,1.953104121,0.396706812
SEEDGWAS4020:MRG:4:250065650,-0.28598222,2.559464478,0.293649856
