rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
Chr1_22781400.0	1	22781400	0.0002767611	7	AT1G61688;AT1G61690;AT1G61700;AT1G61680;AT1G61710;AT1G61670;AT1G61720	AT1G61688	AT1G61688	12
Chr1_22781537.0	1	22781537	0.0002767611	7	AT1G61688;AT1G61690;AT1G61700;AT1G61680;AT1G61710;AT1G61670;AT1G61720	AT1G61688	AT1G61688	149
Chr1_22781773.0	1	22781773	0.0002767611	7	AT1G61688;AT1G61690;AT1G61700;AT1G61680;AT1G61710;AT1G61670;AT1G61720	AT1G61688	AT1G61688	385
Chr1_22782646.0	1	22782646	0.0002767611	6	AT1G61690;AT1G61688;AT1G61700;AT1G61710;AT1G61680;AT1G61720	AT1G61690	AT1G61690	0
Chr1_22785527.0	1	22785527	0.0002767611	6	AT1G61690;AT1G61700;AT1G61710;AT1G61688;AT1G61720;AT1G61730	AT1G61690	AT1G61690	0
Chr1_22786126.0	1	22786126	0.0002767611	7	AT1G61690;AT1G61700;AT1G61710;AT1G61688;AT1G61720;AT1G61730;AT1G61732	AT1G61690	AT1G61690	0
Chr4_3917790.0	4	3917790	0.0002767885	1	AT4G06688	AT4G06688	AT4G06688	2903
Chr1_16778383.0	1	16778383	0.0002769172	4	AT1G44110;AT1G44125;AT1G44120;AT1G44130	AT1G44110	AT1G44110	1136
Chr1_16789607.0	1	16789607	0.0002769172	5	AT1G44130;AT1G44120;AT1G44125;AT1G44160;AT1G44170	AT1G44130	AT1G44130	289
Chr4_7325966.0	4	7325966	0.0002769773	9	AT4G12350;AT4G12360;AT4G12340;AT4G12334;AT4G12370;AT4G12330;AT4G12380;AT4G12382;AT4G12320	AT4G12350	AT4G12350	0
Chr4_6083335.0	4	6083335	0.0002773668	5	AT4G09630;AT4G09620;AT4G09640;AT4G09610;AT4G09600	AT4G09630	AT4G09630	378
Chr4_6083432.0	4	6083432	0.0002773668	5	AT4G09630;AT4G09620;AT4G09640;AT4G09610;AT4G09600	AT4G09630	AT4G09630	281
Chr5_24395552.0	5	24395552	0.0002773824	3	AT5G60690;AT5G60700;AT5G60680	AT5G60690	AT5G60690	1471
Chr5_24395819.0	5	24395819	0.0002773824	3	AT5G60690;AT5G60700;AT5G60680	AT5G60690	AT5G60690	1204
Chr5_11755503.0	5	11755503	0.0002778599	0	NA	NA	NA	NA
Chr1_2876445.0	1	2876445	0.0002778953	7	AT1G08930;AT1G08940;AT1G08950;AT1G08960;AT1G08920;AT1G08970;AT1G08980	AT1G08930	AT1G08930	0
Chr3_11182613.0	3	11182613	0.0002779539	2	AT3G29230;AT3G29240	AT3G29230	AT3G29230	6190
Chr1_16641201.0	1	16641201	0.0002780262	1	AT1G43890	AT1G43890	AT1G43890	5531
Chr3_9223726.0	3	9223726	0.0002785569	7	AT3G25430;AT3G25440;AT3G25420;AT3G25410;AT3G25460;AT3G25470;AT3G25400	AT3G25430	AT3G25430	0
Chr3_15534016.0	3	15534016	0.000278596	3	AT3G43623;AT3G43630;AT3G43610	AT3G43623	AT3G43623	3543
Chr1_16595185.0	1	16595185	0.0002786854	1	AT1G43820	AT1G43820	AT1G43820	9409
Chr2_3539342.0	2	3539342	0.0002787206	0	NA	NA	NA	NA
Chr1_3249334.0	1	3249334	0.0002787494	5	AT1G09960;AT1G09970;AT1G09980;AT1G09950;AT1G09940	AT1G09960	AT1G09960	2134
Chr1_3249336.0	1	3249336	0.0002787494	5	AT1G09960;AT1G09970;AT1G09980;AT1G09950;AT1G09940	AT1G09960	AT1G09960	2136
Chr1_24639291.0	1	24639291	0.0002788834	5	AT1G66170;AT1G66160;AT1G66173;AT1G66150;AT1G66180	AT1G66170	AT1G66170	0
Chr1_24639534.0	1	24639534	0.0002788834	5	AT1G66170;AT1G66160;AT1G66173;AT1G66150;AT1G66180	AT1G66170	AT1G66170	0
Chr1_24641357.0	1	24641357	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	0
Chr1_24641364.0	1	24641364	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	0
Chr1_24641445.0	1	24641445	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	0
Chr1_24641467.0	1	24641467	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	0
Chr1_24641754.0	1	24641754	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	260
Chr1_24641786.0	1	24641786	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	292
Chr1_24641818.0	1	24641818	0.0002788834	5	AT1G66170;AT1G66173;AT1G66160;AT1G66180;AT1G66150	AT1G66170	AT1G66170	324
Chr3_4796622.0	3	4796622	0.0002789234	6	AT3G14370;AT3G14362;AT3G14360;AT3G14380;AT3G14385;AT3G14350	AT3G14370	AT3G14370	1223
Chr1_16793592.0	1	16793592	0.0002790252	5	AT1G44160;AT1G44170;AT1G44130;AT1G44120;AT1G44125	AT1G44160	AT1G44160	1237
Chr1_28845173.0	1	28845173	0.0002791546	6	AT1G76830;AT1G76840;AT1G76820;AT1G76850;AT1G76810;AT1G76860	AT1G76830	AT1G76830	0
Chr5_26505671.0	5	26505671	0.0002793487	7	AT5G66350;AT5G66340;AT5G66330;AT5G66360;AT5G66370;AT5G66320;AT5G66380	AT5G66350	AT5G66350	0
Chr1_16138696.0	1	16138696	0.0002794261	4	AT1G42990;AT1G43000;AT1G42980;AT1G42970	AT1G42990	AT1G42990	1233
Chr5_9009727.0	5	9009727	0.0002796776	6	AT5G25840;AT5G25830;AT5G25850;AT5G25860;AT5G25820;AT5G25870	AT5G25840	AT5G25840	997
Chr1_1423018.0	1	1423018	0.000280032	6	AT1G04990;AT1G05000;AT1G04985;AT1G04980;AT1G05010;AT1G04970	AT1G04990	AT1G04990	1229
Chr3_19137436.0	3	19137436	0.0002802483	6	AT3G51590;AT3G51600;AT3G51610;AT3G51580;AT3G51620;AT3G51570	AT3G51590	AT3G51590	761
Chr3_19142763.0	3	19142763	0.0002802483	7	AT3G51610;AT3G51620;AT3G51600;AT3G51590;AT3G51630;AT3G51632;AT3G51580	AT3G51610	AT3G51610	678
Chr3_19144273.0	3	19144273	0.0002802483	8	AT3G51620;AT3G51610;AT3G51630;AT3G51632;AT3G51600;AT3G51590;AT3G51636;AT3G51640	AT3G51620	AT3G51620	0
Chr3_19144853.0	3	19144853	0.0002802483	8	AT3G51620;AT3G51610;AT3G51630;AT3G51632;AT3G51600;AT3G51590;AT3G51636;AT3G51640	AT3G51620	AT3G51620	0
Chr3_19147811.0	3	19147811	0.0002802483	7	AT3G51620;AT3G51630;AT3G51632;AT3G51610;AT3G51636;AT3G51640;AT3G51600	AT3G51620	AT3G51620	0
Chr5_9847264.0	5	9847264	0.0002803718	6	AT5G27800;AT5G27790;AT5G27807;AT5G27780;AT5G27810;AT5G27770	AT5G27800	AT5G27800	3460
Chr3_9172699.0	3	9172699	0.0002805953	7	AT3G25190;AT3G25180;AT3G25200;AT3G25170;AT3G25210;AT3G25165;AT3G25220	AT3G25190	AT3G25190	1758
Chr5_9539938.0	5	9539938	0.000280744	7	AT5G27110;AT5G27120;AT5G27100;AT5G27130;AT5G27090;AT5G27140;AT5G27080	AT5G27110	AT5G27110	0
Chr5_7342106.0	5	7342106	0.0002807643	7	AT5G22140;AT5G22150;AT5G22130;AT5G22160;AT5G22120;AT5G22110;AT5G22170	AT5G22140	AT5G22140	200
Chr4_10770483.0	4	10770483	0.000280927	8	AT4G19829;AT4G19820;AT4G19830;AT4G19840;AT4G19810;AT4G19850;AT4G19860;AT4G19800	AT4G19829	AT4G19829	1650
Chr5_22069957.0	5	22069957	0.0002809751	10	AT5G54350;AT5G54360;AT5G54340;AT5G54330;AT5G54365;AT5G54370;AT5G54320;AT5G54375;AT5G54380;AT5G54310	AT5G54350	AT5G54350	178
Chr4_12120004.0	4	12120004	0.0002809957	6	AT4G23130;AT4G23140;AT4G23120;AT4G23150;AT4G23110;AT4G23160	AT4G23130	AT4G23130	0
Chr5_18043986.0	5	18043986	0.0002812595	7	AT5G44720;AT5G44710;AT5G44730;AT5G44705;AT5G44740;AT5G44700;AT5G44750	AT5G44720	AT5G44720	0
Chr1_17065734.0	1	17065734	0.0002813222	2	AT1G45130;AT1G45145	AT1G45130	AT1G45130	0
Chr1_19106405.0	1	19106405	0.0002816258	7	AT1G51520;AT1G51510;AT1G51530;AT1G51500;AT1G51538;AT1G51490;AT1G51540	AT1G51520	AT1G51520	282
Chr3_19629979.0	3	19629979	0.0002816543	7	AT3G52940;AT3G52930;AT3G52941;AT3G52920;AT3G52950;AT3G52955;AT3G52960	AT3G52940	AT3G52940	219
Chr3_19629982.0	3	19629982	0.0002816543	7	AT3G52940;AT3G52930;AT3G52941;AT3G52920;AT3G52950;AT3G52955;AT3G52960	AT3G52940	AT3G52940	216
Chr3_19629993.0	3	19629993	0.0002816543	7	AT3G52940;AT3G52930;AT3G52941;AT3G52920;AT3G52950;AT3G52955;AT3G52960	AT3G52940	AT3G52940	205
Chr3_19630022.0	3	19630022	0.0002816543	7	AT3G52940;AT3G52930;AT3G52941;AT3G52920;AT3G52950;AT3G52955;AT3G52960	AT3G52940	AT3G52940	176
Chr1_17448755.0	1	17448755	0.0002816782	3	AT1G47530;AT1G47540;AT1G47550	AT1G47530	AT1G47530	2925
Chr3_4537737.0	3	4537737	0.0002817956	5	AT3G13800;AT3G13790;AT3G13810;AT3G13784;AT3G13782	AT3G13800	AT3G13800	1030
Chr3_4538657.0	3	4538657	0.0002817956	4	AT3G13800;AT3G13790;AT3G13810;AT3G13784	AT3G13800	AT3G13800	110
Chr1_22729735.0	1	22729735	0.0002818352	6	AT1G61600;AT1G61590;AT1G61610;AT1G61580;AT1G61620;AT1G61575	AT1G61600	AT1G61600	81
Chr1_22729737.0	1	22729737	0.0002818352	6	AT1G61600;AT1G61590;AT1G61610;AT1G61580;AT1G61620;AT1G61575	AT1G61600	AT1G61600	79
Chr1_22731101.0	1	22731101	0.0002818352	5	AT1G61600;AT1G61610;AT1G61590;AT1G61620;AT1G61580	AT1G61600	AT1G61600	0
Chr1_9848797.0	1	9848797	0.0002819203	6	AT1G28190;AT1G28200;AT1G28180;AT1G28210;AT1G28170;AT1G28160	AT1G28190	AT1G28190	874
Chr4_1089452.0	4	1089452	0.0002820997	6	AT4G02480;AT4G02482;AT4G02485;AT4G02465;AT4G02489;AT4G02460	AT4G02480	AT4G02480	606
Chr4_754808.0	4	754808	0.0002821428	7	AT4G01740;AT4G01750;AT4G01735;AT4G01730;AT4G01760;AT4G01720;AT4G01770	AT4G01740	AT4G01740	0
Chr4_5116270.0	4	5116270	0.0002823007	0	NA	NA	NA	NA
Chr4_5116816.0	4	5116816	0.0002823007	0	NA	NA	NA	NA
Chr4_5122156.0	4	5122156	0.0002823007	0	NA	NA	NA	NA
Chr2_15907525.0	2	15907525	0.0002825887	8	AT2G38010;AT2G38000;AT2G38020;AT2G37990;AT2G38025;AT2G38030;AT2G38040;AT2G37980	AT2G38010	AT2G38010	0
Chr1_7107861.0	1	7107861	0.0002827507	8	AT1G20515;AT1G20520;AT1G20530;AT1G20510;AT1G20540;AT1G20500;AT1G20550;AT1G20490	AT1G20515	AT1G20515	0
Chr5_784796.0	5	784796	0.0002835528	6	AT5G03270;AT5G03280;AT5G03260;AT5G03250;AT5G03285;AT5G03290	AT5G03270	AT5G03270	799
Chr1_19914115.0	1	19914115	0.0002837599	6	AT1G53380;AT1G53370;AT1G53390;AT1G53366;AT1G53360;AT1G53350	AT1G53380	AT1G53380	0
Chr1_19916562.0	1	19916562	0.0002837599	8	AT1G53380;AT1G53390;AT1G53370;AT1G53366;AT1G53360;AT1G53400;AT1G53350;AT1G53410	AT1G53380	AT1G53380	45
Chr1_19928216.0	1	19928216	0.0002837599	5	AT1G53420;AT1G53400;AT1G53410;AT1G53390;AT1G53430	AT1G53420	AT1G53420	0
Chr1_19930313.0	1	19930313	0.0002837599	5	AT1G53420;AT1G53400;AT1G53410;AT1G53430;AT1G53390	AT1G53420	AT1G53420	0
Chr1_19933769.0	1	19933769	0.0002837599	5	AT1G53430;AT1G53420;AT1G53400;AT1G53410;AT1G53390	AT1G53430	AT1G53430	1394
Chr1_19948878.0	1	19948878	0.0002837599	5	AT1G53440;AT1G53450;AT1G53460;AT1G53430;AT1G53470	AT1G53440	AT1G53440	0
Chr1_19959181.0	1	19959181	0.0002837599	7	AT1G53470;AT1G53460;AT1G53480;AT1G53490;AT1G53450;AT1G53440;AT1G53500	AT1G53470	AT1G53470	0
Chr1_19969946.0	1	19969946	0.0002837599	7	AT1G53500;AT1G53510;AT1G53490;AT1G53480;AT1G53520;AT1G53530;AT1G53470	AT1G53500	AT1G53500	189
Chr1_19970509.0	1	19970509	0.0002837599	8	AT1G53510;AT1G53500;AT1G53490;AT1G53480;AT1G53520;AT1G53530;AT1G53470;AT1G53540	AT1G53510	AT1G53510	155
Chr1_19971495.0	1	19971495	0.0002837599	9	AT1G53510;AT1G53500;AT1G53490;AT1G53520;AT1G53530;AT1G53480;AT1G53540;AT1G53541;AT1G53470	AT1G53510	AT1G53510	0
Chr1_19978456.0	1	19978456	0.0002837599	11	AT1G53530;AT1G53520;AT1G53540;AT1G53541;AT1G53542;AT1G53543;AT1G53510;AT1G53550;AT1G53560;AT1G53500;AT1G53570	AT1G53530	AT1G53530	0
Chr1_19983267.0	1	19983267	0.0002837599	11	AT1G53550;AT1G53543;AT1G53542;AT1G53560;AT1G53541;AT1G53540;AT1G53530;AT1G53570;AT1G53520;AT1G53580;AT1G53510	AT1G53550	AT1G53550	144
Chr1_19984816.0	1	19984816	0.0002837599	10	AT1G53560;AT1G53550;AT1G53570;AT1G53543;AT1G53542;AT1G53541;AT1G53540;AT1G53530;AT1G53580;AT1G53520	AT1G53560	AT1G53560	0
Chr1_19986065.0	1	19986065	0.0002837599	10	AT1G53560;AT1G53570;AT1G53550;AT1G53543;AT1G53542;AT1G53541;AT1G53540;AT1G53580;AT1G53530;AT1G53520	AT1G53560	AT1G53560	82
Chr4_17536025.0	4	17536025	0.0002841915	3	AT4G37260;AT4G37250;AT4G37270	AT4G37260	AT4G37260	4465
Chr3_4224039.0	3	4224039	0.0002844406	8	AT3G13130;AT3G13120;AT3G13140;AT3G13150;AT3G13160;AT3G13170;AT3G13110;AT3G13100	AT3G13130	AT3G13130	287
Chr1_7765054.0	1	7765054	0.0002844586	5	AT1G22040;AT1G22030;AT1G22050;AT1G22020;AT1G22060	AT1G22040	AT1G22040	2870
Chr3_22221966.0	3	22221966	0.0002844622	4	AT3G60150;AT3G60140;AT3G60160;AT3G60130	AT3G60150	AT3G60150	139
Chr3_22222212.0	3	22222212	0.0002844622	4	AT3G60150;AT3G60140;AT3G60160;AT3G60130	AT3G60150	AT3G60150	0
Chr3_22225821.0	3	22225821	0.0002844622	3	AT3G60160;AT3G60150;AT3G60140	AT3G60160	AT3G60160	0
Chr3_22230018.0	3	22230018	0.0002844622	3	AT3G60160;AT3G60150;AT3G60140	AT3G60160	AT3G60160	814
Chr3_6685161.0	3	6685161	0.000284495	6	AT3G19280;AT3G19290;AT3G19300;AT3G19274;AT3G19270;AT3G19310	AT3G19280	AT3G19280	1269
Chr3_13830190.0	3	13830190	0.0002845106	0	NA	NA	NA	NA
Chr4_11140137.0	4	11140137	0.0002846846	6	AT4G20800;AT4G20810;AT4G20790;AT4G20780;AT4G20770;AT4G20760	AT4G20800	AT4G20800	0
Chr4_11141428.0	4	11141428	0.0002846846	6	AT4G20810;AT4G20800;AT4G20790;AT4G20780;AT4G20770;AT4G20820	AT4G20810	AT4G20810	0
Chr4_1268283.0	4	1268283	0.000284854	8	AT4G02850;AT4G02860;AT4G02840;AT4G02870;AT4G02830;AT4G02871;AT4G02880;AT4G02820	AT4G02850	AT4G02850	0
Chr4_1268284.0	4	1268284	0.000284854	8	AT4G02850;AT4G02860;AT4G02840;AT4G02870;AT4G02830;AT4G02871;AT4G02880;AT4G02820	AT4G02850	AT4G02850	0
Chr4_15548370.0	4	15548370	0.000285052	4	AT4G32200;AT4G32190;AT4G32180;AT4G32210	AT4G32200	AT4G32200	470
Chr4_15549875.0	4	15549875	0.000285052	5	AT4G32200;AT4G32190;AT4G32180;AT4G32210;AT4G32208	AT4G32200	AT4G32200	0
Chr1_21723872.0	1	21723872	0.0002852752	5	AT1G58460;AT1G58470;AT1G58450;AT1G58520;AT1G58440	AT1G58460	AT1G58460	1443
Chr1_19690863.0	1	19690863	0.0002853544	6	AT1G52880;AT1G52870;AT1G52860;AT1G52890;AT1G52855;AT1G52857	AT1G52880	AT1G52880	321
Chr1_15504129.0	1	15504129	0.0002862148	0	NA	NA	NA	NA
Chr4_17563026.0	4	17563026	0.0002865543	9	AT4G37330;AT4G37320;AT4G37340;AT4G37310;AT4G37360;AT4G37370;AT4G37300;AT4G37295;AT4G37380	AT4G37330	AT4G37330	0
Chr1_14236863.0	1	14236863	0.0002865819	0	NA	NA	NA	NA
Chr5_8729280.0	5	8729280	0.0002865903	2	AT5G25210;AT5G25220	AT5G25210	AT5G25210	3509
Chr5_11659293.0	5	11659293	0.0002866388	0	NA	NA	NA	NA
Chr4_10239926.0	4	10239926	0.0002868029	6	AT4G18600;AT4G18596;AT4G18593;AT4G18590;AT4G18580;AT4G18570	AT4G18600	AT4G18600	0
Chr4_10243588.0	4	10243588	0.0002868029	7	AT4G18600;AT4G18596;AT4G18593;AT4G18590;AT4G18610;AT4G18580;AT4G18570	AT4G18600	AT4G18600	0
Chr4_10247494.0	4	10247494	0.0002868029	6	AT4G18600;AT4G18610;AT4G18620;AT4G18596;AT4G18593;AT4G18630	AT4G18600	AT4G18600	122
Chr3_10048665.0	3	10048665	0.0002868291	6	AT3G27210;AT3G27220;AT3G27200;AT3G27230;AT3G27190;AT3G27240	AT3G27210	AT3G27210	1322
Chr4_16010765.0	4	16010765	0.0002870658	3	AT4G33200;AT4G33210;AT4G33180	AT4G33200	AT4G33200	0
Chr5_13014418.0	5	13014418	0.0002871437	0	NA	NA	NA	NA
Chr2_14913147.0	2	14913147	0.000287258	9	AT2G35490;AT2G35500;AT2G35480;AT2G35470;AT2G35510;AT2G35460;AT2G35450;AT2G35520;AT2G35530	AT2G35490	AT2G35490	0
Chr2_14915469.0	2	14915469	0.000287258	8	AT2G35500;AT2G35510;AT2G35490;AT2G35480;AT2G35470;AT2G35520;AT2G35530;AT2G35460	AT2G35500	AT2G35500	0
Chr5_22491576.0	5	22491576	0.0002877773	9	AT5G55520;AT5G55530;AT5G55510;AT5G55540;AT5G55508;AT5G55507;AT5G55505;AT5G55500;AT5G55550	AT5G55520	AT5G55520	310
Chr4_14117602.0	4	14117602	0.0002884905	8	AT4G28560;AT4G28564;AT4G28556;AT4G28570;AT4G28550;AT4G28580;AT4G28540;AT4G28590	AT4G28560	AT4G28560	235
Chr4_6342194.0	4	6342194	0.0002885047	4	AT4G10170;AT4G10180;AT4G10160;AT4G10190	AT4G10170	AT4G10170	2137
Chr4_6605563.0	4	6605563	0.0002885947	4	AT4G10710;AT4G10720;AT4G10730;AT4G10700	AT4G10710	AT4G10710	0
Chr4_6605834.0	4	6605834	0.0002885947	4	AT4G10710;AT4G10720;AT4G10730;AT4G10700	AT4G10710	AT4G10710	0
Chr4_6605881.0	4	6605881	0.0002885947	4	AT4G10710;AT4G10720;AT4G10730;AT4G10700	AT4G10710	AT4G10710	0
Chr4_6606369.0	4	6606369	0.0002885947	4	AT4G10710;AT4G10720;AT4G10730;AT4G10700	AT4G10710	AT4G10710	15
Chr3_15951132.0	3	15951132	0.0002890365	3	AT3G44250;AT3G44260;AT3G44261	AT3G44250	AT3G44250	908
Chr1_11244953.0	1	11244953	0.0002891669	8	AT1G31400;AT1G31390;AT1G31410;AT1G31380;AT1G31420;AT1G31370;AT1G31360;AT1G31430	AT1G31400	AT1G31400	272
Chr1_11245023.0	1	11245023	0.0002891669	8	AT1G31400;AT1G31390;AT1G31410;AT1G31380;AT1G31420;AT1G31370;AT1G31360;AT1G31430	AT1G31400	AT1G31400	202
Chr1_11245120.0	1	11245120	0.0002891669	8	AT1G31400;AT1G31390;AT1G31410;AT1G31380;AT1G31420;AT1G31370;AT1G31360;AT1G31430	AT1G31400	AT1G31400	105
Chr1_11245126.0	1	11245126	0.0002891669	8	AT1G31400;AT1G31390;AT1G31410;AT1G31380;AT1G31420;AT1G31370;AT1G31360;AT1G31430	AT1G31400	AT1G31400	99
Chr1_11245135.0	1	11245135	0.0002891669	8	AT1G31400;AT1G31390;AT1G31410;AT1G31380;AT1G31420;AT1G31370;AT1G31360;AT1G31430	AT1G31400	AT1G31400	90
Chr1_22497819.0	1	22497819	0.0002892853	9	AT1G61080;AT1G61090;AT1G61093;AT1G61070;AT1G61065;AT1G61095;AT1G61060;AT1G61097;AT1G61050	AT1G61080	AT1G61080	800
Chr3_4258669.0	3	4258669	0.0002893156	9	AT3G13225;AT3G13227;AT3G13224;AT3G13223;AT3G13222;AT3G13226;AT3G13220;AT3G13228;AT3G13229	AT3G13225	AT3G13225	101
Chr5_13622315.0	5	13622315	0.0002894426	0	NA	NA	NA	NA
Chr5_13622913.0	5	13622913	0.0002894426	0	NA	NA	NA	NA
Chr3_16608734.0	3	16608734	0.0002897252	4	AT3G45275;AT3G45280;AT3G45285;AT3G45290	AT3G45275	AT3G45275	2496
Chr3_23175083.0	3	23175083	0.0002901395	6	AT3G62660;AT3G62670;AT3G62650;AT3G62680;AT3G62640;AT3G62630	AT3G62660	AT3G62660	321
Chr3_23175086.0	3	23175086	0.0002901395	6	AT3G62660;AT3G62670;AT3G62650;AT3G62680;AT3G62640;AT3G62630	AT3G62660	AT3G62660	324
Chr2_5918866.0	2	5918866	0.0002901852	4	AT2G14070;AT2G14060;AT2G14050;AT2G14080	AT2G14070	AT2G14070	3015
Chr1_8990339.0	1	8990339	0.0002903629	3	AT1G25570;AT1G25580;AT1G25560	AT1G25570	AT1G25570	1487
Chr1_9476916.0	1	9476916	0.000290424	8	AT1G27280;AT1G27270;AT1G27290;AT1G27260;AT1G27300;AT1G27250;AT1G27310;AT1G27240	AT1G27280	AT1G27280	1926
Chr4_17650054.0	4	17650054	0.0002905982	5	AT4G37553;AT4G37560;AT4G37550;AT4G37580;AT4G37540	AT4G37553	AT4G37553	999
Chr1_2359050.0	1	2359050	0.0002905984	5	AT1G07650;AT1G07640;AT1G07630;AT1G07645;AT1G07660	AT1G07650	AT1G07650	499
Chr3_4214821.0	3	4214821	0.0002907002	5	AT3G13110;AT3G13100;AT3G13120;AT3G13090;AT3G13130	AT3G13110	AT3G13110	0
Chr1_18549496.0	1	18549496	0.0002908061	10	AT1G50055;AT1G50050;AT1G50060;AT1G50070;AT1G50080;AT1G50090;AT1G50040;AT1G50100;AT1G50110;AT1G50030	AT1G50055	AT1G50055	0
Chr1_15595114.0	1	15595114	0.0002908611	2	AT1G41830;AT1G41820	AT1G41830	AT1G41830	8503
Chr5_7401075.0	5	7401075	0.000290967	7	AT5G22350;AT5G22355;AT5G22360;AT5G22340;AT5G22370;AT5G22330;AT5G22380	AT5G22350	AT5G22350	138
Chr5_7401078.0	5	7401078	0.000290967	7	AT5G22350;AT5G22355;AT5G22360;AT5G22340;AT5G22370;AT5G22330;AT5G22380	AT5G22350	AT5G22350	141
Chr3_16369776.0	3	16369776	0.0002910051	6	AT3G44830;AT3G44840;AT3G44850;AT3G44820;AT3G44810;AT3G44860	AT3G44830	AT3G44830	0
Chr3_16369779.0	3	16369779	0.0002910051	6	AT3G44830;AT3G44840;AT3G44850;AT3G44820;AT3G44810;AT3G44860	AT3G44830	AT3G44830	0
Chr1_9195371.0	1	9195371	0.000291064	5	AT1G26610;AT1G26620;AT1G26600;AT1G26590;AT1G26580	AT1G26610	AT1G26610	91
Chr1_9196626.0	1	9196626	0.000291064	6	AT1G26620;AT1G26610;AT1G26600;AT1G26590;AT1G26580;AT1G26630	AT1G26620	AT1G26620	0
Chr1_9198087.0	1	9198087	0.000291064	6	AT1G26620;AT1G26610;AT1G26600;AT1G26590;AT1G26630;AT1G26640	AT1G26620	AT1G26620	0
Chr3_629831.0	3	629831	0.0002913483	6	AT3G02870;AT3G02875;AT3G02860;AT3G02880;AT3G02850;AT3G02885	AT3G02870	AT3G02870	0
Chr3_11068533.0	3	11068533	0.0002913816	4	AT3G29080;AT3G29090;AT3G29095;AT3G29100	AT3G29080	AT3G29080	819
Chr3_11068625.0	3	11068625	0.0002913816	4	AT3G29080;AT3G29090;AT3G29095;AT3G29100	AT3G29080	AT3G29080	727
Chr3_11070294.0	3	11070294	0.0002913816	4	AT3G29080;AT3G29090;AT3G29095;AT3G29100	AT3G29080	AT3G29080	0
Chr3_15833454.0	3	15833454	0.0002914063	6	AT3G44080;AT3G44070;AT3G44090;AT3G44060;AT3G44050;AT3G44091	AT3G44080	AT3G44080	2178
Chr3_19167953.0	3	19167953	0.0002916634	6	AT3G51670;AT3G51660;AT3G51650;AT3G51680;AT3G51690;AT3G51644	AT3G51670	AT3G51670	897
Chr1_13413689.0	1	13413689	0.0002917081	1	AT1G36000	AT1G36000	AT1G36000	8865
Chr1_17289442.0	1	17289442	0.0002918054	2	AT1G47128;AT1G47200	AT1G47128	AT1G47128	3772
Chr1_17290031.0	1	17290031	0.0002918054	2	AT1G47128;AT1G47200	AT1G47128	AT1G47128	4361
Chr1_17290263.0	1	17290263	0.0002918054	2	AT1G47128;AT1G47200	AT1G47128	AT1G47128	4593
Chr1_17290540.0	1	17290540	0.0002918054	2	AT1G47128;AT1G47200	AT1G47128	AT1G47128	4870
Chr3_18470985.0	3	18470985	0.0002919253	6	AT3G49796;AT3G49800;AT3G49790;AT3G49810;AT3G49780;AT3G49770	AT3G49796	AT3G49796	72
Chr4_13624607.0	4	13624607	0.0002919969	3	AT4G27190;AT4G27180;AT4G27220	AT4G27190	AT4G27190	673
Chr1_16719675.0	1	16719675	0.0002922921	4	AT1G44020;AT1G44010;AT1G44030;AT1G44000	AT1G44020	AT1G44020	1019
Chr4_8711890.0	4	8711890	0.0002924413	10	AT4G15250;AT4G15258;AT4G15260;AT4G15248;AT4G15270;AT4G15242;AT4G15240;AT4G15280;AT4G15236;AT4G15290	AT4G15250	AT4G15250	782
Chr1_17209259.0	1	17209259	0.0002924968	1	AT1G45976	AT1G45976	AT1G45976	8524
Chr5_8169966.0	5	8169966	0.000292722	4	AT5G24140;AT5G24150;AT5G24130;AT5G24120	AT5G24140	AT5G24140	2293
Chr3_14715274.0	3	14715274	0.0002935698	3	AT3G42628;AT3G42630;AT3G42640	AT3G42628	AT3G42628	5461
Chr3_15796656.0	3	15796656	0.0002937887	3	AT3G44006;AT3G44010;AT3G44020	AT3G44006	AT3G44006	239
Chr3_15796665.0	3	15796665	0.0002937887	3	AT3G44006;AT3G44010;AT3G44020	AT3G44006	AT3G44006	248
Chr1_10627181.0	1	10627181	0.0002938781	4	AT1G30210;AT1G30200;AT1G30220;AT1G30190	AT1G30210	AT1G30210	4
Chr1_10627416.0	1	10627416	0.0002938781	4	AT1G30210;AT1G30200;AT1G30220;AT1G30190	AT1G30210	AT1G30210	0
Chr3_8596059.0	3	8596059	0.0002940508	3	AT3G23810;AT3G23820;AT3G23805	AT3G23810	AT3G23810	6346
Chr3_21428827.0	3	21428827	0.0002941418	7	AT3G57870;AT3G57860;AT3G57880;AT3G57850;AT3G57840;AT3G57830;AT3G57890	AT3G57870	AT3G57870	0
