rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S6_60419059	6	60419059	0.001706267	9	SORBI_3006G272600;SORBI_3006G272500;SORBI_3006G272700;SORBI_3006G272800;SORBI_3006G272450;SORBI_3006G272900;SORBI_3006G272400;SORBI_3006G273000;SORBI_3006G272300	SORBI_3006G272600	SORBI_3006G272600	1857
S6_60419086	6	60419086	0.001706267	9	SORBI_3006G272600;SORBI_3006G272500;SORBI_3006G272700;SORBI_3006G272800;SORBI_3006G272450;SORBI_3006G272900;SORBI_3006G272400;SORBI_3006G273000;SORBI_3006G272300	SORBI_3006G272600	SORBI_3006G272600	1884
S3_4950875	3	4950875	0.001712617	8	SORBI_3003G054950;SORBI_3003G054900;SORBI_3003G055000;SORBI_3003G055200;SORBI_3003G054800;SORBI_3003G055300;SORBI_3003G055400;SORBI_3003G054600	SORBI_3003G054950	SORBI_3003G054950	0
S7_12203643	7	12203643	0.001723474	0	NA	NA	NA	NA
S7_12647837	7	12647837	0.001724613	6	SORBI_3007G089700;SORBI_3007G089800;SORBI_3007G089600;SORBI_3007G089566;SORBI_3007G089533;SORBI_3007G089500	SORBI_3007G089700	SORBI_3007G089700	32
S5_61108446	5	61108446	0.001729001	1	SORBI_3005G145550	SORBI_3005G145550	SORBI_3005G145550	8709
S2_71242181	2	71242181	0.001741189	10	SORBI_3002G346600;SORBI_3002G346400;SORBI_3002G346501;SORBI_3002G346700;SORBI_3002G346800;SORBI_3002G346900;SORBI_3002G346300;SORBI_3002G346250;SORBI_3002G347000;SORBI_3002G346200	SORBI_3002G346600	SORBI_3002G346600	482
S6_59261932	6	59261932	0.001748013	8	SORBI_3006G255300;SORBI_3006G255100;SORBI_3006G255200;SORBI_3006G255000;SORBI_3006G255400;SORBI_3006G255500;SORBI_3006G255600;SORBI_3006G255700	SORBI_3006G255300	SORBI_3006G255300	0
S1_61535166	1	61535166	0.0017545	3	SORBI_3001G327900;SORBI_3001G328000;SORBI_3001G328100	SORBI_3001G327900	SORBI_3001G327900	2510
S1_5401939	1	5401939	0.00175454	9	SORBI_3001G070800;SORBI_3001G070900;SORBI_3001G071000;SORBI_3001G070700;SORBI_3001G070600;SORBI_3001G071100;SORBI_3001G071200;SORBI_3001G071250;SORBI_3001G071300	SORBI_3001G070800	SORBI_3001G070800	0
S1_10068188	1	10068188	0.001765843	4	SORBI_3001G127800;SORBI_3001G128000;SORBI_3001G128100;SORBI_3001G128200	SORBI_3001G127800	SORBI_3001G127800	0
S7_13927049	7	13927049	0.001767991	3	SORBI_3007G090460;SORBI_3007G090457;SORBI_3007G090454	SORBI_3007G090460	SORBI_3007G090460	13040
S1_49474266	1	49474266	0.001781524	0	NA	NA	NA	NA
S10_56199267	10	56199267	0.001789238	6	SORBI_3010G219800;SORBI_3010G219900;SORBI_3010G219700;SORBI_3010G219600;SORBI_3010G220000;SORBI_3010G219500	SORBI_3010G219800	SORBI_3010G219800	0
S5_10058184	5	10058184	0.001798517	1	SORBI_3005G078500	SORBI_3005G078500	SORBI_3005G078500	10761
S7_14775773	7	14775773	0.001803113	1	SORBI_3007G091100	SORBI_3007G091100	SORBI_3007G091100	1604
S9_15058255	9	15058255	0.001809203	0	NA	NA	NA	NA
S1_6984795	1	6984795	0.001819708	9	SORBI_3001G090200;SORBI_3001G090300;SORBI_3001G090100;SORBI_3001G090000;SORBI_3001G090400;SORBI_3001G089800;SORBI_3001G090500;SORBI_3001G089850;SORBI_3001G089900	SORBI_3001G090200	SORBI_3001G090200	764
S3_1188286	3	1188286	0.001834555	5	SORBI_3003G013000;SORBI_3003G013100;SORBI_3003G012900;SORBI_3003G013300;SORBI_3003G013400	SORBI_3003G013000	SORBI_3003G013000	0
S7_12391528	7	12391528	0.001841206	1	SORBI_3007G088900	SORBI_3007G088900	SORBI_3007G088900	2649
S7_7878939	7	7878939	0.001845732	6	SORBI_3007G071100;SORBI_3007G071200;SORBI_3007G071000;SORBI_3007G071300;SORBI_3007G070900;SORBI_3007G071400	SORBI_3007G071100	SORBI_3007G071100	248
S5_10958333	5	10958333	0.00186145	0	NA	NA	NA	NA
S5_9765629	5	9765629	0.001865448	1	SORBI_3005G077933	SORBI_3005G077933	SORBI_3005G077933	10600
S8_51086002	8	51086002	0.001881712	0	NA	NA	NA	NA
S8_51086020	8	51086020	0.001881712	0	NA	NA	NA	NA
S4_2391937	4	2391937	0.001882732	8	SORBI_3004G029900;SORBI_3004G029800;SORBI_3004G029700;SORBI_3004G030000;SORBI_3004G029651;SORBI_3004G030100;SORBI_3004G030200;SORBI_3004G029601	SORBI_3004G029900	SORBI_3004G029900	3038
S4_59479395	4	59479395	0.001886159	8	SORBI_3004G247100;SORBI_3004G247000;SORBI_3004G247200;SORBI_3004G247300;SORBI_3004G246950;SORBI_3004G247400;SORBI_3004G246900;SORBI_3004G247500	SORBI_3004G247100	SORBI_3004G247100	0
S6_1021161	6	1021161	0.001893773	4	SORBI_3006G006600;SORBI_3006G006650;SORBI_3006G006500;SORBI_3006G006700	SORBI_3006G006600	SORBI_3006G006600	0
S7_16389473	7	16389473	0.001905794	0	NA	NA	NA	NA
S2_41671209	2	41671209	0.001906769	0	NA	NA	NA	NA
S2_73774043	2	73774043	0.001909576	2	SORBI_3002G381500;SORBI_3002G381600	SORBI_3002G381500	SORBI_3002G381500	12581
S5_52035295	5	52035295	0.001913546	4	SORBI_3005G119300;SORBI_3005G119400;SORBI_3005G119250;SORBI_3005G119100	SORBI_3005G119300	SORBI_3005G119300	3343
S10_7121755	10	7121755	0.00191596	7	SORBI_3010G083600;SORBI_3010G083550;SORBI_3010G083500;SORBI_3010G083700;SORBI_3010G083400;SORBI_3010G083300;SORBI_3010G083200	SORBI_3010G083600	SORBI_3010G083600	0
S1_51366680	1	51366680	0.001928365	1	SORBI_3001G268700	SORBI_3001G268700	SORBI_3001G268700	0
S6_1292373	6	1292373	0.001947549	6	SORBI_3006G008700;SORBI_3006G008650;SORBI_3006G008600;SORBI_3006G008800;SORBI_3006G008500;SORBI_3006G008900	SORBI_3006G008700	SORBI_3006G008700	3310
S6_56516782	6	56516782	0.001950567	9	SORBI_3006G217700;SORBI_3006G217500;SORBI_3006G217800;SORBI_3006G217900;SORBI_3006G217400;SORBI_3006G217300;SORBI_3006G217950;SORBI_3006G218000;SORBI_3006G217200	SORBI_3006G217700	SORBI_3006G217700	0
S7_15928274	7	15928274	0.001967833	3	SORBI_3007G092600;SORBI_3007G092500;SORBI_3007G092450	SORBI_3007G092600	SORBI_3007G092600	0
S6_11938576	6	11938576	0.001972094	0	NA	NA	NA	NA
S6_11938577	6	11938577	0.001972094	0	NA	NA	NA	NA
