rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S9_84312706	9	84312706	0.002703457	1	Zm00001eb385110	Zm00001eb385110	Zm00001eb385110	0
S3_107946146	3	107946146	0.002706021	1	Zm00001eb134230	Zm00001eb134230	Zm00001eb134230	0
S9_159849904	9	159849904	0.002707166	5	Zm00001eb403500;Zm00001eb403510;Zm00001eb403490;Zm00001eb403470;Zm00001eb403480	Zm00001eb403500	Zm00001eb403500	0
S9_15028483	9	15028483	0.002710193	4	Zm00001eb374780;Zm00001eb374790;Zm00001eb374800;RR22_1	Zm00001eb374780	Zm00001eb374780	3605
S7_16549663	7	16549663	0.002711633	1	Zm00001eb302760	Zm00001eb302760	Zm00001eb302760	0
S10_38313313	10	38313313	0.002713855	0	NA	NA	NA	NA
S8_27826594	8	27826594	0.002715144	2	BAC2;Zm00001eb338990	BAC2	Zm00001eb338980	0
S6_102675615	6	102675615	0.002715382	3	Zm00001eb274180;Zm00001eb274170;FtsH2B	Zm00001eb274180	Zm00001eb274180	0
S2_40117783	2	40117783	0.002717196	4	Zm00001eb079870;Zm00001eb079880;Zm00001eb079890;Zm00001eb079900	Zm00001eb079870	Zm00001eb079870	2629
S1_285383804	1	285383804	0.002719632	4	Zm00001eb058000;Zm00001eb057990;Zm00001eb058010;Zm00001eb057980	Zm00001eb058000	Zm00001eb058000	710
S3_213108714	3	213108714	0.002719925	3	Zm00001eb156470;Zm00001eb156480;Zm00001eb156490	Zm00001eb156470	Zm00001eb156470	0
S1_165902788	1	165902788	0.00272052	2	Zm00001eb030170;Zm00001eb030180	Zm00001eb030170	Zm00001eb030170	0
S3_215731953	3	215731953	0.002727653	4	Zm00001eb157230;Zm00001eb157220;Zm00001eb157210;Zm00001eb157200	Zm00001eb157230	Zm00001eb157230	0
S4_206087262	4	206087262	0.002729018	1	Zm00001eb199970	Zm00001eb199970	Zm00001eb199970	21990
S5_103865105	5	103865105	0.002732985	5	Zm00001eb235050;Zm00001eb235060;Zm00001eb235040;Zm00001eb235030;Zm00001eb235020	Zm00001eb235050	Zm00001eb235050	1974
S5_219148082	5	219148082	0.002733334	7	Zm00001eb256300;Zm00001eb256290;Zm00001eb256270;Zm00001eb256310;Zm00001eb256280;NAR;Zm00001eb256320	Zm00001eb256300	Zm00001eb256300	0
S8_171638734	8	171638734	0.00273428	7	Zm00001eb366170;Zm00001eb366160;Zm00001eb366150;Zm00001eb366180;Zm00001eb366140;Zm00001eb366190;Zm00001eb366200	Zm00001eb366170	Zm00001eb366170	0
S5_203929596	5	203929596	0.00273569	3	Zm00001eb250580;Zm00001eb250590;Zm00001eb250600	Zm00001eb250580	Zm00001eb250580	62
S3_161001801	3	161001801	0.002735873	1	Zm00001eb143040	Zm00001eb143040	Zm00001eb143040	6213
S7_137747610	7	137747610	0.002739515	1	Zm00001eb316540	Zm00001eb316540	Zm00001eb316540	0
S4_244303028	4	244303028	0.002739746	4	Zm00001eb207070;Zm00001eb207080;Zm00001eb207090;Zm00001eb207060	Zm00001eb207070	Zm00001eb207070	0
S3_206240663	3	206240663	0.002739966	5	Zm00001eb154130;Zm00001eb154140;Zm00001eb154150;Zm00001eb154160;Zm00001eb154170	Zm00001eb154130	Zm00001eb154130	1046
S3_164712623	3	164712623	0.002741703	0	NA	NA	NA	NA
S1_42704574	1	42704574	0.002742068	2	Zm00001eb012850;Zm00001eb012860	Zm00001eb012850	Zm00001eb012850	456
S9_30437024	9	30437024	0.002742558	1	Zm00001eb379480	Zm00001eb379480	Zm00001eb379480	0
S10_78955995	10	78955995	0.002746325	2	dnajc2;Zm00001eb415700	dnajc2	Zm00001eb415690	0
S9_160229619	9	160229619	0.002750973	5	Zm00001eb403770;Zm00001eb403760;Zm00001eb403780;mads1;Zm00001eb403790	Zm00001eb403770	Zm00001eb403770	387
S2_71936555	2	71936555	0.002757057	0	NA	NA	NA	NA
S2_170094677	2	170094677	0.002759584	2	Zm00001eb096070;Zm00001eb096060	Zm00001eb096070	Zm00001eb096070	0
S8_108217525	8	108217525	0.002759615	1	CDKF-2_24	CDKF-2_24	Zm00001eb349570	7652
S1_303703473	1	303703473	0.002760266	3	Zm00001eb063930;Zm00001eb063940;Zm00001eb063950	Zm00001eb063930	Zm00001eb063930	124
S2_214284118	2	214284118	0.002760282	1	Zm00001eb107770	Zm00001eb107770	Zm00001eb107770	17103
S2_219260828	2	219260828	0.002761459	3	Zm00001eb109730;Zm00001eb109740;Zm00001eb109750	Zm00001eb109730	Zm00001eb109730	12482
S3_64538475	3	64538475	0.002761726	2	Zm00001eb131320;Zm00001eb131330	Zm00001eb131320	Zm00001eb131320	8316
S9_45035455	9	45035455	0.002763408	1	Zm00001eb381270	Zm00001eb381270	Zm00001eb381270	55
S3_140830906	3	140830906	0.002765648	3	Zm00001eb138780;Zm00001eb138770;Zm00001eb138760	Zm00001eb138780	Zm00001eb138780	0
S10_5353703	10	5353703	0.002766331	6	Zm00001eb406850;Zm00001eb406860;Zm00001eb406840;Zm00001eb406870;NTH1;Zm00001eb406820	Zm00001eb406850	Zm00001eb406850	92
S6_93527867	6	93527867	0.002770858	2	Zm00001eb272300;At2g21160_1	Zm00001eb272300	Zm00001eb272300	0
S9_93350982	9	93350982	0.00277162	1	Zm00001eb386030	Zm00001eb386030	Zm00001eb386030	0
S5_209750572	5	209750572	0.002773158	3	Zm00001eb252330;Zm00001eb252320;Zm00001eb252310	Zm00001eb252330	Zm00001eb252330	1600
S2_238398761	2	238398761	0.002775794	4	Zm00001eb116290;Zm00001eb116300;Zm00001eb116310;Zm00001eb116320	Zm00001eb116290	Zm00001eb116290	0
S2_205300912	2	205300912	0.002776385	1	Zm00001eb104760	Zm00001eb104760	Zm00001eb104760	16400
S8_21695728	8	21695728	0.002776393	1	gigz1A	gigz1A	Zm00001eb337600	0
S2_190140809	2	190140809	0.002781657	4	HSFB4C_1;Zm00001eb100420;Zm00001eb100400;Zm00001eb100390	HSFB4C_1	Zm00001eb100410	631
S1_292718101	1	292718101	0.002781792	4	DNAJ1_5;Zm00001eb060060;Zm00001eb060070;Zm00001eb060080	DNAJ1_5	Zm00001eb060050	0
S8_139353523	8	139353523	0.00278237	4	Zm00001eb356360;Zm00001eb356370;Zm00001eb356380;Zm00001eb356390	Zm00001eb356360	Zm00001eb356360	0
S3_232542059	3	232542059	0.002782446	3	Zm00001eb162420;Zm00001eb162430;Zm00001eb162440	Zm00001eb162420	Zm00001eb162420	0
S1_278825275	1	278825275	0.002783628	1	Zm00001eb056030	Zm00001eb056030	Zm00001eb056030	0
S1_21834041	1	21834041	0.002785553	7	Zm00001eb007450;Zm00001eb007460;Zm00001eb007440;Zm00001eb007430;Zm00001eb007470;Zm00001eb007480;Zm00001eb007420	Zm00001eb007450	Zm00001eb007450	0
S1_91858333	1	91858333	0.002790744	0	NA	NA	NA	NA
S4_11547248	4	11547248	0.002793553	1	Zm00001eb167910	Zm00001eb167910	Zm00001eb167910	169
S5_72044198	5	72044198	0.002796971	5	Zm00001eb230060;Zm00001eb230070;Zm00001eb230050;Zm00001eb230080;Zm00001eb230090	Zm00001eb230060	Zm00001eb230060	0
S3_186161448	3	186161448	0.00279803	1	wox2A	wox2A	Zm00001eb148390	492
S5_177724525	5	177724525	0.002799506	2	Zm00001eb244130;Zm00001eb244120	Zm00001eb244130	Zm00001eb244130	0
S2_86562921	2	86562921	0.002800792	1	Zm00001eb086740	Zm00001eb086740	Zm00001eb086740	3766
S1_186165734	1	186165734	0.002801137	8	Zm00001eb033410;Zm00001eb033420;Zm00001eb033430;Zm00001eb033440;Zm00001eb033450;Zm00001eb033460;Zm00001eb033470;Zm00001eb033480	Zm00001eb033410	Zm00001eb033410	0
S4_192448384	4	192448384	0.002804655	4	Zm00001eb196420;Zm00001eb196430;TAP46_1;Zm00001eb196400	Zm00001eb196420	Zm00001eb196420	0
S2_9989061	2	9989061	0.002805383	3	Zm00001eb070570;Zm00001eb070560;Zm00001eb070580	Zm00001eb070570	Zm00001eb070570	0
S3_127172145	3	127172145	0.002805463	4	Zm00001eb136350;mTRF26;Zm00001eb136340;Zm00001eb136330	Zm00001eb136350	Zm00001eb136350	0
S5_19632013	5	19632013	0.002805644	2	Zm00001eb219240;Zm00001eb219250	Zm00001eb219240	Zm00001eb219240	1281
S5_6900109	5	6900109	0.002805687	6	PMLN;Zm00001eb214340;UAF30_1;Zm00001eb214360;Orphan326;rmt2	PMLN	Zm00001eb214350	0
S2_184001649	2	184001649	0.002806484	2	Zm00001eb099150;Zm00001eb099160	Zm00001eb099150	Zm00001eb099150	474
S5_177936036	5	177936036	0.002807265	5	Zm00001eb244190;At1g14450_2;Zm00001eb244210;Zm00001eb244220;Zm00001eb244230	Zm00001eb244190	Zm00001eb244190	0
S1_177008576	1	177008576	0.002812613	2	Zm00001eb031600;Zm00001eb031610	Zm00001eb031600	Zm00001eb031600	0
S3_2571432	3	2571432	0.002813716	2	Zm00001eb119510;Zm00001eb119520	Zm00001eb119510	Zm00001eb119510	0
S10_105919063	10	105919063	0.002815355	1	Zm00001eb420200	Zm00001eb420200	Zm00001eb420200	0
S8_124311887	8	124311887	0.002816191	3	Zm00001eb352700;Zm00001eb352690;PBL23_1	Zm00001eb352700	Zm00001eb352700	1750
S10_124893898	10	124893898	0.002816329	1	Zm00001eb424070	Zm00001eb424070	Zm00001eb424070	18201
S10_135996756	10	135996756	0.002817	1	Zm00001eb427590	Zm00001eb427590	Zm00001eb427590	4522
S9_111880859	9	111880859	0.002817005	2	Zm00001eb389370;Zm00001eb389380	Zm00001eb389370	Zm00001eb389370	0
S6_116789708	6	116789708	0.002817366	3	Zm00001eb277940;Zm00001eb277950;Zm00001eb277960	Zm00001eb277940	Zm00001eb277940	0
S7_111471999	7	111471999	0.002821544	2	Zm00001eb311920;Zm00001eb311930	Zm00001eb311920	Zm00001eb311920	0
S5_156012648	5	156012648	0.002821765	2	Zm00001eb239770;At4g22030_0	Zm00001eb239770	Zm00001eb239770	239
S3_206425514	3	206425514	0.002827626	4	Zm00001eb154260;Zm00001eb154270;Zm00001eb154280;Zm00001eb154290	Zm00001eb154260	Zm00001eb154260	0
S4_171079758	4	171079758	0.002830014	7	Zm00001eb189940;Zm00001eb189950;Zm00001eb189930;Zm00001eb189960;Zm00001eb189970;APCB1_0;ALDH2B4	Zm00001eb189940	Zm00001eb189940	0
S5_185314948	5	185314948	0.00283313	2	Zm00001eb246400;Zm00001eb246390	Zm00001eb246400	Zm00001eb246400	0
S3_213312539	3	213312539	0.002833577	1	Zm00001eb156510	Zm00001eb156510	Zm00001eb156510	0
S1_281117496	1	281117496	0.002833724	6	Zm00001eb056620;Zm00001eb056630;Zm00001eb056610;Zm00001eb056640;Zm00001eb056650;Zm00001eb056660	Zm00001eb056620	Zm00001eb056620	70
S3_10516382	3	10516382	0.002835439	4	Zm00001eb122550;Zm00001eb122530;Zm00001eb122540;Zm00001eb122520	Zm00001eb122550	Zm00001eb122550	0
S3_237225091	3	237225091	0.002836919	2	Zm00001eb164110;Zm00001eb164100	Zm00001eb164110	Zm00001eb164110	21495
S2_57828114	2	57828114	0.002837693	1	Zm00001eb083670	Zm00001eb083670	Zm00001eb083670	0
S8_28936264	8	28936264	0.002838391	3	Zm00001eb339200;Zm00001eb339210;Zm00001eb339220	Zm00001eb339200	Zm00001eb339200	0
S3_183056098	3	183056098	0.00284003	2	Zm00001eb147490;Zm00001eb147500	Zm00001eb147490	Zm00001eb147490	7208
S2_116696043	2	116696043	0.002840773	1	Zm00001eb089490	Zm00001eb089490	Zm00001eb089490	0
S3_114024376	3	114024376	0.002844531	0	NA	NA	NA	NA
S10_1421427	10	1421427	0.00284493	11	Zm00001eb405120;Zm00001eb405130;Zm00001eb405100;Zm00001eb405110;Zm00001eb405090;Zm00001eb405080;Zm00001eb405140;NH5.1_1;LECRK91_9;Zm00001eb405070;ASMT3_0	Zm00001eb405120	Zm00001eb405120	499
S7_184498856	7	184498856	0.002845784	3	Zm00001eb331850;Zm00001eb331860;Zm00001eb331870	Zm00001eb331850	Zm00001eb331850	0
S7_135974480	7	135974480	0.002846414	2	Zm00001eb316060;Zm00001eb316050	Zm00001eb316060	Zm00001eb316060	0
S3_136531839	3	136531839	0.002847557	1	Zm00001eb138040	Zm00001eb138040	Zm00001eb138040	0
S10_140490639	10	140490639	0.002848924	1	Zm00001eb429130	Zm00001eb429130	Zm00001eb429130	0
S2_241212115	2	241212115	0.002848934	2	Zm00001eb117610;Zm00001eb117620	Zm00001eb117610	Zm00001eb117610	0
S3_162745991	3	162745991	0.002853681	2	Zm00001eb143290;Zm00001eb143280	Zm00001eb143290	Zm00001eb143290	0
S9_161049725	9	161049725	0.002856119	2	Zm00001eb404260;Zm00001eb404250	Zm00001eb404260	Zm00001eb404260	0
S4_141123623	4	141123623	0.002865409	3	Zm00001eb184430;Zm00001eb184440;Zm00001eb184450	Zm00001eb184430	Zm00001eb184430	1025
S3_9242635	3	9242635	0.002865829	6	Zm00001eb122110;Zm00001eb122120;Zm00001eb122130;Zm00001eb122140;Zm00001eb122100;Zm00001eb122150	Zm00001eb122110	Zm00001eb122110	0
S8_148411195	8	148411195	0.002867615	1	Zm00001eb358420	Zm00001eb358420	Zm00001eb358420	0
S3_127148205	3	127148205	0.002871142	4	Zm00001eb136330;Zm00001eb136320;Zm00001eb136340;Zm00001eb136350	Zm00001eb136330	Zm00001eb136330	0
S10_10581047	10	10581047	0.002873733	1	Zm00001eb408280	Zm00001eb408280	Zm00001eb408280	12698
S9_8844963	9	8844963	0.002874005	3	Zm00001eb373080;Zm00001eb373070;Zm00001eb373090	Zm00001eb373080	Zm00001eb373080	0
S9_40686857	9	40686857	0.00287452	2	Zm00001eb380830;Zm00001eb380840	Zm00001eb380830	Zm00001eb380830	450
S2_13123548	2	13123548	0.002876365	2	Zm00001eb071970;WAK17	Zm00001eb071970	Zm00001eb071970	0
S2_240640639	2	240640639	0.002877896	7	Zm00001eb117420;Zm00001eb117400;Zm00001eb117430;Zm00001eb117410;Zm00001eb117440;Zm00001eb117450;Zm00001eb117460	Zm00001eb117420	Zm00001eb117420	0
S9_146480191	9	146480191	0.002878481	4	Zm00001eb397950;Zm00001eb397940;Zm00001eb397930;Zm00001eb397920	Zm00001eb397950	Zm00001eb397950	0
S5_8020203	5	8020203	0.002880861	1	Zm00001eb215000	Zm00001eb215000	Zm00001eb215000	23457
S10_149311869	10	149311869	0.002886128	2	wus2;Zm00001eb433000	wus2	Zm00001eb433010	98
S8_167687359	8	167687359	0.002886186	1	Zm00001eb364280	Zm00001eb364280	Zm00001eb364280	0
S4_141123656	4	141123656	0.002886954	3	Zm00001eb184430;Zm00001eb184440;Zm00001eb184450	Zm00001eb184430	Zm00001eb184430	992
S3_223836080	3	223836080	0.002888692	4	Zm00001eb159720;Zm00001eb159710;Zm00001eb159700;Zm00001eb159730	Zm00001eb159720	Zm00001eb159720	0
S5_7566678	5	7566678	0.002892758	9	Zm00001eb214820;phyC2;Zm00001eb214810;Zm00001eb214830;Zm00001eb214790;hxa103;Zm00001eb214780;Zm00001eb214850;Zm00001eb214770	Zm00001eb214820	Zm00001eb214820	1908
S10_1648148	10	1648148	0.002896673	5	Zm00001eb405290;Zm00001eb405300;Zm00001eb405310;Zm00001eb405280;Zm00001eb405260	Zm00001eb405290	Zm00001eb405290	0
S3_126177415	3	126177415	0.002897444	2	At1g54610_5;Zm00001eb136210	At1g54610_5	Zm00001eb136220	0
S4_197420040	4	197420040	0.002899179	4	Zm00001eb197780;Zm00001eb197770;Zm00001eb197790;Zm00001eb197800	Zm00001eb197780	Zm00001eb197780	0
S1_29554308	1	29554308	0.002903628	2	Zm00001eb009550;Zm00001eb009560	Zm00001eb009550	Zm00001eb009550	0
S10_91247172	10	91247172	0.002903841	2	SPP2;Zm00001eb417950	SPP2	Zm00001eb417940	0
S2_7647078	2	7647078	0.002908514	3	Zm00001eb069540;Zm00001eb069550;Zm00001eb069560	Zm00001eb069540	Zm00001eb069540	3932
S5_219142393	5	219142393	0.002914379	7	Zm00001eb256270;Zm00001eb256290;Zm00001eb256300;Zm00001eb256280;NAR;Zm00001eb256310;Zm00001eb256250	Zm00001eb256270	Zm00001eb256270	0
S2_184349538	2	184349538	0.002915549	0	NA	NA	NA	NA
S10_112926140	10	112926140	0.002916239	2	Zm00001eb421250;Zm00001eb421260	Zm00001eb421250	Zm00001eb421250	0
S1_199815097	1	199815097	0.002920103	1	Zm00001eb036950	Zm00001eb036950	Zm00001eb036950	0
S5_172170704	5	172170704	0.002920975	5	Zm00001eb242710;Zm00001eb242720;Zm00001eb242730;Zm00001eb242700;Zm00001eb242740	Zm00001eb242710	Zm00001eb242710	0
S9_150100492	9	150100492	0.002920982	2	Zm00001eb399130;Zm00001eb399120	Zm00001eb399130	Zm00001eb399130	5085
S5_10141918	5	10141918	0.002921756	7	Zm00001eb215750;Zm00001eb215740;Zm00001eb215760;Zm00001eb215770;Zm00001eb215730;Zm00001eb215720;Zm00001eb215780	Zm00001eb215750	Zm00001eb215750	0
S5_54514286	5	54514286	0.00292228	4	Zm00001eb226230;Zm00001eb226220;Zm00001eb226240;Zm00001eb226210	Zm00001eb226230	Zm00001eb226230	0
S1_17900327	1	17900327	0.002924303	6	Zm00001eb006360;Zm00001eb006350;Zm00001eb006370;Zm00001eb006380;Zm00001eb006320;Zm00001eb006340	Zm00001eb006360	Zm00001eb006360	0
S10_74742748	10	74742748	0.002930289	1	Zm00001eb415060	Zm00001eb415060	Zm00001eb415060	0
S5_222692750	5	222692750	0.002930521	3	Zm00001eb258130;Zm00001eb258140;Zm00001eb258150	Zm00001eb258130	Zm00001eb258130	0
S1_304738239	1	304738239	0.002933471	2	Zm00001eb064380;emc2-a_0	Zm00001eb064380	Zm00001eb064380	0
S3_107946150	3	107946150	0.002938989	1	Zm00001eb134230	Zm00001eb134230	Zm00001eb134230	2
S10_145900384	10	145900384	0.002945228	6	Zm00001eb431500;Zm00001eb431510;Zm00001eb431520;Zm00001eb431490;Zm00001eb431480;Zm00001eb431470	Zm00001eb431500	Zm00001eb431500	0
S6_40322566	6	40322566	0.002945617	3	Zm00001eb265960;Zm00001eb265970;Zm00001eb265980	Zm00001eb265960	Zm00001eb265960	910
S8_103859154	8	103859154	0.002946226	3	Zm00001eb348780;Zm00001eb348790;Zm00001eb348800	Zm00001eb348780	Zm00001eb348780	10753
S10_87120594	10	87120594	0.002947815	2	MYB134;Zm00001eb417180	MYB134	Zm00001eb417190	0
S8_122123481	8	122123481	0.00294807	3	Zm00001eb352160;Zm00001eb352170;Zm00001eb352180	Zm00001eb352160	Zm00001eb352160	265
S2_73632509	2	73632509	0.002948906	1	Zm00001eb085520	Zm00001eb085520	Zm00001eb085520	329
S7_8638585	7	8638585	0.002951462	2	Zm00001eb300990;Zm00001eb301000	Zm00001eb300990	Zm00001eb300990	0
S1_213200786	1	213200786	0.002952215	1	Zm00001eb040480	Zm00001eb040480	Zm00001eb040480	0
S4_165440473	4	165440473	0.002954313	4	DOF5.6_0;PCMP-E87_0;Zm00001eb188440;Zm00001eb188470	DOF5.6_0	Zm00001eb188460	0
S1_223631538	1	223631538	0.002956066	1	HB112	HB112	Zm00001eb042400	0
S7_174133314	7	174133314	0.002956471	7	Zm00001eb327250;UP3;Zm00001eb327270;Zm00001eb327240;Zm00001eb327230;Zm00001eb327280;Zm00001eb327220	Zm00001eb327250	Zm00001eb327250	0
S7_161814374	7	161814374	0.002958203	3	Zm00001eb322590;ATPG_3;Zm00001eb322610	Zm00001eb322590	Zm00001eb322590	2523
S8_180415841	8	180415841	0.002961973	6	Zm00001eb370710;bZIP20;Zm00001eb370730;Zm00001eb370740;Zm00001eb370750;Zm00001eb370760	Zm00001eb370710	Zm00001eb370710	1151
S5_191181278	5	191181278	0.002962399	3	Zm00001eb247890;Zm00001eb247880;Zm00001eb247870	Zm00001eb247890	Zm00001eb247890	2159
S2_241826896	2	241826896	0.002965361	5	Zm00001eb117920;Zm00001eb117930;Zm00001eb117910;Zm00001eb117940;Zm00001eb117900	Zm00001eb117920	Zm00001eb117920	0
S10_144669608	10	144669608	0.002966017	3	Zm00001eb430930;Zm00001eb430920;Zm00001eb430940	Zm00001eb430930	Zm00001eb430930	711
S8_173336811	8	173336811	0.002968957	9	Zm00001eb366900;Zm00001eb366890;Zm00001eb366910;Zm00001eb366880;Zm00001eb366920;Os01g0857700_1;FDX6_1;Zm00001eb366940;STLP1_1	Zm00001eb366900	Zm00001eb366900	0
S9_22280979	9	22280979	0.002969242	2	Zm00001eb377280;SRL1_2	Zm00001eb377280	Zm00001eb377280	0
S6_169943762	6	169943762	0.002969888	5	Zm00001eb292780;DOF10;Zm00001eb292770;Zm00001eb292760;Zm00001eb292750	Zm00001eb292780	Zm00001eb292780	315
S3_189077834	3	189077834	0.002970377	1	Zm00001eb149310	Zm00001eb149310	Zm00001eb149310	0
S6_166921391	6	166921391	0.002970621	5	Zm00001eb291290;Zm00001eb291300;SUVH1_3;Zm00001eb291280;Zm00001eb291270	Zm00001eb291290	Zm00001eb291290	0
S4_206127197	4	206127197	0.002970898	1	Zm00001eb199980	Zm00001eb199980	Zm00001eb199980	0
S10_74742804	10	74742804	0.002971986	1	Zm00001eb415060	Zm00001eb415060	Zm00001eb415060	0
S4_229768932	4	229768932	0.002973702	0	NA	NA	NA	NA
S1_19309201	1	19309201	0.002979838	2	BHLH96_0;Zm00001eb006690	BHLH96_0	Zm00001eb006680	307
S5_222696577	5	222696577	0.002984485	3	Zm00001eb258130;Zm00001eb258140;Zm00001eb258150	Zm00001eb258130	Zm00001eb258130	39
S2_219977258	2	219977258	0.002986538	5	Zm00001eb110050;Zm00001eb110040;Zm00001eb110060;Zm00001eb110070;Zm00001eb110030	Zm00001eb110050	Zm00001eb110050	3545
S4_141123655	4	141123655	0.00298716	3	Zm00001eb184430;Zm00001eb184440;Zm00001eb184450	Zm00001eb184430	Zm00001eb184430	993
S3_232542038	3	232542038	0.002988217	3	Zm00001eb162420;Zm00001eb162430;Zm00001eb162440	Zm00001eb162420	Zm00001eb162420	0
S8_7835675	8	7835675	0.002990343	2	Zm00001eb334190;Zm00001eb334200	Zm00001eb334190	Zm00001eb334190	0
S1_75023002	1	75023002	0.002991665	2	Zm00001eb020260;Zm00001eb020270	Zm00001eb020260	Zm00001eb020260	0
S7_173668457	7	173668457	0.002992175	2	Zm00001eb327110;Zm00001eb327100	Zm00001eb327110	Zm00001eb327110	0
S4_206126198	4	206126198	0.002993182	1	Zm00001eb199980	Zm00001eb199980	Zm00001eb199980	829
S6_175964293	6	175964293	0.002996889	4	Zm00001eb295820;Zm00001eb295810;Zm00001eb295830;Zm00001eb295840	Zm00001eb295820	Zm00001eb295820	1311
S3_216169463	3	216169463	0.002997589	1	Zm00001eb157360	Zm00001eb157360	Zm00001eb157360	527
S9_32737359	9	32737359	0.002999867	4	Zm00001eb379770;Zm00001eb379780;Zm00001eb379790;Zm00001eb379800	Zm00001eb379770	Zm00001eb379770	0
S3_196212812	3	196212812	0.003000666	2	Zm00001eb151510;Zm00001eb151520	Zm00001eb151510	Zm00001eb151510	0
S4_233974885	4	233974885	0.003000845	1	Zm00001eb204270	Zm00001eb204270	Zm00001eb204270	0
S2_203068498	2	203068498	0.003007847	6	Zm00001eb103990;Zm00001eb103980;Zm00001eb103970;Zm00001eb103960;Zm00001eb103950;Zm00001eb103940	Zm00001eb103990	Zm00001eb103990	647
S8_174730308	8	174730308	0.003008111	2	Zm00001eb367750;Zm00001eb367740	Zm00001eb367750	Zm00001eb367750	0
S3_91770787	3	91770787	0.003009136	0	NA	NA	NA	NA
S10_131515979	10	131515979	0.00301389	7	At3g47200_5;Zm00001eb426140;Zm00001eb426120;Zm00001eb426110;At1g47056_3;Zm00001eb426090;Zm00001eb426100	At3g47200_5	Zm00001eb426130	0
S5_180300011	5	180300011	0.003015595	1	Zm00001eb245040	Zm00001eb245040	Zm00001eb245040	36
S2_53755199	2	53755199	0.003015867	3	Zm00001eb082910;Opaque11;SET102	Zm00001eb082910	Zm00001eb082910	491
S1_173293377	1	173293377	0.003016842	0	NA	NA	NA	NA
S5_32095829	5	32095829	0.003017408	6	Zm00001eb222250;Zm00001eb222240;Zm00001eb222230;Zm00001eb222220;Zm00001eb222210;Zm00001eb222200	Zm00001eb222250	Zm00001eb222250	0
S8_38246333	8	38246333	0.003017848	2	Zm00001eb340350;Zm00001eb340360	Zm00001eb340350	Zm00001eb340350	0
S1_34895838	1	34895838	0.003020166	6	Zm00001eb010940;Zm00001eb010910;Zm00001eb010930;Zm00001eb010920;Zm00001eb010950;Zm00001eb010900	Zm00001eb010940	Zm00001eb010940	2801
S1_42714880	1	42714880	0.003027572	2	Zm00001eb012860;Zm00001eb012850	Zm00001eb012860	Zm00001eb012860	923
S8_176625055	8	176625055	0.003028086	6	Zm00001eb368690;Zm00001eb368680;Zm00001eb368670;Zm00001eb368660;Zm00001eb368700;Zm00001eb368710	Zm00001eb368690	Zm00001eb368690	0
S5_221028446	5	221028446	0.003029267	4	Zm00001eb257340;Zm00001eb257330;Zm00001eb257350;Zm00001eb257360	Zm00001eb257340	Zm00001eb257340	0
S3_143039065	3	143039065	0.003029794	1	Zm00001eb139130	Zm00001eb139130	Zm00001eb139130	0
S6_161856486	6	161856486	0.003030746	4	Zm00001eb289320;Zm00001eb289310;Zm00001eb289300;Zm00001eb289290	Zm00001eb289320	Zm00001eb289320	5485
S8_83360402	8	83360402	0.003031526	0	NA	NA	NA	NA
S8_177189554	8	177189554	0.003033355	1	Zm00001eb368970	Zm00001eb368970	Zm00001eb368970	0
S6_165372892	6	165372892	0.003035596	6	Zm00001eb290660;Zm00001eb290670;TBL16_3;Zm00001eb290650;Zm00001eb290690;Zm00001eb290640	Zm00001eb290660	Zm00001eb290660	0
S1_179367372	1	179367372	0.003039113	3	Zm00001eb032040;Zm00001eb032050;mbd106	Zm00001eb032040	Zm00001eb032040	0
S5_207905849	5	207905849	0.003044234	4	EAT1;Zm00001eb251660;Zm00001eb251670;aox1	EAT1	Zm00001eb251650	867
S4_58179452	4	58179452	0.003047206	0	NA	NA	NA	NA
S6_11504142	6	11504142	0.003052199	2	Os08g0118900;RGA3_18	Os08g0118900	Zm00001eb261190	0
S10_48127774	10	48127774	0.003053198	1	Zm00001eb412320	Zm00001eb412320	Zm00001eb412320	0
S1_283880570	1	283880570	0.003053356	1	m4	m4	Zm00001eb057540	1224
S5_219142402	5	219142402	0.003059489	7	Zm00001eb256270;Zm00001eb256290;Zm00001eb256300;Zm00001eb256280;NAR;Zm00001eb256310;Zm00001eb256250	Zm00001eb256270	Zm00001eb256270	0
S5_141865291	5	141865291	0.003060912	1	Orphan346	Orphan346	Zm00001eb237920	23759
S10_118803188	10	118803188	0.003065766	0	NA	NA	NA	NA
S4_249183338	4	249183338	0.003069724	1	Zm00001eb209780	Zm00001eb209780	Zm00001eb209780	10407
S8_162419661	8	162419661	0.003071063	1	YUC2	YUC2	Zm00001eb362000	0
S1_67657711	1	67657711	0.00307141	1	SC26	SC26	Zm00001eb018860	0
S2_135411299	2	135411299	0.003072212	4	Zm00001eb091300;Zm00001eb091280;Zm00001eb091290;Zm00001eb091310	Zm00001eb091300	Zm00001eb091300	0
S3_151302266	3	151302266	0.003072588	4	Zm00001eb140980;Zm00001eb140970;Zm00001eb140990;Zm00001eb141000	Zm00001eb140980	Zm00001eb140980	0
S2_194368955	2	194368955	0.003074459	1	Zm00001eb101580	Zm00001eb101580	Zm00001eb101580	3372
S3_220438308	3	220438308	0.003075813	2	Zm00001eb158690;Zm00001eb158700	Zm00001eb158690	Zm00001eb158690	0
S4_151107465	4	151107465	0.003080292	1	Zm00001eb185620	Zm00001eb185620	Zm00001eb185620	6467
