rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S7_42277072	7	42277072	0.002533528	0	NA	NA	NA	NA
S10_7121685	10	7121685	0.002542525	7	SORBI_3010G083600;SORBI_3010G083550;SORBI_3010G083500;SORBI_3010G083700;SORBI_3010G083400;SORBI_3010G083300;SORBI_3010G083200	SORBI_3010G083600	SORBI_3010G083600	0
S5_630781	5	630781	0.002548593	12	SORBI_3005G007900;SORBI_3005G008001;SORBI_3005G007800;SORBI_3005G008101;SORBI_3005G008201;SORBI_3005G007700;SORBI_3005G008301;SORBI_3005G008400;SORBI_3005G007600;SORBI_3005G008500;SORBI_3005G007500;SORBI_3005G008600	SORBI_3005G007900	SORBI_3005G007900	0
S7_48354457	7	48354457	0.002551545	0	NA	NA	NA	NA
S3_4695827	3	4695827	0.002572387	6	SORBI_3003G052100;SORBI_3003G052200;SORBI_3003G052000;SORBI_3003G051900;SORBI_3003G051800;SORBI_3003G051700	SORBI_3003G052100	SORBI_3003G052100	1101
S9_56646057	9	56646057	0.002574481	8	SORBI_3009G224300;SORBI_3009G224400;SORBI_3009G224200;SORBI_3009G224500;SORBI_3009G224100;SORBI_3009G224000;SORBI_3009G223900;SORBI_3009G224600	SORBI_3009G224300	SORBI_3009G224300	0
S7_35183305	7	35183305	0.002575893	0	NA	NA	NA	NA
S9_19725416	9	19725416	0.002606651	0	NA	NA	NA	NA
S3_1694984	3	1694984	0.002621954	6	SORBI_3003G018800;SORBI_3003G018900;SORBI_3003G019000;SORBI_3003G018700;SORBI_3003G019100;SORBI_3003G019200	SORBI_3003G018800	SORBI_3003G018800	1347
S5_56514030	5	56514030	0.002626684	1	SORBI_3005G130001	SORBI_3005G130001	SORBI_3005G130001	12343
S2_63771483	2	63771483	0.002650092	4	SORBI_3002G250400;SORBI_3002G250550;SORBI_3002G250700;SORBI_3002G250800	SORBI_3002G250400	SORBI_3002G250400	0
S10_7121698	10	7121698	0.002669622	7	SORBI_3010G083600;SORBI_3010G083550;SORBI_3010G083500;SORBI_3010G083700;SORBI_3010G083400;SORBI_3010G083300;SORBI_3010G083200	SORBI_3010G083600	SORBI_3010G083600	0
S9_56646367	9	56646367	0.002673778	8	SORBI_3009G224300;SORBI_3009G224400;SORBI_3009G224200;SORBI_3009G224500;SORBI_3009G224100;SORBI_3009G224000;SORBI_3009G223900;SORBI_3009G224600	SORBI_3009G224300	SORBI_3009G224300	0
S5_43622895	5	43622895	0.002676182	0	NA	NA	NA	NA
S1_59039522	1	59039522	0.002693247	3	SORBI_3001G306400;SORBI_3001G306300;SORBI_3001G306200	SORBI_3001G306400	SORBI_3001G306400	601
S1_27234033	1	27234033	0.002694532	1	SORBI_3001G252000	SORBI_3001G252000	SORBI_3001G252000	20346
S7_43986953	7	43986953	0.002703347	0	NA	NA	NA	NA
S5_10624390	5	10624390	0.002705275	5	SORBI_3005G080600;SORBI_3005G080501;SORBI_3005G080700;SORBI_3005G080400;SORBI_3005G080800	SORBI_3005G080600	SORBI_3005G080600	4936
S7_59496388	7	59496388	0.002721092	2	SORBI_3007G160300;SORBI_3007G160400	SORBI_3007G160300	SORBI_3007G160300	1883
S5_11865254	5	11865254	0.002731651	1	SORBI_3005G085901	SORBI_3005G085901	SORBI_3005G085901	0
S4_61015323	4	61015323	0.002732212	7	SORBI_3004G265500;SORBI_3004G265600;SORBI_3004G265700;SORBI_3004G265800;SORBI_3004G265400;SORBI_3004G265300;SORBI_3004G265900	SORBI_3004G265500	SORBI_3004G265500	0
S1_66598607	1	66598607	0.002748349	7	SORBI_3001G377900;SORBI_3001G378001;SORBI_3001G378100;SORBI_3001G377800;SORBI_3001G377700;SORBI_3001G378150;SORBI_3001G377600	SORBI_3001G377900	SORBI_3001G377900	0
S4_65772650	4	65772650	0.002783472	7	SORBI_3004G322800;SORBI_3004G322901;SORBI_3004G323000;SORBI_3004G322700;SORBI_3004G322600;SORBI_3004G323100;SORBI_3004G322650	SORBI_3004G322800	SORBI_3004G322800	4746
S10_44427108	10	44427108	0.002840441	0	NA	NA	NA	NA
S3_1613284	3	1613284	0.002858345	6	SORBI_3003G018150;SORBI_3003G018300;SORBI_3003G018000;SORBI_3003G018400;SORBI_3003G017900;SORBI_3003G018600	SORBI_3003G018150	SORBI_3003G018150	0
S2_51240462	2	51240462	0.002869527	1	SORBI_3002G164700	SORBI_3002G164700	SORBI_3002G164700	583
S8_11453551	8	11453551	0.00289941	1	SORBI_3008G076300	SORBI_3008G076300	SORBI_3008G076300	11534
S3_66410605	3	66410605	0.002903598	9	SORBI_3003G341300;SORBI_3003G341400;SORBI_3003G341500;SORBI_3003G341200;SORBI_3003G341600;SORBI_3003G341100;SORBI_3003G341700;SORBI_3003G341800;SORBI_3003G341900	SORBI_3003G341300	SORBI_3003G341300	0
S4_3060712	4	3060712	0.00292638	6	SORBI_3004G037800;SORBI_3004G037700;SORBI_3004G037600;SORBI_3004G037500;SORBI_3004G037900;SORBI_3004G037401	SORBI_3004G037800	SORBI_3004G037800	0
S3_18000969	3	18000969	0.002926548	2	SORBI_3003G158000;SORBI_3003G158100	SORBI_3003G158000	SORBI_3003G158000	0
S3_16555809	3	16555809	0.00293664	1	SORBI_3003G153600	SORBI_3003G153600	SORBI_3003G153600	0
S1_59706833	1	59706833	0.002956386	7	SORBI_3001G310700;SORBI_3001G310600;SORBI_3001G310800;SORBI_3001G310500;SORBI_3001G310400;SORBI_3001G310300;SORBI_3001G310200	SORBI_3001G310700	SORBI_3001G310700	2472
S7_48031349	7	48031349	0.002974138	0	NA	NA	NA	NA
S1_42765787	1	42765787	0.003009763	0	NA	NA	NA	NA
S1_14855046	1	14855046	0.00301037	4	SORBI_3001G176600;SORBI_3001G176700;SORBI_3001G176501;SORBI_3001G176800	SORBI_3001G176600	SORBI_3001G176600	2085
S2_50991390	2	50991390	0.003011468	1	SORBI_3002G164300	SORBI_3002G164300	SORBI_3002G164300	0
S8_38301568	8	38301568	0.003023654	0	NA	NA	NA	NA
S1_40180141	1	40180141	0.003024196	0	NA	NA	NA	NA
S7_8932947	7	8932947	0.003059183	7	SORBI_3007G077400;SORBI_3007G077466;SORBI_3007G077532;SORBI_3007G077300;SORBI_3007G077200;SORBI_3007G077600;SORBI_3007G077100	SORBI_3007G077400	SORBI_3007G077400	0
S5_14665795	5	14665795	0.003086967	0	NA	NA	NA	NA
