Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
barley,soilN,HORVU.MOREX.r3.3HG0275910,"chr3H:399114666\C,\T",0.0007150843,downstream,20872,chr3H,399114666
barley,soilN,HORVU.MOREX.r3.5HG0425990,"chr5H:13614527\A,\T",0.0007157667,in_gene,0,chr5H,13614527
barley,soilN,HORVU.MOREX.r3.1HG0089330,"chr1H:502924520\C,\T",0.0007160063,upstream,20335,chr1H,502924520
barley,soilN,HORVU.MOREX.r3.1HG0077190,"chr1H:477443457\C,\T",0.0007166003,in_gene,0,chr1H,477443457
barley,soilN,HORVU.MOREX.r3.3HG0301370,"chr3H:545261250\T,\C",0.0007263216,downstream,13171,chr3H,545261250
barley,soilN,HORVU.MOREX.r3.2HG0105610,"chr2H:21159441\A,\G",0.0007274428,downstream,3042,chr2H,21159441
barley,soilN,HORVU.MOREX.r3.1HG0014090,"chr1H:36565729\A,\C",0.0007274673,upstream,4180,chr1H,36565729
barley,soilN,HORVU.MOREX.r3.1HG0014090,"chr1H:36565765\T,\A",0.0007274673,upstream,4144,chr1H,36565765
barley,soilN,HORVU.MOREX.r3.7HG0744220,"chr7H:613121146\T,\A",0.000727908,upstream,16620,chr7H,613121146
barley,soilN,HORVU.MOREX.r3.2HG0184560,"chr2H:570021946\G,\A",0.0007337346,in_gene,0,chr2H,570021946
barley,soilN,HORVU.MOREX.r3.1HG0007230,"chr1H:14729161\T,\C",0.0007364638,downstream,2249,chr1H,14729161
barley,soilN,HORVU.MOREX.r3.2HG0212880,"chr2H:653223553\C,\G",0.000743429,downstream,4846,chr2H,653223553
barley,soilN,HORVU.MOREX.r3.5HG0425950,"chr5H:13561463\G,\A",0.0007508761,downstream,5103,chr5H,13561463
barley,soilN,HORVU.MOREX.r3.4HG0333220,"chr4H:4982648\C,\T",0.0007509466,in_gene,0,chr4H,4982648
barley,soilN,HORVU.MOREX.r3.5HG0432370,"chr5H:37533433\A,\G",0.000754465,upstream,9386,chr5H,37533433
barley,soilN,HORVU.MOREX.r3.3HG0228590,"chr3H:19846058\G,\A",0.0007545028,upstream,21217,chr3H,19846058
barley,soilN,HORVU.MOREX.r3.3HG0228590,"chr3H:19846070\A,\G",0.0007545028,upstream,21205,chr3H,19846070
barley,soilN,HORVU.MOREX.r3.2HG0107620,"chr2H:25735852\G,\A",0.0007566194,downstream,613,chr2H,25735852
barley,soilN,HORVU.MOREX.r3.5HG0531310,"chr5H:574353393\C,\A",0.0007600129,upstream,880,chr5H,574353393
barley,soilN,HORVU.MOREX.r3.7HG0643650,"chr7H:17076289\C,\G",0.0007622006,upstream,1219,chr7H,17076289
barley,soilN,HORVU.MOREX.r3.2HG0174440,"chr2H:519562016\A,\G",0.0007641206,in_gene,0,chr2H,519562016
barley,soilN,HORVU.MOREX.r3.7HG0640610,"chr7H:11289010\C,\T",0.0007679505,in_gene,0,chr7H,11289010
barley,soilN,HORVU.MOREX.r3.3HG0302460,"chr3H:549125162\T,\C",0.0007682847,downstream,2360,chr3H,549125162
barley,soilN,HORVU.MOREX.r3.6HG0596930,"chr6H:382993966\G,\A",0.0007809749,in_gene,0,chr6H,382993966
barley,soilN,HORVU.MOREX.r3.5HG0484750,"chr5H:450695401\T,\C",0.0007811109,downstream,7459,chr5H,450695401
barley,soilN,HORVU.MOREX.r3.7HG0729260,"chr7H:573905369\C,\A",0.0007851299,upstream,4676,chr7H,573905369
barley,soilN,HORVU.MOREX.r3.3HG0230320,"chr3H:22834319\A,\G",0.0007879975,downstream,7845,chr3H,22834319
barley,soilN,HORVU.MOREX.r3.2HG0198440,"chr2H:620670981\G,\A",0.0007902615,downstream,2730,chr2H,620670981
barley,soilN,HORVU.MOREX.r3.2HG0174440,"chr2H:519562001\A,\G",0.000790497,in_gene,0,chr2H,519562001
barley,soilN,HORVU.MOREX.r3.1HG0075360,"chr1H:472080047\G,\A",0.0007918703,upstream,2710,chr1H,472080047
barley,soilN,HORVU.MOREX.r3.5HG0432370,"chr5H:37533382\A,\G",0.0007997255,upstream,9437,chr5H,37533382
barley,soilN,HORVU.MOREX.r3.7HG0649600,"chr7H:28397154\C,\G",0.0008024751,upstream,8004,chr7H,28397154
barley,soilN,HORVU.MOREX.r3.1HG0057310,"chr1H:381732834\A,\G",0.0008090353,in_gene,0,chr1H,381732834
barley,soilN,HORVU.MOREX.r3.3HG0294140,"chr3H:512540264\T,\C",0.0008114939,upstream,7496,chr3H,512540264
barley,soilN,HORVU.MOREX.r3.7HG0726520,"chr7H:562492765\T,\G",0.0008116964,in_gene,0,chr7H,562492765
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764533\G,\A",0.0008142808,upstream,5650,chr5H,268764533
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764543\C,\G",0.0008142808,upstream,5640,chr5H,268764543
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764545\G,\T",0.0008142808,upstream,5638,chr5H,268764545
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764560\A,\G",0.0008142808,upstream,5623,chr5H,268764560
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764604\C,\A",0.0008142808,upstream,5579,chr5H,268764604
barley,soilN,HORVU.MOREX.r3.2HG0123760,"chr2H:90946938\T,\G",0.0008184038,downstream,3383,chr2H,90946938
barley,soilN,HORVU.MOREX.r3.2HG0116500,"chr2H:54710505\G,\A",0.0008240363,upstream,5032,chr2H,54710505
barley,soilN,HORVU.MOREX.r3.7HG0744930,"chr7H:614840364\G,\A",0.0008264499,upstream,10559,chr7H,614840364
barley,soilN,HORVU.MOREX.r3.7HG0745790,"chr7H:616291891\C,\A",0.0008339578,downstream,13318,chr7H,616291891
barley,soilN,HORVU.MOREX.r3.3HG0308360,"chr3H:567290136\G,\A",0.0008342265,downstream,16789,chr3H,567290136
barley,soilN,HORVU.MOREX.r3.2HG0112410,"chr2H:40829588\T,\C",0.0008357426,downstream,13185,chr2H,40829588
barley,soilN,HORVU.MOREX.r3.4HG0391280,"chr4H:497731585\A,\T",0.0008386849,downstream,202,chr4H,497731585
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764520\T,\C",0.0008393898,upstream,5663,chr5H,268764520
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268764554\A,\G",0.0008393898,upstream,5629,chr5H,268764554
barley,soilN,HORVU.MOREX.r3.6HG0625410,"chr6H:542571690\C,\T",0.000847228,in_gene,0,chr6H,542571690
barley,soilN,HORVU.MOREX.r3.1HG0013800,"chr1H:35010086\C,\T",0.0008486317,downstream,4944,chr1H,35010086
barley,soilN,HORVU.MOREX.r3.7HG0658760,"chr7H:57477000\C,\A",0.0008556894,downstream,20017,chr7H,57477000
barley,soilN,259I16.6,"chr7H:17594630\G,\T",0.0008585218,in_gene,0,chr7H,17594630
barley,soilN,HORVU.MOREX.r3.6HG0612100,"chr6H:489892258\C,\T",0.0008623738,upstream,1093,chr6H,489892258
barley,soilN,HORVU.MOREX.r3.3HG0278490,"chr3H:419153364\C,\G",0.0008630797,downstream,439,chr3H,419153364
barley,soilN,HORVU.MOREX.r3.1HG0042470,"chr1H:273279252\C,\T",0.0008633765,in_gene,0,chr1H,273279252
barley,soilN,HORVU.MOREX.r3.5HG0492750,"chr5H:484363534\A,\C",0.0008642615,in_gene,0,chr5H,484363534
barley,soilN,HORVU.MOREX.r3.5HG0535530,"chr5H:581893528\A,\T",0.0008675371,downstream,426,chr5H,581893528
barley,soilN,HORVU.MOREX.r3.4HG0340200,"chr4H:29281745\G,\A",0.000868792,upstream,24157,chr4H,29281745
barley,soilN,HORVU.MOREX.r3.2HG0105680,"chr2H:21345912\C,\T",0.0008695356,in_gene,0,chr2H,21345912
barley,soilN,HORVU.MOREX.r3.7HG0661210,"chr7H:65927170\C,\G",0.0008730294,upstream,1967,chr7H,65927170
barley,soilN,HORVU.MOREX.r3.6HG0597680,"chr6H:387477021\C,\T",0.0008759527,downstream,20198,chr6H,387477021
barley,soilN,HORVU.MOREX.r3.3HG0227090,"chr3H:16343376\G,\C",0.000876064,downstream,19047,chr3H,16343376
barley,soilN,HORVU.MOREX.r3.2HG0097560,"chr2H:5066624\T,\G",0.0008782432,downstream,599,chr2H,5066624
barley,soilN,HORVU.MOREX.r3.2HG0107620,"chr2H:25735812\G,\A",0.000886465,downstream,573,chr2H,25735812
barley,soilN,HORVU.MOREX.r3.2HG0110570,"chr2H:33073962\G,\A",0.0008882605,upstream,14494,chr2H,33073962
barley,soilN,HORVU.MOREX.r3.4HG0334080,"chr4H:7660578\C,\T",0.0008916773,upstream,20451,chr4H,7660578
barley,soilN,HORVU.MOREX.r3.1HG0006130,"chr1H:12695065\C,\T",0.0008944857,downstream,3175,chr1H,12695065
barley,soilN,HORVU.MOREX.r3.7HG0650300,"chr7H:30380633\G,\A",0.0009063827,in_gene,0,chr7H,30380633
barley,soilN,HORVU.MOREX.r3.7HG0648070,"chr7H:25511096\C,\T",0.0009070414,upstream,4291,chr7H,25511096
barley,soilN,HORVU.MOREX.r3.3HG0240560,"chr3H:72668308\G,\A",0.0009131997,upstream,20433,chr3H,72668308
barley,soilN,HORVU.MOREX.r3.3HG0240560,"chr3H:72668311\A,\G",0.0009131997,upstream,20430,chr3H,72668311
barley,soilN,HORVU.MOREX.r3.2HG0189930,"chr2H:597267198\G,\C",0.0009148107,downstream,580,chr2H,597267198
barley,soilN,HORVU.MOREX.r3.7HG0749410,"chr7H:623154507\G,\C",0.000916675,upstream,14667,chr7H,623154507
barley,soilN,HORVU.MOREX.r3.2HG0096630,"chr2H:2654950\G,\A",0.0009221472,in_gene,0,chr2H,2654950
barley,soilN,HORVU.MOREX.r3.5HG0509590,"chr5H:524492585\T,\C",0.0009223547,downstream,801,chr5H,524492585
barley,soilN,HORVU.MOREX.r3.5HG0509590,"chr5H:524492588\A,\G",0.0009223547,downstream,804,chr5H,524492588
barley,soilN,HORVU.MOREX.r3.5HG0509590,"chr5H:524492593\G,\A",0.0009223547,downstream,809,chr5H,524492593
barley,soilN,HORVU.MOREX.r3.1HG0009100,"chr1H:21614445\G,\C",0.000922614,upstream,12807,chr1H,21614445
barley,soilN,HORVU.MOREX.r3.4HG0342810,"chr4H:41831584\C,\T",0.000929893,upstream,470,chr4H,41831584
barley,soilN,HORVU.MOREX.r3.2HG0109680,"chr2H:30471983\T,\A",0.0009311814,in_gene,0,chr2H,30471983
barley,soilN,HORVU.MOREX.r3.1HG0024060,"chr1H:94958191\G,\A",0.0009339696,downstream,6125,chr1H,94958191
barley,soilN,HORVU.MOREX.r3.3HG0255260,"chr3H:186972512\A,\G",0.0009434541,in_gene,0,chr3H,186972512
barley,soilN,HORVU.MOREX.r3.4HG0343180,"chr4H:44702651\C,\T",0.0009445335,in_gene,0,chr4H,44702651
barley,soilN,HORVU.MOREX.r3.1HG0011020,"chr1H:26310855\G,\C",0.0009480065,in_gene,0,chr1H,26310855
barley,soilN,HORVU.MOREX.r3.7HG0734650,"chr7H:590467398\G,\A",0.0009491511,upstream,4586,chr7H,590467398
barley,soilN,HORVU.MOREX.r3.2HG0109520,"chr2H:30311061\G,\C",0.0009527361,downstream,4110,chr2H,30311061
barley,soilN,HORVU.MOREX.r3.6HG0547800,"chr6H:19925311\T,\C",0.00096011,downstream,5553,chr6H,19925311
barley,soilN,HORVU.MOREX.r3.6HG0625730,"chr6H:543006945\T,\G",0.0009674661,upstream,3346,chr6H,543006945
barley,soilN,HORVU.MOREX.r3.7HG0744420,"chr7H:613737745\C,\T",0.0009689999,upstream,9874,chr7H,613737745
barley,soilN,HORVU.MOREX.r3.4HG0334930,"chr4H:9969814\C,\T",0.000969208,upstream,9683,chr4H,9969814
barley,soilN,HORVU.MOREX.r3.4HG0334930,"chr4H:9969875\T,\A",0.000969208,upstream,9622,chr4H,9969875
barley,soilN,HORVU.MOREX.r3.5HG0432680,"chr5H:39724965\A,\G",0.0009731159,upstream,23280,chr5H,39724965
barley,soilN,HORVU.MOREX.r3.6HG0625730,"chr6H:543007014\T,\C",0.0009749111,upstream,3277,chr6H,543007014
barley,soilN,HORVU.MOREX.r3.6HG0625730,"chr6H:543007015\A,\G",0.0009749111,upstream,3276,chr6H,543007015
barley,soilN,HORVU.MOREX.r3.5HG0424150,"chr5H:8759829\G,\A",0.0009763961,downstream,826,chr5H,8759829
barley,soilN,HORVU.MOREX.r3.1HG0073500,"chr1H:462889126\C,\A",0.000976668,upstream,3006,chr1H,462889126
barley,soilN,HORVU.MOREX.r3.7HG0640110,"chr7H:10377852\G,\T",0.0009825175,upstream,3266,chr7H,10377852
barley,soilN,HORVU.MOREX.r3.7HG0744540,"chr7H:613982660\C,\T",0.0009887529,downstream,4068,chr7H,613982660
barley,soilN,HORVU.MOREX.r3.5HG0424230,"chr5H:8956655\A,\G",0.0009964344,downstream,846,chr5H,8956655
barley,soilN,HORVU.MOREX.r3.4HG0335900,"chr4H:13284372\C,\T",0.0009979672,upstream,9909,chr4H,13284372
barley,soilN,HORVU.MOREX.r3.1HG0078630,"chr1H:481891671\C,\A",0.001000668,in_gene,0,chr1H,481891671
barley,soilN,HORVU.MOREX.r3.7HG0649600,"chr7H:28397156\G,\A",0.00100578,upstream,8002,chr7H,28397156
barley,soilN,HORVU.MOREX.r3.4HG0343710,"chr4H:47976015\A,\G",0.001012155,upstream,21631,chr4H,47976015
barley,soilN,HORVU.MOREX.r3.4HG0415130,"chr4H:601060474\T,\C",0.001013305,upstream,6149,chr4H,601060474
barley,soilN,HORVU.MOREX.r3.4HG0415130,"chr4H:601060421\A,\G",0.001013305,upstream,6202,chr4H,601060421
barley,soilN,HORVU.MOREX.r3.4HG0415130,"chr4H:601060417\A,\G",0.001013305,upstream,6206,chr4H,601060417
barley,soilN,HORVU.MOREX.r3.4HG0415130,"chr4H:601060405\T,\C",0.001013305,upstream,6218,chr4H,601060405
barley,soilN,HORVU.MOREX.r3.6HG0598380,"chr6H:392808935\G,\A",0.001014819,upstream,648,chr6H,392808935
barley,soilN,HORVU.MOREX.r3.5HG0509660,"chr5H:524520532\A,\G",0.001021527,in_gene,0,chr5H,524520532
barley,soilN,HORVU.MOREX.r3.3HG0303990,"chr3H:554734179\A,\G",0.001024289,in_gene,0,chr3H,554734179
barley,soilN,HORVU.MOREX.r3.7HG0737590,"chr7H:597916660\C,\T",0.001037466,upstream,10175,chr7H,597916660
barley,soilN,HORVU.MOREX.r3.2HG0177360,"chr2H:537466604\G,\A",0.00105588,upstream,12704,chr2H,537466604
barley,soilN,HORVU.MOREX.r3.5HG0528320,"chr5H:567666686\A,\G",0.001059248,upstream,11967,chr5H,567666686
barley,soilN,HORVU.MOREX.r3.5HG0528320,"chr5H:567666701\A,\G",0.001059248,upstream,11952,chr5H,567666701
barley,soilN,HORVU.MOREX.r3.5HG0484830,"chr5H:451138054\T,\C",0.001059671,in_gene,0,chr5H,451138054
barley,soilN,HORVU.MOREX.r3.7HG0650600,"chr7H:31032942\A,\G",0.001060209,upstream,3190,chr7H,31032942
barley,soilN,HORVU.MOREX.r3.7HG0650020,"chr7H:29638686\A,\G",0.00106097,downstream,24170,chr7H,29638686
barley,soilN,HORVU.MOREX.r3.3HG0233730,"chr3H:32374450\A,\T",0.001061056,downstream,1755,chr3H,32374450
barley,soilN,HORVU.MOREX.r3.4HG0345200,"chr4H:58071442\G,\A",0.00106122,upstream,14697,chr4H,58071442
barley,soilN,HORVU.MOREX.r3.3HG0285780,"chr3H:467368927\G,\A",0.001064571,in_gene,0,chr3H,467368927
barley,soilN,HORVU.MOREX.r3.3HG0285780,"chr3H:467368929\T,\A",0.001064571,in_gene,0,chr3H,467368929
barley,soilN,HORVU.MOREX.r3.1HG0005040,"chr1H:9932587\C,\A",0.001066959,downstream,4515,chr1H,9932587
barley,soilN,HORVU.MOREX.r3.2HG0213750,"chr2H:654634684\G,\C",0.001073479,upstream,20904,chr2H,654634684
barley,soilN,HORVU.MOREX.r3.4HG0415130,"chr4H:601060469\G,\A",0.001085111,upstream,6154,chr4H,601060469
barley,soilN,HORVU.MOREX.r3.7HG0729260,"chr7H:573905437\A,\G",0.001085684,upstream,4608,chr7H,573905437
barley,soilN,HORVU.MOREX.r3.3HG0312440,"chr3H:580673817\T,\G",0.001086183,upstream,1806,chr3H,580673817
barley,soilN,HORVU.MOREX.r3.2HG0182620,"chr2H:562855611\A,\G",0.001087065,in_gene,0,chr2H,562855611
barley,soilN,HORVU.MOREX.r3.6HG0630710,"chr6H:555659463\A,\G",0.001088275,in_gene,0,chr6H,555659463
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867379\G,\C",0.001092887,in_gene,0,chr5H,562867379
barley,soilN,HORVU.MOREX.r3.4HG0394350,"chr4H:517931519\C,\G",0.001096513,downstream,23108,chr4H,517931519
barley,soilN,HORVU.MOREX.r3.7HG0750280,"chr7H:625066717\C,\T",0.001118532,upstream,16819,chr7H,625066717
barley,soilN,HORVU.MOREX.r3.3HG0276610,"chr3H:404777081\C,\G",0.001119148,upstream,24403,chr3H,404777081
barley,soilN,HORVU.MOREX.r3.1HG0008860,"chr1H:20927872\T,\C",0.001120776,upstream,2300,chr1H,20927872
barley,soilN,HORVU.MOREX.r3.7HG0666010,"chr7H:89203296\A,\T",0.001122397,in_gene,0,chr7H,89203296
barley,soilN,HORVU.MOREX.r3.2HG0104990,"chr2H:19176673\C,\T",0.001122589,upstream,13128,chr2H,19176673
barley,soilN,HORVU.MOREX.r3.1HG0076820,"chr1H:476382324\A,\G",0.001124696,upstream,14875,chr1H,476382324
barley,soilN,HORVU.MOREX.r3.2HG0200500,"chr2H:624207177\C,\T",0.001131241,in_gene,0,chr2H,624207177
barley,soilN,HORVU.MOREX.r3.7HG0712530,"chr7H:481021948\C,\T",0.001138325,in_gene,0,chr7H,481021948
barley,soilN,HORVU.MOREX.r3.3HG0322410,"chr3H:601334709\G,\A",0.001138661,upstream,739,chr3H,601334709
barley,soilN,HORVU.MOREX.r3.7HG0640060,"chr7H:10341237\G,\A",0.00113904,upstream,11951,chr7H,10341237
barley,soilN,HORVU.MOREX.r3.3HG0303060,"chr3H:551647102\T,\C",0.001145068,upstream,5917,chr3H,551647102
barley,soilN,HORVU.MOREX.r3.2HG0109660,"chr2H:30468712\G,\C",0.001145599,in_gene,0,chr2H,30468712
barley,soilN,HORVU.MOREX.r3.4HG0415570,"chr4H:602416985\G,\C",0.001150363,in_gene,0,chr4H,602416985
barley,soilN,HORVU.MOREX.r3.6HG0538760,"chr6H:2188353\C,\T",0.00115393,in_gene,0,chr6H,2188353
barley,soilN,HORVU.MOREX.r3.6HG0612100,"chr6H:489892297\T,\G",0.001160093,upstream,1054,chr6H,489892297
barley,soilN,HORVU.MOREX.r3.2HG0176650,"chr2H:533931963\A,\C",0.001164453,downstream,851,chr2H,533931963
barley,soilN,HORVU.MOREX.r3.2HG0176650,"chr2H:533931957\A,\C",0.001164453,downstream,845,chr2H,533931957
barley,soilN,putative acyl-CoA synthetase,"chr7H:41820985\A,\G",0.001165058,in_gene,0,chr7H,41820985
barley,soilN,HORVU.MOREX.r3.2HG0182280,"chr2H:561474914\C,\T",0.001165303,downstream,1468,chr2H,561474914
barley,soilN,HORVU.MOREX.r3.5HG0476460,"chr5H:407341742\C,\T",0.001168883,upstream,4470,chr5H,407341742
barley,soilN,HORVU.MOREX.r3.7HG0658790,"chr7H:57825434\T,\C",0.001171333,in_gene,0,chr7H,57825434
barley,soilN,HORVU.MOREX.r3.5HG0484830,"chr5H:451137990\A,\G",0.001172304,in_gene,0,chr5H,451137990
barley,soilN,HORVU.MOREX.r3.5HG0531310,"chr5H:574353407\C,\T",0.001172817,upstream,866,chr5H,574353407
barley,soilN,HORVU.MOREX.r3.5HG0432550,"chr5H:38538690\G,\A",0.001175494,in_gene,0,chr5H,38538690
barley,soilN,HORVU.MOREX.r3.6HG0597670,"chr6H:387450798\G,\A",0.001176696,downstream,3138,chr6H,387450798
barley,soilN,HORVU.MOREX.r3.4HG0342760,"chr4H:41470492\T,\C",0.001179519,upstream,335,chr4H,41470492
barley,soilN,HORVU.MOREX.r3.3HG0320000,"chr3H:596377285\G,\A",0.001183725,downstream,7851,chr3H,596377285
barley,soilN,HORVU.MOREX.r3.3HG0320000,"chr3H:596376210\C,\T",0.001183725,downstream,6776,chr3H,596376210
barley,soilN,HORVU.MOREX.r3.2HG0105560,"chr2H:21081505\G,\A",0.001185672,upstream,317,chr2H,21081505
barley,soilN,HORVU.MOREX.r3.7HG0658750,"chr7H:57355468\G,\A",0.00118641,upstream,4811,chr7H,57355468
barley,soilN,HORVU.MOREX.r3.5HG0528350,"chr5H:567703479\C,\T",0.001192495,downstream,1174,chr5H,567703479
barley,soilN,HORVU.MOREX.r3.7HG0745020,"chr7H:615172984\C,\G",0.001195275,upstream,10993,chr7H,615172984
barley,soilN,HORVU.MOREX.r3.4HG0334920,"chr4H:9954106\T,\C",0.001195823,in_gene,0,chr4H,9954106
barley,soilN,HORVU.MOREX.r3.2HG0126900,"chr2H:108624814\A,\T",0.001197238,upstream,1367,chr2H,108624814
barley,soilN,HORVU.MOREX.r3.2HG0116790,"chr2H:55368970\A,\G",0.001199694,upstream,17859,chr2H,55368970
barley,soilN,HORVU.MOREX.r3.2HG0140500,"chr2H:209189789\A,\T",0.001200789,downstream,17856,chr2H,209189789
barley,soilN,HORVU.MOREX.r3.1HG0085330,"chr1H:495642416\G,\C",0.001201401,downstream,8352,chr1H,495642416
barley,soilN,HORVU.MOREX.r3.3HG0328840,"chr3H:615462913\G,\A",0.001206566,upstream,21015,chr3H,615462913
barley,soilN,HORVU.MOREX.r3.2HG0109520,"chr2H:30310504\T,\C",0.001209791,downstream,3553,chr2H,30310504
barley,soilN,HORVU.MOREX.r3.7HG0659670,"chr7H:61839981\G,\T",0.001213653,in_gene,0,chr7H,61839981
barley,soilN,HORVU.MOREX.r3.7HG0648860,"chr7H:27415020\T,\C",0.001215093,downstream,4491,chr7H,27415020
barley,soilN,HORVU.MOREX.r3.6HG0569490,"chr6H:119078853\A,\G",0.001230102,upstream,23779,chr6H,119078853
barley,soilN,HORVU.MOREX.r3.5HG0488190,"chr5H:468988738\G,\C",0.00123058,downstream,11582,chr5H,468988738
barley,soilN,HORVU.MOREX.r3.2HG0200450,"chr2H:624071991\G,\A",0.001233286,upstream,279,chr2H,624071991
barley,soilN,HORVU.MOREX.r3.3HG0254990,"chr3H:184609482\C,\T",0.001237902,downstream,5995,chr3H,184609482
barley,soilN,HORVU.MOREX.r3.3HG0254990,"chr3H:184609483\T,\C",0.001237902,downstream,5996,chr3H,184609483
barley,soilN,HORVU.MOREX.r3.2HG0109850,"chr2H:31271148\A,\T",0.001240922,downstream,797,chr2H,31271148
barley,soilN,HORVU.MOREX.r3.3HG0317310,"chr3H:590854236\G,\A",0.001241198,downstream,17548,chr3H,590854236
barley,soilN,HORVU.MOREX.r3.1HG0006420,"chr1H:13382601\A,\T",0.001243391,in_gene,0,chr1H,13382601
barley,soilN,HORVU.MOREX.r3.3HG0328840,"chr3H:615462914\G,\C",0.001259246,upstream,21014,chr3H,615462914
barley,soilN,HORVU.MOREX.r3.3HG0226770,"chr3H:15742388\C,\G",0.001259977,upstream,6669,chr3H,15742388
barley,soilN,HORVU.MOREX.r3.1HG0093940,"chr1H:512808234\C,\A",0.001263548,in_gene,0,chr1H,512808234
barley,soilN,HORVU.MOREX.r3.1HG0010330,"chr1H:24146193\T,\G",0.001268323,downstream,5502,chr1H,24146193
barley,soilN,HORVU.MOREX.r3.3HG0276050,"chr3H:400443936\T,\C",0.001269611,downstream,904,chr3H,400443936
barley,soilN,HORVU.MOREX.r3.3HG0276050,"chr3H:400443938\G,\T",0.001269611,downstream,906,chr3H,400443938
barley,soilN,HORVU.MOREX.r3.3HG0276050,"chr3H:400444014\C,\T",0.001269611,downstream,982,chr3H,400444014
barley,soilN,HORVU.MOREX.r3.3HG0276050,"chr3H:400444032\T,\C",0.001269611,downstream,1000,chr3H,400444032
barley,soilN,HORVU.MOREX.r3.4HG0343400,"chr4H:46000718\A,\G",0.001273729,downstream,5452,chr4H,46000718
barley,soilN,HORVU.MOREX.r3.1HG0092140,"chr1H:508298010\G,\A",0.001278149,upstream,23610,chr1H,508298010
barley,soilN,HORVU.MOREX.r3.2HG0122880,"chr2H:84231568\C,\G",0.001278495,upstream,1526,chr2H,84231568
barley,soilN,HORVU.MOREX.r3.2HG0184130,"chr2H:568142964\G,\A",0.001278964,upstream,16337,chr2H,568142964
barley,soilN,HORVU.MOREX.r3.2HG0140430,"chr2H:208750327\C,\T",0.0012809,upstream,10427,chr2H,208750327
barley,soilN,HORVU.MOREX.r3.2HG0107790,"chr2H:26013808\G,\T",0.001284053,in_gene,0,chr2H,26013808
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867427\G,\C",0.001288479,in_gene,0,chr5H,562867427
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867387\G,\T",0.001288479,in_gene,0,chr5H,562867387
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867418\T,\G",0.001288479,in_gene,0,chr5H,562867418
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867371\G,\T",0.001288479,in_gene,0,chr5H,562867371
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867380\G,\A",0.001288479,in_gene,0,chr5H,562867380
barley,soilN,HORVU.MOREX.r3.1HG0008490,"chr1H:19991110\A,\G",0.001289871,downstream,7878,chr1H,19991110
barley,soilN,HORVU.MOREX.r3.5HG0424490,"chr5H:9534960\G,\A",0.001292004,downstream,17296,chr5H,9534960
barley,soilN,HORVU.MOREX.r3.5HG0479280,"chr5H:425454727\C,\A",0.001293326,downstream,6278,chr5H,425454727
barley,soilN,HORVU.MOREX.r3.7HG0649690,"chr7H:28981019\A,\G",0.001302428,upstream,3261,chr7H,28981019
barley,soilN,HORVU.MOREX.r3.4HG0417520,"chr4H:606769767\G,\A",0.001307133,in_gene,0,chr4H,606769767
barley,soilN,HORVU.MOREX.r3.3HG0330820,"chr3H:620458326\A,\C",0.001308718,in_gene,0,chr3H,620458326
barley,soilN,HORVU.MOREX.r3.5HG0475770,"chr5H:404390430\T,\C",0.001309114,upstream,550,chr5H,404390430
barley,soilN,HORVU.MOREX.r3.3HG0231510,"chr3H:26718082\T,\G",0.001311387,downstream,470,chr3H,26718082
barley,soilN,HORVU.MOREX.r3.2HG0213820,"chr2H:654815316\A,\G",0.001312295,upstream,21490,chr2H,654815316
barley,soilN,HORVU.MOREX.r3.2HG0213820,"chr2H:654815304\A,\C",0.001312295,upstream,21502,chr2H,654815304
barley,soilN,HORVU.MOREX.r3.2HG0176640,"chr2H:533912883\T,\C",0.001312977,upstream,4019,chr2H,533912883
barley,soilN,HORVU.MOREX.r3.7HG0652780,"chr7H:39452451\G,\C",0.001313835,upstream,3278,chr7H,39452451
barley,soilN,HORVU.MOREX.r3.4HG0415130,"chr4H:601060436\G,\A",0.001314788,upstream,6187,chr4H,601060436
barley,soilN,HORVU.MOREX.r3.3HG0233730,"chr3H:32381462\G,\A",0.001317657,downstream,8767,chr3H,32381462
barley,soilN,HORVU.MOREX.r3.2HG0210320,"chr2H:647575099\T,\C",0.001319575,upstream,9897,chr2H,647575099
barley,soilN,HORVU.MOREX.r3.5HG0485460,"chr5H:454072978\T,\C",0.001319877,upstream,4670,chr5H,454072978
barley,soilN,HORVU.MOREX.r3.3HG0226580,"chr3H:15462935\G,\A",0.001325539,upstream,11213,chr3H,15462935
barley,soilN,nac1,"chr5H:27589721\C,\T",0.00132872,in_gene,0,chr5H,27589721
