,maize_ph,maize_cec
SEEDGWAS2647:MRG:4:250062575,56,85
SEEDGWAS2656:MRG:4:250068753,68,183
SEEDGWAS266:MRG:4:250059031,59,203
SEEDGWAS267:MRG:4:250059032,54,241
SEEDGWAS2670:MRG:4:250068754,74,210
SEEDGWAS2671:MRG:4:250068755,60,224
SEEDGWAS2672:MRG:4:250068756,72,252
SEEDGWAS2673:MRG:4:250062593,63,264
SEEDGWAS2674:MRG:4:250062595,NA,NA
SEEDGWAS2677:MRG:4:250062597,59,347
SEEDGWAS2678:MRG:4:250062598,NA,NA
SEEDGWAS2679:MRG:4:250068757,66,234
SEEDGWAS2680:MRG:4:250068758,68,258
SEEDGWAS2682:MRG:4:250068760,66,235
SEEDGWAS2686:MRG:4:250062601,64,208
SEEDGWAS2689:MRG:4:250068763,66,234
SEEDGWAS269:MRG:4:250059033,61,228
SEEDGWAS2691:MRG:4:250068764,NA,NA
SEEDGWAS2692:MRG:4:250068766,61,337
SEEDGWAS2696:MRG:4:250068767,59,251
SEEDGWAS2697:MRG:4:250068768,62,299
SEEDGWAS2699:MRG:4:250068769,67,268
SEEDGWAS270:MRG:4:250059034,58,232
SEEDGWAS2700:MRG:4:250062602,68,229
SEEDGWAS2701:MRG:4:250062603,NA,NA
SEEDGWAS2702:MRG:4:250062604,66,285
SEEDGWAS2703:MRG:4:250063906,60,261
SEEDGWAS2704:MRG:4:250068770,68,292
SEEDGWAS2706:MRG:4:250068772,76,259
SEEDGWAS2707:MRG:4:250068773,74,238
SEEDGWAS2709:MRG:4:250068774,63,273
SEEDGWAS2710:MRG:4:250068775,73,305
SEEDGWAS2711:MRG:4:250063907,63,273
SEEDGWAS2712:MRG:4:250063908,63,264
SEEDGWAS2715:MRG:4:250068778,67,240
SEEDGWAS272:MRG:4:250059035,58,237
SEEDGWAS2721:MRG:4:250063912,63,273
SEEDGWAS2722:MRG:4:250068780,78,206
SEEDGWAS2723:MRG:4:250068781,61,258
SEEDGWAS2726:MRG:4:250068784,67,200
SEEDGWAS2729:MRG:4:250068785,59,280
SEEDGWAS273:MRG:4:250059036,62,274
SEEDGWAS2732:MRG:4:250063915,60,262
SEEDGWAS2734:MRG:4:250063916,64,265
SEEDGWAS2735:MRG:4:250068787,73,240
SEEDGWAS2737:MRG:4:250068788,75,212
SEEDGWAS2741:MRG:4:250063919,59,285
SEEDGWAS2746:MRG:4:250063923,60,231
SEEDGWAS2747:MRG:4:250068789,61,306
SEEDGWAS2748:MRG:4:250063924,61,306
SEEDGWAS2749:MRG:4:250068790,67,295
SEEDGWAS275:MRG:4:250059037,NA,NA
SEEDGWAS2750:MRG:4:250068791,59,281
SEEDGWAS2751:MRG:4:250063925,62,273
SEEDGWAS2752:MRG:4:250068792,62,298
SEEDGWAS2754:MRG:4:250063927,68,163
SEEDGWAS2755:MRG:4:250063928,59,283
SEEDGWAS2756:MRG:4:250063929,59,283
SEEDGWAS2757:MRG:4:250063930,59,295
SEEDGWAS276:MRG:4:250059038,NA,NA
SEEDGWAS2760:MRG:4:250063931,53,238
SEEDGWAS2761:MRG:4:250063932,53,238
SEEDGWAS2764:MRG:4:250063933,61,195
SEEDGWAS2765:MRG:4:250063934,50,209
SEEDGWAS2766:MRG:4:250063935,55,239
SEEDGWAS2767:MRG:4:250063936,55,239
SEEDGWAS2768:MRG:4:250063937,55,239
SEEDGWAS2769:MRG:4:250068795,66,187
SEEDGWAS277:MRG:4:250059039,73,407
SEEDGWAS2770:MRG:4:250063938,61,195
SEEDGWAS2771:MRG:4:250063939,56,193
SEEDGWAS2772:MRG:4:250063941,50,209
SEEDGWAS2773:MRG:4:250063942,55,208
SEEDGWAS2774:MRG:4:250063943,55,239
SEEDGWAS2775:MRG:4:250063944,55,239
SEEDGWAS2776:MRG:4:250063945,55,239
SEEDGWAS2777:MRG:4:250063946,55,239
SEEDGWAS2778:MRG:4:250068796,61,195
SEEDGWAS2779:MRG:4:250063947,56,193
SEEDGWAS278:MRG:4:250059041,67,328
SEEDGWAS2781:MRG:4:250063948,65,223
SEEDGWAS2782:MRG:4:250068797,65,223
SEEDGWAS2783:MRG:4:250063949,50,209
SEEDGWAS2784:MRG:4:250068798,52,201
SEEDGWAS2787:MRG:4:250063950,64,246
SEEDGWAS2788:MRG:4:250068800,64,246
SEEDGWAS2789:MRG:4:250068801,64,246
SEEDGWAS279:MRG:4:250059042,66,319
SEEDGWAS2790:MRG:4:250068802,59,251
SEEDGWAS2791:MRG:4:250068803,64,236
SEEDGWAS2793:MRG:4:250068804,73,236
SEEDGWAS2794:MRG:4:250063951,60,212
SEEDGWAS2795:MRG:4:250068805,60,230
SEEDGWAS2796:MRG:4:250068806,66,261
SEEDGWAS2797:MRG:4:250068807,60,245
SEEDGWAS2798:MRG:4:250068808,72,259
SEEDGWAS2799:MRG:4:250063952,73,252
SEEDGWAS2800:MRG:4:250063953,55,251
SEEDGWAS2801:MRG:4:250068809,68,230
SEEDGWAS2802:MRG:4:250068810,68,230
SEEDGWAS2804:MRG:4:250063954,66,265
SEEDGWAS2806:MRG:4:250063955,66,272
SEEDGWAS2807:MRG:4:250063956,NA,NA
SEEDGWAS2809:MRG:4:250068811,NA,NA
SEEDGWAS2810:MRG:4:250068812,NA,NA
SEEDGWAS2811:MRG:4:250068813,65,278
SEEDGWAS2812:MRG:4:250068814,68,230
SEEDGWAS2813:MRG:4:250068815,NA,NA
SEEDGWAS2814:MRG:4:250068816,71,247
SEEDGWAS2815:MRG:4:250063957,75,200
SEEDGWAS2816:MRG:4:250068817,71,258
SEEDGWAS2817:MRG:4:250068818,66,281
SEEDGWAS2818:MRG:4:250063958,66,258
SEEDGWAS2819:MRG:4:250068819,NA,NA
SEEDGWAS2820:MRG:4:250068820,67,254
SEEDGWAS2821:MRG:4:250068821,65,278
SEEDGWAS2822:MRG:4:250063959,67,268
SEEDGWAS2823:MRG:4:250068822,66,281
SEEDGWAS2824:MRG:4:250068823,66,281
SEEDGWAS2825:MRG:4:250063960,65,278
SEEDGWAS2826:MRG:4:250068824,NA,NA
SEEDGWAS2827:MRG:4:250068825,66,244
SEEDGWAS2828:MRG:4:250063961,66,244
SEEDGWAS2829:MRG:4:250063962,69,242
SEEDGWAS2830:MRG:4:250068826,69,242
SEEDGWAS2831:MRG:4:250068827,70,264
SEEDGWAS2832:MRG:4:250068859,67,216
SEEDGWAS2834:MRG:4:250068860,71,220
SEEDGWAS2835:MRG:4:250068861,71,220
SEEDGWAS2838:MRG:4:250063963,NA,NA
SEEDGWAS2839:MRG:4:250063964,71,220
SEEDGWAS2842:MRG:4:250068863,63,280
SEEDGWAS2843:MRG:4:250068864,68,277
SEEDGWAS2844:MRG:4:250068865,68,277
SEEDGWAS2845:MRG:4:250063965,68,277
SEEDGWAS2846:MRG:4:250063966,60,241
SEEDGWAS2847:MRG:4:250063967,59,278
SEEDGWAS2848:MRG:4:250063968,62,298
SEEDGWAS2852:MRG:4:250063969,NA,NA
SEEDGWAS2853:MRG:4:250063970,73,299
SEEDGWAS2854:MRG:4:250063971,73,299
SEEDGWAS2855:MRG:4:250063972,73,299
SEEDGWAS2856:MRG:4:250068867,73,299
SEEDGWAS2857:MRG:4:250068868,73,299
SEEDGWAS2858:MRG:4:250063973,73,299
SEEDGWAS2859:MRG:4:250063974,73,299
SEEDGWAS2860:MRG:4:250068869,73,299
SEEDGWAS2862:MRG:4:250068870,74,283
SEEDGWAS2863:MRG:4:250068871,74,283
SEEDGWAS2864:MRG:4:250068872,74,283
SEEDGWAS2867:MRG:4:250063975,78,276
SEEDGWAS2868:MRG:4:250063976,NA,NA
SEEDGWAS2871:MRG:4:250068873,NA,NA
SEEDGWAS2872:MRG:4:250063977,NA,NA
SEEDGWAS2874:MRG:4:250068874,NA,NA
SEEDGWAS2875:MRG:4:250068875,NA,NA
SEEDGWAS2876:MRG:4:250068876,NA,NA
SEEDGWAS2877:MRG:4:250068877,NA,NA
SEEDGWAS2880:MRG:4:250063979,69,285
SEEDGWAS2881:MRG:4:250068878,70,268
SEEDGWAS2882:MRG:4:250068879,70,289
SEEDGWAS2883:MRG:4:250068881,70,289
SEEDGWAS2884:MRG:4:250068882,70,289
SEEDGWAS2889:MRG:4:250068885,61,309
SEEDGWAS2890:MRG:4:250068886,62,257
SEEDGWAS2892:MRG:4:250068887,73,204
SEEDGWAS2893:MRG:4:250068888,74,213
SEEDGWAS2894:MRG:4:250068889,NA,NA
SEEDGWAS2895:MRG:4:250068890,73,320
SEEDGWAS2896:MRG:4:250063982,60,184
SEEDGWAS2897:MRG:4:250068891,72,267
SEEDGWAS2898:MRG:4:250063983,65,256
SEEDGWAS2899:MRG:4:250063984,74,217
SEEDGWAS2900:MRG:4:250068892,NA,NA
SEEDGWAS2901:MRG:4:250063985,68,243
SEEDGWAS2902:MRG:4:250068893,NA,NA
SEEDGWAS2903:MRG:4:250068894,66,194
SEEDGWAS2904:MRG:4:250063986,58,238
SEEDGWAS2905:MRG:4:250068895,81,180
SEEDGWAS2906:MRG:4:250063987,56,253
SEEDGWAS2907:MRG:4:250063988,73,197
SEEDGWAS2909:MRG:4:250068896,59,287
SEEDGWAS2910:MRG:4:250063989,66,239
SEEDGWAS2911:MRG:4:250068897,65,256
SEEDGWAS2912:MRG:4:250068898,68,232
SEEDGWAS2913:MRG:4:250068899,NA,NA
SEEDGWAS2914:MRG:4:250068900,73,239
SEEDGWAS2915:MRG:4:250068901,73,239
SEEDGWAS2916:MRG:4:250063990,59,292
SEEDGWAS2918:MRG:4:250068903,70,292
SEEDGWAS2919:MRG:4:250068904,70,292
SEEDGWAS2920:MRG:4:250063991,70,201
SEEDGWAS2921:MRG:4:250068905,70,210
SEEDGWAS2922:MRG:4:250068906,NA,NA
SEEDGWAS2923:MRG:4:250068907,74,210
SEEDGWAS2924:MRG:4:250068908,NA,NA
SEEDGWAS2925:MRG:4:250063992,64,252
SEEDGWAS2926:MRG:4:250068909,59,280
SEEDGWAS2927:MRG:4:250063993,62,210
SEEDGWAS2928:MRG:4:250063994,NA,NA
SEEDGWAS2930:MRG:4:250063995,62,230
SEEDGWAS2931:MRG:4:250068910,67,242
SEEDGWAS2932:MRG:4:250063996,NA,NA
SEEDGWAS2935:MRG:4:250063997,NA,NA
SEEDGWAS2936:MRG:4:250068911,NA,NA
SEEDGWAS2937:MRG:4:250068912,72,286
SEEDGWAS2938:MRG:4:250068913,62,282
SEEDGWAS2939:MRG:4:250068914,66,293
SEEDGWAS2940:MRG:4:250063998,NA,NA
SEEDGWAS2941:MRG:4:250068915,70,251
SEEDGWAS2943:MRG:4:250063999,74,283
SEEDGWAS2944:MRG:4:250068916,NA,NA
SEEDGWAS2945:MRG:4:250064000,62,282
SEEDGWAS2946:MRG:4:250064001,NA,NA
SEEDGWAS2947:MRG:4:250064033,NA,NA
SEEDGWAS2948:MRG:4:250068917,66,199
SEEDGWAS2949:MRG:4:250068919,78,206
SEEDGWAS2950:MRG:4:250064034,NA,NA
SEEDGWAS2951:MRG:4:250068920,70,251
SEEDGWAS2952:MRG:4:250068921,76,272
SEEDGWAS2953:MRG:4:250068922,68,277
SEEDGWAS2954:MRG:4:250068923,75,282
SEEDGWAS2955:MRG:4:250064035,73,299
SEEDGWAS2956:MRG:4:250068924,65,298
SEEDGWAS296:MRG:4:250059058,65,205
SEEDGWAS2960:MRG:4:250068925,70,209
SEEDGWAS2961:MRG:4:250064036,72,268
SEEDGWAS2962:MRG:4:250064037,71,260
SEEDGWAS2963:MRG:4:250068926,69,261
SEEDGWAS2964:MRG:4:250068927,70,276
SEEDGWAS2966:MRG:4:250064038,NA,NA
SEEDGWAS2967:MRG:4:250068928,67,224
SEEDGWAS2968:MRG:4:250064039,58,278
SEEDGWAS297:MRG:4:250059059,51,264
SEEDGWAS2970:MRG:4:250068929,72,214
SEEDGWAS2971:MRG:4:250064040,71,233
SEEDGWAS2972:MRG:4:250064041,71,201
SEEDGWAS2973:MRG:4:250064043,73,205
SEEDGWAS2974:MRG:4:250068930,63,281
SEEDGWAS2975:MRG:4:250064044,63,298
SEEDGWAS2976:MRG:4:250064045,74,283
SEEDGWAS2977:MRG:4:250068931,65,253
SEEDGWAS2978:MRG:4:250064046,NA,NA
SEEDGWAS2979:MRG:4:250064047,71,303
SEEDGWAS2980:MRG:4:250064048,NA,NA
SEEDGWAS2983:MRG:4:250064049,58,213
SEEDGWAS2984:MRG:4:250064050,59,298
SEEDGWAS2985:MRG:4:250064051,75,234
SEEDGWAS2987:MRG:4:250064052,74,230
SEEDGWAS2989:MRG:4:250068933,76,206
SEEDGWAS299:MRG:4:250059060,53,145
SEEDGWAS2990:MRG:4:250068934,67,242
SEEDGWAS2991:MRG:4:250064053,71,233
SEEDGWAS2993:MRG:4:250068935,60,220
SEEDGWAS2995:MRG:4:250064054,63,236
SEEDGWAS2996:MRG:4:250064055,60,297
SEEDGWAS2998:MRG:4:250068936,67,248
SEEDGWAS2999:MRG:4:250068937,70,233
SEEDGWAS30:MRG:4:250054469,65,206
SEEDGWAS300:MRG:4:250059061,70,253
SEEDGWAS3000:MRG:4:250068938,59,221
SEEDGWAS3001:MRG:4:250068939,59,221
SEEDGWAS3002:MRG:4:250064056,64,334
SEEDGWAS3003:MRG:4:250064057,55,229
SEEDGWAS3005:MRG:4:250068940,NA,NA
SEEDGWAS3006:MRG:4:250064058,59,235
SEEDGWAS3007:MRG:4:250064059,NA,NA
SEEDGWAS3008:MRG:4:250064061,NA,NA
SEEDGWAS301:MRG:4:250059062,NA,NA
SEEDGWAS3010:MRG:4:250064062,NA,NA
SEEDGWAS3011:MRG:4:250064063,NA,NA
SEEDGWAS3012:MRG:4:250064064,69,224
SEEDGWAS3013:MRG:4:250068941,67,220
SEEDGWAS3014:MRG:4:250064065,58,213
SEEDGWAS3015:MRG:4:250064066,58,213
SEEDGWAS3017:MRG:4:250064067,59,221
SEEDGWAS3018:MRG:4:250068942,70,276
SEEDGWAS3019:MRG:4:250068943,67,282
SEEDGWAS302:MRG:4:250059063,51,264
SEEDGWAS3020:MRG:4:250068944,59,221
SEEDGWAS3021:MRG:4:250064068,67,256
SEEDGWAS3023:MRG:4:250064069,63,281
SEEDGWAS3025:MRG:4:250064070,68,270
SEEDGWAS3026:MRG:4:250068945,58,196
SEEDGWAS3027:MRG:4:250064071,58,196
SEEDGWAS3028:MRG:4:250068946,62,231
SEEDGWAS3036:MRG:4:250064072,58,213
SEEDGWAS3037:MRG:4:250068947,72,254
SEEDGWAS3038:MRG:4:250068948,64,295
SEEDGWAS3039:MRG:4:250064073,NA,NA
SEEDGWAS3040:MRG:4:250068949,72,290
SEEDGWAS3042:MRG:4:250068950,NA,NA
SEEDGWAS3043:MRG:4:250064074,NA,NA
SEEDGWAS3044:MRG:4:250068951,64,295
SEEDGWAS3047:MRG:4:250068953,NA,NA
SEEDGWAS3048:MRG:4:250064075,69,285
SEEDGWAS3049:MRG:4:250064076,70,255
SEEDGWAS305:MRG:4:250059064,NA,NA
SEEDGWAS3050:MRG:4:250064077,NA,NA
SEEDGWAS3051:MRG:4:250064078,NA,NA
SEEDGWAS3052:MRG:4:250064079,60,184
SEEDGWAS3053:MRG:4:250068954,58,278
SEEDGWAS3054:MRG:4:250068986,NA,NA
SEEDGWAS3055:MRG:4:250068987,70,255
SEEDGWAS3056:MRG:4:250064080,74,283
SEEDGWAS3057:MRG:4:250064081,NA,NA
SEEDGWAS306:MRG:4:250059065,55,83
SEEDGWAS3060:MRG:4:250068988,67,242
SEEDGWAS3061:MRG:4:250068989,NA,NA
SEEDGWAS3062:MRG:4:250068990,NA,NA
SEEDGWAS3063:MRG:4:250064082,58,278
SEEDGWAS3064:MRG:4:250064083,NA,NA
SEEDGWAS3065:MRG:4:250064084,58,278
SEEDGWAS3066:MRG:4:250064085,NA,NA
SEEDGWAS3067:MRG:4:250068991,NA,NA
SEEDGWAS3068:MRG:4:250068992,62,216
SEEDGWAS3069:MRG:4:250064086,68,288
SEEDGWAS307:MRG:4:250059066,53,146
SEEDGWAS3070:MRG:4:250068994,63,264
SEEDGWAS3072:MRG:4:250068995,64,295
SEEDGWAS3074:MRG:4:250068996,64,295
SEEDGWAS3075:MRG:4:250068998,74,269
SEEDGWAS3076:MRG:4:250068999,NA,NA
SEEDGWAS3077:MRG:4:250064087,59,287
SEEDGWAS3078:MRG:4:250069000,66,277
SEEDGWAS3079:MRG:4:250069001,74,269
SEEDGWAS308:MRG:4:250059067,NA,NA
SEEDGWAS3080:MRG:4:250069002,NA,NA
SEEDGWAS3081:MRG:4:250069003,61,212
SEEDGWAS3082:MRG:4:250069004,70,240
SEEDGWAS3084:MRG:4:250064088,60,289
SEEDGWAS3085:MRG:4:250069005,NA,NA
SEEDGWAS3086:MRG:4:250064089,NA,NA
SEEDGWAS3087:MRG:4:250064090,58,278
SEEDGWAS3088:MRG:4:250069006,74,269
SEEDGWAS3089:MRG:4:250069007,64,295
SEEDGWAS309:MRG:4:250059068,NA,NA
SEEDGWAS3090:MRG:4:250069008,62,274
SEEDGWAS3092:MRG:4:250064091,61,212
SEEDGWAS3093:MRG:4:250064092,59,298
SEEDGWAS3094:MRG:4:250064093,NA,NA
SEEDGWAS3096:MRG:4:250069009,67,256
SEEDGWAS3097:MRG:4:250064095,65,285
SEEDGWAS3098:MRG:4:250069010,65,285
SEEDGWAS3099:MRG:4:250069011,NA,NA
SEEDGWAS31:MRG:4:250054470,68,184
SEEDGWAS310:MRG:4:250059069,54,247
SEEDGWAS3100:MRG:4:250069012,68,285
SEEDGWAS3102:MRG:4:250064096,59,287
SEEDGWAS3104:MRG:4:250069014,59,277
SEEDGWAS3106:MRG:4:250064097,62,210
SEEDGWAS3107:MRG:4:250064098,73,230
SEEDGWAS3108:MRG:4:250069015,75,243
SEEDGWAS311:MRG:4:250059070,67,328
SEEDGWAS3111:MRG:4:250069016,59,290
SEEDGWAS3112:MRG:4:250069017,75,252
SEEDGWAS3113:MRG:4:250069018,76,196
SEEDGWAS3114:MRG:4:250064099,72,223
SEEDGWAS3115:MRG:4:250069020,76,196
SEEDGWAS3116:MRG:4:250069021,76,233
SEEDGWAS3117:MRG:4:250069022,64,267
SEEDGWAS3118:MRG:4:250069023,72,223
SEEDGWAS3119:MRG:4:250069024,65,245
SEEDGWAS312:MRG:4:250059071,76,436
SEEDGWAS3120:MRG:4:250064100,75,252
SEEDGWAS3121:MRG:4:250064102,59,288
SEEDGWAS3122:MRG:4:250064103,59,288
SEEDGWAS3123:MRG:4:250064104,75,243
SEEDGWAS3124:MRG:4:250069025,77,259
SEEDGWAS3125:MRG:4:250064105,63,288
SEEDGWAS3126:MRG:4:250069026,74,291
SEEDGWAS3127:MRG:4:250069027,61,315
SEEDGWAS3128:MRG:4:250069028,63,300
SEEDGWAS3129:MRG:4:250069029,65,252
SEEDGWAS3130:MRG:4:250064106,59,231
SEEDGWAS3131:MRG:4:250064107,58,238
SEEDGWAS3132:MRG:4:250064108,58,238
SEEDGWAS3133:MRG:4:250064109,58,238
SEEDGWAS3134:MRG:4:250069030,NA,NA
SEEDGWAS3135:MRG:4:250069031,56,250
SEEDGWAS3136:MRG:4:250064110,62,231
SEEDGWAS3137:MRG:4:250064111,60,220
SEEDGWAS3138:MRG:4:250064112,60,220
SEEDGWAS3139:MRG:4:250064113,57,242
SEEDGWAS3140:MRG:4:250064114,62,210
SEEDGWAS3141:MRG:4:250064115,62,210
SEEDGWAS3143:MRG:4:250064116,62,210
SEEDGWAS3144:MRG:4:250064117,62,210
SEEDGWAS3145:MRG:4:250064118,62,231
SEEDGWAS3147:MRG:4:250064119,63,272
SEEDGWAS3148:MRG:4:250069032,65,253
SEEDGWAS3149:MRG:4:250069033,65,249
SEEDGWAS3151:MRG:4:250064120,NA,NA
SEEDGWAS3152:MRG:4:250069034,65,241
SEEDGWAS3160:MRG:4:250064126,67,211
SEEDGWAS3161:MRG:4:250069037,NA,NA
SEEDGWAS3163:MRG:4:250069038,NA,NA
SEEDGWAS3164:MRG:4:250069039,NA,NA
SEEDGWAS3165:MRG:4:250064127,60,194
SEEDGWAS3166:MRG:4:250064128,72,203
SEEDGWAS3167:MRG:4:250064160,66,195
SEEDGWAS3168:MRG:4:250064161,73,202
SEEDGWAS3170:MRG:4:250064162,79,190
SEEDGWAS3172:MRG:4:250064164,77,213
SEEDGWAS3174:MRG:4:250064165,75,218
SEEDGWAS3176:MRG:4:250064167,61,209
SEEDGWAS3177:MRG:4:250069042,80,216
SEEDGWAS3178:MRG:4:250069043,72,231
SEEDGWAS3179:MRG:4:250064168,67,226
SEEDGWAS318:MRG:4:250059077,73,338
SEEDGWAS3180:MRG:4:250064169,73,251
SEEDGWAS3182:MRG:4:250064170,64,271
SEEDGWAS3183:MRG:4:250064171,65,172
SEEDGWAS3184:MRG:4:250064172,NA,NA
SEEDGWAS3185:MRG:4:250064174,60,178
SEEDGWAS3186:MRG:4:250064175,58,174
SEEDGWAS3187:MRG:4:250064176,61,195
SEEDGWAS3189:MRG:4:250064178,54,129
SEEDGWAS319:MRG:4:250059078,64,203
SEEDGWAS3190:MRG:4:250064179,57,145
SEEDGWAS3191:MRG:4:250064180,54,155
SEEDGWAS3192:MRG:4:250064181,54,155
SEEDGWAS3193:MRG:4:250064182,55,197
SEEDGWAS3194:MRG:4:250064183,52,183
SEEDGWAS3195:MRG:4:250064184,53,198
SEEDGWAS3198:MRG:4:250069044,63,262
SEEDGWAS32:MRG:4:250054471,NA,NA
SEEDGWAS3200:MRG:4:250064185,50,260
SEEDGWAS3202:MRG:4:250064187,51,231
SEEDGWAS3203:MRG:4:250064188,52,221
SEEDGWAS3204:MRG:4:250064189,51,208
SEEDGWAS3205:MRG:4:250064190,53,205
SEEDGWAS3207:MRG:4:250064192,51,225
SEEDGWAS3208:MRG:4:250064193,50,260
SEEDGWAS3209:MRG:4:250064194,50,260
SEEDGWAS3210:MRG:4:250064195,52,221
SEEDGWAS3212:MRG:4:250064197,51,231
SEEDGWAS3213:MRG:4:250064198,51,231
SEEDGWAS3214:MRG:4:250064199,NA,NA
SEEDGWAS3215:MRG:4:250064200,NA,NA
SEEDGWAS3216:MRG:4:250064201,55,108
SEEDGWAS3217:MRG:4:250064203,55,143
SEEDGWAS3218:MRG:4:250064204,56,76
SEEDGWAS3219:MRG:4:250064205,71,184
SEEDGWAS322:MRG:4:250059080,49,258
SEEDGWAS3220:MRG:4:250064206,53,197
SEEDGWAS3221:MRG:4:250064207,50,254
SEEDGWAS3222:MRG:4:250064208,51,197
SEEDGWAS3223:MRG:4:250064209,62,187
SEEDGWAS3224:MRG:4:250069046,62,187
SEEDGWAS3225:MRG:4:250064210,54,213
SEEDGWAS3226:MRG:4:250064211,69,172
SEEDGWAS3227:MRG:4:250069047,69,172
SEEDGWAS3228:MRG:4:250064212,52,270
SEEDGWAS3232:MRG:4:250064215,59,220
SEEDGWAS3233:MRG:4:250069049,70,250
SEEDGWAS3234:MRG:4:250069050,73,236
SEEDGWAS3235:MRG:4:250064216,52,239
SEEDGWAS3236:MRG:4:250064217,52,237
SEEDGWAS3237:MRG:4:250064218,52,221
SEEDGWAS3238:MRG:4:250064219,52,188
SEEDGWAS3239:MRG:4:250064220,51,231
SEEDGWAS324:MRG:4:250059081,NA,NA
SEEDGWAS3240:MRG:4:250064221,64,271
SEEDGWAS3241:MRG:4:250064222,66,215
SEEDGWAS3244:MRG:4:250064223,51,197
SEEDGWAS3247:MRG:4:250064224,51,208
SEEDGWAS3248:MRG:4:250064225,49,223
SEEDGWAS3249:MRG:4:250069051,NA,NA
SEEDGWAS325:MRG:4:250059082,74,284
SEEDGWAS3255:MRG:4:250064229,82,214
SEEDGWAS3256:MRG:4:250069053,59,209
SEEDGWAS3258:MRG:4:250069054,69,267
SEEDGWAS3259:MRG:4:250069055,73,216
SEEDGWAS326:MRG:4:250059083,49,294
SEEDGWAS3261:MRG:4:250064230,56,121
SEEDGWAS3262:MRG:4:250064231,66,242
SEEDGWAS3263:MRG:4:250064232,73,150
SEEDGWAS3264:MRG:4:250064233,81,167
SEEDGWAS3265:MRG:4:250069056,81,161
SEEDGWAS3267:MRG:4:250069057,73,176
SEEDGWAS3268:MRG:4:250064234,76,200
SEEDGWAS3269:MRG:4:250069058,72,165
SEEDGWAS327:MRG:4:250059084,54,117
SEEDGWAS3270:MRG:4:250069059,68,202
SEEDGWAS3272:MRG:4:250064235,52,154
SEEDGWAS3273:MRG:4:250064236,47,132
SEEDGWAS3274:MRG:4:250064238,60,198
SEEDGWAS3275:MRG:4:250064239,63,186
SEEDGWAS3276:MRG:4:250069060,76,200
SEEDGWAS3277:MRG:4:250069061,68,215
SEEDGWAS3278:MRG:4:250064240,75,223
SEEDGWAS328:MRG:4:250059085,54,247
SEEDGWAS3280:MRG:4:250064241,56,191
SEEDGWAS3284:MRG:4:250069063,68,229
SEEDGWAS3285:MRG:4:250069064,77,201
SEEDGWAS3286:MRG:4:250069065,70,199
SEEDGWAS3289:MRG:4:250064243,NA,NA
SEEDGWAS329:MRG:4:250059086,NA,NA
SEEDGWAS3290:MRG:4:250064244,54,238
SEEDGWAS3291:MRG:4:250064245,NA,NA
SEEDGWAS3292:MRG:4:250064246,54,190
SEEDGWAS3293:MRG:4:250064247,54,185
SEEDGWAS3294:MRG:4:250064248,55,179
SEEDGWAS3295:MRG:4:250064249,73,225
SEEDGWAS3296:MRG:4:250064250,56,264
SEEDGWAS3297:MRG:4:250064251,NA,NA
SEEDGWAS33:MRG:4:250054472,61,228
SEEDGWAS330:MRG:4:250059087,54,247
SEEDGWAS3300:MRG:4:250064252,NA,NA
SEEDGWAS3303:MRG:4:250069067,71,230
SEEDGWAS3304:MRG:4:250069068,NA,NA
SEEDGWAS3305:MRG:4:250064253,57,200
SEEDGWAS3306:MRG:4:250064254,51,201
SEEDGWAS3307:MRG:4:250069069,52,181
SEEDGWAS3310:MRG:4:250064255,53,205
SEEDGWAS3311:MRG:4:250064287,53,207
SEEDGWAS3312:MRG:4:250064288,53,230
SEEDGWAS3313:MRG:4:250064289,55,217
SEEDGWAS3315:MRG:4:250064290,53,192
SEEDGWAS3316:MRG:4:250064291,53,192
SEEDGWAS3317:MRG:4:250064292,54,228
SEEDGWAS3318:MRG:4:250064294,53,171
SEEDGWAS3319:MRG:4:250064295,53,171
SEEDGWAS332:MRG:4:250059088,50,195
SEEDGWAS3320:MRG:4:250064297,55,204
SEEDGWAS3321:MRG:4:250064298,54,166
SEEDGWAS3323:MRG:4:250064299,54,220
SEEDGWAS3324:MRG:4:250064300,59,110
SEEDGWAS3325:MRG:4:250064301,62,123
SEEDGWAS3327:MRG:4:250064302,54,178
SEEDGWAS3328:MRG:4:250064303,NA,NA
SEEDGWAS333:MRG:4:250059089,58,114
SEEDGWAS3330:MRG:4:250064304,54,165
SEEDGWAS3331:MRG:4:250064305,54,183
SEEDGWAS3332:MRG:4:250069070,69,267
SEEDGWAS3334:MRG:4:250069072,69,267
SEEDGWAS3335:MRG:4:250069073,NA,NA
SEEDGWAS3337:MRG:4:250069074,73,225
SEEDGWAS3338:MRG:4:250069075,63,220
SEEDGWAS3339:MRG:4:250069076,77,177
SEEDGWAS334:MRG:4:250059090,NA,NA
SEEDGWAS3340:MRG:4:250064306,64,166
SEEDGWAS3341:MRG:4:250064307,72,153
SEEDGWAS3342:MRG:4:250069077,72,171
SEEDGWAS3343:MRG:4:250069078,56,220
SEEDGWAS3344:MRG:4:250064308,60,215
SEEDGWAS3345:MRG:4:250064309,NA,NA
SEEDGWAS3346:MRG:4:250069079,NA,NA
SEEDGWAS3347:MRG:4:250069080,67,234
SEEDGWAS3348:MRG:4:250064310,68,179
SEEDGWAS3349:MRG:4:250069081,78,166
SEEDGWAS335:MRG:4:250059091,56,91
SEEDGWAS3350:MRG:4:250069621,64,180
