"Lines","Long","Lat","crop","matemp_value"
"9846",-3.02,42.31,"arabidopsis",10.25
"9847",-5.7,43.31,"arabidopsis",13.0874996185303
"9848",-5.77,40.11,"arabidopsis",13.4499998092651
"9849",-4.11,40.65,"arabidopsis",11.2875003814697
"9850",-0.7,42.86,"arabidopsis",7.36250019073486
"9851",-6.1,42.96,"arabidopsis",8.32916641235352
"9852",-3.75,40.46,"arabidopsis",14.3625001907349
"9853",-5.91,43.33,"arabidopsis",13.1875
"9854",-5.88,43.36,"arabidopsis",13.1208333969116
"9855",-3.89,40.57,"arabidopsis",13.6416664123535
"9856",-4,40.51,"arabidopsis",13.7208337783813
"9857",-3.8,40.33,"arabidopsis",14.375
"9858",-3.8,40.98,"arabidopsis",8.23750019073486
"9859",-3.88,40.5,"arabidopsis",13.9166669845581
"9860",-2.62,42.24,"arabidopsis",9.99583339691162
"9861",-3.21,40.72,"arabidopsis",13.0791664123535
"9862",-3.67,40.45,"arabidopsis",14.1791667938232
"9864",2.69,41.76,"arabidopsis",14.6374998092651
"9866",-2.79,41.89,"arabidopsis",9.35000038146973
"9867",-3.218865,40.94151,"arabidopsis",11.3791666030884
"9868",2.37,41.78,"arabidopsis",11.6374998092651
"9869",-5.28,36.76,"arabidopsis",14.1333332061768
"9870",0.17,41.91,"arabidopsis",15.1083335876465
"9871",-3.99,40.75,"arabidopsis",9.13749980926514
"9873",-5.45,37.94,"arabidopsis",15.8833332061768
"9874",-3,42.34,"arabidopsis",10.1625003814697
"9875",-5.87,43.38,"arabidopsis",12.4208335876465
"9876",0.99,41.34,"arabidopsis",10.9791669845581
"9877",-5.6,43.02,"arabidopsis",7.46666669845581
"9878",-3.62,40.78,"arabidopsis",12.3791666030884
"9879",-1.12,37.6,"arabidopsis",16.5874996185303
"9880",-3.44,42.72,"arabidopsis",11.6374998092651
"9881",-5.32,40.46,"arabidopsis",10.6291666030884
"9882",-4.26,40.46,"arabidopsis",12.6666669845581
"9883",-2.56,42.1,"arabidopsis",8.1875
"9885",-3.68,41.14,"arabidopsis",10.0416669845581
"9886",1.73,42.38,"arabidopsis",9.00416660308838
"9887",-4.77,40.4,"arabidopsis",12.4124994277954
"9888",-3.31,40.93,"arabidopsis",12.1333332061768
"9890",-5.07,43.16,"arabidopsis",10.4041662216187
"9891",2.92,41.93,"arabidopsis",13.6458330154419
"9892",-6.96,42.68,"arabidopsis",10.5916662216187
"9894",0.76,42.59,"arabidopsis",6.62083339691162
"9895",2.57,41.78,"arabidopsis",13.9791669845581
"9897",-5.63,40.95,"arabidopsis",12.2916669845581
"9898",-3.58,41.14,"arabidopsis",8.6041669845581
"9899",0.84,42.54,"arabidopsis",7.12083339691162
"9900",-6.01,37.38,"arabidopsis",18.591667175293
"9901",-2.98,42.27,"arabidopsis",7.94583320617676
"9902",-3.24,40.71,"arabidopsis",12.8000001907349
"9903",-3.1,42.31,"arabidopsis",8.88749980926514
"9904",-3.31,40.95,"arabidopsis",12.1583337783813
"9905",-4.01,40.76,"arabidopsis",7.87916660308838
"9906",4.25,40,"arabidopsis",16.9541664123535
"9908",3.47,50.72,"arabidopsis",10.3333330154419
"9909",3.3,50.59,"arabidopsis",10.0541667938232
"9910",3.52,50.68,"arabidopsis",10.1583337783813
"9911",4.28,47.16,"arabidopsis",9
"9912",4.55,46.67,"arabidopsis",10.158332824707
"9914",5.33,47.58,"arabidopsis",10.2458333969116
"9915",3.94,47.45,"arabidopsis",9.5833330154419
"9917",4.34,46.69,"arabidopsis",10.6083335876465
"9918",5.21,47.43,"arabidopsis",10.3916664123535
"9920",4.32,48.54,"arabidopsis",10.5208330154419
"9921",4.41,48.57,"arabidopsis",10.5833330154419
"9924",4.24,48.59,"arabidopsis",10.6291666030884
"9925",4.52,48.91,"arabidopsis",10.4916667938232
"9926",4.1,48.86,"arabidopsis",10.3833332061768
"9927",3.69,44.05,"arabidopsis",12.5416669845581
"9928",3.77,44.12,"arabidopsis",11.9291667938232
"9929",3.71,43.92,"arabidopsis",13.4833335876465
"9930",4.14,43.91,"arabidopsis",13.3708333969116
"9932",4.33,44.12,"arabidopsis",12.6916666030884
"9933",3.89,43.74,"arabidopsis",14.0791664123535
"9935",2.93,50.6,"arabidopsis",10.1708335876465
"9937",2.69,50.79,"arabidopsis",9.80416679382324
"9938",2.99,50.65,"arabidopsis",10.3458337783813
"9939",-7.45,31.48,"arabidopsis",14.0666666030884
"9941",-8.54,40.92,"arabidopsis",14.2708330154419
"9942",-1.34,41.32,"arabidopsis",11.0625
"9943",-5.74,39.73,"arabidopsis",15.2041664123535
"9944",-6.36,36.83,"arabidopsis",17.8374996185303
"9945",-3.11,41.8,"arabidopsis",10.0124998092651
"9946",-6.34,38.92,"arabidopsis",16.9125003814697
"9947",-3.9,40.74,"arabidopsis",11.0291662216187
"9948",-3.54,41.05,"arabidopsis",10.6666669845581
"9949",-6.93,42.69,"arabidopsis",11.3500003814697
"9950",0.76,42.63,"arabidopsis",5.05000019073486
"9951",82.5667,51.3333,"arabidopsis",2.70000004768372
"9952",82.55,51.32,"arabidopsis",2.72916674613953
"9953",82.19,51.33,"arabidopsis",2.61666679382324
"9955",60.46,54.09,"arabidopsis",2.32916665077209
"9956",60.48,54.06,"arabidopsis",2.46666669845581
"9957",51.75,53.04,"arabidopsis",4.69583320617676
"9958",49.48,53.33,"arabidopsis",4.30416679382324
"9959",49.48,53.33,"arabidopsis",4.30416679382324
"9960",57.56,51.31,"arabidopsis",3.42499995231628
"9962",15.32,40.57,"arabidopsis",14.3333330154419
"9963",16.26,39.18,"arabidopsis",12.3791666030884
"9964",16.23,38.36,"arabidopsis",15.7333335876465
"9965",16.22,38.38,"arabidopsis",14.0249996185303
"9966",15.65,40.28,"arabidopsis",13.8125
"9968",16.27,39.27,"arabidopsis",14.9750003814697
"9969",16.45,40.18,"arabidopsis",15.8541669845581
"9970",11.2376,46.3716,"arabidopsis",10.1750001907349
"9971",11.331,46.513,"arabidopsis",9.99583339691162
"9972",11.331,46.513,"arabidopsis",9.99583339691162
"9973",11.2832,46.366,"arabidopsis",11.1500005722046
"9974",11.2928,46.3378,"arabidopsis",10.9250001907349
"9975",11.2928,46.3378,"arabidopsis",10.9250001907349
"9976",11.167,46.2543,"arabidopsis",11.2416667938232
"9978",10.817,46.6297,"arabidopsis",8.71666717529297
"9979",11.23,46.36,"arabidopsis",9.16250038146973
"9980",16.17,38.62,"arabidopsis",16.5416660308838
"9981",16.24,38.76,"arabidopsis",17.154167175293
"9982",16.47,39.01,"arabidopsis",12.9583330154419
"9983",12.87,41.62,"arabidopsis",15.6583337783813
"9984",12.87,41.62,"arabidopsis",15.6583337783813
"9985",23.65,41.43,"arabidopsis",8.38749980926514
"9986",25.2,41.59,"arabidopsis",10.0083332061768
"9987",23.5,41.43,"arabidopsis",11.9333333969116
"9988",43.4767,41.7942,"arabidopsis",8.57499980926514
"9990",46.2831,41.8296,"arabidopsis",12.1625003814697
"9991",46.3728,41.2381,"arabidopsis",13.5541667938232
"9993",42.2394,38.6425,"arabidopsis",5.90416669845581
"9995",9.4,48.14,"arabidopsis",7.79583358764648
"9996",8.8,48.52,"arabidopsis",8.28750038146973
"9997",9.16,48.56,"arabidopsis",8.88749980926514
"9998",8.82,48.43,"arabidopsis",8.21666622161865
"9999",9.06,48.53,"arabidopsis",9.11666679382324
"10001",9.05,48.52,"arabidopsis",9.1666669845581
"10002",9.04,48.53,"arabidopsis",8.87916660308838
"10004",25.74,44.46,"arabidopsis",10.3583335876465
"10005",21.95,46.11,"arabidopsis",9.86666679382324
"10006",34.3814,44.6419,"arabidopsis",11.3208332061768
"10008",70.05,41.45,"arabidopsis",2.70000004768372
"10009",70.05,41.45,"arabidopsis",2.70000004768372
"10010",70.05,41.45,"arabidopsis",2.70000004768372
"10011",45.3622,39.8692,"arabidopsis",7.70416688919067
"10012",48.5594,38.9786,"arabidopsis",13.716667175293
"10013",48.6131,38.7406,"arabidopsis",12.4333333969116
"10014",48.7992,38.6536,"arabidopsis",14.0625
"10015",71.3,37.29,"arabidopsis",-2.87083339691162
"10017",21.46,44.34,"arabidopsis",10.8208332061768
"10018",20.16,44.84,"arabidopsis",11.6541662216187
"10020",16.5,49.17,"arabidopsis",8.8541669845581
"10022",7.7667,48.0333,"arabidopsis",10.7833337783813
"10023",15.45,68.8,"arabidopsis",NA
"10027",7.765567,48.02838,"arabidopsis",10.7416667938232
"14312",34.12,62.02,"arabidopsis",2.82500004768372
"14313",34.12,62.02,"arabidopsis",2.82500004768372
"14314",35.11,61.59,"arabidopsis",3.13333320617676
"14315",35.11,61.59,"arabidopsis",3.13333320617676
"14318",34.24,61.94,"arabidopsis",2.63750004768372
"14319",34.24,61.94,"arabidopsis",2.63750004768372
"15560",61.37,61.37,"arabidopsis",-1.18333327770233
"15591",14.72665,48.3315333,"arabidopsis",6.90833330154419
"15592",14.7158667,48.3314667,"arabidopsis",7.13333368301392
"15593",14.7158667,48.3314667,"arabidopsis",7.13333368301392
"18694",32.09,60.4,"arabidopsis",4.125
"18696",30.63,61.57,"arabidopsis",3.58333325386047
"19949",14.7181667,48.3268333,"arabidopsis",6.98750019073486
"19950",14.7181667,48.3268333,"arabidopsis",6.98750019073486
"19951",14.7181667,48.3268333,"arabidopsis",6.98750019073486
