
MAIZE|EnsemblGenome=Zm00001eb110070|UniProtKB=B4FSU1	Zm00001eb110070	Transmembrane emp24 domain-containing protein 10;100217126;PTN002737049;orthologs	OS07G0632700 PROTEIN (PTHR22811:SF129)	vesicle coat protein(PC00235)		intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);Golgi organization(GO:0007030)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum-Golgi intermediate compartment(GO:0005793);Golgi apparatus(GO:0005794);membrane(GO:0016020);COPII-coated ER to Golgi transport vesicle(GO:0030134)
MAIZE|EnsemblGenome=Zm00001eb326880|UniProtKB=A0A1D6IJ05	Zm00001eb326880	LRR receptor-like serine_threonine-protein kinase RPK2;103633402;PTN002818964;orthologs	OS07G0602700 PROTEIN (PTHR27000:SF811)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)	plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb082560|UniProtKB=A0A804MFY5	Zm00001eb082560	L-ascorbate peroxidase;100194161;PTN002832311;orthologs	L-ASCORBATE PEROXIDASE 7, CHLOROPLASTIC-RELATED (PTHR31356:SF64)		peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);L-ascorbate peroxidase activity(GO:0016688);heme binding(GO:0020037);metal ion binding(GO:0046872)	response to reactive oxygen species(GO:0000302);response to oxidative stress(GO:0006979);cellular response to oxidative stress(GO:0034599);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	chloroplast(GO:0009507)
MAIZE|EnsemblGenome=Zm00001eb167830|UniProtKB=K7TRG9	Zm00001eb167830	Putative leucine-rich repeat receptor-like protein kinase family protein;103652819;PTN002818817;orthologs	LEUCINE RICH REPEAT FAMILY PROTEIN, EXPRESSED (PTHR48053:SF71)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);signaling receptor activity(GO:0038023)	hormone-mediated signaling pathway(GO:0009755)	plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb002570|UniProtKB=B4G058	Zm00001eb002570	4-coumarate--CoA ligase;100274307;PTN002787898;orthologs	PEROXISOMAL OPC-8:0-COA LIGASE 1 (PTHR24096:SF413)	ligase(PC00142)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);4-coumarate-CoA ligase activity(GO:0016207);CoA-ligase activity(GO:0016405);ligase activity(GO:0016874);trans-cinnamate-CoA ligase activity(GO:0106290)	phenylpropanoid metabolic process(GO:0009698)	peroxisome(GO:0005777)
MAIZE|EnsemblGenome=Zm00001eb112180|UniProtKB=A0A1D6F541	Zm00001eb112180	Protein NRT1_ PTR FAMILY 4.4;103647969;PTN002616639;orthologs	PROTEIN NRT1_ PTR FAMILY 4.4 (PTHR11654:SF198)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb061860|UniProtKB=A0A804M627	Zm00001eb061860	Calcium-dependent protein kinase 7;unassigned;PTN009092470;orthologs	CALCIUM-DEPENDENT PROTEIN KINASE 8 (PTHR24349:SF346)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb240670|UniProtKB=A0A1D6H7N5	Zm00001eb240670	Peroxidase;100384634;PTN002830371;orthologs	PEROXIDASE 64 (PTHR31235:SF181)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb055110|UniProtKB=C0HIA2	Zm00001eb055110	RNA-binding (RRM_RBD_RNP motifs) family protein;100282725;PTN002845054;orthologs	RNA-BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN (PTHR32343:SF29)	RNA splicing factor(PC00148)			
MAIZE|EnsemblGenome=Zm00001eb361520|UniProtKB=K7V4X2	Zm00001eb361520	non-specific serine_threonine protein kinase;103636232;PTN002818871;orthologs	PROTEIN BRASSINOSTEROID INSENSITIVE 1 (PTHR48053:SF11)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);signaling receptor activity(GO:0038023)	response to light stimulus(GO:0009416);detection of brassinosteroid stimulus(GO:0009729);brassinosteroid mediated signaling pathway(GO:0009742);hormone-mediated signaling pathway(GO:0009755);post-embryonic development(GO:0009791)	plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb058360|UniProtKB=C0PKN8	Zm00001eb058360	GNAT transcription factor;GNAT15;PTN002874919;orthologs	OS12G0561600 PROTEIN (PTHR43072:SF48)	acetyltransferase(PC00038)	transferase activity(GO:0016740);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)		
MAIZE|EnsemblGenome=Zm00001eb212430|UniProtKB=B4FF99	Zm00001eb212430	Calcium-dependent protein kinase 7;100193514;PTN002806048;orthologs	CALCIUM-DEPENDENT PROTEIN KINASE 8 (PTHR24349:SF346)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb401400|UniProtKB=B4FJB2	Zm00001eb401400	Ras-related protein RABA4a;100272235;PTN002785229;orthologs	RAS-RELATED PROTEIN RABA4A (PTHR47978:SF37)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)		endosome(GO:0005768);Golgi apparatus(GO:0005794);endomembrane system(GO:0012505)
MAIZE|EnsemblGenome=Zm00001eb257750|UniProtKB=A0A1D6HN58	Zm00001eb257750	Carboxypeptidase;ZEAMMB73_Zm00001d018369;PTN002624098;orthologs	SERINE CARBOXYPEPTIDASE 24 (PTHR11802:SF25)	serine protease(PC00203)			
MAIZE|EnsemblGenome=Zm00001eb042070|UniProtKB=B4FZG0	Zm00001eb042070	Endoglucanase;100274182;PTN002730779;orthologs	ENDOGLUCANASE 18-RELATED (PTHR22298:SF22)		hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);cellulose catabolic process(GO:0030245)	
MAIZE|EnsemblGenome=Zm00001eb260050|UniProtKB=B6SZN5	Zm00001eb260050	Pectin lyase-like superfamily protein;100281863;PTN002831998;orthologs	PECTIN LYASE-LIKE SUPERFAMILY PROTEIN (PTHR31339:SF4)	lyase(PC00144)	catalytic activity(GO:0003824);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);lyase activity(GO:0016829)	carbohydrate metabolic process(GO:0005975)	
MAIZE|EnsemblGenome=Zm00001eb326840|UniProtKB=B4F8K5	Zm00001eb326840	NAD(P)-binding Rossmann-fold superfamily protein;100135421;PTN002571092;orthologs	OS07G0601900 PROTEIN (PTHR10366:SF696)	dehydratase(PC00091)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)	defense response(GO:0006952);toxin catabolic process(GO:0009407);defense response to fungus(GO:0050832)	
MAIZE|EnsemblGenome=Zm00001eb430620|UniProtKB=B6T6D6	Zm00001eb430620	protein-serine_threonine phosphatase (Fragment);Orphan41;PTN009220799;orthologs	PROTEIN PHOSPHATASE 2C 63-RELATED (PTHR47992:SF83)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	
MAIZE|EnsemblGenome=Zm00001eb304390|UniProtKB=A0A1D6HWP2	Zm00001eb304390	Protein NRT1_ PTR FAMILY 7.2;ZEAMMB73_Zm00001d019294;PTN002616573;orthologs	PROTEIN NRT1_ PTR FAMILY 7.2 (PTHR11654:SF652)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb256740|UniProtKB=A0A804PPG7	Zm00001eb256740	Protein kinase domain-containing protein;unassigned;PTN002818801;orthologs	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE ER2 (PTHR48056:SF24)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);receptor serine/threonine kinase binding(GO:0033612)	regulation of cell growth(GO:0001558);heat acclimation(GO:0010286)	plasma membrane(GO:0005886);membrane(GO:0016020)
