,AT_PC1,AT_PC2,AT_PC3,AT_ph,AT_cec,AT_maprecip,AT_matemp,AT_am_roots_colonized,AT_am_rel_abundance_colonization,T_soilN
9106,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9111,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9113,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9114,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9115,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9121,0.00409648,-2.647141358,0.403439763,64,238,837,8.574999809,0.2464073,0.516496301,489
9125,4.23119897,1.424765549,0.297264608,70,293,487,5.754166603,0.1507494,0.47001186,460
9128,3.593288836,-1.596976713,-0.417082689,71,236,466,7.704166889,0.094991498,0.369552344,405
9130,3.593288836,-1.596976713,-0.417082689,71,236,466,7.704166889,0.094991498,0.369552344,405
9131,3.593288836,-1.596976713,-0.417082689,71,236,466,7.704166889,0.094991498,0.369552344,405
9133,3.593288836,-1.596976713,-0.417082689,71,236,466,7.704166889,0.094991498,0.369552344,405
9134,3.593288836,-1.596976713,-0.417082689,71,236,466,7.704166889,0.094991498,0.369552344,405
9298,-2.485611622,-0.880255717,-2.820006296,NA,NA,667,8.912500381,NA,NA,NA
9312,-10.56282635,-5.880902261,4.034212958,46,347,2100,NA,0.279854298,0.738411486,1357
9314,-3.586382089,-1.456757433,-2.350464835,NA,NA,971,NA,NA,NA,NA
9321,1.046234165,-2.535165999,-1.322789605,46,389,703,3.629166603,NA,NA,833
9323,1.046234165,-2.535165999,-1.322789605,46,389,703,3.629166603,NA,NA,833
9332,1.046234165,-2.535165999,-1.322789605,45,410,701,3.712500095,NA,NA,877
9336,1.046234165,-2.535165999,-1.322789605,NA,NA,704,4.016666889,NA,NA,NA
9339,0.946434586,-1.597018094,-1.415542017,45,286,666,5.337500095,0.143924206,0.642683983,550
9343,0.848255292,-0.521919662,-2.955010059,NA,NA,502,NA,NA,NA,NA
9352,1.131929642,-0.542649136,-1.370116497,46,309,574,6.533333302,NA,NA,735
9353,1.131929642,-0.542649136,-1.370116497,46,309,574,6.533333302,NA,NA,735
9363,1.046234165,-2.535165999,-1.322789605,NA,NA,704,NA,NA,NA,NA
9369,0.849567635,-1.703460809,-1.35883118,46,340,666,5.737500191,0.143924206,0.642683983,892
9370,0.849567635,-1.703460809,-1.35883118,46,340,666,5.737500191,0.143924206,0.642683983,892
9371,1.258944859,-2.798120333,-1.110962496,45,400,706,NA,0.1445999,0.836719394,797
9380,-0.377099302,-1.180117198,-1.786390083,NA,NA,694,7.962500095,NA,NA,NA
9381,-0.104104332,-0.838672336,-2.275908713,NA,NA,606,NA,NA,NA,NA
9382,-0.104104332,-0.838672336,-2.275908713,NA,NA,606,NA,NA,NA,NA
9383,-0.104104332,-0.838672336,-2.275908713,NA,NA,606,NA,NA,NA,NA
9386,0.910523761,-2.507867832,-1.33456046,NA,NA,707,3.9375,NA,NA,NA
9388,0.910523761,-2.507867832,-1.33456046,NA,NA,707,3.9375,NA,NA,NA
9390,1.481646655,-0.471613035,-1.295663217,46,300,569,6.375,0.138856202,0.642683983,926
9391,1.481646655,-0.471613035,-1.295663217,46,300,569,6.375,0.138856202,0.642683983,926
9392,1.481646655,-0.471613035,-1.295663217,46,300,569,6.375,0.138856202,0.642683983,926
9394,1.316006385,-0.363447261,-2.200613509,NA,NA,492,NA,NA,NA,NA
9395,1.090204291,-1.368191932,-1.442848085,44,307,640,5.587500095,0.143924206,0.642683983,624
9399,-0.091558057,-0.824072744,-1.975009072,63,338,648,7.9375,NA,NA,769
9402,1.03128634,-1.539231953,-1.449532545,NA,NA,641,5.516666889,0.143924206,0.642683983,NA
9404,-0.377099302,-1.180117198,-1.786390083,63,301,694,7.895833492,NA,NA,697
9405,-0.377099302,-1.180117198,-1.786390083,63,301,694,7.895833492,NA,NA,697
9407,-0.377099302,-1.180117198,-1.786390083,63,301,694,7.895833492,NA,NA,697
9408,-0.351322916,-1.333786823,-1.734581369,43,258,713,6.949999809,0.116110101,0.607760668,559
9409,0.576258241,-0.512539011,-1.935494089,51,281,572,7.420833588,NA,NA,975
9412,1.40203035,-0.533334085,-1.268353208,45,296,570,6.416666508,0.138856202,0.642683983,740
9413,1.40203035,-0.533334085,-1.268353208,45,296,570,6.416666508,0.138856202,0.642683983,740
9416,0.818772273,-0.590364223,-2.761411678,NA,NA,531,7.033333302,NA,NA,NA
9421,0.903031987,-0.145359491,-2.380338559,62,354,523,NA,NA,NA,884
9427,1.046234165,-2.535165999,-1.322789605,49,422,704,3.720833302,NA,NA,938
9433,1.130859361,-2.600495632,-1.111635761,47,392,711,3.404166698,NA,NA,991
9436,0.418724085,-0.523973322,-2.358274489,NA,NA,638,7.395833492,NA,NA,NA
9437,0.418724085,-0.523973322,-2.358274489,NA,NA,638,7.395833492,NA,NA,NA
9442,-0.018507754,-0.784371273,-2.529092826,60,328,630,8.008333206,NA,NA,817
9450,0.792746616,-0.512000378,-2.558709169,67,364,533,6.970833302,NA,NA,929
9451,0.792746616,-0.512000378,-2.558709169,67,364,533,6.970833302,NA,NA,929
9452,0.792746616,-0.512000378,-2.558709169,67,364,533,6.970833302,NA,NA,929
9453,0.288308323,-0.691488861,-2.575406342,65,376,564,6.866666794,NA,NA,900
9454,0.288308323,-0.691488861,-2.575406342,65,376,564,6.866666794,NA,NA,900
9455,0.288308323,-0.691488861,-2.575406342,65,376,564,6.866666794,NA,NA,900
9470,0.560258148,-1.926372121,-1.170029644,44,276,712,5.383333206,0.143924206,0.642683983,588
9471,-0.351322916,-1.333786823,-1.734581369,48,269,705,7.212500095,0.116110101,0.607760668,607
9476,-0.018507754,-0.784371273,-2.529092826,59,326,630,NA,NA,NA,757
9481,-0.091558057,-0.824072744,-1.975009072,NA,NA,652,NA,NA,NA,NA
9503,-2.485611622,-0.880255717,-2.820006296,54,325,718,7.470833302,NA,NA,1129
9506,-3.091619395,4.532402872,1.817541606,55,214,1058,13.23333359,NA,NA,692
9507,-1.096111377,6.634643931,0.264186419,60,201,579,16.04999924,NA,NA,257
9508,-2.177068931,4.846597073,1.004905216,59,247,789,14.17083359,0.205455795,0.516496301,275
9509,-1.653623676,5.420522009,0.53620463,55,214,754,14.92500019,NA,NA,360
9510,-1.46999167,5.927588275,0.285968142,61,227,636,14.72916698,0.264116108,0.330698997,291
9511,-1.812650974,6.101582077,0.619429555,58,167,628,16.03750038,NA,NA,280
9512,-1.306330277,6.764050428,0.667061853,60,176,581,16.24166679,NA,NA,239
9513,1.25199178,6.172550799,0.793546586,72,243,442,14.8125,NA,NA,240
9514,0.790344643,5.77248616,0.254354947,72,227,462,14.22916698,NA,NA,258
9515,-1.029446449,6.03310473,0.756371999,61,230,624,16.61249924,0.166732997,0.408903092,300
9517,-7.417646929,0.960016952,5.22364938,NA,NA,1671,12.73333359,0.174964294,0.40596348,NA
9518,0.79897883,4.274542446,-0.590092376,72,225,427,12.625,NA,NA,492
9519,-1.579696285,1.262972636,0.18001777,68,291,798,13.70416641,0.133279994,0.528680146,446
9520,1.462750295,4.220786514,-0.989282417,76,234,378,11.77083302,0.145025402,0.47001186,279
9521,-1.038776442,3.195563957,0.1648669,63,243,627,14.79166698,NA,NA,492
9522,-2.224929699,5.501063382,0.923033074,62,243,730,16.61666679,0.264116108,0.330698997,377
9523,1.552954413,5.484696847,0.461937611,76,231,430,14.59583282,0.1507494,0.47001186,264
9524,-1.315936705,1.733571132,-0.358464205,66,304,733,10.47916698,NA,NA,531
9525,-2.288784478,-0.827171063,0.786781439,62,270,1171,7.699999809,0.201674193,0.646012485,622
9526,-1.742692617,2.954365907,0.284669833,69,288,679,14.64999962,NA,NA,383
9527,-1.515654603,2.767761658,0.260731718,59,250,883,10.49166679,0.109013602,0.523103118,534
9528,1.630519034,3.752830749,0.478387592,76,241,440,10.75833321,NA,NA,298
9529,0.321298514,5.256956366,0.086778456,68,229,678,11.51666641,NA,NA,379
9530,0.588714252,6.431619495,0.947537057,66,203,521,14.55000019,0.264116108,0.330698997,216
9531,1.171977849,4.431532086,-1.024442815,71,252,390,11.83333302,NA,NA,616
9532,0.697840402,3.83917967,-1.215372429,73,251,463,11.61666679,NA,NA,393
9533,1.057032449,3.858208044,-1.198652264,72,248,406,11.65833378,NA,NA,387
9534,1.291860444,5.868853224,-0.702275146,72,220,336,15.32083321,0.133279994,0.528680146,280
9535,-0.89764835,3.83166029,-0.869616569,74,243,546,14.64999962,NA,NA,411
9536,0.684724921,3.462509528,-0.026819429,68,260,549,11,0.204907894,0.449428082,517
9537,-0.933148699,5.825040822,1.402330297,64,219,651,15.02916718,NA,NA,260
9539,-2.793652186,3.096030908,0.714850012,58,232,969,11.72083378,0.205455795,0.516496301,523
9540,-1.725521253,0.802632178,0.279692815,62,266,846,10.40416718,NA,NA,481
9541,-0.350018703,6.209837579,1.741034223,66,213,635,15.00833321,NA,NA,218
9542,-0.71305996,1.458306292,-0.900944909,57,274,850,6.395833492,NA,NA,763
9543,-2.005742003,5.202463604,1.081687311,60,259,771,12.625,0.264116108,0.330698997,441
9544,0.277268222,5.68170214,0.016879835,66,232,522,14.32916641,NA,NA,406
9545,-0.256537371,5.640355093,0.76665139,60,203,589,14.79166698,NA,NA,515
9546,0.864282272,3.398295145,0.396989255,71,257,513,10.125,0.148931205,0.530736446,388
9547,-1.983286972,2.461249921,0.538696103,62,314,770,13.04583359,NA,NA,506
9548,-0.374056835,1.975013964,-0.879575897,64,238,686,9.375,0.145025402,0.47001186,482
9549,0.775495,3.680697992,-0.836186548,76,236,489,11.16666698,NA,NA,270
9550,-3.160065029,-1.073100724,-0.171645074,59,287,1095,5.845833302,0.192325905,0.595708787,722
9551,-1.059132675,2.985383168,0.199274315,66,271,726,11.7541666,NA,NA,319
9552,1.227486005,3.68352724,-1.179070947,69,267,404,11.1208334,NA,NA,486
9553,0.782479679,4.318894933,-0.95927399,76,228,412,12.30000019,NA,NA,412
9554,1.621624818,6.264498669,1.073265649,73,225,433,14.5583334,NA,NA,237
9555,1.263945282,5.412434888,0.079571972,70,225,435,12.92916679,0.264116108,0.330698997,448
9556,0.844590281,4.756938935,-0.348982307,75,236,415,14.53333282,0.166732997,0.408903092,250
9557,-2.002243673,-1.082026804,0.860615756,67,278,1014,9.783332825,0.201674193,0.646012485,570
9558,-0.301225835,4.035666244,-0.393505198,73,252,616,12.59583378,NA,NA,382
9559,0.233285589,7.261264893,1.31013213,71,222,487,17.18333244,0.1507494,0.47001186,273
9560,-0.624478921,6.270823972,1.984116025,69,239,642,15.57499981,NA,NA,255
9561,0.793643753,3.491310785,-1.133148038,71,261,477,10.8083334,NA,NA,362
9562,-0.880881542,1.431927919,0.298511466,64,299,708,11.27083302,0.190853894,0.394863456,569
9564,0.73557019,2.404679392,0.202714534,71,220,580,9.600000381,0.1507494,0.47001186,539
9565,-2.902686484,0.07059937,-0.125809042,61,307,1044,10.52499962,0.115457103,0.600958705,657
9567,-2.612208232,-1.954183472,0.383227105,64,274,1022,8.600000381,0.201674193,0.646012485,613
9568,-3.28274852,-3.459391429,0.894585557,61,290,1411,4.6875,0.201674193,0.646012485,672
9569,-4.209328286,-1.113485016,1.341401976,57,289,1260,10.15416718,0.115457103,0.600958705,775
9571,-3.884710581,0.649204142,0.035840887,57,288,1034,11.50833321,0.115457103,0.600958705,1002
9573,-1.385019314,3.036770578,0.138963546,63,278,654,13.64583302,NA,NA,494
9574,1.711334248,6.25740313,1.054802072,66,251,435,13.30416679,0.1507494,0.47001186,496
9576,0.514903783,2.752119465,-1.237957506,73,242,733,10.41250038,0.207930595,0.449428082,383
9577,-3.713133864,-3.690403227,0.804743345,64,274,1270,9.091667175,0.207930595,0.449428082,525
9578,-3.293181285,0.338368369,1.221704553,62,310,1178,9.904167175,0.133279994,0.528680146,519
9579,1.246682099,7.173181201,1.020303175,71,237,409,14.98333359,NA,NA,338
9581,-1.83964493,0.400622208,-0.70988934,68,280,712,10.30000019,0.115457103,0.600958705,554
9582,1.397774833,3.994513286,-0.278472985,74,207,418,11.57916641,0.203838602,0.408903092,380
9583,0.269329809,2.408567082,0.649185737,61,235,903,4.599999905,0.264116108,0.330698997,372
9584,0.863307516,3.131711294,-1.213800524,73,245,580,10.05416679,0.153037205,0.530736446,345
9585,-6.059968524,0.804909499,1.545584123,50,347,1293,12.33333302,0.170208201,0.615019619,1076
9586,0.748824025,2.946382873,-1.187889404,71,250,427,11.0666666,0.190853894,0.394863456,477
9587,1.094402036,4.062814585,-0.320892228,75,226,412,11.60833359,NA,NA,326
9588,0.094739026,2.071514882,0.546055698,77,276,696,11.79166698,0.2464073,0.516496301,336
9589,1.244613169,3.630073458,-0.808145364,74,263,440,10.72499943,NA,NA,337
9590,-3.742186813,1.359647098,-0.789413912,59,363,925,12.70833302,0.115457103,0.600958705,851
9591,-2.264169181,1.741124669,-0.511210249,68,294,813,11.02499962,NA,NA,625
9592,0.015397649,3.770448848,-0.710093527,71,244,525,12.21249962,NA,NA,390
9593,-0.544619293,1.105662619,-1.041004794,61,262,687,7.029166698,0.145025402,0.47001186,593
9594,-0.356537423,1.211890018,0.248682211,72,278,696,10.02499962,NA,NA,399
9595,0.913062969,4.339756904,-1.137873721,67,259,435,12.23750019,NA,NA,309
9596,-7.833290448,0.957065353,5.47947019,51,405,1747,13.14999962,NA,NA,803
9597,-0.072722188,2.099139983,-1.092911997,73,241,524,11.34583378,0.109013602,0.523103118,389
9598,-1.826883726,2.783472779,0.783091473,60,242,824,12.05000019,0.190853894,0.394863456,611
9599,-1.732639649,1.229528364,0.045825087,61,314,912,9.920833588,0.190853894,0.394863456,605
9600,-0.465716897,5.644210392,0.38490163,67,227,525,15.76249981,0.166732997,0.408903092,283
9601,0.589140933,3.577655087,-0.697086736,74,271,596,10.78333282,0.240002498,0.30701068,354
9602,1.154317641,5.353394469,-0.503203027,71,227,380,14.09583282,0.133279994,0.528680146,254
9606,0.92940312,5.41139624,-0.152430208,75,226,451,14.0666666,0.265020311,0.368687928,255
9607,5.296820991,-1.744314394,1.58063666,64,309,532,4.370833397,0.081159569,0.554179728,685
9608,7.785334063,-1.301635476,1.461556756,74,295,317,2.683333158,0.076333538,0.455108225,522
9609,8.019772177,-1.40209958,1.49274964,73,265,316,1.866666675,0.076333538,0.455108225,448
9610,5.432100332,-1.627474741,1.782245188,64,318,533,4.466666698,0.081159569,0.554179728,699
9611,5.432100332,-1.627474741,1.782245188,64,311,530,4.566666603,0.081159569,0.554179728,771
9612,5.432100332,-1.627474741,1.782245188,65,301,533,4.504166603,0.081159569,0.554179728,717
9613,5.899631023,-1.712263394,1.377366053,65,396,436,2.991666794,NA,NA,407
9615,5.291990548,-1.107877252,1.747389819,62,314,527,4.325000286,0.081159569,0.554179728,838
9616,5.432100332,-1.627474741,1.782245188,64,305,533,4.429166794,0.081159569,0.554179728,732
9617,7.785334063,-1.301635476,1.461556756,74,295,317,2.683333158,0.076333538,0.455108225,522
9619,7.754174779,-0.496621814,1.91065476,72,240,304,2.908333302,0.152240798,0.549706042,477
9620,7.990637672,-0.683269065,1.932105059,77,236,298,2.883333445,0.053578131,0.400406539,434
9621,7.754174779,-0.496621814,1.91065476,75,252,303,2.950000048,0.152240798,0.549706042,591
9622,6.312323178,-1.947605635,2.677965886,67,289,571,3,NA,NA,478
9624,7.758275214,-1.429034705,1.563395759,66,365,335,1.754166603,NA,NA,553
9625,4.78416856,-2.390794005,1.364956033,61,314,607,2.700000048,0.105928697,0.746570289,506
9626,5.166154562,-2.201884665,1.697785634,62,283,607,2.795833349,0.250772089,0.799814105,511
9627,4.78416856,-2.390794005,1.364956033,67,303,608,2.729166746,0.105928697,0.746570289,616
9628,4.78416856,-2.390794005,1.364956033,62,312,608,2.6875,0.105928697,0.746570289,630
9629,5.477438377,-1.957133949,2.032715663,67,301,598,3,NA,NA,470
9630,5.71510869,-1.873361218,2.052779466,67,298,598,2.854166746,NA,NA,509
9631,7.531102572,-1.074002463,1.639248991,70,245,334,2.725000143,0.237481505,0.707933247,270
9632,7.48782137,-1.039561767,1.609819092,70,251,334,2.662499905,0.237481505,0.707933247,266
9633,7.531102572,-1.074002463,1.639248991,73,266,335,2.520833254,0.237481505,0.707933247,342
9634,7.678445491,-1.780867013,1.410226912,64,331,350,1.220833302,0.1445999,0.836719394,365
9635,7.472914015,-1.066772488,1.483463613,73,255,325,2.583333254,0.237481505,0.707933247,306
9636,7.48782137,-1.039561767,1.609819092,72,239,335,2.6875,0.237481505,0.707933247,317
9637,7.483433878,-1.187011074,1.732472907,NA,NA,340,2.666666746,NA,NA,NA
9638,7.483433878,-1.187011074,1.732472907,73,260,345,2.583333254,NA,NA,249
9639,7.585703637,-1.520603159,1.421983641,65,333,342,1.316666603,NA,NA,311
9640,7.751905073,-0.736854023,1.87888982,73,246,311,2.791666746,NA,NA,462
9641,7.751905073,-0.736854023,1.87888982,74,243,311,2.758333445,NA,NA,473
9642,7.751905073,-0.736854023,1.87888982,74,266,311,2.829166651,NA,NA,341
9643,7.696577834,-0.691311048,1.682292214,76,240,309,2.941666842,0.237481505,0.707933247,366
9644,0.463627596,0.639514334,1.40398299,NA,NA,730,11.3125,NA,NA,NA
9645,0.72681997,0.768886569,1.273634845,67,252,712,11.14166641,0.132647306,0.746570289,454
9646,-3.132275669,2.34523349,0.554388658,66,245,969,14.40833282,0.133279994,0.528680146,459
9647,-1.111811816,4.782676849,0.287537615,75,261,625,16.35833359,NA,NA,278
9648,-2.876438118,3.98115908,1.472664775,71,268,894,16.52916718,NA,NA,308
9649,-3.132275669,2.34523349,0.554388658,66,245,969,14.40833282,0.133279994,0.528680146,459
9651,-2.378398358,1.874351455,0.093512374,71,251,1049,15.41250038,NA,NA,336
9653,-3.185225432,3.623298353,0.646195409,66,221,895,15.38749981,NA,NA,419
9655,-3.480670267,3.573040008,1.427360826,70,253,969,16.21666718,0.166732997,0.408903092,375
9656,-0.829077077,4.283901788,-0.386573131,72,280,581,13.72916698,0.207930595,0.449428082,347
9657,-3.185225432,3.623298353,0.646195409,67,219,882,17.75,NA,NA,398
9658,-3.480670267,3.573040008,1.427360826,66,266,955,15.65833282,0.166732997,0.408903092,411
9659,-2.199294526,2.908183153,0.963182236,NA,NA,869,15.02500057,0.133279994,0.528680146,NA
9660,-2.750596434,3.114670248,1.212150738,69,263,974,15.85416698,NA,NA,355
9661,-2.656535464,4.477950944,1.569563885,70,250,867,16.79166603,NA,NA,345
9663,-2.431810509,3.160988709,1.388856854,74,271,856,14.32499981,NA,NA,310
9664,0.970508197,0.379924637,0.173042792,65,307,796,11.15000057,NA,NA,782
9665,0.970508197,0.379924637,0.173042792,65,307,796,11.15000057,NA,NA,782
9666,0.970508197,0.379924637,0.173042792,65,307,796,11.15000057,NA,NA,782
9667,0.970508197,0.379924637,0.173042792,65,307,796,11.15000057,NA,NA,782
9668,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9669,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9670,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9671,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9672,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9673,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9676,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9677,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9678,0.970508197,0.379924637,0.173042792,59,293,796,11.23333359,NA,NA,854
9679,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9680,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9681,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9682,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9683,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9684,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9685,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9686,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9687,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9689,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9690,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9691,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9692,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9693,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9694,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9695,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9696,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9697,0.918969417,1.478022376,-0.344933953,67,279,616,9.166666985,NA,NA,347
9698,0.918969417,1.478022376,-0.344933953,67,250,539,11.21666718,NA,NA,323
9699,1.198017785,2.345009188,-0.224421897,72,253,495,12.57499981,NA,NA,364
9700,1.676117214,1.397289991,0.531957992,66,251,582,10.23750019,NA,NA,556
9701,2.154431923,1.562431608,1.540819493,68,284,574,11.49166679,NA,NA,533
9703,0.712753081,0.720011832,-0.645610655,69,241,542,12.07499981,0.122625902,0.523103118,358
9704,0.712753081,0.720011832,-0.645610655,69,241,542,12.07499981,0.122625902,0.523103118,358
9705,1.179498814,3.196289998,-0.134310397,71,254,470,13.52083302,NA,NA,330
9706,0.375574323,-0.242435069,-0.988474432,67,279,638,7.620833397,0.190853894,0.394863456,417
9707,0.25312001,0.654189144,-0.472774423,63,268,641,9.662499428,0.133279994,0.528680146,544
9708,0.469368885,2.618627326,0.277952004,69,302,600,12.0041666,NA,NA,281
9709,1.885121531,1.808688713,0.42521428,69,240,522,11.97500038,NA,NA,388
9710,1.885121531,1.808688713,0.42521428,69,240,522,11.97500038,NA,NA,388
9711,1.676117214,1.397289991,0.531957992,66,251,582,10.23750019,NA,NA,556
9712,1.676117214,1.397289991,0.531957992,66,251,582,10.23750019,NA,NA,556
9713,0.921045314,1.927550784,0.756095507,64,243,603,11.11250019,0.109013602,0.523103118,427
9714,0.817805205,2.838980697,0.426399863,64,234,578,12.27916718,NA,NA,477
9716,0.25312001,0.654189144,-0.472774423,64,239,638,10.17916679,0.133279994,0.528680146,397
9717,0.469368885,2.618627326,0.277952004,64,282,596,12.07916641,NA,NA,439
9718,0.143576455,0.204997589,-0.635022705,58,281,650,8.837499619,0.133279994,0.528680146,562
9719,0.56223206,2.664307375,0.206729412,66,243,576,12.53333378,0.133279994,0.528680146,300
9720,0.56223206,2.664307375,0.206729412,68,265,586,12.0583334,0.133279994,0.528680146,336
9721,0.791086578,-0.3325631,0.380199957,60,262,670,9.324999809,0.297267407,0.361074358,686
9722,0.442560838,0.166852047,-0.72943962,63,275,639,9.225000381,0.133279994,0.528680146,522
9723,0.922376813,1.72825658,-0.479342532,64,300,574,8.850000381,0.133279994,0.528680146,512
9725,-0.846503356,5.551086275,0.680596869,75,198,600,15.5583334,0.209540099,0.30701068,289
9726,-2.287562737,5.49270576,1.730890751,73,209,737,17.17499924,NA,NA,335
9727,-2.350572087,5.904195004,1.835093602,73,220,760,16.62916756,NA,NA,368
9728,0.727564889,-1.22009269,0.400191913,58,320,798,7.016666889,NA,NA,768
9729,0.727564889,-1.22009269,0.400191913,58,320,798,7.016666889,NA,NA,768
9730,0.727564889,-1.22009269,0.400191913,NA,NA,775,7.541666985,NA,NA,NA
9731,0.727564889,-1.22009269,0.400191913,58,320,798,7.016666889,NA,NA,768
9732,0.727564889,-1.22009269,0.400191913,60,320,775,7.079166889,NA,NA,849
9733,0.727564889,-1.22009269,0.400191913,NA,NA,775,7.541666985,NA,NA,NA
9735,0.727564889,-1.22009269,0.400191913,NA,NA,775,7.541666985,NA,NA,NA
9736,2.132712203,1.056851907,1.066328372,61,327,565,10.1833334,NA,NA,474
9737,1.241739454,0.476586051,0.930352246,67,245,621,10.28750038,NA,NA,458
9738,1.808482023,-0.695645358,0.433045678,60,291,624,6.708333492,NA,NA,459
9739,0.94607468,0.000927613,0.843198241,62,242,647,9.841667175,0.119350404,0.673712075,523
9741,1.30372973,0.224432589,0.730109946,65,272,597,10.1833334,0.119350404,0.673712075,398
9743,1.534840338,0.122381961,0.66754019,65,201,631,8.675000191,0.103331998,0.619814992,490
9744,2.098341014,0.485719651,0.974129352,NA,NA,571,9.899999619,NA,NA,NA
9745,1.800814455,0.577734834,1.235406437,66,291,768,2.700000048,0.456777394,0.19788456,433
9747,0.839531832,0.780114806,1.032232177,66,256,651,11.1291666,NA,NA,476
9748,0.684750919,-0.412912399,0.485111422,64,258,698,9.875,NA,NA,545
9749,0.958713913,0.658108692,0.426449608,65,245,654,10.3166666,NA,NA,480
9754,0.843278867,0.535621203,1.078763502,62,230,665,10.73333359,NA,NA,527
9755,1.489375043,1.333253786,1.021204378,67,265,607,11.57499981,NA,NA,532
9756,0.810540833,0.968943565,1.147178281,64,234,652,11.1291666,NA,NA,479
9757,0.810540833,0.968943565,1.147178281,64,234,652,11.1291666,NA,NA,479
9758,8.9097537,-0.217872908,1.005480974,82,243,174,3.833333254,0.050612289,1,328
9759,-1.969260636,2.35081762,2.987821833,NA,NA,1062,13.55000019,NA,NA,NA
9761,-4.772742769,4.998162364,5.114686476,71,278,1081,16.13333321,NA,NA,452
9762,-0.834040668,2.556075838,-0.957196508,64,206,682,9.266666412,0.190853894,0.394863456,579
9764,-3.101034094,3.841301503,3.476528163,66,277,1133,14.70833302,NA,NA,489
9766,7.384808631,-3.065996836,0.90463246,66,270,458,-1.929166675,0.456777394,0.19788456,408
9768,-0.359433989,-0.72654826,-0.120527675,56,277,735,8.691666603,0.115457103,0.600958705,855
9769,-0.703556475,-1.064331017,0.113514904,60,314,760,8.470833778,NA,NA,682
9770,-0.359433989,-0.72654826,-0.120527675,57,299,760,8.858333588,0.115457103,0.600958705,790
9771,-0.359433989,-0.72654826,-0.120527675,56,270,743,8.433333397,0.115457103,0.600958705,743
9772,-0.523865789,-0.925699414,0.20825569,66,328,808,8.412500381,NA,NA,413
9774,-0.304525442,-0.557530452,0.083445279,64,282,735,8.845832825,NA,NA,596
9775,-1.011149868,-1.419938488,0.244122618,55,287,808,8.120833397,NA,NA,704
9776,-1.011149868,-1.419938488,0.244122618,NA,NA,816,8.125,NA,NA,NA
9777,-0.304525442,-0.557530452,0.083445279,62,291,735,8.729166985,NA,NA,720
9778,-0.523865789,-0.925699414,0.20825569,65,290,808,8.333333015,NA,NA,472
9779,-1.011149868,-1.419938488,0.244122618,63,321,870,8.333333015,NA,NA,408
9780,-1.011149868,-1.419938488,0.244122618,NA,NA,816,8.125,NA,NA,NA
9781,-0.359433989,-0.72654826,-0.120527675,61,324,743,8.662500381,0.115457103,0.600958705,814
9782,-0.359433989,-0.72654826,-0.120527675,NA,NA,743,9.050000191,0.115457103,0.600958705,NA
9783,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,9.166666985,0.115457103,0.600958705,NA
9784,-1.011149868,-1.419938488,0.244122618,63,326,816,8.375,NA,NA,426
9785,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,8.829166412,0.115457103,0.600958705,NA
9786,-0.359433989,-0.72654826,-0.120527675,58,288,760,8.699999809,0.115457103,0.600958705,684
9787,-0.743598479,-1.477517517,0.233412209,NA,NA,758,9.066666603,NA,NA,NA
